paper id,year,paper type,paper title,author number,abstract,session title,sub unit
2016-0010,2016,Paper Session,Feeling the Candidates: The Impact of Presidential Candidate Emotions on Voter Responses,9,This experiment investigates how the strength of coupling between emotional features of candidate communications and voters' emotional responses is related to evaluations of the candidates. Participants in a within subjects experiment were shown video clips of candidates running for U.S. President taken from the 2015 Democratic and Republican primary debates. Psychophysiological indicators of emotional response were recorded during viewing of each clip and self-report measures of attitudes toward the candidate and likelihood of voting for a candidate were obtained. This study sheds light on motivated cognitive processes potentially underlying evaluations of political candidates.,The Role of Emotion in Information Processing,Information Systems
2016-0011,2016,Paper Session,"Overwhelmed by a Theater-Sized Surrounded Projection Technology: Cognitive Overload, Emotional Responses, and Advertising Effectiveness Under a Large, Immersive Environment",2,"ScreenX is a technology that converts a movie theater to a huge immersive environment by using both sides of walls as screens. It resembles CAVE, a virtual reality system that employs surround projection display was introduced in the early ‘90s. However, little is known about what effect such large, immersive environment brings to viewers. Less is known about the interaction between such technology and structural features in the mediated message.
Based on the Limited Capacity Model of Motivated Mediated Message Processing (LC4MP; Lang, 2006), this study used twelve 30-second advertisements, either fast or slow in pacing. Self-reported questionnaires including attitude towards ad and brand, as well as physiological data were collected from the subjects (N=60).
Despite the fact that cognitive overload led to some unexpected findings, advertisements shown under an immersive environment were more effective in terms of attitude towards ad, brand, and purchase intent. Also notable is that some of the effects of the immersive environment were diminished for ads edited in a fast-paced manner. This is explained in the context of LC4MP (Lang, 2006).",The Role of Emotion in Information Processing,Information Systems
2016-0012,2016,Paper Session,Self-Esteem and Public Self-Consciousness Moderate the Emotional Impact of Expressive Writing About Experiences with Bias,3,"A substantial body of research has revealed the positive effects of expressive autobiographical writing on overall psychological and physical well-being (e.g., Pennebaker & Evans, 2014). The present research investigated a potential boundary condition for the emotional benefits of expressive writing: participants’ personality traits. The present work also centered on an event type that has received little attention in prior research - the experience of being the target of stereotypical or biased judgments. Results suggested that high self-esteem provides a buffer against negative emotions (even when writing about a negative event), while public self-consciousness appears to heighten negative responses, even though individuals were writing privately and anonymously. This study provides important insights into moderators of the effects of expressive writing, and extends this paradigm into the important domain of individuals’ experience as the targets of bias.",The Role of Emotion in Information Processing,Information Systems
2016-0013,2016,Paper Session,The Interplay of News Frames on Emotional and Cognitive Processing,2,"One of the obstacles to understanding the mechanism(s) behind framing effects in communication research is obtaining empirical evidence of the actual cognitive processing of framed messages. Guided by the “Limited Capacity Model of Motivated Mediated Message Processing” (LC4MP), this paper examines how different news frame dimensions interact to affect cognitive and emotional processing of information. Specifically, we employ psychophysiological measures to illustrate how the interplay of frame valence (gain/loss) and frame level (episodic/thematic/mix) influences attention, cognitive elaboration, information recall and emotional response. A pilot study (N=20) with 2x3 experimental design regarding the issue of child adoption among same-sex male couples reveals that information is processed differently with different frame dimension combinations. A full study (N=100) will be completed in December. Moreover, prior opinion moderates the effect of incongruent frames on cognitive and emotional processing.

Keywords: gain/loss frame, episodic/thematic frame, cognitive processing, psychological processing, emotion.",The Role of Emotion in Information Processing,Information Systems
2016-0014,2016,Paper Session,Poignancy and Mediated Wisdom of Experience: Narrative Impacts on Willingness to Accept Delayed Rewards,3,"Research on the impact of eudaimonic narrative has begun to identify a variety of psychologically and socially important outcomes. In the present study, we conceptually and operationally distinguish three distinctive responses to eudaimonic narrative: moral elevation, being emotionally moved, and poignancy. We, following work by Hershfield and colleagues (Ersner-Hershfield et al., 2008), suggest that poignancy, or a combination of sadness and happiness in response to life or narrative events, represents a recognition and acceptance of life’s transience and mixed joys and sorrows. Evocation of poignancy by eudaimonic narrative, then, should elicit responses associated with age, life experience, and maturity, which we refer to as “mediated wisdom of experience”. We find that brief eudaimonic video clips, compared to similar non-eudaimonic clips, increase acceptance of delayed rewards (i.e., reduced delay discounting, which has been found to be associated with maturity and negatively associated with risky and unsafe behavior in prior research), indirectly via the impact of these clips on poignant responses. In contrast, being emotionally moved showed an indirect path leading to decreased acceptance of delayed rewards, whereas moral elevation had no mediating effect.",The Role of Emotion in Information Processing,Information Systems
2016-0015,2016,Paper Session,Arousal as a Double Edge Sword in Moderating Ad Placement Effect,2,"One of the biggest differences between online video commercial and traditional TV commercial placement is that commercials online are oftentimes not placed serially but are embedded at different time points of a video. Individual ads are surrounded more by contents than by ads. This boosts the importance of content features as they were nearer to individual ads and could exert greater influence on ad effectiveness. This study is interested in exploring how video content feature (e.g., arousal) moderates the effects of ad placement on memory. Results showed that higher emotional arousal of video contents generally benefited imagery recognition of front ads (vs. back ads) but benefited recognition of verbal contents of back ads (vs. front ads). This interesting trade-off could provide important suggestions to the advertising industry in terms of strategizing ad placement depending on memory goals (reinforcing imagery vs. pinpointing verbal ad information).",The Role of Emotion in Information Processing,Information Systems
2016-0016,2016,Paper Session,The Role of Mindset Construal and Psychological Distance Cues in Online Truth Judgments,3,"Current research presents a novel application of construal level theory (CLT) for predicting online truth judgments. Previous CLT research showed that people’s mindsets and psychological distance information embedded in messages can influence truth judgments in offline settings. We experimentally tested whether a consistency between people’s mindsets (abstract vs. concrete construal) and psychological distance cues in tweets (spatially far vs. spatially close) enhances truth judgments of tweets. While no interaction effect was found, the results revealed a main effect of distance on truth perceptions. Participants judged tweets involving information on spatially close locations as truer than tweets involving information about spatially distant locations. Findings suggest that under uncertainty psychological closeness in messages can act as a truth-heuristic. Further research is needed for a better understanding of construal level and psychological distance interaction on online truth judgments.","Bias, Intentionality, Judgment, and Decision Making",Information Systems
2016-0017,2016,Paper Session,Why User Comments Affect the Perceived Quality of Journalistic Content: The Role of Judgment Processes,3,"User comments on news websites are frequently uncivil and lack a reasoned argumentation, and research shows that these qualities of comments can have negative effects on the perceived quality of the commented journalistic content. To date it is not clear how such effects occur. We propose three mechanisms that suggest that the comments’ impact depends on how deliberate and elaborate a commented news item’s quality is judged. This was tested in an experiment (N = 637) that varied civility and reasoning in the comments that accompanied an article, and the brand of the news website. Results show that a lack of reasoning in the comments decreased the perceived quality of the news item irrespective of brand awareness, but only at high elaboration during judgment. Incivility in the comments decreased the perceived quality of journalistic content, but only at low elaboration, and only in unknown news brands. Implications are discussed.","Bias, Intentionality, Judgment, and Decision Making",Information Systems
2016-0018,2016,Paper Session,Does What My Neighbors Do Still Matter to Me When Shopping Online? Examining the Impacts of Location-Based Social Identity on the Consumer Decision-Making Process,3,"Given the growing popularity of e-commerce activities, online consumer reviews play a key component in influencing consumer judgments and decision-making processes. This study analyzes the effects of geographic based social identity provided in online consumer reviews in regards to reviewer’s source credibility and consumer judgments. We conducted a 2 (social identity: in-group vs. out-group identity) x 2 (review valance: positive vs. negative) x 2 (product type: experience goods x search goods) between-subjects experiment. Our results found that in-group geographic identity shaped consumer’s judgments about reviewed online products and reviewers’ perceived trustworthiness. Further, we found that perceived trustworthiness predicted attitudes and purchase intentions, indicating that social identity had indirect effects on those variables through perceived trustworthiness. Implications for future research on the relationships among social identity, valence of reviews, and product types in e-commerce settings will be further discussed.","Bias, Intentionality, Judgment, and Decision Making",Information Systems
2016-0019,2016,Paper Session,Economic Messages Alter the Brain’s Response to Error Prediction and Consequent Behavioral Decisions,3,"How can the news about economy shape people’s economic decisions? Building upon behavioral evidence provided by a previous experiment addressing effects of economic messages on economic risk taking, the current study focuses on the exact psychophysiological mechanisms behind these effects. We show that simple economic messages can alter brain electrophysiological responses associated with processing of risk and benefit, namely error prediction and reward anticipation signals. The study will provide support for the hypothesis that economic news, which often offers an abstract, vague, and yet emotionally valenced impression about the more general direction of the economy, bias people’s model of the economy and shape consequent economic behavior.","Bias, Intentionality, Judgment, and Decision Making",Information Systems
2016-0020,2016,Paper Session,Biases in Perceived Effect of Persuasive Campaigns: Differences Between Actual and Perceived Effects of Campaign Messages,2,"This study examined errors in recall of pre-message attitude after processing persuasive messages in order to test the difference between actual and perceived effect of persuasive campaigns. It also tested whether the amount of the bias in recall of pre-message attitude moderates the relationship between actual attitude change and perceived message effect. An online-experiment was conducted with a pretest-posttest control group design (N = 196). Results showed that when attitudes changed in favor of message arguments, participants biasedly estimated their pre-message attitudes toward the direction of post-message attitudes. Second, the amount of bias in recall of pre-message attitude weakened the relationship between the actual attitude change and perceived message effect. Theoretical and practical implications of findings were discussed.","Bias, Intentionality, Judgment, and Decision Making",Information Systems
2016-0021,2016,Paper Session,What Prompts People to Participate in Online Auctions: A Study of Bidders’ Behavioral Intention,4,"Online auction is an Internet-based activity in which participants bid for products. Auction websites are currently receiving a lot of attention, as reports indicate that nearly half of consumers who shop online have bid and bought products on online auctions. Nonetheless, despite the growing research interests of online auctions among information systems scholars, little attention has been paid to the psychological underlying causes of users’ involvement in online auctions. In this research, we build upon TAM and emotion literature, and develop a strong and parsimonious model to understand online auction users’ emotional responses and behaviors toward auction systems. 250 usable observations from users who participated in an online auction experiments were collected, and applied regression and PROCESS analyses were employed to analyze the data. Our findings highlight the role of one important aspect of emotional state – dominance – in forming behavioral intention, which has not received enough attention in explaining users’ involvement in information systems. This study contributes to both information system literature and practice related to the interactions of online auction websites and their users.","Bias, Intentionality, Judgment, and Decision Making",Information Systems
2016-0022,2016,Paper Session,The Influence in News Stories of Criminal Intentionality and Criminal and Victim Affective Dispositions on Support for Policy About Alcohol Crimes,2,"Two studies tested if the rationalist and intuitionist sequences for forming moral judgments about story characters, proposed by Lee and Shapiro (2014), can explain how news stories about alcohol-related crimes influence support for relevant policies. Study 1 supported the rationalist sequence: participants blamed a store owner who intentionally sold alcohol to a minor (compared to a store owner presented a convincing false ID). The increased blame was associated with an increase in support for punitive policies. In Study 2, the intuitionist sequence was supported under some circumstances. Participants blamed a disliked administrator who drove drunk and caused an accident more than a liked administrator. Participants supported preventive policies more and punitive policies less when the perpetrator was a liked administrator than when the perpetrator was a disliked one; however, this effect was moderated by the timing of alcohol use questions.","Bias, Intentionality, Judgment, and Decision Making",Information Systems
2016-0023,2016,Paper Session,Individual Differences in Intentions to Drink: Investigating the Relationship Between the BIS/BAS Scales and Accessibility,6,"Previous research has suggested that individual differences play a key role in risky decision-making. In turn, we examined how the behavioral inhibition system (BIS) and the behavioral approach system (BAS), characterized by a sensitivity to reward and punishment respectively, influenced the accessibility of alcohol-related norms and attitudes. We also investigated whether or not norm and attitude accessibility mediated the relationship between these two systems and intentions to drink. 421 first-year students completed norm and attitude accessibility tasks as well as completing measures of the BIS, BAS, previous alcohol behavior, and perceived stress. Results of this study indicate that a higher BIS is positively associated with attitude accessibility and attitude accessibility subsequently mediates the relationship between the BIS and behavioral intentions. Results for the relationship between the BAS scales and accessibility were more mixed, suggesting that a sensitivity to reward may manifest in a more varied manner.","Bias, Intentionality, Judgment, and Decision Making",Information Systems
2016-0024,2016,Paper Session,For All Eyes to See: A Cross-Cultural Comparison of the Effect of Publicness on Opinion Expression in Social Media,2,"While theoretical claims in spiral of silence research indicated that the publicness of a situation can affect people’s opinion expression, the publicness effect has never been subjected to an empirical test. The potential influence of the private vs. public nature of a conversation becomes important when considering that social media provide highly public spaces for societal debates. Results from a cross-cultural experiment revealed a publicness effect in Germany, but not in Singapore. In Germany, a higher level of publicness of a controversial discussion on Facebook reduced people’s likelihood to express their viewpoint, attenuating the influence of the opinion climate. Explanations for this effect were found in users’ fears of being offended and judged by others. Theoretical implications are discussed.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2016-0025,2016,Paper Session,Interpersonal Rejection Sensitivity and Mobile Instant Messaging,1,"This study examined the relationship between interpersonal rejection sensitivity and use of mobile instant messengers (MIMs). Three aspects of MIM use were assessed: use intensity, relational usefulness, and stress. Data were collected through an online survey of KakaoTalk (an instant messaging application for smartphones) users in South Korea (N = 495). Those with higher interpersonal rejection sensitivity reported higher levels of use intensity and stress in their MIM use. However, interpersonal rejection sensitivity was not significantly associated with relational usefulness of MIMs. These findings indicate that mobile messaging is more stressful for those with higher interpersonal rejection sensitivity. Sex differences were also found: Women reported spending more time using MIMs, a fewer number of people messaging with, and higher levels of use intensity than men.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2016-0026,2016,Paper Session,Smartphone Conversational Etiquette: The Impact of Injunctive and Descriptive Conversational Norms on Multicommunication Behaviors,2,"This study examined the factors influencing the likelihood that people would communicate on their smart phone while engaging in face-to-face conversations (multi-communication). An online survey (N=517) found that U.S. participants' perceptions of injunctive norms (peer expectations) and descriptive norms (peer behaviors) were strongly and positively correlated with the likelihood of engaging in multi-communication behaviors. Participants tended to overestimate the extent to which others would engage in multi-communication. Perceptions that multi-communication violated conversational etiquette diminished the likelihood that people would engage in those activities. Greater engagement in multi-communication and perceived injunctive norms increased participants’ anxiety about being separated from their smart phone. Behaviors and norms varied depending upon the type of communication (work-related, family-related, or social life-related) and the conversational context (work, home, or social setting). Work related multi-communication was most common at work, but communicating about family and social life was most likely at home and in social settings.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2016-0027,2016,Paper Session,Testing the Impact of Perceived Inequity via Social Media,2,"Social media archive the content and flow of social exchange across networks, and this communication is generally publicly accessible. This may present challenges for individuals who invest heavily in these platforms because they increase the probability of observing exchanges among their friends and the likelihood of feeling inequity. 194 participants were randomly assigned to either an over- or under-rewarded communication scenario, and psychological distress was measured and used as the dependent variable. Results suggest that although participants did not report experiencing distress in the over-rewarded condition, there was a significant main effect for the under-rewarded condition such that participants who were more heavily invested in their online social network experienced distress. Results also indicated that women experienced more distress in the under-rewarded condition, opposed to men. Findings are discussed in terms of social comparison online and individual differences in information processing.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2016-0028,2016,Paper Session,The Benefits of Distance and Mediation: How People React to Conflicts in Video Chat vs. FtF,4,"The importance of resolving conflicts in a human relationship is well-known, as is the prevalence of conflicts in both mediated and non-mediated interactions. The comparison of face-to-face settings and computer-mediated channels on the experience of conflicts has been largely overlooked compared to other interpersonal communication factors. An original experiment examined whether different channels (face-to-face vs. video chat) through which people experience conflicts with another person affect their partner evaluation and communication satisfaction. The participants’ physiological arousal (interbeat interval, galvanic skin response) was recorded during the conversation as well as their self-reported arousal level. Results show that people who interacted face-to-face rated themselves as more aroused than those who interacted via video chat although there was no significant difference in physiological arousal. Those who interacted via video chat were better at judging their partner’s arousal than those who interacted face-to-face. After the conversation, those who interacted via video chat rated their partner to be more likable and trustworthy and were more satisfied with the result of their conversation than those who interacted face-to-face. The overall findings suggest the benefits of distance and mediation in resolving conflicts.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2016-0029,2016,Paper Session,The Positivity Bias and Prosocial Deception on Social Network Sites,2,"Can the positivity bias, observed across various Social Network Sites (SNSs), predict the use of prosocial lies in a SNS such as Facebook? The positivity bias may be a product of politeness norms (i.e., positive face concern) that have influenced communication phenomena before these sites existed. In addition, this bias may also be affected by unconscious cues or primes that promote prosocial behavior generally and on SNSs specifically. This study examined how positive face concern and surveillance primes affect prosocial lying in public and private SNS contexts. Although positive face concern and publicness predicted the use of prosocial lying, positive face concern was not affected by the publicness of the SNS context and surveillance primes did not affect positive face concern or the use of prosocial lies in this study. This hints towards the nuance of positive face concern and the potential limitations of surveillance primes on prosocial lying behavior.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2016-0030,2016,Paper Session,A Cross-Culture Study of Impact of Mobile Phone Use on Loneliness Among Older Adults,4,"Loneliness is recognized as a problem faced by older adults. In this study, guided by the theory of planned behavior, mobile phone use and connections to social networks and support resources, and feelings of loneliness are analyzed among American and Chinese older adults. The findings of this exploratory study provide access to a broader set of questions about the role of technology in society and the accommodation, adaptation, and compensation practices of older persons in addressing changes in technology.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2016-0031,2016,Paper Session,Ambient Intimacy: Self-Disclosure and Parasocial Relationships on Twitter,3,"Ambient intimacy refers to an illusionary feeling of closeness towards certain others which is mainly developed by following their statues updates on social media. Previous research has demonstrated that it is possible to develop ambient awareness (i.e., a knowledge of others after browsing social media), but it is still unclear whether and to what extent Twitter users have experiences of ambient intimacy, and what types of self-disclosure help to develop such experiences. This paper is the first to theoretically distinguish the concept of ambient intimacy from ambient awareness. The results showed that the phenomenon of ambient intimacy is not as common as ambient awareness. Users were more likely to develop ambient intimacy towards a certain person when they were more frequently exposed to the tweets of that person, had more (one-sided) interaction with that person, and when the tweets of that person were perceived as more intimate, entertaining, and informative.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2016-0032,2016,Paper Session,Computer Agent’s Advice: Effects of Embodiment and Labelling on People’s Responses to the Agent’s Advice,5,"With rapid development of technologies, artificial intelligent (AI) agents are expected to grow continuously, including their collaboration with human partners as an attempt to complement human limitations. For a better understanding of the human-agent interaction, the current study examines how humans respond to the AI agent’s advice during a decision-making process when there is disagreement. We conducted an experiment (n = 88) with a 2 (Embodiment: Embodied vs. Disembodied) x 2 (Labeling: Expert vs. Novice) between-subjects design. The results show that embodiment has positive effects on participants’ perception of the AI agent (e.g., perceived attractiveness and evaluation of interaction), as well as advice-taking measured by cooperation intention and compliance behavior. The result of a post-hoc mediation analysis also show that expertise-labeling has an indirect effect on advice-taking via perceived intelligence of the AI agent. Theoretical and practical implications with respect to the decision-making process in human-agent interaction will be discussed.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2016-0033,2016,Paper Session,Data Capitalism: Redefining the Logics of Surveillance and Privacy,1,"This paper provides a cultural history of private sector tracking technologies and the ideologies they promote, which constitute a dynamic I call data capitalism. Data capitalism renders invisible the economic underpinnings and information asymmetries of commercial activity online by foregrounding the social and political benefits of networked technologies. I examine its origins in the wake of the dotcom bubble, when technology makers sought to develop a new business model to support online commerce. By leveraging user data for advertising purposes, they contributed to an information environment in which every action, digitally and increasingly in real life, leaves behind traces collected by companies for commercial purposes. Through analysis of primary source materials produced by technology makers, journalists and business analysts between the mid-1990s and mid-2000s, I reconsider the history of data capitalism in order to analyze privacy as a critical site of struggle.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2016-0034,2016,Paper Session,Does Interactivity Influence Parasocial Relationships? A YouTube Paradigm,3,"The one-sided relationship that exists between celebrity and viewer has long been lauded/used as the standard by which all mediated relationships are understood. However, in the context of new media, such as YouTube, it is possible that the relationship can no longer be understood as a parasocial one, but, instead, as one that is social. A survey of 449 YouTube viewers was conducted to understand the relationship that viewers believe exists between them and YouTube content creators. In particular, it explored the realities of the social interactions that the platform provides and how those interactions were affected by four independent variables: intensity, realism, identification, and interactivity. Results indicate that intensity, realism, and identification are all predictors of parasocial interaction and social connection, with interactivity only positively predicting social connection. The paper discusses implications of these conclusions.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2016-0035,2016,Paper Session,Infrastructures of Community in 20th Century America,1,"This paper charts the intellectual lineage of the concept of “community” and related terms over an important period for the development of the field of Communication. The paper asserts that the development of U.S. cities and communication infrastructures during the period of America’s ascendency as a global power have had profound, lasting, and under-studied impacts on the nature of how community is currently theorized. Moreover, it helps demonstrate how conceptions of community can only be construed with respect to the specific technologies that obtained in particular places during particular periods of time. The place and period in question - America in the 20th century - is significant because it is there and then that American intellectual thought began to develop the contemporary’s application of the term community: as something that can be either public or private, and can be either self regulating or in need of management.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2016-0036,2016,Paper Session,"Weibo, WeChat, and the Chinese Culture of Connectivity",1,"Weibo and WeChat public platform are two dominant social media platforms in China. This article borrows van Dijck’s (2013) framework of the culture of connectivity and provides a critical analysis of these two platforms. Four dimensions of connectivity are discussed: the hierarchical conversation structure, the complicated and closed-door messages, a highly privileged group of users, and the hybrid system of old and new media. While Weibo and WeChat public platform do facilitate civic engagement, they may reproduce inequality among the public rather than empower the disadvantaged groups.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2016-0037,2016,Paper Session,"Why Users Share the News: Uncovering the Role of Motives, Attitudes, and Intention in Predicting News Sharing Behavior",3,"Social media have become an integral part of news consumption and distribution by enabling people to participate in the news flow. Due to easy-to-use posting tools, social media especially facilitate news sharing—a behavior that has the potential to increase political involvement and engagement. Drawing from the uses and gratifications theory (UGT) and the theory of reasoned action (TRA), this study investigated the effects of motives, attitudes and intentions on news sharing behavior among German social media users (n = 333). Findings show that news sharing attitude has a positive effect on intention, which in turn has a positive effect on behavior. While the motives information seeking and socializing exerted a direct influence on news sharing attitude, intention, and behavior, status seeking only directly influenced behavior. Besides, political interest was also a significant determinant of news sharing behavior. Implications for theorizing social media related behaviors are discussed.",Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
