paper id,paper title,year,author number,author position,author name,author aff
2015-0016,The Representations of the Minority Group in the Traditional Print Media of Singapore: A Comparative Content Analysis,2015,5,4,Shanwei Sabrina Tong Tong,National U of Singapore
2015-0016,The Representations of the Minority Group in the Traditional Print Media of Singapore: A Comparative Content Analysis,2015,5,5,Julian Lin,National University of Singapore
2015-0017,"“To Learn the Society of the US, I See those Channels”: Refugees’ Use of Media During Ongoing Resettlement",2015,1,1,Sarah C Bishop,Baruch College - CUNY
2015-0018," Cultural Competence Development, Critical Service-Learning, and Latina/o Youth Empowerment: A Qualitative Case Study",2015,2,1,Lucila Vargas,U of North Carolina - Chapel Hill
2015-0018," Cultural Competence Development, Critical Service-Learning, and Latina/o Youth Empowerment: A Qualitative Case Study",2015,2,2,Joseph Erba,University of Kansas
2015-0019,Epistemic Communities and FCC Policy: Case Study of African-American and Feminist Activism,2015,2,1,Aitza M Haddad,Howard University
2015-0019,Epistemic Communities and FCC Policy: Case Study of African-American and Feminist Activism,2015,2,2,Carolyn M. Byerly,Howard U
2015-0020,"4chan Thinks We Are Scientologists, YouTube Thinks We Are Creationists, and Twitter Thinks We Are Marxists: GamerGate, Anti-Intellectualism, and Antifeminism",2015,2,1,Adrienne Shaw,Temple U
2015-0020,"4chan Thinks We Are Scientologists, YouTube Thinks We Are Creationists, and Twitter Thinks We Are Marxists: GamerGate, Anti-Intellectualism, and Antifeminism",2015,2,2,Shira Chess,U of Georgia
2015-0021,Beyond Sex Differences: Using Testosterone to Investigate Communication During the Post Sex Time Interval,2015,3,1,Amanda Denes,University of Connecticut
2015-0021,Beyond Sex Differences: Using Testosterone to Investigate Communication During the Post Sex Time Interval,2015,3,2,Annika C Speer,U of Connecticut
2015-0021,Beyond Sex Differences: Using Testosterone to Investigate Communication During the Post Sex Time Interval,2015,3,3,Rebecca B. Speer,Denver Health
2015-0022,Embodiment of Beauty: Chinese Migrant Female Workers in the Making of Body,2015,1,1,Sara X. T. Liao,University of Texas at Austin
2015-0023,"The Gendering of Spectacle: Politics, Pink Shoes, and the Texas ""Fillybuster""",2015,3,1,Dustin M. Harp,U of Texas - Arlington
2015-0023,"The Gendering of Spectacle: Politics, Pink Shoes, and the Texas ""Fillybuster""",2015,3,2,Jaime Loke,U of Oklahoma
2015-0023,"The Gendering of Spectacle: Politics, Pink Shoes, and the Texas ""Fillybuster""",2015,3,3,Ingrid Bachmann,Pontificia U Católica de Chile
2015-0024,War on Women: Interlocking Conflicts Within the Vagina Monologues in China,2015,1,1,Yalan Huang,Tsinghua University
2015-0025,Counterintensive Mothering: Exploring Transgressive Portrayals and Transcendence on Mad Men,2015,2,1,Suzanne Marie D'Enbeau,Kent State U
2015-0025,Counterintensive Mothering: Exploring Transgressive Portrayals and Transcendence on Mad Men,2015,2,2,Patrice M. Buzzanell,Purdue U
2015-0026,A Space for Women: Online Commenting Forums as Indicators of Civility and Feminist Community-Building,2015,2,1,Joy Michelle Jenkins,U of Missouri
2015-0026,A Space for Women: Online Commenting Forums as Indicators of Civility and Feminist Community-Building,2015,2,2,David Wolfgang,U of Missouri
2015-0027,"""Making the News"" in a Digital World",2015,1,1,Ruth A. Palmer,IE University
2015-0028,"""Truth at All Costs"": Journalistic Discourse About 2012 War Reporting From Syria",2015,1,1,Nicholas Gilewicz,U of Pennsylvania
2015-0029,"Audiovisual Infotainment in European News: A Comparative Content Analysis of Dutch, Spanish, and Irish Television News Programs",2015,2,1,Amanda Paz Alencar,University of Amsterdam
2015-0029,"Audiovisual Infotainment in European News: A Comparative Content Analysis of Dutch, Spanish, and Irish Television News Programs",2015,2,2,Sanne Kruikemeier,"University of Amsterdam, Amsterdam School of Communication Research ASCoR"
2015-0030,"Constructing the Berlin Wall on Television News, 1989-2009",2015,1,1,Rachel Somerstein,SUNY New Paltz
2015-0031,Covering Pyongyang and Tehran From London: Networked Journalism of Two Virtual Foreign Bureaus,2015,1,1,Soomin Seo,Columbia University
2015-0032,Driving the Life Cycle of News Organizations,2015,1,1,Bartosz Wilczek,Universita della Svizzera italiana
2015-0033,Is Business News Starting to Bark? How Business News Covers CSR After the Economic Crisis,2015,3,1,Lauren Darm,University of Florida
2015-0033,Is Business News Starting to Bark? How Business News Covers CSR After the Economic Crisis,2015,3,2,Moonhee Cho,U of Tennessee
2015-0033,Is Business News Starting to Bark? How Business News Covers CSR After the Economic Crisis,2015,3,3,Tiffany Lynn Schweickart,U of Florida
2015-0034,Media Use and its Impact on Journalism Major Choice: A Survey of Communication Undergraduates,2015,3,1,Anne Hoag,Pennsylvania State U
2015-0034,Media Use and its Impact on Journalism Major Choice: A Survey of Communication Undergraduates,2015,3,2,August E. Grant,University of South Carolina
2015-0034,Media Use and its Impact on Journalism Major Choice: A Survey of Communication Undergraduates,2015,3,3,Serena Carpenter,Michigan State U
2015-0035,Multiple Media or Multiple Modalities? Redefining Multimedia as a Framework for Journalism Scholars,2015,1,1,Michael Opgenhaffen,U of Leuven
2015-0036,"Regenerating Journalism: Exploring the ""Alternativeness"" and ""Digital-ness"" of Online-Native Media in Latin America",2015,2,1,Summer Harlow,Florida State U
2015-0036,"Regenerating Journalism: Exploring the ""Alternativeness"" and ""Digital-ness"" of Online-Native Media in Latin America",2015,2,2,Ramon Salaverria,University of Navarra
2015-0037,Shift in Influence: A Case Study Argument for Changes in Studying Gatekeeping,2015,2,1,Patrick Ferrucci,Bradley U
2015-0037,Shift in Influence: A Case Study Argument for Changes in Studying Gatekeeping,2015,2,2,Edson Tandoc,Nanyang Technological University
2015-0038,The BuzzFeedication of Journalism? How Traditional News Organizations Talk About a New Entrant to the Journalistic Field Will Surprise You!,2015,2,1,Edson Tandoc,Nanyang Technological University
2015-0038,The BuzzFeedication of Journalism? How Traditional News Organizations Talk About a New Entrant to the Journalistic Field Will Surprise You!,2015,2,2,Joy Michelle Jenkins,U of Missouri
2015-0039,The Limits of Watchdog Journalism: A Case Study of the Representation of Power,2015,1,1,Anita Varma,Stanford University
2015-0040,“Bullish on Business News”: US Business Journalism in Transition in the 1970s and 1980s (Top Student Paper),2015,1,1,Christopher Cimaglio,U of Pennsylvania
2015-0041,"Social Identity Theory, Gender Differences, and Gender Role Beliefs in Understanding Homophobia",2015,1,1,JhuCin Rita Jhang,University of Texas
2015-0042,The Moderating Effects of LGBTQ Television Narratives on Rehearsal Imagined Interactions and LGBTQ Identity Disclosure,2015,1,1,Erin B. Waggoner,U of Connecticut
2015-0043,"The Relationship Between Computer-Mediated Communication, Identity, and Well-Being Among Lesbian, Gay, and Bisexual Adolescents",2015,2,1,Bradley J Bond,University of San Diego
2015-0043,"The Relationship Between Computer-Mediated Communication, Identity, and Well-Being Among Lesbian, Gay, and Bisexual Adolescents",2015,2,2,Andrea Figueroa-Caballero,UC Santa Barbara
2015-0044,"""I Just Hope it Really is Organic"": On the Interaction Between Communication and Evolving Ideologies",2015,1,1,Carly O'Neill,School of Media and Communication - University of Leeds
2015-0045,"Interrogating Participation Across Disciplinary Boundaries: Lessons From Political Philosophy, Cultural Studies, and Art",2015,1,1,Ioana Literat,U of Southern California - Annenberg School for Communication
2015-0046,The Cathedral Hosts a Bazaar: Free Culture and the Digital Evangelical,2015,1,1,Corrina Laughlin,The Annenberg School for Communication/ The University of Pennsylvania
2015-0047,Ontology of Opposition Online: Representing Antagonistic Structures in the World Wide Web,2015,2,1,Benjamin Kramer,LMU Munich
2015-0047,Ontology of Opposition Online: Representing Antagonistic Structures in the World Wide Web,2015,2,2,Nina Springer,LMU Munich
2015-0048,Practically Theorizing the I and F of Discussion-Based Teaching I,2015,1,1,Heidi Lynn Muller,U of Northern Colorado
2015-0049,Three Studies in the Philosophy of Logic,2015,1,1,Pascal Gagne,U of Colorado
2015-0050,Toward a Field of “Distribution Studies:” Considering the Role of Media Distribution in Society and Scholarship,2015,1,1,Joshua Braun,Quinnipiac University
2015-0051,"Looking East for Ethics: Tetsuro Watsuji’s Notions of Privacy, Trust, and Mutuality",2015,2,1,Rick Kenney,Georgia Regents U
2015-0051,"Looking East for Ethics: Tetsuro Watsuji’s Notions of Privacy, Trust, and Mutuality",2015,2,2,Kimiko Akita,U of Central Florida
2015-0052,What Do the Relations Between Popular Music and Religious Thought Tell Us About Sacred Forms in the Modern World?,2015,1,1,Jennifer Carlberg,University of Leeds
2015-0053,"Discourse on the Website of a Slovak Radical Right-Wing Party, LSNS: Euroscepticism or Not?",2015,1,1,Marta Natalia Lukacovic,Wayne State University
2015-0054,Elite Communication and Legitimization of Violence During Intergroup Conflicts,2015,2,1,Sonia Jawaid Shaikh,U of Southern California - Annenberg School for Communication
2015-0054,Elite Communication and Legitimization of Violence During Intergroup Conflicts,2015,2,2,Steven McCornack,Michigan State U
2015-0055,Journalists in Cognitive Dissonance: When Liberal Journalists Work for Conservative Media (or Vice Versa),2015,1,1,Kecheng Fang,University of Pennsylvania
2015-0056,Living Proof: Using Autobiographical Argument to Make Political Points in Blogs About Inequality,2015,1,1,Doron Taussig,Annenberg School for Communication/University of Pennsylvania
2015-0057,Network Media Logic,2015,2,1,Jakob Svensson,Uppsala University
2015-0057,Network Media Logic,2015,2,2,Ulrike Klinger,U of Zurich
2015-0058,News Coverage of Different Political Scandals: Effects on Political Support,2015,3,1,Tea Marja Sofia Miettinen,University of Amsterdam
2015-0058,News Coverage of Different Political Scandals: Effects on Political Support,2015,3,2,Sanne Kruikemeier,"University of Amsterdam, Amsterdam School of Communication Research ASCoR"
2015-0058,News Coverage of Different Political Scandals: Effects on Political Support,2015,3,3,Linda Bos,University of Amsterdam
2015-0059,Openbare Vergaderingen and the Communist Anticolonial Struggles in the Dutch East Indies,2015,1,1,Rianne K Subijanto,U of Colorado - Boulder
2015-0060,Positive vs Negative: Question Polarity in Voting Advice Applications: Effecting the Answers and the Advice,2015,4,1,Bregje Holleman,Utrecht University
2015-0060,Positive vs Negative: Question Polarity in Voting Advice Applications: Effecting the Answers and the Advice,2015,4,2,Naomi Kamoen,Utrecht U/ Tilburg U
2015-0060,Positive vs Negative: Question Polarity in Voting Advice Applications: Effecting the Answers and the Advice,2015,4,3,Jasper van de Pol,University of Amsterdam / ASCoR
2015-0060,Positive vs Negative: Question Polarity in Voting Advice Applications: Effecting the Answers and the Advice,2015,4,4,Claes H. De Vreese,U of Amsterdam
2015-0061,Science and Narrative: Practical or Problematic?,2015,1,1,Aaron Zamora,California State U - Fullerton
2015-0062,Social Media and Generalized Functions of the Public Sphere: Transformative Potentials From a Comparative Perspective,2015,2,1,Adrian Rauchfleisch,University of Zurich - IPMZ
2015-0062,Social Media and Generalized Functions of the Public Sphere: Transformative Potentials From a Comparative Perspective,2015,2,2,Marko Kovic,U of Zurich - IPMZ
2015-0063,Swiss Politicians on Twitter: Switzerland as a Most Different System,2015,2,1,Adrian Rauchfleisch,University of Zurich - IPMZ
2015-0063,Swiss Politicians on Twitter: Switzerland as a Most Different System,2015,2,2,Julia Metag,University of Zurich
2015-0064,The Right Faces for Right-Wing and Left-Wing Attitudes,2015,4,1,Nurit Talor,U of Haifa
2015-0064,The Right Faces for Right-Wing and Left-Wing Attitudes,2015,4,2,Liat Bivas,U of Haifa
2015-0064,The Right Faces for Right-Wing and Left-Wing Attitudes,2015,4,3,Yael Mosseri,U of Haifa
2015-0064,The Right Faces for Right-Wing and Left-Wing Attitudes,2015,4,4,Israel Waismel-Manor,U of Haifa
2015-0065,The Role of Issue Ownership in Flemish Television News Coverage,2015,1,1,Kirsten Van Camp,University of Antwerp
2015-0066,"The “Safety Valve” Effect: Grassroots Criticism, Perceived Freedom of Expression, and Citizen Satisfaction in China",2015,2,1,Tianjiao Wang,City University of Hong Kong
2015-0066,"The “Safety Valve” Effect: Grassroots Criticism, Perceived Freedom of Expression, and Citizen Satisfaction in China",2015,2,2,Fei Chris Shen,City U of Hong Kong
2015-0067,Getting to Know Others One Episode at a Time: The Influence of Aspergers on Character Attributions (Top Poster in Popular Communication),2015,2,1,Brenda Rourke,U of Connecticut
2015-0067,Getting to Know Others One Episode at a Time: The Influence of Aspergers on Character Attributions (Top Poster in Popular Communication),2015,2,2,Rory McGloin,U of Connecticut
2015-0068,Sport Fans and Sci-Fi Fanatics: Social Impressions of Different Types of Fans,2015,4,1,Elizabeth L. Cohen,West Virginia University
2015-0068,Sport Fans and Sci-Fi Fanatics: Social Impressions of Different Types of Fans,2015,4,2,Anita Atwell Seate,University of Maryland
2015-0068,Sport Fans and Sci-Fi Fanatics: Social Impressions of Different Types of Fans,2015,4,3,Shaun Anderson,West Virginia U
2015-0068,Sport Fans and Sci-Fi Fanatics: Social Impressions of Different Types of Fans,2015,4,4,Melissa Tindage,West Virginia U
2015-0069,Producing Public Intellectuals: Shifting Scales in Moroccan Cinema (Top Poster in Popular Communication),2015,1,1,Annemarie Iddins,University of Michigan
2015-0070,United in Nostalgia? A Content Analysis of Personal and Historic Nostalgia in Flemish Magazine Advertisements,2015,3,1,Joyce Koeman,University of Leuven
2015-0070,United in Nostalgia? A Content Analysis of Personal and Historic Nostalgia in Flemish Magazine Advertisements,2015,3,2,Karolien Delaere,KU Leuven
2015-0070,United in Nostalgia? A Content Analysis of Personal and Historic Nostalgia in Flemish Magazine Advertisements,2015,3,3,Dorien Sterkendries,KU Leuven
2015-0071,"Jennifer Lawrence, Celebrity Interviews, and the Butt-Plugging of the Public Sphere",2015,1,1,Perry Parks,Michigan State University
2015-0072,Queenie’s Body and Powers: Abjection and Objectification in American Horror Story: Coven,2015,1,1,Miranda Olzman,U of Denver
2015-0073,The Problem With Being Joe Biden: Political Comedy and Circulating Personae,2015,2,1,Don Waisanen,Baruch College - CUNY
2015-0073,The Problem With Being Joe Biden: Political Comedy and Circulating Personae,2015,2,2,Amy B. Becker,Loyola University Maryland
2015-0074,Results of Framing in Music Journalism: Benefits and Burdens of Being Designated Heir to a Cultural Icon,2015,1,1,Jordan McClain,Drexel University
2015-0075,Philanthropic Crowdfunding on Social Media: Exploring the Factors Shaping the Outcome and Transparency of Online Fundraising,2015,1,1,Zhi-Jin Zhong,Sun Yat-sen U
2015-0076,Emotional Duplex in the National (De-)Branding of China,2015,1,1,Lik Sam Chan,U of Southern California - Annenberg School for Communication
2015-0077,Selling Out Other’s Culture: Overseas Chinese as the Brokers of Cosmopolitanism in Online Shopping,2015,1,1,Sara X. T. Liao,University of Texas at Austin
2015-0078,"Dramaturgical Capital: A Study of “Sze-ying”, Private Photo-Shooting of Amateur Teenage Models in Hong Kong",2015,1,1,Ka Fai Cheung,The Chinese University of Hong Kong
2015-0079,Expansion and Consolidation of the Consumer Society in Chilean Retail Advertisements at the 90’s: A Visual Analysis Approach,2015,5,1,Paulina Gomez-Lorenzini,Pontificia U Católica de Chile
2015-0079,Expansion and Consolidation of the Consumer Society in Chilean Retail Advertisements at the 90’s: A Visual Analysis Approach,2015,5,2,Claudia Labarca,Pontificia Universidad Catolica de Chile
2015-0079,Expansion and Consolidation of the Consumer Society in Chilean Retail Advertisements at the 90’s: A Visual Analysis Approach,2015,5,3,Enrique Vergara,Pontificia Universidad Catolica de Chile
2015-0079,Expansion and Consolidation of the Consumer Society in Chilean Retail Advertisements at the 90’s: A Visual Analysis Approach,2015,5,4,Pablo Ignacio Matus Lobos,Pontificia Universidad Catolica de Chile
2015-0079,Expansion and Consolidation of the Consumer Society in Chilean Retail Advertisements at the 90’s: A Visual Analysis Approach,2015,5,5,William Porath,Pontificia U Católica de Chile
2015-0080,Now That the Smoke has Cleared: Examining the Visual and Headline Valence Framing of Marijuana Preceding and Following Legalization in Colorado,2015,4,1,Tara Marie Mortensen,U of South Carolina
2015-0080,Now That the Smoke has Cleared: Examining the Visual and Headline Valence Framing of Marijuana Preceding and Following Legalization in Colorado,2015,4,2,Aimei Yang,University of Southern California
2015-0080,Now That the Smoke has Cleared: Examining the Visual and Headline Valence Framing of Marijuana Preceding and Following Legalization in Colorado,2015,4,3,Chad Mortensen,Midlands Technical College
2015-0080,Now That the Smoke has Cleared: Examining the Visual and Headline Valence Framing of Marijuana Preceding and Following Legalization in Colorado,2015,4,4,Anan Wan,University of South Carolina
2015-0081,The Invisibilization of Colombian Disabled: A Semiotic Analysis of Colombia’s Revista Semana,2015,1,1,Jessica E Wendorf,University of Miami
2015-0082,"“Picturing” Ourselves Into Being: Assessing Identity, Sociality, and Visuality on Instagram",2015,1,1,Sarah Rose Marcus,Rutgers
2015-0083,A Peircean Analysis of Apple’s Logo: From the Beginning to its Current Version,2015,2,1,Jonathan Matusitz,University of Central Florida
2015-0083,A Peircean Analysis of Apple’s Logo: From the Beginning to its Current Version,2015,2,2,Erica Cowin,U of Central Florida
2015-0084,An Examination of the But-You-Are-Free (BYAF) Technique Effectiveness,2015,5,1,Allison Zorzie Shaw,University at Buffalo-SUNY
2015-0084,An Examination of the But-You-Are-Free (BYAF) Technique Effectiveness,2015,5,2,Tanuka Mukherjee,U of Buffalo - SUNY
2015-0084,An Examination of the But-You-Are-Free (BYAF) Technique Effectiveness,2015,5,3,Erik Messerschmidt,U at Buffalo
2015-0084,An Examination of the But-You-Are-Free (BYAF) Technique Effectiveness,2015,5,4,Emily A. Dolan,U of Buffalo - SUNY
2015-0084,An Examination of the But-You-Are-Free (BYAF) Technique Effectiveness,2015,5,5,Kenton Bruce Anderson,U of Buffalo - SUNY
2015-0085,Communicator Matching Effects in Persuasion: Susceptibility to Persuasive Appeals from Emotional and Rational Communicators and the Moderating Role of Attitude Meta-Bases,2015,2,1,Christian Schemer,U of Mainz
2015-0085,Communicator Matching Effects in Persuasion: Susceptibility to Persuasive Appeals from Emotional and Rational Communicators and the Moderating Role of Attitude Meta-Bases,2015,2,2,Fabian Ryffel,University of Zurich
2015-0086,"Do You Say it Best, When You Say Nothing at All? Analyzing the Paradoxical Effects of Strong and Weak Arguments",2015,2,1,Thomas Koch,LMU Munich
2015-0086,"Do You Say it Best, When You Say Nothing at All? Analyzing the Paradoxical Effects of Strong and Weak Arguments",2015,2,2,Magdalena Obermaier,LMU Munich
2015-0087,"How Pre-Existing Attitudes, Motivations, Message Processing and Media Frames Influence Beliefs About a Racially Charged Issue",2015,3,1,Lanier Frush Holt,Ohio State U
2015-0087,"How Pre-Existing Attitudes, Motivations, Message Processing and Media Frames Influence Beliefs About a Racially Charged Issue",2015,3,2,Morgan E. Ellithorpe,University of Pennsylvania
2015-0087,"How Pre-Existing Attitudes, Motivations, Message Processing and Media Frames Influence Beliefs About a Racially Charged Issue",2015,3,3,Rachel Ralston,The Ohio State University
2015-0088,I Shake My Head But They Will Nod: On the Relevance of Persuasion Knowledge and Reactance for Third-Person Perceptions,2015,2,1,Sebastian Scherr,LMU Munich
2015-0088,I Shake My Head But They Will Nod: On the Relevance of Persuasion Knowledge and Reactance for Third-Person Perceptions,2015,2,2,Philipp Mueller,U of Mainz
2015-0089,Misremembering Corrected Misinformation: How Judgment-Formation Strategies Can Prevent Backfire Effects and Their Consequences for People’s Attitudes,2015,2,1,Christina V. Peter,Ludwig-Maximilians-Universitaet Muenchen
2015-0089,Misremembering Corrected Misinformation: How Judgment-Formation Strategies Can Prevent Backfire Effects and Their Consequences for People’s Attitudes,2015,2,2,Thomas Koch,LMU Munich
2015-0090,"The Effects of Attitudes Toward Access to Data, Perceived Risk, and Funding Sources on Data Sharing Practices",2015,3,1,Ivanka Pjesivac,University of Georgia
2015-0090,"The Effects of Attitudes Toward Access to Data, Perceived Risk, and Funding Sources on Data Sharing Practices",2015,3,2,Elizabeth Dortch Dalton,U of Tennessee
2015-0090,"The Effects of Attitudes Toward Access to Data, Perceived Risk, and Funding Sources on Data Sharing Practices",2015,3,3,Carol Tenopir,U of Tennessee
2015-0091,With Heart and (No) Mind? How Recipients Negatively Infer Missing Information About Ooliticians and How This Affects the Assessment of the Speaker,2015,2,1,Thomas Koch,LMU Munich
2015-0091,With Heart and (No) Mind? How Recipients Negatively Infer Missing Information About Ooliticians and How This Affects the Assessment of the Speaker,2015,2,2,Magdalena Obermaier,LMU Munich
2015-0092,Cultivating the Opinionated: The Need to Evaluate Moderates Crime Drama Cultivation,2015,2,1,Lennert Coenen,U of Leuven - School for Mass Communication Research
2015-0092,Cultivating the Opinionated: The Need to Evaluate Moderates Crime Drama Cultivation,2015,2,2,Jan Van den Bulck,U of Leuven School for Mass Communication Research
2015-0093,"Empowered Sexual Objects? The Priming Influence of Self-Sexualization on Thoughts and Beliefs Related to Gender, Sex, and Power",2015,3,1,Jennifer Stevens Aubrey,U of Arizona
2015-0093,"Empowered Sexual Objects? The Priming Influence of Self-Sexualization on Thoughts and Beliefs Related to Gender, Sex, and Power",2015,3,2,Hilary Gamble,University of Arizona
2015-0093,"Empowered Sexual Objects? The Priming Influence of Self-Sexualization on Thoughts and Beliefs Related to Gender, Sex, and Power",2015,3,3,Rachel Hahn,University of Arizona
2015-0094,Expertise or Involvement: How Does Fandom Effect Information Processing of Sports Entertainment?,2015,7,1,Tino GK Meitz,University of Tuebingen
2015-0094,Expertise or Involvement: How Does Fandom Effect Information Processing of Sports Entertainment?,2015,7,2,Markus Huff,U of Tuebingen
2015-0094,Expertise or Involvement: How Does Fandom Effect Information Processing of Sports Entertainment?,2015,7,3,Claudia Wilhelm,U of Erfurt
2015-0094,Expertise or Involvement: How Does Fandom Effect Information Processing of Sports Entertainment?,2015,7,4,Aileen Oeberst,Knowledge Media Research Center
2015-0094,Expertise or Involvement: How Does Fandom Effect Information Processing of Sports Entertainment?,2015,7,5,Frank Papenmeier,U of Tuebingen
2015-0094,Expertise or Involvement: How Does Fandom Effect Information Processing of Sports Entertainment?,2015,7,6,Annika Maurer,U of Tuebingen
2015-0094,Expertise or Involvement: How Does Fandom Effect Information Processing of Sports Entertainment?,2015,7,7,Stephan Schwan,Knowledge Media Research Center
2015-0095,Framing and Attitude: A Transgender Perspective,2015,1,1,Minjie Li,Louisiana State University
2015-0096,Gender Differences in Memory for Social and Inanimate Visuals in a Mediated Environment,2015,4,1,Irene Ingeborg van Driel,Indiana U
2015-0096,Gender Differences in Memory for Social and Inanimate Visuals in a Mediated Environment,2015,4,2,Mariska Kleemans,Radboud University Nijmegen
2015-0096,Gender Differences in Memory for Social and Inanimate Visuals in a Mediated Environment,2015,4,3,Ozen Bas,Indiana University
