paper id,year,paper type,paper title,author number,abstract,session title,sub unit
2015-0018,2015,Paper Session," Cultural Competence Development, Critical Service-Learning, and Latina/o Youth Empowerment: A Qualitative Case Study",2,"As more and more universities create service-learning programs to engage students with the community, educators are still experimenting with pedagogical approaches and practices to enhance learning outcomes while benefiting the communities they serve. In this paper, we present a qualitative case study of a service-learning program that aimed to enable media and journalism undergraduate students to enhance their cultural competence and sense of citizenship while simultaneously empowering working-class high school Latina/o students. We discuss the program’s conceptualization as a social justice empowerment effort grounded in Paulo Freire’s critical pedagogy. We address the challenges of creating and sustaining the program, and focus on its value for both undergraduates and Latina/o high-school students. We also discuss lessons learned and practical implications for other service-learning programs.",Ethnicity and Race in Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0019,2015,Paper Session,Epistemic Communities and FCC Policy: Case Study of African-American and Feminist Activism,2,"The article extends Blevins and Martínez’s (2010) definition of epistemic communities by taking into account the interventionist aspects of scholarship associated with women and African Americans, both of whom have been marginalized by federal communications policies and both of whom have found organized ways to intervene in policy making through scholarly activism. Thus, the article shows that an epistemic community can move beyond its mainly “informational” role to enter into the shaping of more egalitarian media policy, regulations and administrative practices. The article examines the work of the Institute for Public Representation (IPR), at Georgetown Law Center, and Howard Media Group (HMG), at Howard University, since 2003 to show how two university-based public interest groups have expanded the notion of epistemic roles for women and people of color.",Ethnicity and Race in Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0020,2015,Paper Session,"4chan Thinks We Are Scientologists, YouTube Thinks We Are Creationists, and Twitter Thinks We Are Marxists: GamerGate, Anti-Intellectualism, and Antifeminism",2,"There is a tendency in popular and academic discussions of this GamerGate to treat it as something that is unique to games. By focusing on just the academic conspiracy theories of GamerGaters we are able to see how this movement embodies trends that are of particular concern to all scholars. Many of the GamerGate critiques of academia tap into broader anti-intellectual trends in U.S. culture. We also show that GamerGate discourse draws on a long history of connecting feminism to communism in the United States (Storrs, 2007). As feminist scholarship practice increasingly attempts to make academic work more widely accessible, it allows feminist work to be available for critique and harassment in a way other scholarship rarely is. At the same time, this also means that feminist scholarship is uniquely positioned to speak for itself when it is mischaracterized and to change minds even as it is attacked.",Feminist Scholarship Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0021,2015,Paper Session,Beyond Sex Differences: Using Testosterone to Investigate Communication During the Post Sex Time Interval,3,"The goal of the present study is to complicate research on sex differences in communication and offer physiology as a possible alternative for understanding differences in communication during the post sex time interval (PSTI). In line with feminist critiques of research involving sex differences, this study does not assume that all females and males are similar, but instead focuses on sources of intrasexual variation. More specifically, this study hypothesized that testosterone would be a better predictor than biological sex when investigating individuals’ positive relational disclosures after sexual activity. The findings of this study provide preliminary support for the role of physiological markers as better predictors of communication behavior during the PSTI than biological sex, as testosterone levels predicted individuals’ positive relational disclosures after sexual activity while biological sex did not. The findings of this study suggest that the binary categories of “female” and “male” may not be sufficient (and may, in fact, be problematic) for understanding post sex behavior and that intrasexual variation needs to be considered when investigating communication after sexual activity.",Feminist Scholarship Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0022,2015,Paper Session,Embodiment of Beauty: Chinese Migrant Female Workers in the Making of Body,1,"This study tries to illustrate how Chinese migrant female workers involve into the discourses of body politics in the realms of discipline and beauty embodiment. By closely examining female workers’ everyday routine in a beauty salon near a factory, the current research proposes a typology of embodiment of migrant bodies, namely: commoditized, professional, conformed and naked body, to articulate the struggles that the rural body meets to transform into modern dwellers, and the power and domination embeds into the discourses. It is revealed that no fixed categories can be attributed to the body, and the transition among different types is a tactical response to the compulsory external and internal power that cultivates the body. The fluid body is not determined but affected by a combination of wider historical, social-political, economic-cultural conditions and personal particularities.",Feminist Scholarship Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0023,2015,Paper Session,"The Gendering of Spectacle: Politics, Pink Shoes, and the Texas ""Fillybuster""",3,"Despite important inroads, women’s marginalization in the public sphere is still very real. From a feminist theoretical perspective, and informed by Guy Debord’s conceptualization of the society of spectacle, this study examines newspaper coverage of Wendy Davis’s filibuster to block an abortion-restricting bill in in the Texas legislature in 2013. Qualitative and quantitative assessments show that gender was particularly encoded and marked in the mediated discourse, with coverage focusing on Davis’ personal life and giving her celebrity status. The filibuster thus became a gendered spectacle that reified dominant gender values and norms.",Feminist Scholarship Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0024,2015,Paper Session,War on Women: Interlocking Conflicts Within the Vagina Monologues in China,1,"Chinese university students’ promotion and performance of feminist play The Vagina Monologues in 2013 evinced a heated debate and a strain of misogyny in social media, which demonstrates how feminism is conceived and understood in China. Through quantitative content analysis and qualitative text analysis of 533 online comments on the feminist activity, this paper investigates the conflicts and contradictions within feminism and four frames (meaning packages) were identified. Three of them, namely public-private conflict frame, western-Chinese conflict frame, class conflict frame, were employed to show opposed attitude. Only one feminist frame was adopted to show support. Feminism in China is found to be conceived as morally deviant, foreign-rooted, and intertwined with issues like nationalism, social polarization, and modern-tradition contradiction. In this event, social media facilitated the diffusion of misogyny as well as served as public sphere wherein diverse and deliberative discussion was allowed.",Feminist Scholarship Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0025,2015,Paper Session,Counterintensive Mothering: Exploring Transgressive Portrayals and Transcendence on Mad Men,2,"We utilized critical discourse analysis to examine exemplars of transgressive mothering in the award-winning television series, Mad Men. We contribute to feminist inquiry by showing how this popular cultural text portrays mothering as a contested site in which women can explore how intensive mothering processes can be destructive-transformative, affirming-disconfirming, and self-focused-community-oriented when not carried to extremes and when situated amidst other possibilities. Our reading of Mad Men delineates transgressive mothering as those gendered processes that disrupt intensive mothering “ideals” by modeling alternative lifestyles, advocating for others’ children, and engaging in anti-mothering practices. In our critique, we consider the broader historical context dominated by significant changes in consumerism, medicine, technology, and politics. Engaging in critique and actions resulting from a difference lens can help make visible how intensive mothers’ sole focus on their own children undermines not only possibilities for their own personal fulfillment but also community well being.",Feminist Scholarship Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0026,2015,Paper Session,A Space for Women: Online Commenting Forums as Indicators of Civility and Feminist Community-Building,2,"Women have faced challenges when engaging in discourse online. The Internet allows individuals to engage in discourse about a range of topics, but women may not always feel welcome to participate in these public forums. Indeed, some women, including journalists, have faced hostility when presenting their perspectives online. This study examined comments in online forums associated with news articles about a recent news event: the suspension of NFL player Ray Rice after a video was released showing him punching his then fiancée in a hotel elevator. Using a critical feminist perspective, the researchers aimed to elucidate the nature of civility, feminist community building, and the contestation and reinforcement of gender norms as evidenced within the discourse. The findings show that online forums can serve as civil sites for women to share their personal stories, raise awareness about important issues, and engage in politically motivated dialogue about gender equality.",Feminist Scholarship Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0027,2015,Paper Session,"""Making the News"" in a Digital World",1,"Although anecdotal evidence of people being “victimized” by the press abounds, the experiences of ordinary people who suddenly become the focus of press attention have been little studied by journalism scholars. Based on in-depth interviews with 83 private citizens who found themselves named, quoted, or featured in mainstream news stories in the United States, this paper explores how being named in a news story differs from in the past, primarily due to online publication and circulation of articles. I explore how the potentially vast size of today’s audiences, the ease with which those audiences can comment on articles and contact people named in them, and the online archiving, search, and retrieval of news stories alter what it means for private citizens to “make the news” today and raise important ethical questions for journalists.",Journalism Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0028,2015,Paper Session,"""Truth at All Costs"": Journalistic Discourse About 2012 War Reporting From Syria",1,"This article examines 1,217 news articles published in February 2012 about the deaths, injuries, and rescues of Western war journalists reporting from Homs, Syria. Interpreting this metajournalistic news discourse about what it means for war journalists to report from conflict zones, journalists can be understood sometimes as cultural imperialists, sometimes as hybrid actors in the production of knowledge, but both critical positions insufficiently explain why news discourse persistently positions journalists as a special class deserving of special treatment by governments engaged in conflict. This article argues that journalists should be understood to be part of a corporatist professional-managerial stratum, through which they claim exception to conditions that should be understood as Agambenian states of exception. Thus, war journalists are revealed to be agents of global capital as seen in corporatist terms, and their deaths and injuries are considered threats to the field of journalism and to the corporatist system itself.",Journalism Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0029,2015,Paper Session,"Audiovisual Infotainment in European News: A Comparative Content Analysis of Dutch, Spanish, and Irish Television News Programs",2,"This study investigates to what extent audiovisual infotainment features can be found in the narrative structure of television news in three European countries news. Content analysis included a sample of 639 news reports (or reporter packages) aired in the first three weeks of September 2013, in six prime– time TV news broadcasts of Ireland, Spain and the Netherlands, one public and one commercial TV news broadcast in each country. The findings of the study show that Spain and Ireland included much more technical features or characteristics of infotainment in television news compared to the Netherlands. The findings also show that that the use of infotainment techniques is more often present in public, than in commercial (or private) broadcasting. Regarding the use of audiovisual narrative features in soft news and hard news topics, the finding indicates that the news sections/topics as coded in the present study do not properly reflect soft versus hard news.",Journalism Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0030,2015,Paper Session,"Constructing the Berlin Wall on Television News, 1989-2009",1,"This study employs a close reading to examine how NBC Nightly News constructs the story of the Berlin Wall’s opening. It does so first by examining the network’s 1989 coverage and assessing the themes and ideologies circulated when the Berlin Wall’s opening was breaking news. These themes and ideologies are used as a baseline to assess anniversary coverage that aired from 1990 through 2009. In the process of this close reading, special attention is paid to images and spoken discourses and the circulation of World War II and Holocaust-related discourses. The implications for public memory are discussed.",Journalism Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0031,2015,Paper Session,Covering Pyongyang and Tehran From London: Networked Journalism of Two Virtual Foreign Bureaus,1,"Using ethnography and in-depth interviews, this article looks into journalistic production at two independent foreign news outlets that cover North Korea and Iran from London, which I call “virtual foreign bureaus” (VFBs). First, I explore the centrality of a global network, which enables VFBs to attain speed, depth and accuracy on a shoestring. VFBs have learned to take advantage of physical distance and time difference, considered obstacles by traditional foreign correspondents. Second, I discover that, as a result of such production routines, coverage by VFBs skews heavily towards “soft news” that offer a pictorial account of everyday lives of people. Third, I analyze the tension between partnership and outsourcing in the VFBs’ relationship with elite media outlets, which often provides exposure, money and prestige to the VFBs.",Journalism Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0032,2015,Paper Session,Driving the Life Cycle of News Organizations,1,"According to some organizational change theories, news organizations run through life cycles. In fact, in the 21st century many of them reached the stage of decline. The Internet as a disruptive innovation endangers their survival. Thus, they need to re-invent themselves. But what drives organizational life cycles? Newsroom convergence processes provide a setting to investigate the mechanism underlying organizational development. This study aims to contribute to theory building based on inductive case studies conducted in different sections of two major Swiss quality newspapers. Based on this data and shaped by (behavioral) economics and organizational theories on change and inertia, a theory framework emerged: It proposes that organizational change and inertia are the result of a multi-level decision making process inside news organizations in which members of dominant coalitions pursue their preferences related to quality and thereby also shape restrictions for quality. This drives the life cycle of news organizations.",Journalism Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0033,2015,Paper Session,Is Business News Starting to Bark? How Business News Covers CSR After the Economic Crisis,3,"This study seeks to give a timely perspective on understanding how business news covers corporate social responsibility, in light of heavy criticism that financial journalists have faced since the latest economic depression in the United States. Building upon previous research and using agenda setting, framing and agenda building as a theoretical base, a content analysis was conducted to examine how business news sources portray CSR, whether they adopt a positive, neutral/mixed or negative tone, and investigate whether corporate sources influence business news coverage of this topic. The ultimate goal was to see if business news outlets were still heavily influences by corporate sources and whether most adopt a positive tone, as previous research has shown, or if financial journalists are taking a more a skeptical approach after receiving criticism for not predicting the financial crisis.",Journalism Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0034,2015,Paper Session,Media Use and its Impact on Journalism Major Choice: A Survey of Communication Undergraduates,3,"Enrollment in journalism and other communications majors remains healthy despite an uncertain job market. What influences students to choose journalism versus another major? A survey of students (N=2401) examined whether there is a cultivation or other media effect at work. Independent variables of news consumption, media exposure, technology use and the influence of salient referents were used to predict choice of major. Salient referent refers to two kinds: personally known influencers like family (unmediated referents) and media figures like news anchors, magazine writers and professional bloggers (mediated referents). Results show mediated referents and news consumption predict choice of journalism as major. Unmediated referents, by contrast are factor in choice of other communications majors. Technology use and video and Internet exposure were relatively ineffective at predicting journalism major choice. Implications for curriculum and advising and future media effects research are discussed.",Journalism Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
2015-0035,2015,Paper Session,Multiple Media or Multiple Modalities? Redefining Multimedia as a Framework for Journalism Scholars,1,"Together with other buzzwords like interactivity and hypertext, multimedia is one of the most studied online features in contemporary journalism studies. However, the concept of multimedia is too ambiguous to adequately analyse contemporary journalism platforms. The concept of multimedia is used both as the combination of media as well as a mix of modalities. This paper questions the current definitions of multimedia and argues that multimodality, a concept stemming from linguistics and semiotics, more adequately grasps the integrated use of different forms of presentation. Grounded in theory, a distinction is made between both concepts, and the argument is put forward that multimedia may be referred to when describing the combined action of multiple online media platforms. It is argued that future research in the domain of journalism studies may benefit from taking this difference between multimedia and multimodality into account.",Journalism Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I
