paper id,year,paper type,paper title,author number,abstract,session title,sub unit
2014-0010,2014,Paper Session,Journalism Endures: Has Twitter Changed the News Product?,1,"This study examines the effect of social media use by news agencies on their journalistic norms and practices: public service orientation, objectivity, and accountability. The data are 1,141 stories posted by six mainstream media organizations on Twitter over one constructed week in 2012. Findings show a tendency toward professional, hierarchical journalism; even blog posts have not led to innovative adoption of the horizontal communication patterns of social media. Traditional newsrooms rather co-opt the new technology to connect with digital media users. This study concludes that journalism as an institution normalizes rather than adjusts to the changing media landscape.",Changing the News 140 Characters At a Time: Twitter's Impact on Journalism,Journalism Studies
2014-0011,2014,Paper Session,I Know You on Twitter: How Journalists’ Self-Disclosures Influence Sharing on Social Media,1,"In the present study, the effects of sports journalists’ self-disclosures on a popular microblogging platform were examined. More specifically, an online experiment was conducted investigating whether being exposed to self-disclosures posted on Twitter influenced the audiences’ perceptions of likability and credibility, as well as the desire to interact with the sports journalist. Results of a path analysis show that self-disclosure had a positive effect on a personal dimension of likability, as predicted by Uncertainty Reduction Theory (URT). Contrary to the predictions, however, self-disclosure did not affect the professional dimension of likability or credibility. In addition, the results of the present study show that the development of a parasocial relationship between the sports journalist and his audience, as well as professional likability are the best predictors of participants’ intentions to share the encountered content.",Changing the News 140 Characters At a Time: Twitter's Impact on Journalism,Journalism Studies
2014-0012,2014,Paper Session,"Shares, Pins, and Tweets: News Readership From Daily Papers to Social Media",1,"In this paper we compare the volume of news articles per section in newspapers and social media platforms. To this end, we retrieved two weeks of news articles by querying the public APIs of The New York Times and The Guardian and tracked the diffusion of each article on social media platforms Twitter, Facebook, Google+, Delicious, Pinterest, and StumbleUpon. The results show significant differences in the topics emphasized by newspapers editors and social media users. We found that users of social media platforms favor opinion pieces, but also national, local and world news. This is in sharp contrast to the decisions of news editors to emphasize sports and economy, but also entertainment and celebrity news. Common to the social networking sites is the prevalence of items about arts, technology, and opinion pieces. Niche social networks like StumbleUpon and Delicious presented a greater volume of articles about science and technology, while Pinterest is mostly dedicated to fashion, arts, lifestyle, and entertainment. Twitter is the only social network to have presented a statistically significant correlation with the distribution of news items per section on The Guardian and The New York Times. The results of this study provide a bridge between journalism and audience research and present evidence of the differences between readership in social and legacy media.",Changing the News 140 Characters At a Time: Twitter's Impact on Journalism,Journalism Studies
2014-0013,2014,Paper Session,The Opportunity Structures and Cultural Schemas of Online Collective Action: The Case of China,2,"Recent scholarship on global internet-related protests emphasizes the role of digital networks and personal expression in online collective action (Bennett & Segerberg, 2013). Highlighting a neglected dimension in current scholarship, we show the importance of conditions external to digital networks in the making of online collective action. Using cases from China, we develop a perspective that takes account of the external conditions without losing sight of agency. We identify four different political styles of online collective action in China and link them to five types of opportunities. We argue that online collective action manifests different political styles depending on the different types of opportunities and cultural schemas available to actors. Actors calibrate their modes of action to the structures of opportunity and constraints, such that when opportunity structures change, their modes of action may change accordingly.",Media and Political Contestation in Greater China,Global Communication and Social Change
2014-0014,2014,Paper Session,Between Corporate Development and Public Service: The Cultural System Reform in the Chinese Media Sector,1,"The cultural system reform has become a central part of China’s unswerving reform in the 21st century and noticeably gained velocity after 2008. Aiming to build up a cultural market economy, the reform is transforming the majority of cultural institutions into state-owned and even state-controlled shareholding corporations, while strengthening the public service obligation of state financing in selected areas. This paper not only documents some major lines of market development but also examines why and how the state is realigning its public and corporate sectors in such a particular mode of synthesis, especially in two leading media sectors, i.e., film and TV broadcasting. While scholars have documented how the overlap between the state and market forces creates dominant cultural processes in China, focusing on the state’s straightforward efforts of commercialization, this paper offers an updated understanding of verifiable policy and institutional changes—especially the “de-commercialization” movement embodied by the return of public units.",Media and Political Contestation in Greater China,Global Communication and Social Change
2014-0015,2014,Paper Session,Mediation of Global Logic: The Case of Transnational Environmentalism in China,1,"Global issues transcend local concerns and political systems, mediated through larger networks. To examine this process I identify a specific group of transnational NGOs and one particular issue: the environment, which lends itself to global discourse, advocacy and problem-solving. I take China as a case in point, to illustrate such a framework, showing how these groups bridge very different political contexts. This investigation is based on interviews in Beijing with representatives of the most prominent transnational environmental NGOs with offices in China, showing how they carry out their work and what kind of common logic they develop--and in turn how that logic affects communication strategies, and their more indirect impact on journalism in China. Based on these insights supported by case study examples, I suggest how this network contributes to the media-journalistic space and explore the implications such global networks have for the quality and transparency of issue discourse.",Media and Political Contestation in Greater China,Global Communication and Social Change
2014-0016,2014,Paper Session,Virtual Mobilities and Sociopolitical Becoming of Forced Migrants,1,"Forced migrants engage with and challenge sociopolitical and legal order through virtual practice and connectivities. This article discusses how asylum seekers as one type of forced migrant use virtual practice to work border and become virtually mobile. Based on the concept of practice and insights from the critical border regime literature the article illustrates how the people confound the order of the border through facebooking, blogging, and skyping, actualizing their personal, social, and political potential. Facebooking and blogging were instrumental in connecting with local cultural, social, and political groups that challenged the nation-state. Voice- and video-sharing were important for creating interpersonal relationality and managing the arrest in space that is typical for asylum seekers in European countries. Overall, the study illustrates how virtual connectivities create solidarities but can also foster a focus on the self, which can endanger collective political action. The study is based on three years of fieldwork with forced migrants in Germany.

Keywords: forced migrant, media practice, becoming, virtual",Media and Political Contestation in Greater China,Global Communication and Social Change
2014-0017,2014,Paper Session,The Transnationalization of Chinese ICT Corporations: A Case Study of Huawei,1,"This paper looks into the rise of Chinese transnational ICT corporations in the context of global digital capitalism by a case study of Huawei Technologies. By focusing on the dialectical tension between the capitalist logic and territorial logic, it argues that Huawei’s developmental trajectory is intertwined with China’s paradoxical models of political-economic reforms, and its transnationalized patterns are characterized with diverse contradictions and dynamics of inter-state and inter-capitalist cooperation and competition. There is no singular nature that can be used to define the rise of China’s transnational corporate power and the corresponding transformation of class structures from this case, as Huawei’s transnationalized initiative and activities are driven by its inherent pursuit of the capitalist logic on the one hand, and embody the anti-hegemonic discourse and the interest of national development on the other.",Media and Political Contestation in Greater China,Global Communication and Social Change
2014-0018,2014,Paper Session,What’s Science? Where’s Science? Science Journalism in Print Media,2,"This paper examines the current state of science coverage in German print media. It deals with the questions (1) how the main characteristics of science journalism can be described, (2) whether there is a difference between various scientific fields and (3) how different definitions of science journalism lead to differing findings. Two forms of science coverage were analyzed by a standardized, two-part content analysis of German newspapers (n = 1732; n = 1640). The results show that former research has highly undervalued the relevance of humanities and social sciences. Furthermore, we detected a significant difference between a narrower and a broader definition of science journalism. In the “classic” understanding science journalism is prompted by scientific events and is rather noncritical. Science coverage in a broader sense is defined by a bigger range of journalistic styles, driven by non-scientific events and with a focus on the statements of scientific experts.",Between Science and the Public: Studies in Science Journalism,Journalism Studies
2014-0019,2014,Paper Session,Between Consensus and Denial: Climate Journalists as Interpretive Community,2,"In the quest to understand media coverage of climate change, this study focuses on climate journalists as key mediators between the sphere of science and the broader public sphere. It surveys climate journalists from five countries and five types of news outlets. Despite their different national and editorial contexts it finds a transnational consensus built around the scientific mainstream view of climate change as propagated by the Intergovernmental Panel on Climate Change (IPCC). Climate journalists seem to have become part of an interpretive community that crosses national borders. There is no climate change denial among prolific writers but it persists among occasional writers on this topic. Journalists who approve the IPCC consensus tend to draw information from environmentalists, science, and the mass media while those who are skeptical towards climate change rather refrain from scientific sources.",Between Science and the Public: Studies in Science Journalism,Journalism Studies
2014-0020,2014,Paper Session,Journalists’ Perceptions and Reporting on Scientific Uncertainty and Risks of Nanotechnology: Results From Interviews and a Content Analysis,3,"Scientific uncertainty is an integral part of scientific research. Previous studies on the coverage of nanoscale science and technology suggest that journalists mainly report on scientific uncertainty when covering the risks arising from this emerging technology. To empirically examine this assumption, the present study combined interviews with German science journalists (n = 21) with a content analysis (n = 204) of the respective media channels. The results suggest that science journalists covering this issue can be classified according to four different types: Skeptics, Balancers, Advocats, and Ambivalents. In addition, the content analysis detected four different coverage types: Benefits of nanoscale science and technology applications, Scientific certainty of nanoscale science and technology-research, Political discourse about scientific uncertainty and risks, and Benefits of nanoscale science and technology-medicine. In comparison, these types revealed the aforementioned connection between scientific uncertainty and risks, opposed to a connection between scientific certainty and benefits.",Between Science and the Public: Studies in Science Journalism,Journalism Studies
2014-0021,2014,Paper Session,Examining Geographical Level and News Source in H1N1 Pandemic News: A Case of Impacted Chinese Communities,2,"The swine flu, or H1N1 influenza, was a global pandemic and serious health-risk issue. This study intended to examine how media covered the pandemic in three impacted places. In particular, we investigated how news at local and international levels might differ in citing sources. Based on a content analysis of 908 randomly sampled articles from major newspapers in the Chinese communities, we found that most of the news stories about H1N1 influenza in our sample used a neutral, rather than an alarmist, tone. News attention cycles were event-based and varied according to seriousness of situations in reality. Moreover, news on the international level was more likely to cite organizations, rather than individuals, as sources. Particularly, non-governmental health organizations tended to be more often used in international news coverage. Construal level theory was discussed as an alternative explanation pertaining to the relationship between geographical level and source use.",Between Science and the Public: Studies in Science Journalism,Journalism Studies
2014-0022,2014,Paper Session,Swine Flu and Hype: A Systematic Review of Media Dramatization of the H1N1 Pandemic,3,"In retrospect, the 2009 H1N1 pandemic looked like much ado about nothing. As a result, many, both epidemiologists and laypeople, accused the media of having created an artificial hype. We set out to examine the validity of such accusations through a systematic review of ex-isting content analyses of H1N1-related media coverage. In order to probe the to-date empirical evidence on whether the media dramatized H1N1, we distilled three specific features of media that indicate dramatization: amount of attention, specific content, and emotional tone. 13 content-analytical studies on H1N1-related coverage in China, Europe, USA, Australia, and Canada ana-lyzing TV, print news, and social media were reviewed. Results show media attention was im-mense, news content stressed threat over precautionary measures, and evidence on coverage to-nality was conflicting. The present paper further revealed a critical gap in existing knowledge about the tone of media coverage on H1N1 and discusses implications for further research.",Between Science and the Public: Studies in Science Journalism,Journalism Studies
2014-0023,2014,Paper Session,Crisis Communication and the Disconnected Coworker: The Role of ICT Access in Shaping Identification and Safety Message Satisfaction,5,"The present study explores how employee identification, in conjunction with perceived message overload and ICT access at work, accounts for how employees process safety and emergency messages. We adapt Cheney’s (1983b) development of organizational identification to explain the how identification influences the reception of safety and emergency messages. Toward this end, we build on existing literature regarding safety and emergency communication, identification, and message overload to construct a structural equation model (SEM) representative of these relationships. Survey data was collected from a large sample of university employees (n=271) to test the hypothesized model. In addition to identification, the modified SEM model shows that ICT access has an indirect effect on identification and a significant direct effect on satisfaction with safety messages. The findings from this study provide contributions to existing research on identification, technological access, overload, and organizational safety messages.","Good Grief! Disasters, Crises, and High-Risk Organizational Environments",Organizational Communication
2014-0024,2014,Paper Session,Negotiating the Non-Negotiable: Managing Nuclear Safety in the US After Fukushima,1,"This essay addresses the principle of nuclear safety through a framework linking the research literatures on high reliability organizations, social systems theory, science and technology studies, and rhetorical boundary work. The disaster at the Fukushima Daiichi power plant has reopened important questions regarding organizational and institutional communication, systems of regulation and governance, and the assurance of nuclear safety. This moment offers opportunities for improving communication practices and for expanding communication theory. Although nuclear safety is often said to be a “non-negotiable” principle, such claims disregard the degree to which it is constituted through communication and the degree to which that communication is fundamentally negotiative in form. Accordingly, the essay conceptualizes nuclear safety as a negotiated and paradoxical accomplishment within complex sociotechnical systems, extending the concept of high reliability organizations to a larger system level and linking it with heuristic concepts from Niklas Luhmann’s social systems theory.","Good Grief! Disasters, Crises, and High-Risk Organizational Environments",Organizational Communication
2014-0025,2014,Paper Session,Organizing and Adaptations of Collective Grassroots Efforts for Disaster Response,2,"This research uses a multi-theoretical framework, including Weick’s model of organizing, self-organizing complexity theory, and the technology-in-practice perspective, to examine the dynamic processes of organized efforts in disaster response following Hurricane Sandy in the United States. In-depth interviews were conducted with 25 group organizers/leaders involved in response. The findings showed that those citizen groups exhibited the patterns of self-organizing by adopting flexible work routines, adapting fluid membership, and resorting to different communication channels and technologies, such face-to-face, texting, online media, and social media to request and receive resources necessary for response effort. Collectively, those groups formed network forms of organizing, through which inter-group relationships among emergent and existing groups evolved and changed over time. This study advances our understanding of the evolutionary process of self-organizing response group’s organizing and technological structures in response to a disruptive environment. Theoretical and practical implications are discussed.","Good Grief! Disasters, Crises, and High-Risk Organizational Environments",Organizational Communication
2014-0026,2014,Paper Session,A Message Worth a Thousand Lives: Understanding Organizational Change in High-Risk Environments,1,"Recent economic turbulence in the United States has resulted in budget cuts for many city-funded organizations, including local fire departments. Budget cuts trigger organizational change and create uncertainty among employees. Given the need to study organizational change in high-risk, high-consequence environments, this study examines inevitable organizational change within urban fire departments and the influence on communication satisfaction with messages surrounding the change. For this exploratory study, focus groups were conducted with full-time firefighters from multiple lower level ranks (i.e., firefighters, lieutenants, and captains) to learn perceptions about these organizational issues. Findings indicate that the source, amount, and frequency of messages during change are the most important components to consider for high-risk environments.","Good Grief! Disasters, Crises, and High-Risk Organizational Environments",Organizational Communication
2014-0027,2014,Paper Session,When Self is the Source: Implications of Media Customization on Message Processing,2,"Customization of media technologies makes the users de facto gatekeepers of their own information universe; the user in essence becomes the source of communication. But does this sense of “self as source” alter the way the users process information received via customized interfaces? This paper attempts to answer this question by reporting a between-subjects experiment (N = 146) that examined the effect of self-driven customization (high vs. low self-as-source) on persuasive message processing, as mediated by three major psychological consequences of customization—perceived control, perceived identity, and perceived involvement.
The results indicate that perceived identity is a significant mediator between self-as-source in customization and message processing. Theoretical implications for persuasive technologies, dual process models and the agency model of customization are discussed, followed by practical implications for communicators who wish to incorporate new media technologies into their social influence campaigns.",Persuasion in Social Media Contexts,Communication and Technology
2014-0028,2014,Paper Session,It’s Not What You Say But How You Say It: Information Asymmetry and Compliance Gaining Online,4,"Proliferation of social media has increased the amount of personal information available about users online, and this information is increasingly available to anyone including advertisers and other (unknown) users. Having knowledge about others creates information asymmetries that can be used strategically to manipulate others. Results from an experiment involving sixty-six (31 male and 35 female) same sex dyads show that beneficiaries of information asymmetry were more successful at getting their conversation partners to comply with requests (42% success rate vs. 9% in the control condition). Conversation analysis indicates that conversation topics did not matter. Rather, the linguistic cues were influential: those participants who used fewer second person pronouns—such as you—were more successful at getting their partner to comply. Additionally, we found gender differences affect the style of conversation, such that females communicated more, used more personal pronouns, and more inclusive language than males.",Persuasion in Social Media Contexts,Communication and Technology
2014-0029,2014,Paper Session,Are You Scared Yet? Evaluating Fear Appeal Messages in Tweets About the Tips Campaign,4,"In March 2012, the CDC launched “Tips from Former Smokers,” a $54 million national campaign featuring individuals experiencing long-term health consequences of smoking. The campaign approach was based on strong evidence that anti-tobacco ads portraying fear, graphic images, and personal testimonials are associated with attitudinal and behavior change. Yet it was also controversial; critics cited the danger that viewers might reject such intensely graphic messages. Tasked with informing this debate, our study analyzes the entirety of the Tips campaign-related tweets from the Twitter Firehose. We provide a novel and rigorous method for media campaign evaluation, and an empirical test of the Extended Parallel Process Model. Among the relevant Tweets, 76% showed evidence of message acceptance, while 18% exhibited message rejection.",Persuasion in Social Media Contexts,Communication and Technology
2014-0030,2014,Paper Session,Lost and Found in Translation: Persuasive Effects of Native Language and International Comments on YouTube,5,"Research has emphasized the substantial influence of peer comments in participatory online environments. Based on the social identity model of deindividuation effects, this study attempted to explore mechanisms of users’ identification with anonymous commenters and social influence patterns on YouTube. Specifically, we examined whether comments in receivers’ native language lead to stronger persuasive effects than do comments in another language. A 2x2 between-subjects experiment with a German sample (N = 174) showed an anti-marijuana video along with positive or negative comments in either German or English. Video evaluation was directly affected by comment valence, and viewers’ attitude toward marijuana was influenced by the interaction of comment valence and identification with YouTube writers. Native language did not increase identification and persuasive effects. Instead, participants judged English comments more thoroughly: These were more influential when the valence was positive (against marijuana), while pro-marijuana comments tended to be more persuasive in German.",Persuasion in Social Media Contexts,Communication and Technology
2014-0031,2014,Paper Session,Sexting: Motivation and Underlying Mechanisms of Sexting,2,"The current study examines college students’ sexting behavior and the underlying motivation for sexting using Social Cognitive Theory. An online survey (N = 220) provided the basis for analyzing a structural equation modeling. The major findings are: (a) contrary to previous studies, the perception of pressure from romantic partners and peers did not significantly predict sexting, and (b) self-presentation, disinhibition, as well as perception of advantage, significantly mediated the relationship between the behavior of sexting and the descriptive norm.","Sexting, Sexual Selfies, and Sexism in Social Media Contexts",Communication and Technology
2014-0032,2014,Paper Session,The Nature of Youth Sexting According to Young People,2,"What is missing from academia and society at large is a more holistic picture of youth sexting. This study offers a preliminary glimpse of the sexting phenomenon by highlighting the experiences of 20 young people. We explore emergent themes regarding the nature of youth sexting specific to the definitions, prevalence, and process of the practice. Participant narratives highlight the sexting process as dynamic, highly contextual, and primarily driven by social motives. Furthermore, participants’ experiences implicate media and peer pressures as key players in promulgating the phenomenon. Ultimately, this study foregrounds the importance of the mobile phone in the lives of contemporary youth as well as how new media technologies shape and are shaped by users’ desires to communicate, generally and sexually.","Sexting, Sexual Selfies, and Sexism in Social Media Contexts",Communication and Technology
2014-0033,2014,Paper Session,Examining the Role of Sexism in Perceptions of Female Virtual Representations,3,"Perceptions of credibility and social potential are influenced by clothing choice, even when the source is a computer-generated representation. To test the extent to which personality traits influence perceived social potential of virtual representations and the attributions of the source and message, this study presented participants (N = 397) with a message about dating or job interviews presented by a virtual woman in either context-appropriate or context-inappropriate clothing. Causal modeling techniques revealed that both the perceived appropriateness of clothing and participant perceptions of virtual female representations influenced attributions of source and message quality. Participants higher on sexism rated the representations as less human (anthropomorphic) and less credible, suggesting a dehumanization of female representations consistent with objectification theory. In turn, lower perceptions of anthropomorphism diminished perceived realism, which decreased credibility and the perceived quality of the advice. Implications for understanding the role of sexism on perceptions of virtual representations such as avatars and agents and the influence on communication are discussed.","Sexting, Sexual Selfies, and Sexism in Social Media Contexts",Communication and Technology
2014-0034,2014,Paper Session,"“Hey, See My Body!”: An Exploratory Study of Body Display on Facebook",2,"Posting “sexy selfie” on Facebook has become a fashion. Based on this phenomenon, a survey of 392 Chinese young adults was conducted to investigate the effects of narcissism, grandiose exhibitionism, body image satisfaction, and perceived privacy risk on online body display, which is defined as the degree of sexual explicitness of the body in a photo posted on Facebook by users themselves. A Body Display Index, which incorporated societal evaluation of body parts of either sexes, was developed to measure online body display. It was found that grandiose exhibitionism, a sub-trait of narcissism, is a stronger predictor of online display than narcissism. Influence of body image satisfaction on body display was not significant. No relationship between perceived security risk and online body display was found, implying a serious issue in the safety of using social media. Lastly, potential of utilizing the Body Display Index in future research was discussed.","Sexting, Sexual Selfies, and Sexism in Social Media Contexts",Communication and Technology
2014-0035,2014,Paper Session,"Crisis, Credibility, and the Press: A Priming Model of News Evaluation",3,"This paper advances a theory of press priming, which posits that the news itself can be the subject of media priming. The theory holds that exposure to a press crisis activates standing attitudes about press freedom and media responsibility, which then influence judgments about media performance. Judgments hinge on attitude strength and the amount of attention paid to the crisis. Support for the theory is demonstrated with original survey data collected from respondents in the U.K. (N = 644) and reinforced with a secondary dataset from the U.S. (N = 911). Results show that, as crisis attention increases, attitudes activated about press responsibility influence media credibility judgments, while attitudes about press freedom predict support for press regulation. Implications for better understanding of the news evaluation process, particularly in light of an unfolding media crisis, are discussed.",News Evaluation and Credibility,Mass Communication
2014-0036,2014,Paper Session,Linking Domain-Specific News to Citizens’ Perceptions of Novel Issues: An Example From Risk Communication,2,"What is the effect of different kinds of news on opinions of novel and unfamiliar issues? Previous work on media effects in political, science, and health communication suggests an answer based not on channels of communication but on domains of content. The current study investigates these domain-specific media effects by introducing survey respondents to a novel issue, then testing the relationships between their responses and their news consumption habits. In addition, we explore if these relationships are different among opinion leaders or influentials. Results suggest that domains of content can and do have significantly different impacts on attitude formation, although these impacts are not the same for all segments of the population. Implications for mass communication theory and methods are discussed.",News Evaluation and Credibility,Mass Communication
2014-0037,2014,Paper Session,Perceived Credibility Gaps and Opinion Formation Within a Competitive Media Environment: Arab Satellite TV News in Lebanon,5,"Most often media credibility is examined as the dependent variable and rarely is it considered as an independent, or mediating, variable of interest when considering news exposure and opinion or attitude formation. This study moves our understanding of media credibility forward by examining its mediating role in attenuating the effects of media exposure on public opinion and how individual differences may moderate the linkage between exposure and credibility. We test our moderated mediated model of opinion formation within the emerging competitive and fractured media landscape of Lebanon. Our findings suggest that audience assessment of the credibility of competing news sources mediates the relationship between news exposure and Anti-American sentiment. Religious identification was found to be an inconsistent moderator of the link between media exposure and credibility. Implications for communication theory surrounding media credibility and opinion formation and for public diplomacy in the region are discussed.",News Evaluation and Credibility,Mass Communication
2014-0038,2014,Paper Session,The Influence of Presumed Influence and Emotions on Audience Evaluation of News Credibility and Behavioral Tendencies,2,"We propose that emotional responses to news articles, in addition to the influence of presumed influence, can help explain media credibility. Our model was evaluated based on survey data collected from 256 college students who read a news article discussing the harmful effects of multitasking. Structural equation modeling analysis revealed that participants’ emotions (i.e., anger, moral emotions, and general positive emotions) and perceptions of how others perceived the source of the information, but not presumed influence on others, predicted news credibility. News credibility and emotions explained 58% and 24% of the variance in supporting publication of the article and intentions to avoid multitasking, respectively. Results support the inclusion of emotional responses in media credibility research.",News Evaluation and Credibility,Mass Communication
