paper id,paper title,year,author number,author position,author name,author aff
2014-0019,Between Consensus and Denial: Climate Journalists as Interpretive Community,2014,2,2,Sven Engesser,U of Zurich
2014-0020,Journalists’ Perceptions and Reporting on Scientific Uncertainty and Risks of Nanotechnology: Results From Interviews and a Content Analysis,2014,3,1,Lars Guenther,"Institute of Communication Research/ Friedrich Schiller University Jena, Germany"
2014-0020,Journalists’ Perceptions and Reporting on Scientific Uncertainty and Risks of Nanotechnology: Results From Interviews and a Content Analysis,2014,3,2,Jutta Milde,U of Landau
2014-0020,Journalists’ Perceptions and Reporting on Scientific Uncertainty and Risks of Nanotechnology: Results From Interviews and a Content Analysis,2014,3,3,Georg Ruhrmann,U of Jena
2014-0021,Examining Geographical Level and News Source in H1N1 Pandemic News: A Case of Impacted Chinese Communities,2014,2,1,Bolin CAO,City University of Hong Kong
2014-0021,Examining Geographical Level and News Source in H1N1 Pandemic News: A Case of Impacted Chinese Communities,2014,2,2,Wan-Ying Lin,City U of Hong Kong
2014-0022,Swine Flu and Hype: A Systematic Review of Media Dramatization of the H1N1 Pandemic,2014,3,1,Celine Klemm,VU University Amsterdam
2014-0022,Swine Flu and Hype: A Systematic Review of Media Dramatization of the H1N1 Pandemic,2014,3,2,Enny Henrica Das,Radboud University Nijmegen
2014-0022,Swine Flu and Hype: A Systematic Review of Media Dramatization of the H1N1 Pandemic,2014,3,3,Tilo Hartmann,VU University Amsterdam
2014-0023,Crisis Communication and the Disconnected Coworker: The Role of ICT Access in Shaping Identification and Safety Message Satisfaction,2014,5,1,Jessica Lynn Ford,University of Texas at Austin
2014-0023,Crisis Communication and the Disconnected Coworker: The Role of ICT Access in Shaping Identification and Safety Message Satisfaction,2014,5,2,Jacob Stuart Ford,U of Texas
2014-0023,Crisis Communication and the Disconnected Coworker: The Role of ICT Access in Shaping Identification and Safety Message Satisfaction,2014,5,3,Yaguang Zhu,The University of Texas at Austin
2014-0023,Crisis Communication and the Disconnected Coworker: The Role of ICT Access in Shaping Identification and Safety Message Satisfaction,2014,5,4,Nicky Alekajbaf,U of Texas
2014-0023,Crisis Communication and the Disconnected Coworker: The Role of ICT Access in Shaping Identification and Safety Message Satisfaction,2014,5,5,Chih-Hao Chen,U of Texas
2014-0024,Negotiating the Non-Negotiable: Managing Nuclear Safety in the US After Fukushima,2014,1,1,William J. Kinsella,North Carolina State U
2014-0025,Organizing and Adaptations of Collective Grassroots Efforts for Disaster Response,2014,2,1,Chih-Hui Lai,Nanyang Technological University
2014-0025,Organizing and Adaptations of Collective Grassroots Efforts for Disaster Response,2014,2,2,Lisa Volk Chewning,Pennsylvania State U - Abington
2014-0026,A Message Worth a Thousand Lives: Understanding Organizational Change in High-Risk Environments,2014,1,1,Laura E Young,University of Kentucky
2014-0027,When Self is the Source: Implications of Media Customization on Message Processing,2014,2,1,Hyunjin Kang,University of Wollongong
2014-0027,When Self is the Source: Implications of Media Customization on Message Processing,2014,2,2,S. Shyam Sundar,Pennsylvania State U and Sungkyunkwan Univ
2014-0028,It’s Not What You Say But How You Say It: Information Asymmetry and Compliance Gaining Online,2014,4,1,Michael Joseph Egnoto,U at Buffalo
2014-0028,It’s Not What You Say But How You Say It: Information Asymmetry and Compliance Gaining Online,2014,4,2,Jessica M. Covert,University at Buffalo
2014-0028,It’s Not What You Say But How You Say It: Information Asymmetry and Compliance Gaining Online,2014,4,3,Michael A. Stefanone,"U at Buffalo, State U of New York"
2014-0028,It’s Not What You Say But How You Say It: Information Asymmetry and Compliance Gaining Online,2014,4,4,Carolyn Marie Hurley,"U at Buffalo, State U of New York"
2014-0029,Are You Scared Yet? Evaluating Fear Appeal Messages in Tweets About the Tips Campaign,2014,4,1,Sherry L Emery,U of Illinois - Chicago
2014-0029,Are You Scared Yet? Evaluating Fear Appeal Messages in Tweets About the Tips Campaign,2014,4,2,Glen Szczypka,Health Media Collaboratory
2014-0029,Are You Scared Yet? Evaluating Fear Appeal Messages in Tweets About the Tips Campaign,2014,4,3,Eulalia Puig Abril,U of Illinois - Chicago
2014-0029,Are You Scared Yet? Evaluating Fear Appeal Messages in Tweets About the Tips Campaign,2014,4,4,Lisa James,U of California - San Diego
2014-0030,Lost and Found in Translation: Persuasive Effects of Native Language and International Comments on YouTube,2014,5,1,Leonie Roesner,U of Duisburg-Essen
2014-0030,Lost and Found in Translation: Persuasive Effects of Native Language and International Comments on YouTube,2014,5,2,Stephan Winter,U Duisburg-Essen
2014-0030,Lost and Found in Translation: Persuasive Effects of Native Language and International Comments on YouTube,2014,5,3,Joseph B. Walther,Nanyang Technological University
2014-0030,Lost and Found in Translation: Persuasive Effects of Native Language and International Comments on YouTube,2014,5,4,Nicole C. Kramer,U of Duisburg-Essen
2014-0030,Lost and Found in Translation: Persuasive Effects of Native Language and International Comments on YouTube,2014,5,5,Tina Ganster,U of Duisburg-Essen
2014-0031,Sexting: Motivation and Underlying Mechanisms of Sexting,2014,2,1,Kikuko Omori,U of Wisconson
2014-0031,Sexting: Motivation and Underlying Mechanisms of Sexting,2014,2,2,Mike Allen,U of Wisconsin - Milwaukee
2014-0032,The Nature of Youth Sexting According to Young People,2014,2,1,Jessica Marie McGraw,Portland State University
2014-0032,The Nature of Youth Sexting According to Young People,2014,2,2,Lesile A. Rill,"University of Nevada, Reno"
2014-0033,Examining the Role of Sexism in Perceptions of Female Virtual Representations,2014,3,1,Kristine L. Nowak,U of Connecticut
2014-0033,Examining the Role of Sexism in Perceptions of Female Virtual Representations,2014,3,2,Jesse Fox,Ohio State U
2014-0033,Examining the Role of Sexism in Perceptions of Female Virtual Representations,2014,3,3,Yerina S. Ranjit,U of Connecticut
2014-0034,"“Hey, See My Body!”: An Exploratory Study of Body Display on Facebook",2014,2,1,Lik Sam Chan,U of Southern California - Annenberg School for Communication
2014-0034,"“Hey, See My Body!”: An Exploratory Study of Body Display on Facebook",2014,2,2,Hing Weng Eric Tsang,"School of Journalism and Communication, The Chinese University of Hong Kong"
2014-0035,"Crisis, Credibility, and the Press: A Priming Model of News Evaluation",2014,3,1,Erik P. Bucy,Texas Tech University
2014-0035,"Crisis, Credibility, and the Press: A Priming Model of News Evaluation",2014,3,2,Paul D'Angelo,The College of New Jersey
2014-0035,"Crisis, Credibility, and the Press: A Priming Model of News Evaluation",2014,3,3,Nichole M. Bauer,Indiana U
2014-0036,Linking Domain-Specific News to Citizens’ Perceptions of Novel Issues: An Example From Risk Communication,2014,2,1,Andrew R. Binder,North Carolina State U
2014-0036,Linking Domain-Specific News to Citizens’ Perceptions of Novel Issues: An Example From Risk Communication,2014,2,2,Emily Z. Berglund,North Carolina State U
2014-0037,Perceived Credibility Gaps and Opinion Formation Within a Competitive Media Environment: Arab Satellite TV News in Lebanon,2014,5,1,Erik C. Nisbet,Ohio State U
2014-0037,Perceived Credibility Gaps and Opinion Formation Within a Competitive Media Environment: Arab Satellite TV News in Lebanon,2014,5,2,Magdalena Saldana,University of Texas at Austin
2014-0037,Perceived Credibility Gaps and Opinion Formation Within a Competitive Media Environment: Arab Satellite TV News in Lebanon,2014,5,3,Guy J. Golan,Syracuse University
2014-0037,Perceived Credibility Gaps and Opinion Formation Within a Competitive Media Environment: Arab Satellite TV News in Lebanon,2014,5,4,Thomas Johnson,U of Texas - Austin
2014-0037,Perceived Credibility Gaps and Opinion Formation Within a Competitive Media Environment: Arab Satellite TV News in Lebanon,2014,5,5,Anita Day,U.S. Department of Defense
2014-0038,The Influence of Presumed Influence and Emotions on Audience Evaluation of News Credibility and Behavioral Tendencies,2014,2,1,Xiao Wang,Rochester Institute of Technology
2014-0038,The Influence of Presumed Influence and Emotions on Audience Evaluation of News Credibility and Behavioral Tendencies,2014,2,2,Andrea Allen Hickerson,Rochester Institute of Technology
2014-0039,Narrative Persuasion as a Mechanism of Framing Effects: The Mediating Role of Engagement With Characters in Crime News,2014,3,1,Barbara Maleckar,Augsburg University
2014-0039,Narrative Persuasion as a Mechanism of Framing Effects: The Mediating Role of Engagement With Characters in Crime News,2014,3,2,David Giles,U of Winchester
2014-0039,Narrative Persuasion as a Mechanism of Framing Effects: The Mediating Role of Engagement With Characters in Crime News,2014,3,3,Magdalena Zawisza,U of Winchester
2014-0040,Psychological Distancing: The Effects of Narrative Perspectives and Levels of Access to a Victim’s Inner World on Victim Blame and Helping Intention,2014,2,1,Xiaoxia Cao,U of Wisconsin - Milwaukee
2014-0040,Psychological Distancing: The Effects of Narrative Perspectives and Levels of Access to a Victim’s Inner World on Victim Blame and Helping Intention,2014,2,2,Donna Decker,U of Wisconsin - Milwaukee
2014-0041,The Elements of Narrative Engagement and Their Influence on Beliefs and Empathic Insight,2014,4,1,Freya Sukalla,Augsburg U
2014-0041,The Elements of Narrative Engagement and Their Influence on Beliefs and Empathic Insight,2014,4,2,Helena Bilandzic,Augsburg U
2014-0041,The Elements of Narrative Engagement and Their Influence on Beliefs and Empathic Insight,2014,4,3,Cornelia Schnell,Augsburg University
2014-0041,The Elements of Narrative Engagement and Their Influence on Beliefs and Empathic Insight,2014,4,4,Rick W. Busselle,Bowling Green State University
2014-0042,The Role of a Narrative’s Emotional Flow in Promoting Persuasive Outcomes,2014,2,1,Robin Nabi,U of California - Santa Barbara
2014-0042,The Role of a Narrative’s Emotional Flow in Promoting Persuasive Outcomes,2014,2,2,Melanie C. Green,U of North Carolina - Chapel Hill
2014-0043,The Psychological Mechanisms of Persuasive Impact From Narrative Communication,2014,4,1,Suyeun Seung,U of Georgia
2014-0043,The Psychological Mechanisms of Persuasive Impact From Narrative Communication,2014,4,2,Kristin Andersen,U of Georgia
2014-0043,The Psychological Mechanisms of Persuasive Impact From Narrative Communication,2014,4,3,Demetria Marie McNeal,U of Georgia
2014-0043,The Psychological Mechanisms of Persuasive Impact From Narrative Communication,2014,4,4,Lijiang Shen,U of Georgia
2014-0044,Correcting Misperceptions About the Scientific Consensus on Climate Change: The Role of Providing an Explanation,2014,4,1,John Kotcher,George Mason University
2014-0044,Correcting Misperceptions About the Scientific Consensus on Climate Change: The Role of Providing an Explanation,2014,4,2,Teresa Myers,George Mason U
2014-0044,Correcting Misperceptions About the Scientific Consensus on Climate Change: The Role of Providing an Explanation,2014,4,3,Edward Maibach,George Mason U
2014-0044,Correcting Misperceptions About the Scientific Consensus on Climate Change: The Role of Providing an Explanation,2014,4,4,Anthony Leiserowitz,Yale U
2014-0045,Effects of Climate Change Messaging on Support for Policy and Individual Behavior Change Over Time,2014,3,1,Laura N. Rickard,SUNY College of Environmental Science and Forestry
2014-0045,Effects of Climate Change Messaging on Support for Policy and Individual Behavior Change Over Time,2014,3,2,Zheng Janet Yang,State U of New York - Buffalo
2014-0045,Effects of Climate Change Messaging on Support for Policy and Individual Behavior Change Over Time,2014,3,3,Mihye Seo,SUNY - Albany
2014-0046,Exploring the Use of Online Collaborative Platforms for Climate Change Policy and Public Engagement,2014,4,1,Bruno Takahashi,Michigan State University
2014-0046,Exploring the Use of Online Collaborative Platforms for Climate Change Policy and Public Engagement,2014,4,2,Guy Edwards,Brown U
2014-0046,Exploring the Use of Online Collaborative Platforms for Climate Change Policy and Public Engagement,2014,4,3,Timmons Roberts,Brown U
2014-0046,Exploring the Use of Online Collaborative Platforms for Climate Change Policy and Public Engagement,2014,4,4,Ran Duan,Michigan State U
2014-0047,Women Farmers’ Voices on Climate Change: A Culture-Centered Approach to Climate Change Adaptation,2014,2,1,Jagadish J Thaker,National University of Singapore
2014-0047,Women Farmers’ Voices on Climate Change: A Culture-Centered Approach to Climate Change Adaptation,2014,2,2,Mohan Jyoti Dutta,National U of Singapore
2014-0048,“Global Warming” vs. “Climate Change”: The Influence of Terminology on Beliefs and Affective Imagery,2014,6,1,Ashley A Anderson,Colorado State U
2014-0048,“Global Warming” vs. “Climate Change”: The Influence of Terminology on Beliefs and Affective Imagery,2014,6,2,Nicholas Smith,U College London
2014-0048,“Global Warming” vs. “Climate Change”: The Influence of Terminology on Beliefs and Affective Imagery,2014,6,3,Emily K Vraga,George Mason U
2014-0048,“Global Warming” vs. “Climate Change”: The Influence of Terminology on Beliefs and Affective Imagery,2014,6,4,Connie Roser-Renouf,Center for Climate Change Communication
2014-0048,“Global Warming” vs. “Climate Change”: The Influence of Terminology on Beliefs and Affective Imagery,2014,6,5,Edward Maibach,George Mason U
2014-0048,“Global Warming” vs. “Climate Change”: The Influence of Terminology on Beliefs and Affective Imagery,2014,6,6,Anthony Leiserowitz,Yale U
2014-0049,"Spoof Videos, Alternative Memory, and the New Regime of Truth in China",2014,1,1,Henry Siling Li,Curtin University
2014-0050,The Civic Value of Funny and Fictional Communication: The Comic Counterfactual,2014,1,1,Don Waisanen,"Baruch College, School of Public Affairs, CUNY"
2014-0051,Reflexive Rock: Yacht Rock’s Intervention in the Field of Popular Music,2014,1,1,Christopher Jon Cwynar,University of Wisconsin-Madison
2014-0052,Slow Media as Alternative Media: On Cultural Resistance and the Persistence of Print and Analog Forms,2014,1,1,Jennifer Rauch,Long Island U
2014-0053,When the Private Sphere is Hiding From the Public Sphere: Israel's' Days of Remembrance and the Sport Viewing Experience,2014,1,1,Ilan Tamir,Ariel U
2014-0054,"Communicating the “Good Life” via Corporate Social Advocacy: The Amplified Impact of Corporate Social Responsibility on Consumer Purchase Intention, Corporate Financial Performance",2014,2,1,Melissa Dawn Dodd,University of Central Florida
2014-0054,"Communicating the “Good Life” via Corporate Social Advocacy: The Amplified Impact of Corporate Social Responsibility on Consumer Purchase Intention, Corporate Financial Performance",2014,2,2,Dustin Supa,Boston University
2014-0055,“Will You Join Us?”: The Effects of a Partake-in-Our-Cause (PIOC) Message in Corporate Social Responsibility Campaigns on the Evaluations of a Negatively Publicized Company,2014,4,1,Joon Soo Lim,Syracuse University
2014-0055,“Will You Join Us?”: The Effects of a Partake-in-Our-Cause (PIOC) Message in Corporate Social Responsibility Campaigns on the Evaluations of a Negatively Publicized Company,2014,4,2,Sung-Un Yang,Indiana U
2014-0055,“Will You Join Us?”: The Effects of a Partake-in-Our-Cause (PIOC) Message in Corporate Social Responsibility Campaigns on the Evaluations of a Negatively Publicized Company,2014,4,3,Minjeong Kang,Ball State U
2014-0055,“Will You Join Us?”: The Effects of a Partake-in-Our-Cause (PIOC) Message in Corporate Social Responsibility Campaigns on the Evaluations of a Negatively Publicized Company,2014,4,4,Eun Ji (Angie) Chung,Syracuse University
2014-0056,The Effects of Message Framing and Source Credibility in Cause-Related Marketing,2014,2,1,Young Eun Park,Indiana University
2014-0056,The Effects of Message Framing and Source Credibility in Cause-Related Marketing,2014,2,2,Hyunsang Son,University of Texas
2014-0057,The Cultural Mediated Moderation Effects of CSR Campaigns: Perceived CSR as a Mediator,2014,2,1,Soojung Kim,University of Minnesota
2014-0057,The Cultural Mediated Moderation Effects of CSR Campaigns: Perceived CSR as a Mediator,2014,2,2,Jiyang Bae,Chonnam National University
2014-0058,Exploring the Impact of Culture on the Formation of Consumer Trust in Internet Shopping,2014,3,1,Sheila Ilagan,U of Wyoming
2014-0058,Exploring the Impact of Culture on the Formation of Consumer Trust in Internet Shopping,2014,3,2,Frank E. Millar,"III (DECEASED), U of Wyoming"
2014-0058,Exploring the Impact of Culture on the Formation of Consumer Trust in Internet Shopping,2014,3,3,Chia-Fang (Sandy) Hsu,U of Wyoming
2014-0059,The Effect of Advertisement Customization and Narrative Transportation on Online Advertising Effectiveness,2014,2,1,Yan Huang,The Pennsylvania State University
2014-0059,The Effect of Advertisement Customization and Narrative Transportation on Online Advertising Effectiveness,2014,2,2,Thomas Franklin Waddell,Penn State
2014-0060,The Role of Cognitive Dissonance in the Selection of Online Reviews,2014,1,1,Yuhua Liang,Chapman University
2014-0061,How Negative is Negative Word-of-Mouth? The Effects of Posting and Viewing Online Negative Word-of-Mouth on Purchase Behaviors,2014,3,1,Su Jung Kim,Northwestern U
2014-0061,How Negative is Negative Word-of-Mouth? The Effects of Posting and Viewing Online Negative Word-of-Mouth on Purchase Behaviors,2014,3,2,Rebecca Jen-Hui Wang,Northwestern U
2014-0061,How Negative is Negative Word-of-Mouth? The Effects of Posting and Viewing Online Negative Word-of-Mouth on Purchase Behaviors,2014,3,3,Edward Malthouse,Northwestern U
2014-0062,A New Approach to Examining Serial Arguments: The Benefits of Alternating Initiator Roles,2014,2,1,Ioana A. Cionea,University of Oklahoma
2014-0062,A New Approach to Examining Serial Arguments: The Benefits of Alternating Initiator Roles,2014,2,2,Amy Janan Johnson,U of Oklahoma
2014-0063,A Theory of Interpersonal Goals and Situations,2014,1,1,Dale Hample,U of Maryland
2014-0064,Examining Transcendent Interactions in Close Friend and Roommate Relationships,2014,3,1,Jenna McNallie,Purdue University
2014-0064,Examining Transcendent Interactions in Close Friend and Roommate Relationships,2014,3,2,Patricia North Gettings,Purdue
2014-0064,Examining Transcendent Interactions in Close Friend and Roommate Relationships,2014,3,3,John O. Greene,Purdue U
2014-0065,Mothers' Impact on Their Daughters' Cardiovascular Reactivity in a High-Threat Context: An Immersive Virtual Environment Study,2014,8,1,Walid Afifi,University of Iowa
2014-0065,Mothers' Impact on Their Daughters' Cardiovascular Reactivity in a High-Threat Context: An Immersive Virtual Environment Study,2014,8,2,Katlyn Elise Gangi,"University of California, Santa Barbara"
2014-0065,Mothers' Impact on Their Daughters' Cardiovascular Reactivity in a High-Threat Context: An Immersive Virtual Environment Study,2014,8,3,James Blascovich,U of California - Santa Barbara
2014-0065,Mothers' Impact on Their Daughters' Cardiovascular Reactivity in a High-Threat Context: An Immersive Virtual Environment Study,2014,8,4,Tamara D. Afifi,U of Iowa
2014-0065,Mothers' Impact on Their Daughters' Cardiovascular Reactivity in a High-Threat Context: An Immersive Virtual Environment Study,2014,8,5,Jessica Cornick,U of California - Santa Barbara
2014-0065,Mothers' Impact on Their Daughters' Cardiovascular Reactivity in a High-Threat Context: An Immersive Virtual Environment Study,2014,8,6,Anne Merrill,U of California - Santa Barbara
2014-0065,Mothers' Impact on Their Daughters' Cardiovascular Reactivity in a High-Threat Context: An Immersive Virtual Environment Study,2014,8,7,Will Ryan,U of California - Santa Barbara
2014-0065,Mothers' Impact on Their Daughters' Cardiovascular Reactivity in a High-Threat Context: An Immersive Virtual Environment Study,2014,8,8,Kenneth Sterling,U of California - Santa Barbara
2014-0066,Supportive Communication and the Adequate Paraphrase (Top Applied Paper),2014,3,1,Graham Douglas Bodie,Louisiana State U
2014-0066,Supportive Communication and the Adequate Paraphrase (Top Applied Paper),2014,3,2,Kaitlin Cannava,Louisiana State U
2014-0066,Supportive Communication and the Adequate Paraphrase (Top Applied Paper),2014,3,3,Andrea Jean Vickery,Louisiana State U
2014-0067,The Confidant Response Theory,2014,2,1,Stephanie A Robbins,Ohio University
2014-0067,The Confidant Response Theory,2014,2,2,Walid Afifi,University of Iowa
2014-0068,"An Examination of the Relationships Between Dispositional Behavioral Activation, Behavioral Inhibition, and Effective Health Message Framing",2014,2,1,Matthias R. Hastall,TU Dortmund U
2014-0068,"An Examination of the Relationships Between Dispositional Behavioral Activation, Behavioral Inhibition, and Effective Health Message Framing",2014,2,2,Freya Sukalla,Augsburg U
2014-0069,Effects of Message Susceptibility and Gain-Loss Framing on Readers’ Selective Exposure and Behavioral Intentions,2014,2,1,Matthias R. Hastall,TU Dortmund U
2014-0069,Effects of Message Susceptibility and Gain-Loss Framing on Readers’ Selective Exposure and Behavioral Intentions,2014,2,2,Anna Wagner,Augsburg University
2014-0070,News Framing of Suicide: A Personal or Public Health Issue,2014,2,1,Roma Subramanian,U of Missouri
2014-0070,News Framing of Suicide: A Personal or Public Health Issue,2014,2,2,Amanda Hinnant,U of Missouri
2014-0071,Newspaper Representation of Autism in China: A Framing Analysis,2014,3,1,Bijie Bie,University of Alabama
2014-0071,Newspaper Representation of Autism in China: A Framing Analysis,2014,3,2,Lu Tang,University of Alabama
2014-0071,Newspaper Representation of Autism in China: A Framing Analysis,2014,3,3,Lifeng Deng,Sun Yat-Sen U
2014-0072,Comparing Immediate and Long-Term Eating Behaviors: A Test of the Theory of Planned Behavior,2014,1,1,Jennifer Allen Catellier,John Carroll U
2014-0073,"Effect of Similarity, Social Identification, and Source Credibility in Obesity PSAs on Health Behavioral Intentions",2014,1,1,Joe Phua,University of Georgia
2014-0074,The Power of Collective Intelligence: Online Deliberation Effects on Intention to Participate in Genetic Research: An Extended Theory of Planned Behavior Approach,2014,3,1,Sojung Claire Kim,High Point University
2014-0074,The Power of Collective Intelligence: Online Deliberation Effects on Intention to Participate in Genetic Research: An Extended Theory of Planned Behavior Approach,2014,3,2,Joseph N. Cappella,U of Pennsylvania
2014-0074,The Power of Collective Intelligence: Online Deliberation Effects on Intention to Participate in Genetic Research: An Extended Theory of Planned Behavior Approach,2014,3,3,Vincent Price,U of Pennsylvania
2014-0075,Using Virtual Pets to Promote Exercising Behavior in Children,2014,5,1,Sun Joo (Grace) Ahn,University of Georgia
2014-0075,Using Virtual Pets to Promote Exercising Behavior in Children,2014,5,2,Kyle Johnsen,U of Georgia
2014-0075,Using Virtual Pets to Promote Exercising Behavior in Children,2014,5,3,James Moore,U of Georgia
2014-0075,Using Virtual Pets to Promote Exercising Behavior in Children,2014,5,4,Scott Brown,U of Georgia
2014-0075,Using Virtual Pets to Promote Exercising Behavior in Children,2014,5,5,Aryabrata Basu,U of Georgia
2014-0076,Communicating Neoliberal Development: Critical Analysis of Grameen Bank Programs for Women,2014,1,1,Karin Gwinn Wilkins,U of Texas - Austin
2014-0077,Achieving 'Effective' Development: An Examination of Intercultural Communication Competence From the Development Practitioner's Perspective,2014,1,1,Jennifer Joy Braddock,University of Florida
2014-0078,Agriculture Technologies and Alternate Development: Women Farmers Resistance to Bt Cotton,2014,2,1,Jagadish J Thaker,National University of Singapore
2014-0078,Agriculture Technologies and Alternate Development: Women Farmers Resistance to Bt Cotton,2014,2,2,Mohan Jyoti Dutta,National U of Singapore
2014-0079,African Media and the Global Climate Change Discourse: Implications for Sustainable Development,2014,1,1,Goretti Linda Lugolobi Nassanga,Makerere University
