session type,session title,sub unit,chair name,chair aff
Paper Session,Negotiating Media Logics in Crisis Situations: Attention Management and Self-Protection Strategies,Journalism Studies,,
Paper Session,The 2016 Election and Social Media,Communication and Technology,,
Paper Session,Social Network Site Use and Well-Being: It’s Complicated,Communication and Technology,,
Paper Session,Self-Disclosure Processes in Online Contexts,Communication and Technology,,
Paper Session,Top Papers in Instructional Communication Division,Instructional & Developmental Communication,,
Paper Session,HIGH-DENSITY: Mobile Norms,Mobile Communication,,
Paper Session,Issues in Political Communication,Mass Communication,,
Paper Session,Digital and Mobile Health Intervention Research,Health Communication,,
Paper Session,Journalistic Boundary Work,Journalism Studies,,
Paper Session,Digital Divide Research: Digital Skills and Beyond,Communication and Technology,,
Paper Session,"Extending Scholarship on Social Capital Processes: Second Screens, Weak Ties, Requests for Support, and Multimodal Communication",Communication and Technology,,
Paper Session,"HIGH-DENSITY: Games Studies, a lot have Hatched; All the Research, Gotta Catch",Game Studies,,
Paper Session,"Raising Civically-Minded Youth: Digital Literacy, Civic Engagement, and Political Consciousness",Children Adolescents and the Media,,
Paper Session,Alternative Media and Counter Narratives,"Activism, Communication & Social Justice",,
Paper Session,Understanding Populist Communication Practices,Political Communication,,
Paper Session,The Dark Side? Effects of Social Media on Risky Behaviors,Health Communication,,
Paper Session,New Research on Fear Appeals in Health Contexts,Health Communication,,
Paper Session,Media and Elections,Mass Communication,,
Paper Session,Understanding the Spread and Detection of Misinformation,Political Communication,,
Paper Session,News Goes Digital,Mass Communication,,
Paper Session,Mobile Communication and Organizations,Mobile Communication,,
Paper Session,"The Production of Knowledge About Journalism: Academic, Professional and Educational Perspectives",Journalism Studies,,
Paper Session,Redefining the Feminist Identity in Today's World,Feminist Scholarship,,
Paper Session,"Rethinking Participatory Media, Spectatorship and the Witness",Visual Communication Studies,,
Paper Session,Trick or Tweet? Network and Crowd Dynamics,Communication and Technology,,
Paper Session,Copyright and Fair Use in Communications Research: The State of the Field,Sponsored Sessions,,
Paper Session,"Politics, Propaganda, Phobia: Diverse Cultural/Intercultural Perspectives",Intercultural Communication,,
Paper Session,"Communicating via Mega-Sporting Events: Content, Uses, and Effects",Sports Communication,,
Paper Session,"LSI Reflections: Theoretical, Conceptual, Methodological and Practical Considerations",Language & Social Interaction,,
Paper Session,New Directions in Text Mining,Computational Methods,,
Paper Session,B.E.S.T. Session: Emotions and Relationships in Organizational Contexts,Organizational Communication,,
Paper Session,Communicating Intergenerationally and About Aging,Interpersonal Communication,,
Paper Session,Pepe the Frog and Picturing Together-ness: Collective Identities Online,Visual Communication Studies,,
Paper Session,Mobile Health,Mobile Communication,,
Paper Session,Audience Analysis in the Media Industries,Media Industry Studies,,
Paper Session,"Effects of User-Generated Comments, Ratings and ""Likes"" on Health-Related Outcomes",Health Communication,,
Paper Session,HIGH-DENSITY: Effects of Public Information on Health Outcomes,Health Communication,,
Paper Session,Media and Enjoyment,Mass Communication,,
Paper Session,New Perspectives Upon Journalistic Roles,Journalism Studies,,
Paper Session,Theorizing Social Movements and Media Activism,"Activism, Communication & Social Justice",,
Paper Session,HIGH-DENSITY: Great Ideas for Teaching (G.I.F.T.),Instructional & Developmental Communication,,
Paper Session,Delineating the Meanings of Fake News,Journalism Studies,,
Paper Session,"Hybrid High-Density: T(w)eens, Media, and Health",Children Adolescents and the Media,,
Paper Session,Understanding Online Discussion Forum Dynamics: Community Formation and Interaction Patterns on Reddit and YouTube,Communication and Technology,,
Paper Session,How is it Different? How is it the Same? Human vs. Artificial IntelligenceI/Bot/Virtual Reality Interaction,Communication and Technology,,
Paper Session,Studies on Race and Intercultural Communication,Intercultural Communication,,
Paper Session,"Outgroup Depictions in Mass Media: Content, Responses, and Effects",Intergroup Communication,,
Paper Session,"B.E.S.T. Session: Teams, Change, Health, and Organizing",Organizational Communication,,
Paper Session,"Sex, Dating, and Beyond: Perceptions and Messages Matter",Interpersonal Communication,,
Paper Session,"How Politics, Identities, and Attitudes Get Done in Language and Interaction",Language & Social Interaction,,
Paper Session,"HIGH-DENSITY: Explaining Online Behaviors: At the Intersection of Personality, Motivation, and Cognition",Information Systems,,
Paper Session,Feminist Theorizations Beyond Western Cultures,Feminist Scholarship,,
Paper Session,HIGH-DENSITY: Research to Inform mHealth and eHealth Interventions,Health Communication,,
Paper Session,"EXTENDED SESSION: Reception of LGBTQ Representations, Social Media Use, Sexual Health","Lesbian, Gay, Bisexual, Transgender and Queer Studies",,
Paper Session,Internet Access and Digital Media Influences on Participation,Political Communication,,
Paper Session,Media and Entertainment,Mass Communication,,
Paper Session,News Making Considerations,Mass Communication,,
Paper Session,Ethical Dimension of Public Relations,Public Relations,,
Paper Session,Journalistic Representations of Protest and Social Movements,"Activism, Communication & Social Justice",,
Paper Session,Emotionality in Journalism,Journalism Studies,,
Paper Session,Issues and Crises in Health Communication,Public Relations,,
Paper Session,Older Adults and Online Technologies,Communication and Technology,,
Paper Session,Self(ie) Worth: Social Comparison and Well-Being on Instagram and Other Platforms,Communication and Technology,,
Paper Session,"How We Decide: Online Judgments, Attributions, Expectations, and Impressions",Communication and Technology,,
Paper Session,"Exploring Business, Student, and Media Experiences: China-U.S./Germany/Chile Intercultural Contexts",Intercultural Communication,,
Paper Session,"Country Images, Culture and Nation Branding",Public Diplomacy,,
Paper Session,News Analysis Using Computational Methods,Computational Methods,"""But How Are They Talked About?"": A Novel Measure of Entity Framing in Online News - Jacob T Fisher; Churnalism; Fracking Frames: Automatic Detection of Lines of Controversy in the Energy Domain - Elena Musi; How News Organizations Paraphrase Their Stories on Social Media? Word Counting and Binomial Regression Approach - Chankyung Pak; Is Trump Angrier in Liberal Media? Surface Visual Bias in Media Coverage of Presidential Candidates With Emotion Detection Technique - Yilang Peng; Social media Gatekeeping: An Analysis of the Gatekeeping Influence of Newspapers' Public Facebook Pages - Kasper Welbers; The Good and Bad in Economic News: Comparing (Automatic) Measurements of Sentiment in Dutch Economic News - Mark Boukes; Understanding News Stories by Clustering Articles: An Information Retrieval Approach - Tom Nicholls",The U of California; Press Releases and Wire Copy: Detecting Textual Reuse in Large News Corpora - Tom Nicholls; Columbia U; Mark A Aakhus; Michigan State U; Annenberg School for Communication / U of Pennsylvania; VU U Amsterdam; University of Amsterdam / ASCoR; Bob Robbert Nicolai van de Velde; Blavatnik School of Government
Paper Session,"Voices, Voicing, and Organizing",Organizational Communication,,
Paper Session,Global Perspectives in the Governance of Freedom of Expression,Communication Law & Policy,,
Paper Session,Health Literacy and Health Information,Health Communication,,
Paper Session,Communication in Shaping Health Policymaking and Policy Support,Health Communication,,
Paper Session,HIGH-DENSITY: Health Communication in Social Media,Health Communication,,
Paper Session,Media and Gender,Mass Communication,,
Paper Session,Risk and Media,Mass Communication,,
Paper Session,Methodology: New Thinking About Methods and Measures,Political Communication,,
Paper Session,Collective Identities and Memories,"Activism, Communication & Social Justice",,
Paper Session,Information Systems Division Top Student Paper Session,Information Systems,,
Paper Session,Trending @icacamdivision,Children Adolescents and the Media,,
Paper Session,Journalism and Memory,Journalism Studies,,
Paper Session,Game Studies Top Papers and Flashlight: High Score Plus Five More,Game Studies,,
Paper Session,Big Data and Algorithms: Theory and Critique,"Philosophy, Theory and Critique",,
Paper Session,Digital Literacy: Unpacking Outcomes,Communication and Technology,,
Paper Session,"HIGH-DENSITY: Virtual Reality, Artificial Intelligence, and Avatars",Communication and Technology,,
Paper Session,Computational Methods Tool Demonstration,Computational Methods,,
Paper Session,"Attitudes, Emotions, and Gratifications: A Psychological Perspective of Sports Communication",Sports Communication,,
Paper Session,Managing Conflict and Negative Events,Interpersonal Communication,,
Paper Session,"Pushing Boundaries in Organizational Communication: Theoretical, Conceptual, Methodological and Beyond",Organizational Communication,,
Paper Session,Innovative Methods and Measures for Health Communication Research,Health Communication,,
Paper Session,Online and Offline Communication Dynamics: What We Do and Why We Do It,Communication and Technology,,
Paper Session,Innovation and Integration in Health Communication Theory,Health Communication,,
Paper Session,Media and Race,Mass Communication,,
Paper Session,Sharing and Finding Meanings on Digital Media,Mass Communication,,
Paper Session,Climate Change Communication,Political Communication,,
Paper Session,Studying Cross-Cutting Exposure,Political Communication,,
Paper Session,Digital Technologies in the Newsroom: Opportunities and Challenges,Journalism Studies,,
Paper Session,"Trust, Diversity, and Transition in the News Industry",Media Industry Studies,,
Paper Session,HIGH-DENSITY: Exploring Information Systems: Models and Theories,Information Systems,,
Paper Session,Crisis Communication Theory: Further Explication,Public Relations,,
Paper Session,"Selling, Sharing, and Personalizing: The Role of the User in Online Ads",Communication and Technology,,
Paper Session,"New Media, New Work, and the New Call to Intimacy: The Case of Musicians (Steve Jones Internet Lecture)",Sponsored Sessions,,
Paper Session,Emotions and Resilience in Organizing,Organizational Communication,,
Paper Session,HIGH-DENSITY: Communicating in and About Families,Interpersonal Communication,,
Paper Session,HIGH-DENSITY: Discussing Intergroup Issues in Diverse Contexts,Intergroup Communication,A “Two-Way Street”: Exploring How Scientists and Citizen Scientists Accommodate to Create a Shared Language - Rachel Damiani; Communication Networks; Exploring Cyberbullying at the University: Listening to the Students' Voices - Rayen Condeza Dall'Orso; Exposure to Gay Television Characters: A Longitudinal Experimental Test of the Parasocial Contact Hypothesis - Bradley J Bond; From Hero to Zero: Why Stereotyping People with Disabilities as Valiant Elicits Less Charitable Behaviors - Becky Robinson; The Moderation Effect of Group Transactive Memory on the Relationship Between Group Conflict and Creativity - Y. Connie Yuan,U of Florida; Janice Krieger; Worry; Pontificia U Católica de Chile; Gonzalo Gallardo; U of San Diego; U of California; Cornell University; Li Lu
Paper Session,Content and Effects of Online Social Support Communities,Health Communication,,
Paper Session,Effects of Social Media on Health Risk Perceptions and Healthy Behavior,Health Communication,,
Paper Session,HIGH-DENSITY: Research on Communication and Marketing Effects to Inform Tobacco Regulation,Health Communication,,
Paper Session,Media and Health Issues,Mass Communication,,
Paper Session,Party Communication Strategies,Political Communication,,
Paper Session,Persuasion and Media in Health Contexts,Mass Communication,,
Paper Session,Understanding Fake News: What is it? Who Attends to it? What are the Consequences?,Political Communication,,
Paper Session,"Feminist Approaches to Technology, Internet and Apps",Feminist Scholarship,,
Paper Session,Involving and Engaging Internal Stakeholders in Public Relations,Public Relations,,
Paper Session,Data in Journalistic Practice: Challenges and Competencies,Journalism Studies,,
Paper Session,HIGH-DENSITY: Cognitive and Emotional Approaches to Understanding Morality and Ideology,Information Systems,,
Paper Session,Instructional Communication Variables Revisited,Instructional & Developmental Communication,,
Paper Session,Critical Communication Theory: Times and Spaces,"Philosophy, Theory and Critique",,
Paper Session,Entrepreneurship and Business Model Innovation in Digital Media,Media Industry Studies,,
Paper Session,"HIGH-DENSITY: Student Papers: No, I Don't Just Play Games, My Research Makes Change",Game Studies,,
Paper Session,Mediatization and Its Objects,"Philosophy, Theory and Critique",,
Paper Session,The Struggle Over Copyright and Intellectual Property,Communication Law & Policy,,
Paper Session,Theory and Research About Health Information Seeking,Health Communication,,
Paper Session,Challenges to Effective Health Communication in Clinical Settings,Health Communication,,
Paper Session,Parasocial Experience,Mass Communication,,
Paper Session,"Media Effects, New Approaches",Mass Communication,,
Paper Session,Media Effects on Voters,Political Communication,,
Paper Session,"HIGH-DENSITY: Tackling Selective Exposure, Multitasking, and Choice",Information Systems,,
Paper Session,New Research on the 2016 American Presidential Election,Political Communication,,
Paper Session,Health Education and Media Literacy Through the Lens of Instructional Communication,Instructional & Developmental Communication,,
Paper Session,Beyond Churnalism,Journalism Studies,,
Paper Session,Activism for Changes in Society,Public Relations,,
Paper Session,The Parent's Voice in the CAM Space,Children Adolescents and the Media,,
Paper Session,Understanding and Preventing Online Crime and Fraud,Communication and Technology,,
Paper Session,The Presentation of Selfie in Everyday Life: Self-Presentation and Impression Formation in Instagram and Other Online Contexts,Communication and Technology,,
Paper Session,Studies of Transnational Media Production and Distribution,Media Industry Studies,,
Paper Session,"Citizens' Voices in Policy: Rights, Protection, Expectations",Communication Law & Policy,,
Paper Session,Hashtag Activism,"Activism, Communication & Social Justice",,
Paper Session,"Relationships, Brands, Reputation, and Word of Mouth: The Intangible Aspects of Public Relations",Public Relations,,
Paper Session,Theory and Research in Health Crisis Communication,Health Communication,,
Paper Session,New Research on Agenda Setting,Political Communication,,
Paper Session,Media Scholars' Consideration of Fake News,Mass Communication,,
Paper Session,"Influences on Hostile Media Perceptions: Exploring The Effects of Social Media, Discussion, Involvement and Exposure",Political Communication,,
Paper Session,"Science, Media, and Public",Mass Communication,,
Paper Session,"B.E.S.T. Session: Knowledge, Innovation, and Media",Organizational Communication,,
Paper Session,Stakeholder Engagement Research in Public Relations,Public Relations,,
Paper Session,HIGH-DENSITY: Narratives and Health Communication,Health Communication,,
Paper Session,Journalism and Gender,Journalism Studies,,
Paper Session,HIGH-DENSITY: Processing News and Misinformation in Digital Age,Information Systems,,
Paper Session,"Lessons From Media: Connection, Careers, and Community",Children Adolescents and the Media,,
Paper Session,"Cognitive Processes and Online Media Use: Norms, Priming, and Third Person Effects",Communication and Technology,,
Paper Session,Social Media and Communication About/During Crises and Natural Disasters,Communication and Technology,,
Paper Session,Publics and Their Problems,"Philosophy, Theory and Critique",Expectations of the Public Sphere in the 2016 Elections: The Populist Blindspots of Habermas’s Distrust of Representation - Danielle Lee Tomson*; Media and the Religious Construction of the Public Sphere - Tiberiu coman; Translatability and Politics of Translation: Towards a Gramscian Philosophy of Communicative Praxis - Marco Briziarelli; “Fake News” and “Alternative Facts”: A Techno-Semiotic Perspective - François Allard,Columbia U; University of Bucharest; U of New Mexico; University of Lorraine
Paper Session,"Keeping it Virtually Real, Realizing the Virtual Appeal",Game Studies,,
Paper Session,Research Escalator - Part 1,Organizational Communication,Sanne Frandsen; Timothy Kuhn,Lund University School of Economics and Management; U of Colorado - Boulder
Paper Session,HIGH-DENSITY: Communicating Interpersonally Digitally and Online,Interpersonal Communication,,
Paper Session,Understanding Gendered Representations of Television Women,Feminist Scholarship,,
Paper Session,"Communication and Identity among Cancer Previvors, Patients, Survivors, and Caregivers",Health Communication,,
Paper Session,HIGH-DENSITY: Message Effects Research in Health Contexts,Health Communication,,
Paper Session,Synergy of Entertainment,Mass Communication,,
Paper Session,"Innovative Experimental Political Communication Research From the US, Asia and Europe",Political Communication,,
Paper Session,"Media, Body Image, and Sexualization",Mass Communication,,
Paper Session,Political Communication and the European Union: Media Coverage and Its Effects,Political Communication,,
Paper Session,HIGH-DENSITY: Virtual Self and Other: Implications for Cognitive and Emotional Processing,Information Systems,,
Paper Session,Gatekeeping in the Age of Networked Communication,Journalism Studies,,
Paper Session,Visual Communication Studies Top Student Papers,Visual Communication Studies,,
Paper Session,Mobile Social Media,Mobile Communication,,
Paper Session,Journalism’s Truth Claims,Journalism Studies,,
Paper Session,New(s) Media: Implications of Engaging With News on SNSs,Communication and Technology,,
Paper Session,The Politics of Knowledge Production: Scholar and Journalist Activism,"Activism, Communication & Social Justice",,
Paper Session,Communication and Technology Top Student Papers,Communication and Technology,,
Paper Session,Perspectives on Gender in Media Industries Scholarship,Media Industry Studies,,
Paper Session,"Why Sports Communication Matters: Identity, Culture, and Politics",Sports Communication,,
Paper Session,"Social Life, Social Interaction in Public and Institutional Spaces",Language & Social Interaction,,
Paper Session,Research Escalator - Part 2,Organizational Communication,Sanne Frandsen; Timothy Kuhn,Lund University School of Economics and Management; U of Colorado - Boulder
Paper Session,Top Four Papers in Health Communication,Health Communication,The Potential for Narrative Correctives to Reduce Belief Echoes - Angeline Sangalang; What Frame Makes you Less Hesitant: The Interactive Effects of Message Balance and Gain or Loss Framing on Zika Vaccine Hesitancy - Wei Peng; The Effects of Social Norms among Peer Groups on Risk Behavior: A Multilevel Approach to Differentiate Perceived and Collective Norms - Sarah Geber; How Do Narratives Reduce Resistance? Meta-Analyzing Potential Moderators - Chelsea L Ratcliff,University of Dayton; Yotam Ophir; University of Miami; Jazmyne Vanecia Simmons; University of Zurich; U of Utah; Ye Sun
Paper Session,"New Media, Intercultural Communication, and the Global/International Context",Intercultural Communication,,
Paper Session,Satire and Unconventional Forms of Political Participation,"Activism, Communication & Social Justice",,
Paper Session,A Potpourri of Framing Research,Political Communication,,
Paper Session,Top Four Papers in Interpersonal Communication,Interpersonal Communication,,
Paper Session,Political Communication in Latin America,Political Communication,,
Paper Session,"HIGH-DENSITY: At the Intersection of Cognition, Emotion, and Message",Information Systems,,
Paper Session,"Media, Emotion, and Public",Mass Communication,,
Paper Session,Moving Us Forward: Pushing Our Theoretical and Methodological Boundaries,Children Adolescents and the Media,,
Paper Session,Technologies and the Politics of Information,Communication History,,
Paper Session,Online Discussion and Engagement,Computational Methods,Combining Computational Content Analysis With Self-Report Data to Predict News Article Sharing - Frederic Rene Hopp; Developing Automated Measures to Predict Incivility in Public Online Discussions on the Facebook Sites of Established News Media - Marc Ziegele; Identifying the Root Content and Propagation Pattern of Fake News: Evolutionary Tree Analysis - S Mo Jang; Individual Voices; Singling Out Voices in an Ocean of Noise - Svenja Boberg; The Use of Social Media to Determine the Most Important Articles in an Online Debate - Alexandre Goncalves; Using Text Mining to Demystify Causes and Consequences of Climate Change in Online News Discourse - Jiun-Yi (Jenny) Tsai,U of California; Johannes Gutenberg University of Mainz; Johannes Daxenberger; U of South Carolina; Tieming Geng; Collective Opinion: A Computational Framework for Political Discussions Over Public Facebook Posts - Jakob Bæk Kristensen; U of Muenster; Tim Schatto-Eckrodt; Columbia University; Northern Arizona U; Saud Alashri
Paper Session,Global Communication and Social Change Top Papers Session,Global Communication and Social Change,,
Paper Session,Gendered Expectations and Womanhood: Challenges and Changes,Feminist Scholarship,,
Paper Session,Mobile Communication Top Papers,Mobile Communication,,
Paper Session,Communication and Technology Top Papers,Communication and Technology,,
Paper Session,"Game Effects, Out in the Open, From Persuasion to Emotion",Game Studies,,
Paper Session,Talking (or Not Talking) About Politics,Political Communication,,
Paper Session,Feelings and Emotions in Crisis Communication,Public Relations,,
Paper Session,Elites and Social Media: The Nature and Effects of Political Leader and Interest Group Use of Social Media,Political Communication,,
Paper Session,"Time, Space, and Organizing",Organizational Communication,,
Paper Session,"HIGH-DENSITY: The Role of Personalization, Disclosure, and Identity in Information Processing",Information Systems,,
Paper Session,"Regulating the ""Personal"" in Communication Policy",Communication Law & Policy,,
Paper Session,"Early Years, Early Media",Children Adolescents and the Media,,
Paper Session,HIGH-DENSITY: Mobile Communication in Action,Mobile Communication,,
Paper Session,"Health Communication, Attributions of Responsibility, and Stigma",Health Communication,,
Paper Session,It’s a New Day and I'm Feeling Good: Emotion Sharing and Other Disclosures,Communication and Technology,,
Paper Session,Competitive Papers in Patient-Provider Communication,Health Communication,,
Paper Session,"Political Economy, Culture and Media",Mass Communication,,
Paper Session,Misinformation and Correction,Mass Communication,,
Paper Session,"Immigration: Coverage, Rhetoric and Their Effects",Political Communication,,
Paper Session,HIGH-DENSITY: Embodied Cognition: Concepts and Measures,Information Systems,,
Paper Session,Behavioral Dynamics in Online Communities,Computational Methods,A Multi-Feature Framework for Detecting Social Bots on Facebook - Simon Kruschinski; Boon or Bane for Political Engagement: A Large-Scale Study of Normalization of Facebook - Mohammad Yousuf; Building a Dual-Layer Theory of Cyberbalkanization: An Analysis of Facebook Pages and Their Audience During the 2014 Hong Kong Occupy Movement - Chung-hong Chan; Comparing Self-Presentation on Twitter vs. Facebook - Kokil Jaidka; Food “Taste” on Yelp: A Study of Cultural Omnivorousness and Authenticity Seeking on Dining Choices - Chao Yu; Networked Racial-Ethnic Identity in YouTube: The Case Study of Beauty/Fashion YouTubers Featured Channels Network - Dasol Kim; Using Agent-Based Modeling to Assess Reinforcing Spiral Models in the Presence of Actual Spiral Processes - Martin Wettstein,Johannes Gutenberg-U Mainz; Pascal Juergens; U of Oklahoma; Naeemul Hassan; Mannheimer Zentrum für Europäische Sozialforschung; Yuner Zhu; University of Pennsylvania; Sharath Chandra Guntuku; Cornell U; Drew Berkley Margolin; U of Massachusetts; University of Zurich; IPMZ – Institute of Mass Communication and Media Research
Paper Session,Interpersonal Relationships in the Intercultural Context: Five Studies,Intercultural Communication,,
Paper Session,Crisis Communication Research in an Asian Context,Public Relations,,
Paper Session,Evolutions in the News Ecosystem,Journalism Studies,,
Paper Session,Advances in the Study of Audience Engagement With the News,Journalism Studies,,
Paper Session,"Tensions, Paradoxes, and Organizing",Organizational Communication,,
Paper Session,What’s New(s)?: Design Implications for Online News Platforms,Communication and Technology,,
Paper Session,Techology in/and the Organization,Communication and Technology,,
Paper Session,"Theorizing Intergroup Dynamics in Families, the Workplace, and the Community",Intergroup Communication,,
Paper Session,The Child's Voice in the CAM Space,Children Adolescents and the Media,,
Paper Session,Novel Predictors of Health Behavior Intentions,Health Communication,,
