paper id,year,paper type,paper title,author number,abstract,session title,sub unit
2017-0010,2017,Paper Session,Processing Layered News Sources on Facebook: Effects on Credibility and Learning,2,"Social media sites such as Facebook are becoming increasingly central sources of news. Yet, judging news content on these sites is complicated, as the reader has to consider multiple sources: media and friend. This study (N=233) employs the Heuristic-Systematic Model and Cognitive Mediation Model to understand how layered source cues are processed by news readers, especially when these cues are in conflict. A 2x2x2 factorial experiment tested the effects of reading a news story (high or low involvement) posted on Facebook by a friend (close or distant) from a news media organization (trusted or untrusted) on perceptions of credibility and learning outcomes. Results indicate that while trusted media sources affect credibility perceptions directly, the type of friend who posted the story has an effect moderated by media source and involvement. Greater elaboration about the content and learning were dependent on the level of involvement in the news story.",Online News,Communication and Technology
2017-0011,2017,Paper Session,Contextualised Network Maps: A Qualitative Approach Exploring the Role of Social Networking Sites in News-Related Media Repertoires,1,"This paper introduces contextualised network maps as a qualitative approach to study media repertoires. With their origins in the sociological analysis of personal networks, egocentric network maps are adapted here to visualise patterns of media use and then contextualised with qualitative interviews and data collected during participant observation. This integrative approach is illustrated by a study on the routines and practices of news consumption within and around social networking services. We will demonstrate how the mapping exercise can complement other qualitative methods to explore the structure, meaning and processes of cross-media user practices and discuss the scope and limits for visualizing and analysing the interrelatedness between social networking services and traditional mass media.

Keywords: media repertoire, qualitative network research, social networking services, cross-media news",Online News,Communication and Technology
2017-0012,2017,Paper Session,The Effects of a Nutrition Media Literacy Intervention on Parents and Children,4,"This pretest/posttest experiment with control group examined a family-based media literacy curriculum (N=101 dyads) designed to improve parents’ media management skills and decrease youths’ susceptibility to appealing but unrealistic food marketing. The six weekly sessions focused on minimizing marketing influences and strengthening the family communication environment for decision making about nutrition. Structural equation modeling and additional Bayesian analysis for small sample sizes showed that the curriculum increased parental mediation to foster youths’ critical thinking about food marketing, increased parent efficacy for making healthy dietary changes for their families, and fostered family discussion about nutrition labels. In addition, influences of perceived desirability and wishful identification on youths’ requests for marketed foods was reduced. The results showed that media literacy education that empowers parents and promotes critical thinking among youth can reduce negative effects of food marketing on families while improving their use media effectively for nutrition information that aids dietary choices.",Evaluating Health Communication Interventions,Health Communication
2017-0013,2017,Paper Session,Can Theory-Based mHealth Messages Promote Antenatal Care? An Intervention Study in Bangladesh,4,"This study examines the effects of theory-based intervention imparting health education messages to influence ANC uptake among expectant women in Bangladesh. We deployed a three-month intervention program using mobile phones and traditional platform to relay threat-framed and coping-framed information about pregnancy complications and ANC derived from Protection Motivation theory-based cognitive and socio-cultural constructs among 420 pregnant women. The findings revealed significant differences in hypothesized dependent variables, namely response efficacy, self-efficacy, social connectedness, women’s autonomy, and intention to uptake ANC among participants receiving mobile-based messages over those using traditional platform, but only among those exposed to threat-framed messages. In contrast, participants exposed to coping-framed messages, interaction effects with combined platform revealed significant more positive responses. The research findings suggest to the potential role of mobile phone in influencing pregnant women’s knowledge on pregnancy complications and ANC, and can be used to tailor mobile-based health education materials in a resource poor environment.",Evaluating Health Communication Interventions,Health Communication
2017-0014,2017,Paper Session,Unblurring the Lines of Sexual Consent With a College Student-Driven Sexual Consent Education Intervention,2,"While interest by colleges and universities to provide sexual consent education and sexual assault prevention programming to their students has increased in recent years, relatively few studies on the effectiveness of such programming exist. The current study presents results from three online surveys spanning more than a 21-week period to assess the effectiveness of a comprehensive, multi-faceted, student-driven sexual consent education intervention. The intervention was created with extensive formative research and implemented under the guidance of an undergraduate student advisory board and university faculty, staff, and administration. Compared to baseline, at the end of the intervention period, students reported significantly greater positive attitudes about establishing sexual consent, perceived behavioral control to obtain sexual consent, intentions to obtain and respect a partner’s sexual consent, and understanding of what constitutes sexual consent. The intervention was especially effective with historically hard-to-reach populations, such as college men and sorority and fraternity members.",Evaluating Health Communication Interventions,Health Communication
2017-0015,2017,Paper Session,Randomized Trial of an Advanced Sun Safety Intervention for Vacationers at 41 North American Resorts,9,"Vacations to sunny locations are associated with skin cancer. This study tested a sun protection intervention based on diffusion of innovations and transportation theory to increase vacationers’ comprehensive sun protection, i.e., use of clothing, hats, and shade and use, pre-application and reapplication of sunscreen. The trial enrolled 41 warm weather resorts in a pair-matched group randomized pretest-posttest controlled design and assessed adult vacationers at outdoor recreation venues regarding sun protection at pretest (n=3,531) and posttest (n=3,226). Results showed no overall effect on comprehensive sun protection across venues, the intervention produced statistically significant improvements in sun protection at waterside venues (pools and beaches). The intervention may have worked best with guests in the highest-risk recreation venue, i.e., waterside recreation venues where they exposed the most skin. Alternative approaches that alter resort organizations, such as through policy, environmental features, or occupational efforts might be more effective than targeting vacationers with behavior-change messages.",Evaluating Health Communication Interventions,Health Communication
2017-0016,2017,Paper Session,The Culture-Centered Approach in Designing a Gender-Tailored Heart Health Intervention for Female Heart Patients,7,"Cardiovascular disease (CVD) is the number killer of women in Singapore and globally. Despite public health campaigns such as ‘Go Red for Women’, there is still a considerable gap in terms of improvements in heart health outcomes among women, and their knowledge of CVD risk factors and prevention behavior. In this study, grounded in the culture-centered approach, we report the findings from a one-year long gender-tailored heart health intervention with 100 female heart patients of a government hospital in Singapore. The findings suggest limited support for the role of a culture-centered health communication intervention in addressing the heart health risks experienced by women. However, the study offers preliminary insights on how a culture-centered intervention might impact on a patient’s willingness to discuss treatment options with their physician, and whether they seek out health information from health-oriented information sources.",Evaluating Health Communication Interventions,Health Communication
2017-0017,2017,Paper Session,Why Journalists Use Social Media in France and the United States: Explaining Technology Adoption Across Media Systems,2,"This paper examines why journalists in France and the United States use social media. Drawing on interviews with 60 journalists in the two countries, it argues that adoption occurs when new technologies are integrated into existing work routines. Such integration, it finds, matters more than other potential reasons for adoption (e.g., management directives, diffusion from tech-savvy journalists). Media system differences are also found to shape adoption. American media’s greater exposure to commercial forces leads many journalists to view social media as tools for audience engagement, while lower levels of commercialism in France corresponds with journalists using social media primarily to seek peer recognition. These findings thus provide a cross-national perspective on the importance of journalistic routines and media systems in shaping technology adoption.",What Use Are Social Media to Journalists?,Journalism Studies
2017-0018,2017,Paper Session,"Awareness, Reporting, and Branding: Exploring Brazilian Journalists’ Social Media Use Across Platforms",2,"Social media have disrupted the news industry, forcing journalists to rethink their practices and relationships with audiences. With this in mind, this study employs a technology appropriation approach to examine the individual- and organizational level factors shaping Brazilian journalists’ use of social media for awareness, reporting, and branding. Results from a survey of 1,250 journalists show individual factors influence awareness and reporting uses while organizational factors more strongly relate to branding. Findings also point to important differences in uses across platforms, highlighting the need to understand social media use through a disaggregation of its components. Further, results show journalists have yet to fully embrace the participatory potential of social media as only trust on information posted by other journalists relates to adoption. Together, results suggest all journalists have fully incorporated social media as an awareness system and for traditional reporting, and online reporters are also engaging in branding.",What Use Are Social Media to Journalists?,Journalism Studies
2017-0019,2017,Paper Session,News Organizations’ Use of Native Videos on Facebook: Tweaking the Journalistic Field One Algorithm Change at a Time,2,"Guided by field theory, this paper explores the influence of the technological field on the journalistic field by examining how news organizations responded to Facebook’s algorithm tweak, announced in June 2014, that prioritized videos directly uploaded on the social media platform. In announcing the tweak, Facebook did not just change its own internal rules, but also imposed them on users, including news organizations traditionally governed by journalism’s own set of rules. Based on large scale data collected from 232 Facebook Pages operated by major news organizations in the United States, this study found that most news organizations complied with Facebook’s updated rules on Native Videos by significantly increasing their social video production, opening up the journalistic field to the influence of an agent external to journalism.",What Use Are Social Media to Journalists?,Journalism Studies
2017-0020,2017,Paper Session,Facebook News Captions as Outsourced Emotions: A Computational Analysis of Subjective Language of Newspapers on Facebook,2,"With the rising popularity of social media as news sources a new common format element for presenting news has emerged: in addition to the classic headline, lead and picture, social media users can add a caption containing their own message about the news article. We argue that news media use these captions to bridge the gap between objective reporting and the more interpersonal and subjective logic of social media. To investigate this we used computational text analysis to measure whether captions from newspapers on Facebook contain more subjective and positive language compared to headlines and leads. Our analysis, covering nine newspapers from the Netherlands and Flanders over a period of 2.5 years, confirms that captions are more subjective and more positive. We conclude that newspapers use captions to outsource emotion to the social media format, and call for research into how this takes shape and affects the audience.",What Use Are Social Media to Journalists?,Journalism Studies
2017-0021,2017,Paper Session,"Staying True to the Mission: How C-SPAN Translated Espoused Into Lived Values to Pull off a ""Boring"" Social Media Strategy",2,"The path most news organizations have taken to successfully navigate social media is to encourage reporters to share their personality and build a brand. But what if that brand has frequently been called “boring”? Through an ethnographic study of C-SPAN, the cable network dedicated to covering the U.S. House and Senate “gavel to gavel” this study examines how to resolve conflicts between an organization’s espoused values and the accepted best practices on social media. It finds that building a brand, even if it is seen as boring, can be an effective social media strategy because audiences align with the overall message rather than individual attributes. The key to building that brand is clearly communicating the journalistic benefits of living espoused values and how adopting new technology fulfills the organization’s public service mission. When conflicts arise, staffers turn to heroes and outlaws for guidance.",What Use Are Social Media to Journalists?,Journalism Studies
