paper id,paper title,year,author number,author position,author name,author aff
2017-0016,The Culture-Centered Approach in Designing a Gender-Tailored Heart Health Intervention for Female Heart Patients,2017,7,3,Sarah Comer,U of Georgia
2017-0016,The Culture-Centered Approach in Designing a Gender-Tailored Heart Health Intervention for Female Heart Patients,2017,7,4,Abdul Rahman bin Abdol Rohim,Nil
2017-0016,The Culture-Centered Approach in Designing a Gender-Tailored Heart Health Intervention for Female Heart Patients,2017,7,5,Carolyn Lam,National U of Singapore
2017-0016,The Culture-Centered Approach in Designing a Gender-Tailored Heart Health Intervention for Female Heart Patients,2017,7,6,Ting Ting Low,National U of Singapore
2017-0016,The Culture-Centered Approach in Designing a Gender-Tailored Heart Health Intervention for Female Heart Patients,2017,7,7,Yee Lee Kim,National U of Singapore
2017-0017,Why Journalists Use Social Media in France and the United States: Explaining Technology Adoption Across Media Systems,2017,2,1,Matthew Powers,U of Washington
2017-0017,Why Journalists Use Social Media in France and the United States: Explaining Technology Adoption Across Media Systems,2017,2,2,Sandra Vera Zambrano,U Iberoamericana Ciudad de Mexico
2017-0018,"Awareness, Reporting, and Branding: Exploring Brazilian Journalists’ Social Media Use Across Platforms",2017,2,1,Rachel R Mourao,Michigan State U
2017-0018,"Awareness, Reporting, and Branding: Exploring Brazilian Journalists’ Social Media Use Across Platforms",2017,2,2,Summer Harlow,University of Houston
2017-0019,News Organizations’ Use of Native Videos on Facebook: Tweaking the Journalistic Field One Algorithm Change at a Time,2017,2,1,Edson Tandoc,"Wee Kim Wee School of Communication & Information, Nanyang Technological U"
2017-0019,News Organizations’ Use of Native Videos on Facebook: Tweaking the Journalistic Field One Algorithm Change at a Time,2017,2,2,Julian Maitra,U of St. Gallen
2017-0020,Facebook News Captions as Outsourced Emotions: A Computational Analysis of Subjective Language of Newspapers on Facebook,2017,2,1,Michael Opgenhaffen,Leuven U - Institute for Media Studies
2017-0020,Facebook News Captions as Outsourced Emotions: A Computational Analysis of Subjective Language of Newspapers on Facebook,2017,2,2,Kasper Welbers,U of Leuven
2017-0021,"Staying True to the Mission: How C-SPAN Translated Espoused Into Lived Values to Pull off a ""Boring"" Social Media Strategy",2017,2,1,Hans Karl Meyer,Ohio U
2017-0021,"Staying True to the Mission: How C-SPAN Translated Espoused Into Lived Values to Pull off a ""Boring"" Social Media Strategy",2017,2,2,Christy Zempter,Ohio U
