paper id,year,paper type,paper title,author number,abstract,session title,sub unit
2016-0010,2016,Paper Session,Multilevel Factors Associated With Cervical Cancer Screening Among Latinas,7,"Despite calls for more ecological approaches to cancer prevention, past efforts have focused primarily on individual level factors. This study examined the barriers and facilitators to compliance with Pap test guidelines across individual, interpersonal, and community levels of influence. We conducted a face-to-face survey of Latinas by recruiting from local clinics and community sites. Participants were classified as compliant or not compliant with Pap test guidelines. We grouped 1,150 participants into 25 geographic neighborhood clusters. Neither knowledge nor positive attitudes toward Pap testing were predictive of compliance. However, having health insurance, lower acculturation to the U.S., and self-efficacy were positively associated with compliance. Likewise, talking to more network contacts about Pap testing was associated with compliance. Living in a community with a strongly integrated communication network was positively associated with compliance among new residents only. Our study suggests the importance of incorporating more interpersonal and community-level measures into predictive models.",Innovations in Cancer Communication Research,Health Communication
2016-0011,2016,Paper Session,The Influences of Self-Efficacy in Medical Drama Programming on Cervical Cancer Preventive Behaviors: From the Perspective of Social Cognitive Theory,2,"The present study focuses on the role of self-efficacy in medical drama programing by adopting an experimental design. Following social cognitive theory, we posit that a self-efficacy manipulation will affect subjects’ behavioral intentions and emotions. Results indicate that those in the high efficacy condition show greater behavioral intention to receive a Pap smear and the HPV vaccine, and higher levels of hope than those in the low efficacy condition. The implications for the role of self-efficacy as a message factor in the context of medical drama viewing are discussed.",Innovations in Cancer Communication Research,Health Communication
2016-0012,2016,Paper Session,This is How We Cope: Using PhotoVoice With Parents of Pediatric Cancer Patients,1,"This study examines the difficulties, and communicative strategies of parents of children diagnosed with pediatric cancer. Through the use of PhotoVoice – an approach that provides participants an active engagement in the production of data through photography – twelve parent participants captured photographic representations of what they believed helped them cope. The photo narration results revealed that coping strategies focused on communicating about difficulties faced from the public such as public ignorance and their children receiving increased attention for looking “different.” Results also focused on the healthy siblings; including involving them in social activities to help them receive attention that the parents could not readily provide. Emphasizing play through dolls and tricycles helped not only the children with pediatric cancer, but their parents as well. In addition, being a proactive parent through the use of calendars to record treatment dates, medicine administration and appointments, and keeping their faith, helped parents cope.",Innovations in Cancer Communication Research,Health Communication
2016-0013,2016,Paper Session,How the Political Leanings of Journalists are Related to the Acceptance of Questionable Reporting Practices,2,"Based on a representative survey of journalists in Germany (n = 1536), we test the influence of the political leanings of journalists on their acceptance of questionable journalistic reporting practices, such as paying people to obtain information or using confidential government documents without permission. Theoretically, based on psychological consistency theory, we argue that a combination of the political leanings of journalists and perceptions of failure to achieve subjectively important aspects within the journalistic profession will engender both directly and indirectly the acceptance of questionable reporting practices. A mediation analysis shows that the perceived achievement of an active journalistic role explains to what extent journalists accept questionable reporting practices. We highlight the perceived role achievement as an important variable bridging the gap between journalists’ political leanings and their professional working practices.",Making Journalism: How Journalists Produce the News,Journalism Studies
2016-0014,2016,Paper Session,The GamerGate Scandal and Journalistic Paradigm Maintenance,2,"Ethic scandals in journalism allow journalists to repair their paradigm by explaining to their audience why they do what they do (Hindman & Thomas, 2013). Yet GamerGate was a unique journalistic scandal in that it at once questioned journalistic ethics and was the banner for a witch-hunt against women in game development and gaming criticism. Gaming journalists thus found themselves managing a debate on two fronts. This research explores how gaming journalists undertook paradigm maintenance through interviews with journalists (n=17) in the midst of the controversy as well as a discourse analysis of the texts produced by their publications in responding to GamerGate (n=32). Although gaming journalists operate within a form of lifestyle journalism (Hanusch, 2014), the journalists repaired their paradigm by linking their work to traditional journalism and emphasizing a paternal role.",Making Journalism: How Journalists Produce the News,Journalism Studies
2016-0015,2016,Paper Session,Being There? What's Left of Journalistic Legwork in the Digital Environment,2,"In the age of spirited debates about the mediating role of technologies, the other side of the coin is the state of direct experience in contemporary news production. The present study is the first systematic attempt to identify the circumstances and rationales underlying legwork, by recreating item-by-item the work processes and reasoning behind hundreds of individual news reports in the digital age, across Israeli print, television, radio, and online news outlets (N=859). Such unprecedentedly rich data avail an opportunity to adjudicate between those conceiving of legwork as an epistemic tool, as a cultural and status-related resource and as a derivative of media format. Data indicate, inter alia, that the extent of legwork fluctuated as a function of medium-type, news beat and sources' perceived reliability.",Making Journalism: How Journalists Produce the News,Journalism Studies
2016-0016,2016,Paper Session,"Whose Story is This, Anyway? Four Key Differences in How Journalists and Their Subjects Understand News Production",1,"Journalism scholarship has largely neglected the perspectives of ordinary people mentioned by name in the news, despite the prominent role they play in the news process and product. We know little about how they think about their interactions with journalists, how they assess those journalists’ representations of them, or how they feel they were treated by the journalistic process overall. This paper begins to address some of these gaps. Drawn from a larger project based on in-depth interviews with 83 private citizens who found themselves named, quoted, or featured in mainstream news stories in the United States, here I summarize my main findings as a set of four key differences between the way ordinary news subjects and journalists tend to view the news process. I find subjects’ and journalists’ perspectives differ strikingly in a number of important ways, including who has rightful ownership over a news story; what constitutes fair reporting of a controversy, how important the repercussions of a news story really are; and journalists’ relationship to power. In the discussion of my findings I explore how subjects’ perspectives can shed light on broader questions about public opinion of the press.",Making Journalism: How Journalists Produce the News,Journalism Studies
2016-0017,2016,Paper Session,How Journalists’ Mindsets Influence Their News Stories: Evidence From a Multilevel Analysis of Climate Communication,2,"It is one of the field's fundamental premises that the journalists’ cognitions influence the media content but empirical evidence has been scarce and ambiguous. The present study investigates how journalists’ attitudes towards climate change predict its representation in the mass media. As heuristic, it draws on Shoemaker and Reese’s conceptual model of the individual communicator. Methodologically, we individually match a survey among 62 climate journalists from leading news outlets in five countries (DE, CH, IN, UK, US) with a content analysis of their news stories (N = 747) and conducted a multilevel analysis. We detect a modest but robust partial correlation between the journalist mindsets and their news stories. Besides, we provide evidence for the influence of the journalist’s political orientation and editorial support on the depiction of climate change. The study concludes that journalist effects do matter and that the interplay of individual and organizational factors deserves further analysis.",Making Journalism: How Journalists Produce the News,Journalism Studies
2016-0018,2016,Paper Session,Making Brands Symbolic: How Self-Construal Affects Brand Endorsements on Social Media,4,"Recent research increasingly highlights that consumers engage in online brand endorsements (e.g., Facebook likes) to signal their identity, but has failed to explain why different consumers use this type of signaling to differing degrees. This paper addresses this gap by looking at a culturally constructed individual difference variable, namely self-construal. Self-construal, which can be independent or interdependent, refers to the extent that people define themselves in terms of the relations they have with others. In four studies, this research shows that consumers’ self-construal is related to their intention to endorse brands online. In particular, high levels of interdependent self-construal positively affect consumers’ intention to endorse brands online (studies 1A & 1B). This effect is mediated by an increased perception of brands’ symbolic value (study 2). Moreover, this positivity bias towards symbolic brand cues is conditional upon consumers’ brand attitude (study 3). These findings demonstrate that consumers’ identity plays a central role in their brand perception and brand-related social media use.",Advances in the Study of Advertising and Branding,Mass Communication
2016-0019,2016,Paper Session,"Narrative Persuasion: The What, Why, and How of Narrative Advertising",2,"We propose and test an integrated process explanation for why narrative ads generally are more persuasive than non-narrative ads. Our study involved a random sample of 25 narrative and 25 non-narrative, recent TV commercials and 484 non-student research participants. Study results confirmed that ad hedonic value and ad credibility play key mediating roles in explaining the positive effects of narrative (vs. non-narrative) ads on Aad, and, in turn, that Aad plays a key mediating role in explaining brand attitudes. The results also supported moderated mediation processes in narrative persuasion. Theoretical and practitioner implications of our findings are highlighted in the discussion.",Advances in the Study of Advertising and Branding,Mass Communication
2016-0020,2016,Paper Session,Resisting Persuasion: The Effects of Message Framing and Brand Attachment,2,"Awareness of persuasive intent often results in resistance to persuasion. This study investigates conditions under which explicit persuasive intent may not cause resistance to persuasion. Specifically, the study examines the interplay between persuasive intent and regulatory-framed messages, as well as brand attachment in a marketing communication context. The results show that the negative impact of explicit persuasive intent is less pronounced in promotion-focused than prevention-focused messages. When persuasive intent is explicit, participants in the promotion-focused condition report higher persuasiveness and brand evaluations while those in the prevention-focused condition show resistance to persuasion. The research, however, shows somewhat limited effects for brand attachment as a moderating variable. Additional mediation analyses also reveal that the effects of persuasive intent are mediated by perceived manipulativeness of the message.",Advances in the Study of Advertising and Branding,Mass Communication
2016-0021,2016,Paper Session,The Effectiveness of Celebrity Endorsements: A Meta-Analysis,2,"Celebrities frequently endorse products, brands, political candidates, or health campaigns. The authors investigated the effectiveness of such endorsements by meta-analyzing 40 studies published through June 2015 involving 8,209 participants. The studies encompassed for-profit and non-profit communication and used multilevel meta-analysis. Findings revealed celebrity endorsements had no effect on average (d = .05). However, strong positive and negative effects appeared when theoretically relevant moderators were included in the analysis. The most positive attitudinal effects appeared for male actors matching with an implicitly endorsed object (d = 1.28). The most negative effects were with female models not matched with an explicitly endorsed object (d = -1.28). Furthermore, celebrity endorsements performed worse compared to endorsements of quality seals, awards, or endorser brands. No publication bias was detected. The study has practical implications and provides an agenda for future research.",Advances in the Study of Advertising and Branding,Mass Communication
