paper id,paper title,year,author number,author position,author name,author aff
2018-0022,Social media Gatekeeping: An Analysis of the Gatekeeping Influence of Newspapers' Public Facebook Pages,2018,2,2,Michael Opgenhaffen,Leuven U - Institute for Media Studies
2018-0023,The Good and Bad in Economic News: Comparing (Automatic) Measurements of Sentiment in Dutch Economic News,2018,3,1,Mark Boukes,University of Amsterdam / ASCoR
2018-0023,The Good and Bad in Economic News: Comparing (Automatic) Measurements of Sentiment in Dutch Economic News,2018,3,2,Bob Robbert Nicolai van de Velde,University of Amsterdam
2018-0023,The Good and Bad in Economic News: Comparing (Automatic) Measurements of Sentiment in Dutch Economic News,2018,3,3,Rens Vliegenthart,U of Amsterdam
2018-0024,Understanding News Stories by Clustering Articles: An Information Retrieval Approach,2018,2,1,Tom Nicholls,"Blavatnik School of Government, University of Oxford"
2018-0024,Understanding News Stories by Clustering Articles: An Information Retrieval Approach,2018,2,2,Jonathan Bright,"Oxford Internet Institute, U of Oxford"
2018-0025,Media Trust in the Internet Context: A Comparative Study in 34 Countries,2018,2,1,Jia Lu,Tsinghua U
2018-0025,Media Trust in the Internet Context: A Comparative Study in 34 Countries,2018,2,2,Li Qi,Zhejiang U
2018-0026,"Journalism in Azerbaijan: A Study of the Media in a Controlled, Post-Soviet Environment",2018,1,1,Rashad Mammadov,Suffolk University Boston
2018-0027,Assessing New Media’s Impact on Journalism Crisis Perceptions in Singapore and Hong Kong,2018,1,1,Shangyuan Wu,Nanyang Technological U - Singapore
2018-0028,Senegalese Journalists’ Perception of Influences in News Production,2018,1,1,Layire Diop,University of Oregon
