Paper ID,Paper Title,Number of Authors,Author Position,Author Name,Author Affiliation
2003-0021,Age Moderates the Relationship between Social Support and Psychosocial Problems,1,1,Chris Segrin,U of Arizona
2003-0022,Agenda setting and political partisanship in an election campaign: Reinforcing and undermining partisan voting intentions,3,1,Julie Duck,University of Queensland
2003-0022,Agenda setting and political partisanship in an election campaign: Reinforcing and undermining partisan voting intentions,3,2,Thomas Morton,University of Queensland
2003-0022,Agenda setting and political partisanship in an election campaign: Reinforcing and undermining partisan voting intentions,3,3,Kate Fortey,University of Queensland
2003-0023,Agenda Setting Effects on Online Users: The analysis of the World Cup coverage and online discussions,2,1,Jong Hyuk Lee,University of Missouri - Columbia
2003-0023,Agenda Setting Effects on Online Users: The analysis of the World Cup coverage and online discussions,2,2,Yun Jung Choi,University of Missouri - Columbia
2003-0024,A general process model of the gender-linked language effect: Antecedents for and consequences of language used by men and women,3,1,Anthony Mulac,"Department of Communication, University of California at Santa Barbara"
2003-0024,A general process model of the gender-linked language effect: Antecedents for and consequences of language used by men and women,3,2,James J. Bradac,"Department of Communication, University of California at Santa Barbara"
2003-0024,A general process model of the gender-linked language effect: Antecedents for and consequences of language used by men and women,3,3,Nicholas A. Palomares,"Department of Communication, University of California at Santa Barbara"
2003-0025,A Hunting Season for Pirates: Anti-Piracy Measures and Their Effectiveness in Bulgaria,1,1,Maria G. Raicheva,Southern Illinois University
2003-0026,"A Longitudinal Study Examining The Priming Effects of Music on Driving Anger, State Anger, and Negative-Valence Thoughts",1,1,Brian L Quick,Texas A & M University
2003-0027,"A Longitudinal Time Series Analysis of the Foreign Affairs Issue: Agendas of the President, the Media, the Public",1,1,Michael A Mitrook,University of Florida
2003-0028,A Mediational-Hierarchical Model of Sexual Aggression,2,1,vanessa vega,UCLA student
2003-0028,A Mediational-Hierarchical Model of Sexual Aggression,2,2,Neil Malamuth,"Communication and Psychology Dept., UCLA"
2003-0029,America in Jerusalem: Reflections of the American Image in Israeli Advertising During the 90s,2,1,Eli Avraham,Haifa University
2003-0029,America in Jerusalem: Reflections of the American Image in Israeli Advertising During the 90s,2,2,Anat First,"Netanya Academic College, Israel"
2003-0030,A Meta-Analysis of the Effectiveness of Family Planning Campaigns in Less Developed Countries,3,1,Leslie Snyder,U of Connecticut
2003-0030,A Meta-Analysis of the Effectiveness of Family Planning Campaigns in Less Developed Countries,3,2,Nafissatou Diop-Sidibe,Johns Hopkins University
2003-0030,A Meta-Analysis of the Effectiveness of Family Planning Campaigns in Less Developed Countries,3,3,Louise Badiane,University of Connecticut
2003-0031,A Meta-Analytical Review of the Relationship between Teacher Immediacy and Student Learning,3,1,Paul L. Witt,U of Texas - Arlington
2003-0031,A Meta-Analytical Review of the Relationship between Teacher Immediacy and Student Learning,3,2,Lawrence R. Wheeless,
2003-0031,A Meta-Analytical Review of the Relationship between Teacher Immediacy and Student Learning,3,3,Mike Allen,University of Wisconsin at Milwaukee
2003-0032,A Model for Assessing Web Sites as Tools in Building Organizational-Public Relationships,1,1,Kirk Hallahan,Colorado State U
2003-0033,"A Model of Consumer Behaviors in Electronic Commerce: Trust, Information Search, and Internet Shopping",2,1,Heejo Keum,UW-Madison
2003-0033,"A Model of Consumer Behaviors in Electronic Commerce: Trust, Information Search, and Internet Shopping",2,2,Jaeho Cho,University of Wisonsin-Madison
2003-0034,A Moderating Role of Channel Responsiveness in the Effects of Online Information Source,2,1,Hyojin Kim,The University of Texas at Austin
2003-0034,A Moderating Role of Channel Responsiveness in the Effects of Online Information Source,2,2,Keri K. Stephens,U of Texas - Austin
2003-0035,A Multidimensional Approach to the Study of Media Effects,1,1,Dominic L. Lasorsa,U of Texas at Austin
2003-0036,A Multilevel Study of Interpersonal Influence in Academic Influence Networks,1,1,Stacy Wolski,
2003-0037,An Academic Accomplishment Index For Assessing Faculty Performance,1,1,Jonathan L Adams,Florida State University
2003-0038,AN ALTERNATIVE APPROACH TO MEDIA DISPLACEMENT STUDY: SELECTIVE DISPLACEMENT BASED ON THE NEWS CONTENT,2,1,Irkwon Jeong,Ohio State U
2003-0038,AN ALTERNATIVE APPROACH TO MEDIA DISPLACEMENT STUDY: SELECTIVE DISPLACEMENT BASED ON THE NEWS CONTENT,2,2,Zhan Li,The Ohio State University
2003-0039,Analysis of Discourses Encompassing the 'Migrant Mother' Picture,1,1,Hyunju Choi,Kyungpook National University
2003-0040,Analysis on Hostage Crisis Negotiations With Regard to Identity Concerns,1,1,Fumiko Ie,University of Utah
2003-0041,Analyzing Exposure and Attention Variables in Media Effects Research,2,1,Patricia Aloise-Young,Colorado State University
2003-0041,Analyzing Exposure and Attention Variables in Media Effects Research,2,2,Michael Slater,Colorado State U
2003-0042,Analyzing the Production of the Law of Cyberspace,2,1,Rajiv C. Shah,University of Illinois
2003-0042,Analyzing the Production of the Law of Cyberspace,2,2,Jay P. Kesan,University of Illinois
2003-0043,An Analysis of Employees Recalled Role Negotiation Episodes,2,1,Letticia N Callies,Lansing Community College
2003-0043,An Analysis of Employees Recalled Role Negotiation Episodes,2,2,Vernon Miller,Michigan State U
2003-0044,An Analysis of Participatory Communication for Development: A Social Construction Perspective,1,1,Alexa M. Dare,U of Denver
2003-0045,`And Our Flag Was Still There': The News Images ofd the American Flag Symbol Following 9-11,3,1,Betty Houchin Winfield,U of Missouri
2003-0045,`And Our Flag Was Still There': The News Images ofd the American Flag Symbol Following 9-11,3,2,Betty H. Winfield,University of Missouri
2003-0045,`And Our Flag Was Still There': The News Images ofd the American Flag Symbol Following 9-11,3,3,Janis Page,University of Missouri
2003-0046,and the way its worded makes it: Discursive Co-Construction of Data in a Research Interview,1,1,Jennifer R. Horner,
2003-0047,An ecological psychology approach to the study of audiences,1,1,David C Giles,"Coventry University, UK"
2003-0048,An Empirical Analysis In To The Antecedents Of PDA Adoption: Comparing The Effects Of Innovation Factors On Attitudes And Behavioral Intent,1,1,Arun Vishwanath,"Indiana U, Bloomington"
2003-0049,An Empirical Examination of Secondary Task Reaction Times: Testing What They Really Measure,4,1,Samuel D. Bradley,Indiana U
2003-0049,An Empirical Examination of Secondary Task Reaction Times: Testing What They Really Measure,4,2,Annie Lang,Indiana University
2003-0049,An Empirical Examination of Secondary Task Reaction Times: Testing What They Really Measure,4,3,Leah M Haverhals,Indiana University
2003-0049,An Empirical Examination of Secondary Task Reaction Times: Testing What They Really Measure,4,4,Mija Shin,Indiana U
2003-0050,A New Approach to U.S. Copyright Policy against Piracy in China,1,1,Seung-Hwan Mun,
2003-0051,An Experimental Evaluation of Readers' Perceptions of Media Bias,1,1,Dave D'Alessio,University of Connecticut-Stamford
2003-0052,An Ideological Analysis of the Guerilla Girls' Satirical Poster of a Movie Parody Entitled:,1,1,Ashley D. grisso,University of New Mexico
2003-0053,An Integrative Model of Entertainment-Education Processes and Outcomes,2,1,Holley A Wilkin,University of Southern California
2003-0053,An Integrative Model of Entertainment-Education Processes and Outcomes,2,2,Sangeeta Fernandes,University of Southern California
2003-0054,An Invisible Leverage in the Adoption of Online Social Support Community,3,1,Haejin Yun,"Department of Telecommunication, Michigan State University"
2003-0054,An Invisible Leverage in the Adoption of Online Social Support Community,3,2,Songyi Park,Michigan State University
2003-0054,An Invisible Leverage in the Adoption of Online Social Support Community,3,3,Hee-Jung Kim,"Department of Advertising, Michigan State University"
2003-0055,An Organizational Digital Divide: Web Adoption and Use among Nonprofit Organizations in Appalachian Ohio,1,1,Tomoko Kanayama,
2003-0056,"Antecedents of Proenvironmental Behaviors: An Examination of Cultural Values, Self-Efficacy, and Environmental Attitudes",2,1,Yeonshin Kim,No affiliation
2003-0056,"Antecedents of Proenvironmental Behaviors: An Examination of Cultural Values, Self-Efficacy, and Environmental Attitudes",2,2,Sejung Marina Choi,Michigan State U
2003-0057,Anticipating Negative Message Outcomes: The Role of Secondary Goals,1,1,Janet R. Meyer,Kent Stata U
2003-0058,AOL/Time Warner and WorldCom:Corporate Governance and the Effects of the Deregulation Paradox,2,1,Richard A. Gershon,
2003-0058,AOL/Time Warner and WorldCom:Corporate Governance and the Effects of the Deregulation Paradox,2,2,Abubakar D. Alhassan,Western Michigan University
2003-0059,A Passage to India: Images of India in U.K/U.S Feature Films from 1930-2000,1,1,Srividya Ramasubramanian,Penn State U
2003-0060,Applying CMC Theoreis to Assess Virtual Community,1,1,Siyoung Chung,cornell University
2003-0061,Are borders only georgaphic? A case study of whether framing of womens rights as human rights is successful at the domestic level,1,1,Katerina Tsetsura,Purdue U
2003-0062,Argumentativeness and verbal aggressiveness: Type of argument as a situational constraint,1,1,Amy Janan Johnson,U of Oklahoma
2003-0063,A Roller Coaster Ride in Panic City: One Group of Women's Experience of the Chronic Threat of Job Loss.,1,1,Katie R Sullivan,University of Utah
2003-0064,A Social Cognitive Explanation of Internet Uses and Gratifications: Toward a New Theory of Media Attendance,2,1,Matthew S. Eastin,Ohio State U
2003-0064,A Social Cognitive Explanation of Internet Uses and Gratifications: Toward a New Theory of Media Attendance,2,2,Robert Larose,Michigan State U
2003-0065,Assessing Media Exemplars and Shifting Journalistic Paradigms: A Survey Study of Chinas Journalists,2,1,Zhongdang Pan,U of Wisconsin-Madison
2003-0065,Assessing Media Exemplars and Shifting Journalistic Paradigms: A Survey Study of Chinas Journalists,2,2,Joseph Man Chan,Chinese University of Hong Kong
2003-0066,Assessing the Reliability and Validity of the Generalized Ethnocentrism Scale,1,1,James W. Neuliep,St Norbert College
2003-0067,A Structural Equation Model of Support for English-only Policies and Social Limitation of Immigrants and Minorities,2,1,Valerie Barker,"School of Communication, San Diego State University"
2003-0067,A Structural Equation Model of Support for English-only Policies and Social Limitation of Immigrants and Minorities,2,2,Howard Giles,"Dept of Communication, UCSB"
2003-0068,A Study of Agenda-Setting Theory in Presidential Debates in Mexicos 2000 Presidential Campaign,4,1,Antonieta Mercado,San Diego State U
2003-0068,A Study of Agenda-Setting Theory in Presidential Debates in Mexicos 2000 Presidential Campaign,4,2,Susan Hellweg,San Diego State U
2003-0068,A Study of Agenda-Setting Theory in Presidential Debates in Mexicos 2000 Presidential Campaign,4,3,David M. Dozier,San Diego State U
2003-0068,A Study of Agenda-Setting Theory in Presidential Debates in Mexicos 2000 Presidential Campaign,4,4,C. Richard Hofstetter,San Diego State U
2003-0069,A Study of New Communication Technologies and Civic Engagement : A Time to Reconceptualize the Research Constructs?,1,1,Marko M. Skoric,U of Michigan
2003-0070,"Asylum Politics, the Internet and the Public Sphere: UK Refugee Support Groups Online",1,1,Eugenia Siapera,"ASCoR, University of Amsterdam"
2003-0071,Attributions and Outcomes: Hurtful Communication in Families,8,1,Stacy L. Young,California State U - Long Beach
2003-0071,Attributions and Outcomes: Hurtful Communication in Families,8,2,Tara L Kubicka,"Cal State U, Long Beach"
2003-0071,Attributions and Outcomes: Hurtful Communication in Families,8,3,Caralyn E Tucker,"Cal State U, Long Beach"
2003-0071,Attributions and Outcomes: Hurtful Communication in Families,8,4,Jamie S McCoy,"Cal State U, Long Beach"
2003-0071,Attributions and Outcomes: Hurtful Communication in Families,8,5,Kanaan Kanaan,"Cal State U, Long Beach"
2003-0071,Attributions and Outcomes: Hurtful Communication in Families,8,6,Jarvis Johnson,"Cal State U, Long Beach"
2003-0071,Attributions and Outcomes: Hurtful Communication in Families,8,7,Desi Chavez-Appel,"Cal State U, Long Beach"
2003-0071,Attributions and Outcomes: Hurtful Communication in Families,8,8,Michelle L Dinger,"Cal State U, Long Beac"
2003-0072,A Typology of Framing Research: It needs to be tangible,1,1,Jinmyung Choi,University of Alabama
2003-0073,Audience Perception of Framed Music during Times of War,1,1,Erica Samantha Graham,University of Washington
2003-0074,Audience Perceptions of Background Nonverbal Behaviors Displayed by Candidates in Televised Political Debates,1,1,John S. Seiter,Utah State U
2003-0075,Auditory Interfaces as a Sign System: An Application of Peircean Semiotics to Human-Computer Interaction,1,1,Yoon Jae Nam,Rutgers U
2003-0076,Augustines Cup: Boundary Conditions and Relocating Science in a Post-postmodern World,1,1,Michael Slater,Colorado State U
2003-0077,Authoritative Parenting and Drug-Prevention Practices: Implications for Anti-Drug Ads for Parents,4,1,Michael T. Stephenson,Texas A&M U
2003-0077,Authoritative Parenting and Drug-Prevention Practices: Implications for Anti-Drug Ads for Parents,4,2,Joshua Atkinson,University of Missouri - Columbia
2003-0077,Authoritative Parenting and Drug-Prevention Practices: Implications for Anti-Drug Ads for Parents,4,3,David A. Tschida,University of Missouri - Columbia
2003-0077,Authoritative Parenting and Drug-Prevention Practices: Implications for Anti-Drug Ads for Parents,4,4,Brian L Quick,Texas A&M University
2003-0078,Avow or Avoid?: The Public Communication Strategies of Enron and WorldCom,2,1,Bryan H. Reber,University of Alabama
2003-0078,Avow or Avoid?: The Public Communication Strategies of Enron and WorldCom,2,2,Karla K. Gower,University of Alabama
2003-0079,A Web of Alliances in the Global Telecommunication Industry,2,1,Bum Soo Chon,Munwha Broadcasting Corporation
2003-0079,A Web of Alliances in the Global Telecommunication Industry,2,2,George A. Barnett,SUNY - Buffalo
2003-0080,A Working Theory of Cross-National Conflict Shifting as an International Public Relations Dynamic,2,1,Juan Carlos Molleda,University of Florida
2003-0080,A Working Theory of Cross-National Conflict Shifting as an International Public Relations Dynamic,2,2,Candace L Quinn,University of Florida
2003-0081,"Backwards Up Niagara Falls: Space/Time, Image/Text and the Biases of Information",1,1,Paul Frosh,The Hebrew University of Jerusalem
2003-0082,Bad Words and Good Samaritans: Defamatory Speech in Cyberspace,1,1,Dale Herbeck,Boston College
2003-0083,Balance in Campaign Coverage,2,1,Young Jun Son,"Kookmin University, South Korea"
2003-0083,Balance in Campaign Coverage,2,2,David H. Weaver,"Indiana University-Bloomington, USA"
2003-0084,"Balancing tradition and modernity in narratives surrounding contraception use among poorer women in West Bengal, India.",1,1,Devalina Mookerjee,"Department of Communication, Purdue University"
2003-0085,Basic Human Motives for Gathering Information Online,1,1,Young Mie Kim,"U Of Illinois, Urbana-Champaign"
2003-0086,'Be a teacher after death': The message strategies of the body donation campaign in Taiwan,2,1,Hao-Chieh Chang,Chinese University of Hong Kong
2003-0086,'Be a teacher after death': The message strategies of the body donation campaign in Taiwan,2,2,Kenneth W. Y. Leung,"School of Journalism & Communication, The Chiese University of Hong Kong"
2003-0087,Beautiful and Bad Women: Media Feminism and The Politics of Its Construction in Taiwan,1,1,Fangchih I Yang,"Department of English, National Dong Hwa University"
2003-0088,(Be)Longing Media: Minority Radio between Cultural Retention and Renewal,1,1,Nabil Echchaibi,
2003-0089,Benefits Communication: Does One-Size-Fit-All?,2,1,Gaelle Picherit-Duthler,U of North Carolina - Charlotte
2003-0089,Benefits Communication: Does One-Size-Fit-All?,2,2,Alan R. Freitag,University of North Carolina at Charlotte
2003-0090,Between Terror and Trust: Patterns of Parent-Infant Communication in Play,2,1,Jirina G Kyas,UCLA
2003-0090,Between Terror and Trust: Patterns of Parent-Infant Communication in Play,2,2,Francis F Steen,UCLA
2003-0091,"Beyond Access: Digital divide, Internet Use and Gratifications Gained",7,1,Jaeho Cho,University of Wisonsin-Madison
2003-0091,"Beyond Access: Digital divide, Internet Use and Gratifications Gained",7,2,Homero Gil de Zuniga,University of Wisconsin-Madison
2003-0091,"Beyond Access: Digital divide, Internet Use and Gratifications Gained",7,3,Seungahn Nah,U of Wisconsin-Madison
2003-0091,"Beyond Access: Digital divide, Internet Use and Gratifications Gained",7,4,Abhiyan Humane,University of Wisconsin-Madison
2003-0091,"Beyond Access: Digital divide, Internet Use and Gratifications Gained",7,5,Hyunseo Hwang,University of Wisconsin-Madison
2003-0091,"Beyond Access: Digital divide, Internet Use and Gratifications Gained",7,6,Hernando Rojas,University of Wisconsin-Madison
2003-0091,"Beyond Access: Digital divide, Internet Use and Gratifications Gained",7,7,Dhavan V. Shah,University of Wisconsin - Madison
2003-0092,Beyond cultural boundary: An empirical study of the third culture theory,1,1,Suman Lee,Syracuse U
2003-0093,Beyond Ratings or Quality. Surpassing the Dilemma of Entertainment in Public Broadcasting,1,1,Irene Costera Meijer,University of Amsterdam
2003-0094,Biomedical Literacy in the United States: Exploring the borderland between science and citizenship,2,1,Jon Miller,
2003-0094,Biomedical Literacy in the United States: Exploring the borderland between science and citizenship,2,2,Linda Kimmel,Northwestern U
2003-0095,"Black and white, male and female: Racial and Gender Differences in Adolescents' TV Diets",2,1,Jane D. Brown,University of North Carolina - Chapel Hill
2003-0095,"Black and white, male and female: Racial and Gender Differences in Adolescents' TV Diets",2,2,Carol J Pardun,University of North Carolina at Chapel Hill
2003-0096,Bonjour à leuro! An agenda-setting study of attitudes towards the new currency in France,2,1,Anca Cristina Micu,"University of Missouri, Columbia"
2003-0096,Bonjour à leuro! An agenda-setting study of attitudes towards the new currency in France,2,2,Mugur V Geana,Missouri School of Journalism
2003-0097,Borderland Selves: Rethinking Identity in Contemporary Global/Local Articulations,1,1,Andres Correa,U of Massachusetts
2003-0098,Bridging Offline and Online Community: Toward A Networked Community Communication Model,1,1,Seungahn Nah,U of Wisconsin-Madison
2003-0099,Bridging the Border between Communities of Color and Mainstream Newspapers: Journalists Discuss Diversity Programs,2,1,Anne Johnston,University of North Carolina
2003-0099,Bridging the Border between Communities of Color and Mainstream Newspapers: Journalists Discuss Diversity Programs,2,2,Dolores L. Flamiano,James Madison University
2003-0100,Broadcast Ownership Regulation in a Border Era: An Analysis of how the U.S. Federal Communications Commission is Shaping the Debate on Broadcast Ownership Limits,2,1,Jeffrey Layne Blevins,Central Michigan University
2003-0100,Broadcast Ownership Regulation in a Border Era: An Analysis of how the U.S. Federal Communications Commission is Shaping the Debate on Broadcast Ownership Limits,2,2,Duncan H. Brown,Ohio U
2003-0101,Buddhist Public Relations Model for Thai Community Development: Theoretical and Practical Implications,1,1,Peeraya Hanpongpandh,Bangkok University
2003-0102,Building and Sustaining Intercultural Relationships: Public Perceptions and Practical Benefits of Friendships and Romantic Relationships in Intercultural Contexts,1,1,Tony N Docan,University of New Mexico
2003-0103,"Businessmen, Partisans and Oligarchs: Political Control, News Production Philosophies And Partisan Bias In Mexican Television News",2,1,Sallie L Hughes,U of Miami
2003-0103,"Businessmen, Partisans and Oligarchs: Political Control, News Production Philosophies And Partisan Bias In Mexican Television News",2,2,Chappell Lawson,MIT
2003-0104,"...But Thats What You Call Sisu: Blue-Collar Discourse of Work, Career, and Success",2,1,Kristen Lucas,Purdue University
2003-0104,"...But Thats What You Call Sisu: Blue-Collar Discourse of Work, Career, and Success",2,2,Patrice M. Buzzanell,Purdue U
2003-0105,Can You Answer the Question?,1,1,Yanrong Chang,U of South Carolina - Aiken
2003-0106,Captive audiences and unwanted advertisement: The construction of public/private borders in legal discourse,2,1,Mihaela Popescu,U of Pennsylvania
2003-0106,Captive audiences and unwanted advertisement: The construction of public/private borders in legal discourse,2,2,Lemi Baruh,U of Pennsylvania
2003-0107,"Caribbean Negritos: Ramón Rivero, Blackface, and Black Voice in Puerto Rico",1,1,Yeidy M. Rivero,Indiana U - Bloomington
2003-0108,"CEO Images in Magazines and Newspapers, 1990-2001: The Growth of CEO Coverage and the Importance of Competence, Personal, and Integrity Dimensions to Image Formation",2,1,Bruce K. Berger,U of Alabama
2003-0108,"CEO Images in Magazines and Newspapers, 1990-2001: The Growth of CEO Coverage and the Importance of Competence, Personal, and Integrity Dimensions to Image Formation",2,2,Dong-Jin Park,U of Alabama
2003-0109,Cervical Cancer Messages in Womens Magazines: A Content Analysis Grounded in the Extended Parallel Process Model,2,1,Colleen E. Brown,Purdue U
2003-0109,Cervical Cancer Messages in Womens Magazines: A Content Analysis Grounded in the Extended Parallel Process Model,2,2,Melissa L Lewis,Purdue University
2003-0110,"Change, re-branding, and communications: The fluctuating identity of a major UK organization",2,1,Somboon Kulvisaechana,"The Judge Institute of Management, University of Cambridge"
2003-0110,"Change, re-branding, and communications: The fluctuating identity of a major UK organization",2,2,Philip Stiles,"The Judge Institute of Management, University of Cambridge"
2003-0111,Changing identities as we cross the borderlands: Communicatively negotiating life course transitions with spirit (work in progress),2,1,Kathleen D. Clark,U Of Akron
2003-0111,Changing identities as we cross the borderlands: Communicatively negotiating life course transitions with spirit (work in progress),2,2,Patricia S. Hill,U of Akron
2003-0112,Channel Expansion Theory: An organizational application,2,1,Matthew Leone,University of Richmond
2003-0112,Channel Expansion Theory: An organizational application,2,2,Erin Sahlstein,U of Richmond
2003-0113,Citizen use of Internet and traditional news media sources: What's new about new media?,2,1,Yangyang Yuan,Ohio State U
2003-0113,Citizen use of Internet and traditional news media sources: What's new about new media?,2,2,Gerald M. Kosicki,
2003-0114,Civilizational Pathology: Transcending Imperial Borders,1,1,Kevin Williams,
2003-0115,Classroom Justice: Student Aggression and Resistance as Reactions to Perceived Unfairness,2,1,Rebecca M. Chory-Assad,West Virginia University
2003-0115,Classroom Justice: Student Aggression and Resistance as Reactions to Perceived Unfairness,2,2,Michelle L Paulsel,West Virginia University
2003-0116,"Cleansing the Past, Selling the Future: Disneys Corporate Exhibits at the 1964-65 New York Worlds Fair",1,1,Jonathan J Lillie,UNC School of Journalism & Mass Communication
2003-0117,"Click here, kids! Advertising practices on popular children's Web sites",2,1,Xiaomei Cai,U of Delaware
2003-0117,"Click here, kids! Advertising practices on popular children's Web sites",2,2,Kristin L Markiewicz,University of Delaware
2003-0118,CNN's framing of September 11: Suggesting an appropriate response to terrorism,2,1,Amy Reynolds,Indiana University
2003-0118,CNN's framing of September 11: Suggesting an appropriate response to terrorism,2,2,Brooke Barnett,Elon University
2003-0119,Coevolution of Organization and Technology: A Case Study of BrokerHouse,1,1,Rebecca Heino,U of Southern California
2003-0120,Coexistence is in the eye of the beholder: Evaluating intergroup encounters between Jews and Arabs in Israel,1,1,Ifat Maoz,Hebrew University
2003-0121,Cognition during Conflict: The Impact of Communication Medium and Perceived Intentions on Attributions,4,1,Monique Mitchell,"U of Texas, Austin"
2003-0121,Cognition during Conflict: The Impact of Communication Medium and Perceived Intentions on Attributions,4,2,Scott C. D'Urso,U of Texas at Austin
2003-0121,Cognition during Conflict: The Impact of Communication Medium and Perceived Intentions on Attributions,4,3,Caroline Travis Rankin,U of Texas - Austin
2003-0121,Cognition during Conflict: The Impact of Communication Medium and Perceived Intentions on Attributions,4,4,Patty Malone,U of Texas - Austin
2003-0122,Cognitive and Emotional Correlates of Social Comparison and Cognitive Dissonance During Exposure to TV Ads,2,1,Tracey Craig,Washington State University
2003-0122,Cognitive and Emotional Correlates of Social Comparison and Cognitive Dissonance During Exposure to TV Ads,2,2,Paul Bolls,Washington State U
2003-0123,Cognitive and Emotional Effects of Televisions Structural Features: A Research Synthesis,1,1,Amal G.S Ibrahim,Georgia State University
2003-0124,College Students' Condom Use Scripts: Creating Entertainment Education Models,1,1,Tamara Makana Chock,
2003-0125,"College Students' Expectancies about Drinking: Effects of Gender, Risk Taking, Identification with Television Characters, and Exposure to Beer Commercials",2,1,Lara Zwarun,"U of Texas, Arlington"
2003-0125,"College Students' Expectancies about Drinking: Effects of Gender, Risk Taking, Identification with Television Characters, and Exposure to Beer Commercials",2,2,Daniel Linz,"University of California, Santa Barbara"
2003-0126,"College Students, Gaming and the Internet",5,1,Steve Jones,U of Illinois - Chicago
2003-0126,"College Students, Gaming and the Internet",5,2,Camille Johnson,University of Illinois at Chicago
2003-0126,"College Students, Gaming and the Internet",5,3,Lisa Clarke,University of Illinois at Chicago
2003-0126,"College Students, Gaming and the Internet",5,4,Margaret Gonzales,University of Illinois at Chicago
2003-0126,"College Students, Gaming and the Internet",5,5,Guenther Lengauer,University of Illinois at Chicago
