Paper ID,Paper Title,Number of Authors,Author Position,Author Name,Author Affiliation
2013-1251,News Media Use and the Informed Public in the Digital Age,7,5,Michael Cacciatore,U of Wisconsin
2013-1251,News Media Use and the Informed Public in the Digital Age,7,6,Sara Yeo,U of Wisconsin
2013-1251,News Media Use and the Informed Public in the Digital Age,7,7,Leona Yi-Fan Su,U of Wisconsin
2013-1301,Online Sophistication of News Websites,2,1,Elisabeth Guenther,U Münster
2013-1301,Online Sophistication of News Websites,2,2,Michael Scharkow,U of Hohenheim
2013-1351,Parent-Child Joint Reading in Traditional and iPad Formats,2,1,Marina Krcmar,Wake Forest U
2013-1351,Parent-Child Joint Reading in Traditional and iPad Formats,2,2,Drew Cingel,Northwestern U
2013-1401,Play to the Camera: Audio-Visual Research and Spectatorship in e-Sports,1,1,Nicholas Taylor,North Carolina State U
2013-1451,Presumed Online Media Influence and Support for Censorship: Results From a Survey Among German Parliamentarians,3,1,Marco Dohle,U of Dusseldorf
2013-1451,Presumed Online Media Influence and Support for Censorship: Results From a Survey Among German Parliamentarians,3,2,Uli Bernhard,U of Dusseldorf
2013-1451,Presumed Online Media Influence and Support for Censorship: Results From a Survey Among German Parliamentarians,3,3,Gerhard Vowe,U of Dusseldorf
2013-1501,“Put Your Rainbow Flag Away!” Discursive Confrontations Over Registered Partnerships in Slovakia,1,1,Viera Lorencova,Fitchburg State U
2013-1551,"Representation Matters (?): When, How and if Media Representation Matters to Marginalized Game Audiences",1,1,Adrienne Shaw,Temple U
2013-1601,Self-Affirmation Before Exposure to Persuasive Health Communications Promotes Anticipated Regret and Health Behavior Change,3,1,Guido M Van Koningsbruggen,VU U - Amsterdam
2013-1601,Self-Affirmation Before Exposure to Persuasive Health Communications Promotes Anticipated Regret and Health Behavior Change,3,2,Peter R Harris,U of Sussex
2013-1601,Self-Affirmation Before Exposure to Persuasive Health Communications Promotes Anticipated Regret and Health Behavior Change,3,3,Anjes J Smits,Utrecht U
2013-1651,Social Sedia Use and Participation in the January 25 Egyptian Uprising: Comparing Participants and Nonparticipants in Street Protest,4,1,Peter Kerkhof,VU U - Amsterdam
2013-1651,Social Sedia Use and Participation in the January 25 Egyptian Uprising: Comparing Participants and Nonparticipants in Street Protest,4,2,Andre Krouwel,VU U - Amsterdam
2013-1651,Social Sedia Use and Participation in the January 25 Egyptian Uprising: Comparing Participants and Nonparticipants in Street Protest,4,3,Jacquelien van Stekelenburg,VU U - Amsterdam
2013-1651,Social Sedia Use and Participation in the January 25 Egyptian Uprising: Comparing Participants and Nonparticipants in Street Protest,4,4,Bert Klandermans,VU U - Amsterdam
2013-1701,Sweden: Are Direct Press Subsidies the Preferred Solution?,1,1,Lars W. Nord,Mid Sweden U
2013-1751,"The 3-Ds of Globalized Bollywood: Digitalization, D-Cinema, and the Demassification of South Asian Cinematic Public Spheres",1,1,David J. Schaefer,Franciscan U - Steubenville
2013-1801,The Digital Globe and Climactic Coming Attractions: From Theatrical Release to Theatre of War,1,1,Leon Gurevitch,Victoria U of Wellington
2013-1851,"The ""Feminization"" of the Media in Postcommunist Eastern Europe",1,1,Diana Iulia Nastasia,Southern Illinois U
2013-1901,"The Israeli Term for Talk ""Tokbek"" (Talk-Back - Online Commenting) and its Relevance to the Online Public Sphere",2,1,Nimrod Shavit,U of Massachusetts
2013-1901,"The Israeli Term for Talk ""Tokbek"" (Talk-Back - Online Commenting) and its Relevance to the Online Public Sphere",2,2,Gonen Dori-Hacohen,U of Massachusetts
2013-1951,The Political Mapping of Korean Twitter Users,3,1,Yoonmo Sang,U of Texas
2013-1951,The Political Mapping of Korean Twitter Users,3,2,Myunggoon Choi,Sungkyunkwan U
2013-1951,The Political Mapping of Korean Twitter Users,3,3,Han Woo Park,Yeungnam U
2013-2001,The Role of Conversation in Developing Accurate Political Perceptions: A Multilevel Social Network Approach,2,1,"William P. Eveland, Jr.",Ohio State U
2013-2001,The Role of Conversation in Developing Accurate Political Perceptions: A Multilevel Social Network Approach,2,2,Myiah J Hutchens,U of Arizona
2013-2051,The Ubiquity and Influence of CMC Cues in Social Networking Sites,2,1,Yoram M. Kalman,Open U of Israel
2013-2051,The Ubiquity and Influence of CMC Cues in Social Networking Sites,2,2,Darren R. Gergle,Northwestern U
2013-2101,Top Student Paper: The Unobserved Observer: Humphrey Spender's Hidden Camera and the Politics of Visibility in Interwar Britain,1,1,Annie Rudd,Columbia U
2013-2151,"Twitards and Tyler’s Van: Antifans, Twilight, and Textuality",2,1,Melissa A. Click,U of Missouri
2013-2151,"Twitards and Tyler’s Van: Antifans, Twilight, and Textuality",2,2,Holly Willson Holladay,U of Missouri
2013-2201,Validating Measures of Health-Related Conversation Content in the Context of Sleep Behavior Among College Students,2,1,Rebecca Robbins,Cornell U
2013-2201,Validating Measures of Health-Related Conversation Content in the Context of Sleep Behavior Among College Students,2,2,Jeff Niederdeppe,Cornell U
2013-2251,What Are the Values and Impacts of Public Relations on Business News?: A Survey of Business Journalists on the Use of Information Subsidies and the Determinants of That Use,1,1,Sun Young Lee,Texas Tech U
2013-2301,Who is the Doctor in This House?: Analyzing the Moral Evaluations of Doctors and Medical Students of House M.D.,3,1,Serena Daalmans,Radboud U Nijmegen
2013-2301,Who is the Doctor in This House?: Analyzing the Moral Evaluations of Doctors and Medical Students of House M.D.,3,2,Merel van Ommen,Radboud U Nijmegen
2013-2301,Who is the Doctor in This House?: Analyzing the Moral Evaluations of Doctors and Medical Students of House M.D.,3,3,Addy Weijers,Radboud U Nijmegen
