Paper ID,Paper Title,Number of Authors,Author Position,Author Name,Author Affiliation
2009-0032,Action Tendency Emotions Evoked by Memorable Breast Cancer Messages and their Association with Prevention and Detection Behaviors,8,6,Cynthia Stohl,U of California - Santa Barbara
2009-0032,Action Tendency Emotions Evoked by Memorable Breast Cancer Messages and their Association with Prevention and Detection Behaviors,8,7,Christine Skubisz,University of Maryland
2009-0032,Action Tendency Emotions Evoked by Memorable Breast Cancer Messages and their Association with Prevention and Detection Behaviors,8,8,Carolyn Kay LaPlante,Michigan State U
2009-0033,"Action Theory, Theory of Planned Behavior, and Media Choice",1,1,Tilo Hartmann,VU U - Amsterdam
2009-0034,Active Audience and Automatic Usage: A Test of Rival Hypotheses on Automaticity of Internet Use,2,1,Taiquan Peng,City U - Hong Kong
2009-0034,Active Audience and Automatic Usage: A Test of Rival Hypotheses on Automaticity of Internet Use,2,2,Jonathan J.H. Zhu,City U of Hong Kong
2009-0035,Actor-Partner Effects for the Associations Between Relationship Characteristics and Reactions to Sex in Marriage,2,1,Jennifer A. Theiss,Rutgers U
2009-0035,Actor-Partner Effects for the Associations Between Relationship Characteristics and Reactions to Sex in Marriage,2,2,Mary Elizabeth Nagy,Rutgers U
2009-0036,Adding Nuance to Political Humor Effects: Experimental Research on Juvenalian Satire Versus Horatian Satire,5,1,R. Lance Holbert,Ohio State U
2009-0036,Adding Nuance to Political Humor Effects: Experimental Research on Juvenalian Satire Versus Horatian Satire,5,2,Jay D. Hmielowski,
2009-0036,Adding Nuance to Political Humor Effects: Experimental Research on Juvenalian Satire Versus Horatian Satire,5,3,Parul Jain,Ohio State U
2009-0036,Adding Nuance to Political Humor Effects: Experimental Research on Juvenalian Satire Versus Horatian Satire,5,4,Julie Lather,The Ohio State University
2009-0036,Adding Nuance to Political Humor Effects: Experimental Research on Juvenalian Satire Versus Horatian Satire,5,5,Alyssa Morey,The Ohio State University
2009-0037,"Addressing the Slow Uptake of HIV Testing in Malawi: The Role of Stigma, Self-Efficacy, and Knowledge in the Malawi BRIDGE Project",6,1,Rajiv N. Rimal,Johns Hopkins U
2009-0037,"Addressing the Slow Uptake of HIV Testing in Malawi: The Role of Stigma, Self-Efficacy, and Knowledge in the Malawi BRIDGE Project",6,2,Sima Berendes,Johns Hopkins University
2009-0037,"Addressing the Slow Uptake of HIV Testing in Malawi: The Role of Stigma, Self-Efficacy, and Knowledge in the Malawi BRIDGE Project",6,3,Glory Mkandawire,Johns Hopkins U
2009-0037,"Addressing the Slow Uptake of HIV Testing in Malawi: The Role of Stigma, Self-Efficacy, and Knowledge in the Malawi BRIDGE Project",6,4,Kirsten Patricia Bose,Johns Hopkins U
2009-0037,"Addressing the Slow Uptake of HIV Testing in Malawi: The Role of Stigma, Self-Efficacy, and Knowledge in the Malawi BRIDGE Project",6,5,Jane Brown,Johns Hopkins University
2009-0037,"Addressing the Slow Uptake of HIV Testing in Malawi: The Role of Stigma, Self-Efficacy, and Knowledge in the Malawi BRIDGE Project",6,6,Lisa Folda,Johns Hopkins University
2009-0038,A Different or Just an Older Breed of Gamer: The Use of Digital Games in Middle Adulthood,2,1,Bob De Schutter,Group T Engineering School
2009-0038,A Different or Just an Older Breed of Gamer: The Use of Digital Games in Middle Adulthood,2,2,Steven Malliet,University of Antwerp
2009-0039,Adolescent Knowledge and Interest in the 2008 Presidential Election: School and Home Influences and Media Use Motives,3,1,Esther Thorson,U of Missouri
2009-0039,Adolescent Knowledge and Interest in the 2008 Presidential Election: School and Home Influences and Media Use Motives,3,2,Hans Karl Meyer,U of Missouri - Columbia
2009-0039,Adolescent Knowledge and Interest in the 2008 Presidential Election: School and Home Influences and Media Use Motives,3,3,Mi Rosie Jahng,U of Missouri - Columbia
2009-0040,Adolescent Media Preferences: A Window to Their Development?,3,1,Francesca Renee Dillman Carpentier,U of North Carolina - Chapel Hill
2009-0040,Adolescent Media Preferences: A Window to Their Development?,3,2,Nancy A. Gonzales,Arizona State University
2009-0040,Adolescent Media Preferences: A Window to Their Development?,3,3,Larry E. Dumka,Arizona State University
2009-0041,Adolescents and the Internet: An Empirical Assessment of the Risks and Opportunities,1,1,Patti M. Valkenburg,U of Amsterdam
2009-0042,"Adolescent Sexuality and Media Influences in China: Modulating Effects of School, Family, and Friends",1,1,Fei Tong,Chinese U
2009-0043,Adoption Barriers in a High-Risk Agricultural Environment,1,1,Shari Veil,U of Oklahoma
2009-0044,Advertising in the Alternative Media Field of Production,1,1,Jeffrey Cannon,Indiana U
2009-0045,Advertising Viewing and Pluralistic Ignorance: Examining Advertising Effects on College Students Misperception of Peers Materialism,1,1,Stella C. Chia,City University of Hong Kong
2009-0046,Affect as a Predictor of Entertainment Choice: The Utility of Looking Beyond Pleasure,1,1,Mary Beth Oliver,Pennsylvania State U
2009-0047,Affective States and Message Frames,1,1,Wanda Luen Wun Siu,Chinese U - Hong Kong
2009-0048,"Age Identity, Gratification Opportunities, and Genre Choice of Mobile TV Viewing",4,1,Hyunjoo Lee,
2009-0048,"Age Identity, Gratification Opportunities, and Genre Choice of Mobile TV Viewing",4,2,Jungho Ryu,IENDC
2009-0048,"Age Identity, Gratification Opportunities, and Genre Choice of Mobile TV Viewing",4,3,Sungjoon Lee,SUNY - Buffalo
2009-0048,"Age Identity, Gratification Opportunities, and Genre Choice of Mobile TV Viewing",4,4,Daejoong Kim,U at Buffalo
2009-0049,"Agency Unshackled: The Origin of Agency in Sociology, Identity, and Text",1,1,Mario George Rodriguez,Annenberg School
2009-0050,"Agenda Building: Web Site Campaigning, Newspaper Coverage, and Candidate Stereotypes in the 2008 Democratic Presidential Campaign",1,1,Yunjuan Luo,Indiana U - Bloomington
2009-0051,Agenda Setting Online: Interaction of Newspaper Content and User Feedback,1,1,Jason A. Martin,Indiana U
2009-0052,Agony on Air: The Mediation of Advice in a Popular Radio Program,1,1,Joanna Thornborrow,U of Cardiff
2009-0053,A Green Virtual Space for Social Changes in China: Internet Activism and Chinese Environmental NGOs,1,1,Jingfang Liu,U of Southern California
2009-0054,A Healthy Dose of Trust: Communicating Trust Improves Health in Romantic Relationships,3,1,Iris K. Schneider,U of Amsterdam
2009-0054,A Healthy Dose of Trust: Communicating Trust Improves Health in Romantic Relationships,3,2,Elly A. Konijn,Vrije U - Amsterdam
2009-0054,A Healthy Dose of Trust: Communicating Trust Improves Health in Romantic Relationships,3,3,Caryl E. Rusbult,Vrije U Amsterdam
2009-0055,A Healthy Mix: UNCChapel Hills Health Certificate: A Case Study of Interdisciplinary Programs,2,1,Sherine Mahfouz El-Toukhy,U of North Carolina - Chapel Hill
2009-0055,A Healthy Mix: UNCChapel Hills Health Certificate: A Case Study of Interdisciplinary Programs,2,2,Lynette Holman,"School of Journalism and Mass Communication, University of North Carolina at Chapel Hill"
2009-0056,"A Japanese Social Network Site mixi and the Imagined Boundary of ""Japan""",1,1,Ryuta Komaki,University of Illinois at Urbana-Champaign
2009-0057,"A Legacy of Charismatic Leadership: An Examination of Individual, Social, and Organizational Identification",1,1,Sasha Meena Grant,U of Texas - Arlington
2009-0058,"Alien Bodies, Brown Bodies: Popular Narratives of the Immigrant as Benign Terror",1,1,Kumarini Silva,Northeastern U
2009-0059,Al-Jazeera English: A Conciliatory Medium in a Conflict-Driven Environment?,2,1,Shawn Powers,U of Southern California
2009-0059,Al-Jazeera English: A Conciliatory Medium in a Conflict-Driven Environment?,2,2,Mohammed El-Nawawy,Queens U - Charlotte
2009-0060,"All in the Family: The Meaning of Tiger Woods for Black/ Mixed Racial ""Kinship""",1,1,Habiba Ibrahim,University of Washington
2009-0061,A Lost Promise: The Lack of Interoperability for Open Standard Document Formats,2,1,Rajiv Shah,U of Illinois
2009-0061,A Lost Promise: The Lack of Interoperability for Open Standard Document Formats,2,2,Jay P. Kesan,U of Illinois at Urbana-Champaign
2009-0062,Alternative Platforms and the Audience: Exploring the Predictors in the Audiences Adoption of Online Media Platforms,2,1,Yan Yang,University of Florida
2009-0062,Alternative Platforms and the Audience: Exploring the Predictors in the Audiences Adoption of Online Media Platforms,2,2,Sylvia M. Chan-Olmsted,
2009-0063,A Mass Communication Perspective on Technology,1,1,Joseph Turow,U of Pennsylvania
2009-0064,Amateur Images in the Professional News Stream,2,1,Helle Sjøvaag,"University of Bergen, Department of Information Science and Media Studies"
2009-0064,Amateur Images in the Professional News Stream,2,2,John Bridge,
2009-0065,Ambivalent Messages in Teen Magazines: An Over Time Content-Analytic Comparison,3,1,Suchi Pradyumn Joshi,Amsterdam School of Communication Research
2009-0065,Ambivalent Messages in Teen Magazines: An Over Time Content-Analytic Comparison,3,2,Jochen Peter,U of Amsterdam
2009-0065,Ambivalent Messages in Teen Magazines: An Over Time Content-Analytic Comparison,3,3,Patti M. Valkenburg,U of Amsterdam
2009-0066,American Hegemony and Countertrends in the Media,1,1,Tom McPhail,"U Of Missouri, St Louis"
2009-0067,American Pop Culture Representation of Iran,1,1,Hamid Naficy,Northwestern University
2009-0068,"American Strategic Communication in Iraq: the ""Rapid Reaction Media Team""",1,1,James Pamment,
2009-0069,Americas Forgotten Challenge: Rural Access,1,1,Sharon Strover,U of Texas - Austin
2009-0070,A Meta-Analysis of Sex Differences in Responses to Sexual vs. Emotional Infidelity,1,1,Christopher John Carpenter,Michigan State U
2009-0071,A Meta-Analysis of the Effects of Public Education Campaigns on the Promotion of Organ Donation,2,1,Thomas H. Feeley,U of Buffalo
2009-0071,A Meta-Analysis of the Effects of Public Education Campaigns on the Promotion of Organ Donation,2,2,Shinil Moon,SUNY Buffalo
2009-0072,A Method of Evaluating the Impact of Scholars,9,1,Mike Allen,U of Wisconson - Milwaukee
2009-0072,A Method of Evaluating the Impact of Scholars,9,2,Anna Antos,UW-Milwaukee
2009-0072,A Method of Evaluating the Impact of Scholars,9,3,Jessica M. Hample,
2009-0072,A Method of Evaluating the Impact of Scholars,9,4,Matthew Hebl,UW-Milwaukee
2009-0072,A Method of Evaluating the Impact of Scholars,9,5,Kimberly Kulovitz,UW-Milwaukee
2009-0072,A Method of Evaluating the Impact of Scholars,9,6,Xuan Liang,UW-Milwaukee
2009-0072,A Method of Evaluating the Impact of Scholars,9,7,Matthew Ogi,UW-Milwaukee
2009-0072,A Method of Evaluating the Impact of Scholars,9,8,Xuan Zhao,U of Wisconsin-Milwaukee
2009-0072,A Method of Evaluating the Impact of Scholars,9,9,Joshua Ray Pederson,University of Iowa
2009-0073,A Multiple Goals Perspective on Topic Avoidance and Relationship Satisfaction in the Context of Breast Cancer,2,1,Erin Donovan-Kicken,U of Texas - Austin
2009-0073,A Multiple Goals Perspective on Topic Avoidance and Relationship Satisfaction in the Context of Breast Cancer,2,2,John P. Caughlin,U of Illinois - Urbana-Champaign
2009-0074,"Analog Fights Over Digital Rights: The Congressional Debate Over Copyright and Digital Rights Management, 2003-2006",1,1,Bill D. Herman,Hunter College
2009-0075,Analysis of Self-Conception and Labour Conditions of Business Journalists Working for European Media,2,1,Ellen Grosshans,U of Leipzig
2009-0075,Analysis of Self-Conception and Labour Conditions of Business Journalists Working for European Media,2,2,Harald G. Rau,U of Leipzig
2009-0076,Analytic Intuition and Intuitive Rationality: Interacting Systems Processing Threatening Anecdotes,2,1,Charles R. Berger,U of California - Davis
2009-0076,Analytic Intuition and Intuitive Rationality: Interacting Systems Processing Threatening Anecdotes,2,2,Key Jung Lee,Stanford University
2009-0077,"An Analysis of National Adaptations of Yo Soy Betty, La Fea",2,1,Lothar Mikos,U of Film and Television
2009-0077,"An Analysis of National Adaptations of Yo Soy Betty, La Fea",2,2,Marta Perrotta,University Roma Tré
2009-0078,"An Analysis of the Tenets of CSR Practice in Relation to Stakeholder Theory and Consumers' Responses to it Past, Present, and Future",1,1,Emma Wood,Queen Margaret U
2009-0079,And the Children of Israel Sang This Song: The Role of Israeli Law and Policy in the Advancement of Israeli Music (Top Three Paper),2,1,Amit M Schejter,Pennsylvania State U
2009-0079,And the Children of Israel Sang This Song: The Role of Israeli Law and Policy in the Advancement of Israeli Music (Top Three Paper),2,2,Charles Michael Elavsky,Pennsylvania State U
2009-0080,A New World Order?: Envisioning Multiracial Families and Transnational Adoption in Battlestar Galactica,1,1,LeiLani Nishime,University of Washington
2009-0081,An Examination of Obesity Stigma and Identity Through Online Discourse,1,1,Mary Beth Asbury,University of Kansas
2009-0082,"An Experimental Analysis of the Influence of Corporate Social Responsibility Initiatives on Beliefs, Attitudes, and Behavioral Intention",2,1,Ashlea Marie Hudak,U of South Florida
2009-0082,"An Experimental Analysis of the Influence of Corporate Social Responsibility Initiatives on Beliefs, Attitudes, and Behavioral Intention",2,2,Kelly Page Werder,U of South Florida
2009-0083,An Exploration of the Relationship Between Patient Participation and Outcomes of Quality of Care,2,1,Tara Gascoigne,The University of Queensland
2009-0083,An Exploration of the Relationship Between Patient Participation and Outcomes of Quality of Care,2,2,Bernadette Maria Watson,U of Queensland
2009-0084,An Eye on the Future Through a 40-Year Glace Back on Constructivism and Communication and the Evolution of Communication Research,1,1,Jesse G. Delia,
2009-0085,An Historical Perspective on Whiteness in U.S. Broadcasting,1,1,Joy Elizabeth Hayes,U of Iowa
2009-0086,"An Imagined Global Chinese Community: Television and Diaspora in Phoenix TV Documentary ""Chinatown""",1,1,Le Han,U of Pennsylvania
2009-0087,Animation and Involuntary Covert Attention: A Methodological Testing of Automatic Attention Capture vs. Contingency Capture Theories,1,1,Nokon Heo,U of Central Arkansas
2009-0088,An Individuals Emotional Reaction to Political Advertisements: Using Framing and Priming as a Theoretical Framework,3,1,Jeffrey Robert Carlson,University of Connecticut
2009-0088,An Individuals Emotional Reaction to Political Advertisements: Using Framing and Priming as a Theoretical Framework,3,2,Rory Peter McGloin,
2009-0088,An Individuals Emotional Reaction to Political Advertisements: Using Framing and Priming as a Theoretical Framework,3,3,Christopher J. Kowal,
2009-0089,An Integrated Model of Health Disclosure Decision-Making,1,1,Kathryn Greene,Rutgers U
2009-0090,An Integrated Model of Parental Mediation: The Effect of Family Communication on Childrens Perception of Television,2,1,Seon-Kyoung An,U of Alabama
2009-0090,An Integrated Model of Parental Mediation: The Effect of Family Communication on Childrens Perception of Television,2,2,Doohwang Lee,U of Alabama
2009-0091,An Integrated Personal Health Management System: What Are the Possibilities?,1,1,Kylene Baker,Texas A and M University
2009-0092,"An Intergroup Perspective on Keywords in Intercultural Communication: Culture, Communication Competence, and the Management of Multiple Identities",1,1,Margaret J. Pitts,Old Dominion U
2009-0093,Announced Refusal to Answer: A Study of Norms and Accountability in Broadcast Political Interviews,1,1,Mats Erik Ekstrom,Orebro U
2009-0094,An Organizational Perspective on Improving Cancer Communication,1,1,James W. Dearing,Kaiser Permanente
2009-0095,Another American Race Riot: A Differential Racialization/Image Restoration Analysis,1,1,Evan Beaumont Center,Siam University
2009-0096,Answering the Talking Snowman: The CNN/YouTube Debates and the Challenge of the Third Voice,2,1,Matthew A. Carlson,Saint Louis U
2009-0096,Answering the Talking Snowman: The CNN/YouTube Debates and the Challenge of the Third Voice,2,2,Eran N. Ben-Porath,Social Science Research Solutions
2009-0097,Antecedents and Consequences of Program-Involvement: A Naturalistic Field Study,4,1,Marjolein Moorman,U of Amsterdam
2009-0097,Antecedents and Consequences of Program-Involvement: A Naturalistic Field Study,4,2,Lotte Michaela Willemsen,U of Amsterdam
2009-0097,Antecedents and Consequences of Program-Involvement: A Naturalistic Field Study,4,3,Peter Neijens,U of Amsterdam
2009-0097,Antecedents and Consequences of Program-Involvement: A Naturalistic Field Study,4,4,Edith Gloria Smit,U of Amsterdam
2009-0098,Anthropomorphic Cues: How Do They Influence Users Judgments About Credibility?,1,1,Youjeong Kim,Pennsylvania State U
2009-0099,A Pale Impression of Her Former Self,1,1,Toby Miller,U of California - Riverside
2009-0100,A Phenomenological Approach to the Production of Live Sports Coverage,1,1,Paddy Scannell,U of Michigan
2009-0101,Apologizing in a Globalizing World: Crisis Communication and Apologetic Ethics,2,1,Finn Frandsen,U of Aarhus
2009-0101,Apologizing in a Globalizing World: Crisis Communication and Apologetic Ethics,2,2,Winni Johansen,Aarhus School of Business U
2009-0102,Applied Health Communication Pedagogy: An Interdisciplinary and Service-Learning Approach,2,1,Michael P. Pagano,Fairfield U
2009-0102,Applied Health Communication Pedagogy: An Interdisciplinary and Service-Learning Approach,2,2,Philip Greiner,"School of Nursing, Fairfield University"
2009-0103,Applying the Limited-Capacity Model by Annie Lang to Printed News,1,1,Wolfgang Wichmann,U of Hohenheim
2009-0104,A Pragmatic View on the Integration of Text Analysis Techniques,1,1,Normand Peladeau,Provalis Research
2009-0105,A President in the Headlines: President Dalia Itzik as Reflected in the Israeli Media,1,1,dalia liran alper,
2009-0106,"A Primer for Communication Researchers on Probing Single-Degree-of-Freedom Interactions in Regression Models, With SPSS and SAS Implementations",2,1,Andrew F. Hayes,Ohio State U
2009-0106,"A Primer for Communication Researchers on Probing Single-Degree-of-Freedom Interactions in Regression Models, With SPSS and SAS Implementations",2,2,Jorg Matthes,U of Zurich
2009-0107,A Profound Distraction: Popular Music in the Aftermath of 9/11,2,1,Mark Pedelty,U of Minnesota
2009-0107,A Profound Distraction: Popular Music in the Aftermath of 9/11,2,2,Melissa Emily Thompson,U of Minnesota
2009-0108,Aqui Para Ti: The Transformation of Spanish-Language Television Into a Public Service for Latinos,1,1,Mari Castaneda,U of Massachusetts - Amherst
2009-0109,A Real-Time Assessment of Candidate Appraisal: Revisiting the Online and Memory-Based Models,2,1,Young Mie Kim,Ohio State U
2009-0109,A Real-Time Assessment of Candidate Appraisal: Revisiting the Online and Memory-Based Models,2,2,R. Kelly Garrett,Ohio State U
2009-0110,"A Redemptive Dream of the Bad Old Days: Nostalgia as Resistance in Tarkovsky's ""Andrei Rublev""",1,1,Greg Blake Miller,U of Oregon
2009-0111,A Regional Mosaic: Linguistic Diversity and Indias Film Trade,1,1,Sunitha Chitrapu,Indiana U
2009-0112,Are Highly Tailored Messages Always More Effective? The Influence of Cultural Psychology on Web-Based Customization,2,1,Cong Li,University of Miami
2009-0112,Are Highly Tailored Messages Always More Effective? The Influence of Cultural Psychology on Web-Based Customization,2,2,Sriram Kalyanaraman,U of North Carolina - Chapel Hill
2009-0113,A Relational Turbulence Model of Relationship Characteristics Associated With Experiences of Hurt in Romantic Relationships,4,1,Jennifer A. Theiss,Rutgers U
2009-0113,A Relational Turbulence Model of Relationship Characteristics Associated With Experiences of Hurt in Romantic Relationships,4,2,Leanne Knobloch,U of Illinois
2009-0113,A Relational Turbulence Model of Relationship Characteristics Associated With Experiences of Hurt in Romantic Relationships,4,3,Maria G Checton,Rutgers
2009-0113,A Relational Turbulence Model of Relationship Characteristics Associated With Experiences of Hurt in Romantic Relationships,4,4,Kate Magsamen Conrad,Rutgers
2009-0114,Are You Feeling Better About Your Body Image?: Self-Disclosure and Psychosocial Benefits in Doves Campaign for Real Beauty Online Discussion Forum,1,1,Jeesun Kim,U of Missouri
2009-0115,A Roles Approach: Modeling the Effect of Self- and Other-Role Enactment on Conflict Strategies,2,1,Xiaoying Xie,"California State University, Sacramento"
2009-0115,A Roles Approach: Modeling the Effect of Self- and Other-Role Enactment on Conflict Strategies,2,2,Deborah A. Cai,U of Maryland
2009-0116,Asian American Television Viewing: Is It Related to Outgroup Vitality?,1,1,Jessica R. Abrams,California State U - Long Beach
2009-0117,A Sociocognitive Model of Information Disclosure in Human-Computer Interaction,2,1,Doohwang Lee,U of Alabama
2009-0117,A Sociocognitive Model of Information Disclosure in Human-Computer Interaction,2,2,Robert Larose,Michigan State U
2009-0118,A Spiral of Silence for Some: Attitude Certainty and the Expression of Political Minority Opinions,3,1,Jorg Matthes,U of Zurich
2009-0118,A Spiral of Silence for Some: Attitude Certainty and the Expression of Political Minority Opinions,3,2,Kimberly Rios Morrison,Ohio State U
2009-0118,A Spiral of Silence for Some: Attitude Certainty and the Expression of Political Minority Opinions,3,3,Christian Schemer,U of Zurich
2009-0119,As Real as Real? Macroeconomic Behavior in a Large-Scale Virtual World,8,1,Edward Castronova,Indiana U
2009-0119,As Real as Real? Macroeconomic Behavior in a Large-Scale Virtual World,8,2,Dmitri Williams,U of Southern California
2009-0119,As Real as Real? Macroeconomic Behavior in a Large-Scale Virtual World,8,3,Yun Huang,Northwestern
2009-0119,As Real as Real? Macroeconomic Behavior in a Large-Scale Virtual World,8,4,Cuihua Shen,U of Southern California
2009-0119,As Real as Real? Macroeconomic Behavior in a Large-Scale Virtual World,8,5,Brian Keegan,USC
2009-0119,As Real as Real? Macroeconomic Behavior in a Large-Scale Virtual World,8,6,Rabindra A. Ratan,U of Southern California
2009-0119,As Real as Real? Macroeconomic Behavior in a Large-Scale Virtual World,8,7,Li Xiong,U of Southern California
2009-0119,As Real as Real? Macroeconomic Behavior in a Large-Scale Virtual World,8,8,Noshir S. Contractor,Northwestern U
2009-0120,Assessing Agenda Settings Theoretical Utility in the Developing World: The Case of Kenya,1,1,Uche Titus Onyebadi,Southern Illinois U
2009-0121,Assessing the Value of Virtual Worlds for Postsecondary Instructors,3,1,Kevin Westmoreland Bowers,U of Florida
