Paper ID,Paper Title,Number of Authors,Author Position,Author Name,Author Affiliation
2008-0017,A Comparative Analysis of Climate Change in the Alternative and Mainstream Press of New Zealand and the United States,1,1,Linda Jean Kenix,U of Canterbury
2008-0018,"A Comparison of Five Functions in the PDA: Importance, Ease of Use, Usefulness and Intention to Use",3,1,Julian Lin,National U of Singapore
2008-0018,"A Comparison of Five Functions in the PDA: Importance, Ease of Use, Usefulness and Intention to Use",3,2,Chan Hock Chuan,National U of Singapore
2008-0018,"A Comparison of Five Functions in the PDA: Importance, Ease of Use, Usefulness and Intention to Use",3,3,Milagros Rivera,National U of Singapore
2008-0019,A Comparison of the Introduction of Digital Terrestrial Television in the United States and Mainland China,1,1,Miao Guo,U of Florida
2008-0020,"A Conceptual Comparison of the Theoretical Approaches in Health Campaigns: Focusing on SET, TRA, TPB, HBM, and EPPM",2,1,Seon-Kyoung An,U of Alabama
2008-0020,"A Conceptual Comparison of the Theoretical Approaches in Health Campaigns: Focusing on SET, TRA, TPB, HBM, and EPPM",2,2,Shuhua Zhou,U of Alabama
2008-0021,A Content Analysis of Avian Influenza Communication on 31 Chinese E-Governmental Websites,1,1,Heng Xu,Purdue U
2008-0022,A Content Analysis of Frequently Cited Sources in Cancer News Coverage: Examining the Relationship Between Cancer News Content and Source Citation,3,1,Cortney M. Moriarty,U of Illinois - Urbana-Champaign
2008-0022,A Content Analysis of Frequently Cited Sources in Cancer News Coverage: Examining the Relationship Between Cancer News Content and Source Citation,3,2,Jakob D. Jensen,Purdue U
2008-0022,A Content Analysis of Frequently Cited Sources in Cancer News Coverage: Examining the Relationship Between Cancer News Content and Source Citation,3,3,Jo Ellen Stryker,Emory U
2008-0023,"A Content Analysis of Youth Sexualized Language and Imagery in Adult Film Packaging, 1995-2007",1,1,Robin E. Jensen,Purdue U
2008-0024,A Critical Review of the Participatory Potential in Media for Social Change,1,1,Karin Gwinn Wilkins,U of Texas - Austin
2008-0025,"A Critical Theory Analysis of the YouTube Video ""North America's Next Top Indian Model""",1,1,Sonja Perley,U of New Brunswick
2008-0026,Acting Political and Making It Right: The Performance of Celebrity Activism in post-Katrina New Orleans,1,1,Joy V. Fuqua,CUNY/Queens College
2008-0027,"""Active"" Approach to Global Communication Education",1,1,Yulia Tolstikova-Mast,"Butler U, Indianapolis"
2008-0028,Adapting AND Applying a Western-Developed Model of Condom Use to Chinese College Students,1,1,Zhiwen Xiao,U of Houston
2008-0029,Adapting Courses to Prepare Students to Communicate for Social Impact,2,1,James L. Leighter,U of Washington
2008-0029,Adapting Courses to Prepare Students to Communicate for Social Impact,2,2,Bren Ortega Murphy,Loyola U - Chicago
2008-0030,Addiction and Eyes on Screen: How Smokers Process Smoking-Related PSAs,7,1,Ashley Nicole Sanders-Jackson,U of Pennsylvania
2008-0030,Addiction and Eyes on Screen: How Smokers Process Smoking-Related PSAs,7,2,Joseph N. Cappella,U of Pennsylvania
2008-0030,Addiction and Eyes on Screen: How Smokers Process Smoking-Related PSAs,7,3,Deborah L. Linebarger,U of Pennsylvania
2008-0030,Addiction and Eyes on Screen: How Smokers Process Smoking-Related PSAs,7,4,Jessica Taylor Piotrowski,U of Pennsylvania
2008-0030,Addiction and Eyes on Screen: How Smokers Process Smoking-Related PSAs,7,5,Moira O'Keeffe,U of Pennsylvania
2008-0030,Addiction and Eyes on Screen: How Smokers Process Smoking-Related PSAs,7,6,Andrew Strasser,U of Pennsylvania
2008-0030,Addiction and Eyes on Screen: How Smokers Process Smoking-Related PSAs,7,7,Caryn Lerman,U of Pennsylvania
2008-0031,A Digital Bias,2,1,Gary Gumpert,Urban Communication Foundation
2008-0031,A Digital Bias,2,2,Susan Drucker,Hofstra U
2008-0032,Adolescent Cigarette Smoking: An Application of Problem Behavior Theory to Examine Systems of Influence,2,1,Smita C. Banerjee,U of Lincoln
2008-0032,Adolescent Cigarette Smoking: An Application of Problem Behavior Theory to Examine Systems of Influence,2,2,Kathryn Greene,Rutgers U
2008-0033,*Adolescents' Exposure to Sexually Explicit Internet Material and Notions of Women as Sex Objects: Assessing Causality and Underlying Processes (Top 4 Paper),2,1,Jochen Peter,U of Amsterdam
2008-0033,*Adolescents' Exposure to Sexually Explicit Internet Material and Notions of Women as Sex Objects: Assessing Causality and Underlying Processes (Top 4 Paper),2,2,Patti M. Valkenburg,U of Amsterdam
2008-0034,Adoption and Use of Computer-Based VoIP Phone Service: Toward an Integrated Model,1,1,Namkee Park,U of Oklahoma
2008-0035,Adventures in the Copyright Zone: The Puzzling Absence of Independent First Amendment Defenses in Contemporary Copyright Disputes,1,1,Matthew D. Bunker,U of Alabama
2008-0036,"Advertising, Consumer Activism, and PR in the 1930s",1,1,Inger Lisbeth Stole,U of Illinois - Urbana-Champaign
2008-0037,Advertising Corporate Social Responsibility Initiatives: Linking Third-Person Perceptions with Behavioral Intentions,3,1,Anita G Day,Loyola U - New Orleans
2008-0037,Advertising Corporate Social Responsibility Initiatives: Linking Third-Person Perceptions with Behavioral Intentions,3,2,Michael A. Mitrook,U of Florida
2008-0037,Advertising Corporate Social Responsibility Initiatives: Linking Third-Person Perceptions with Behavioral Intentions,3,3,Paul S. Lieber,U of South Carolina
2008-0038,Afghan Womens Hour: Understanding the Impact of Radio on Psychological Empowerment,1,1,Emily LeRoux-Rutledge,London School of Economics
2008-0039,"A Framework for First-Order Cultivation, or Small Effects Research With Vague 100-Point Scales",2,1,Dorien Dossche,Catholic U - Leuven
2008-0039,"A Framework for First-Order Cultivation, or Small Effects Research With Vague 100-Point Scales",2,2,Jan Van den Bulck,Catholic U - Leuven
2008-0040,A Framework for Sentiment Analysis of Political News Articles,3,1,Armineh Nourbakhsh,Nanyang Technological U
2008-0040,A Framework for Sentiment Analysis of Political News Articles,3,2,Christopher S. G. Khoo,Associate Professor
2008-0040,A Framework for Sentiment Analysis of Political News Articles,3,3,Jin-Cheon Na,Assistant Professor
2008-0041,African Coverage of Progress and Responsibility in Fighting AIDS: A Community Structure Approach,8,1,John C. Pollock,College of New Jersey
2008-0041,African Coverage of Progress and Responsibility in Fighting AIDS: A Community Structure Approach,8,2,Paul D'Angelo,College of New Jersey
2008-0041,African Coverage of Progress and Responsibility in Fighting AIDS: A Community Structure Approach,8,3,Genevieve Faust,The College of New Jersey
2008-0041,African Coverage of Progress and Responsibility in Fighting AIDS: A Community Structure Approach,8,4,Brian Keefe,The College of New Jersey
2008-0041,African Coverage of Progress and Responsibility in Fighting AIDS: A Community Structure Approach,8,5,Meghan Higgins,The College of New Jersey
2008-0041,African Coverage of Progress and Responsibility in Fighting AIDS: A Community Structure Approach,8,6,Dominique Sauro,The College of New Jersey
2008-0041,African Coverage of Progress and Responsibility in Fighting AIDS: A Community Structure Approach,8,7,Rowena Briones,The College of New Jersey
2008-0041,African Coverage of Progress and Responsibility in Fighting AIDS: A Community Structure Approach,8,8,Danielle Catona,The College of New Jersey
2008-0042,After Tiananmen: Political Semiotics of Olympic Public Space in Beijing,1,1,Carolyn Marvin,U of Pennsylvania
2008-0043,Age Differences in Adults Emotional Motivations for Exposure to Films,3,1,Marie-Louise Mares,U of Wisconsin - Madison
2008-0043,Age Differences in Adults Emotional Motivations for Exposure to Films,3,2,Mary Beth Oliver,Pennsylvania State U
2008-0043,Age Differences in Adults Emotional Motivations for Exposure to Films,3,3,Joanne Cantor,U of Wisconsin - Madison
2008-0044,Agency and Distance in the Representation of Suffering,1,1,Shani Orgad,London School of Economics
2008-0045,Aggressive Outcomes and Videogame Play: The Role of Length of Play and the Mechanisms at Work,2,1,Marina Krcmar,Wake Forest U
2008-0045,Aggressive Outcomes and Videogame Play: The Role of Length of Play and the Mechanisms at Work,2,2,Kenneth Alan Lachlan,Boston College
2008-0046,Agreement and Disagreement in Focus: Cultural Perspective on Televised Election Debates,1,1,Pekka Isotalus,U of Tampere
2008-0047,"Agreement and Disagreement in Group Deliberation: Effects on Deliberation Satisfaction, Future Engagement, and Decision Legitimacy",2,1,Jennifer Stromer-Galley,SUNY - Albany
2008-0047,"Agreement and Disagreement in Group Deliberation: Effects on Deliberation Satisfaction, Future Engagement, and Decision Legitimacy",2,2,Peter J. Muhlberger,Carnegie Mellon U
2008-0048,"A Growing Concern: U.S. Newspaper Coverage of ""Early Puberty"" in Girls",1,1,Sharon R. Mazzarella,Clemson U
2008-0049,"AIDS Communication, HIV Prevention, and HIV Infections Averted in South Africa, 2006",1,1,D. Lawrence Kincaid,Johns Hopkins U
2008-0050,"Alcohol, Psychosocial Correlates, and Risky Sexual Behavior for a High-Risk African-American Female Population",7,1,Carolyn Brooks,U of Georgia
2008-0050,"Alcohol, Psychosocial Correlates, and Risky Sexual Behavior for a High-Risk African-American Female Population",7,2,Jennifer Monahan,U of Georgia
2008-0050,"Alcohol, Psychosocial Correlates, and Risky Sexual Behavior for a High-Risk African-American Female Population",7,3,Jessica Sales,Emory U
2008-0050,"Alcohol, Psychosocial Correlates, and Risky Sexual Behavior for a High-Risk African-American Female Population",7,4,Ralph DiClemente,Emory U
2008-0050,"Alcohol, Psychosocial Correlates, and Risky Sexual Behavior for a High-Risk African-American Female Population",7,5,Gina Wingood,Emory U
2008-0050,"Alcohol, Psychosocial Correlates, and Risky Sexual Behavior for a High-Risk African-American Female Population",7,6,Jennifer A. Samp,U of Georgia
2008-0050,"Alcohol, Psychosocial Correlates, and Risky Sexual Behavior for a High-Risk African-American Female Population",7,7,Eve Rose,Emory U
2008-0051,A Linguistic Ideology of Spirituality: Examining Spiritual Discourse in U.S. Acupuncture Settings,1,1,Evelyn Y. Ho,U of San Francisco
2008-0052,A Literature Review of Factors Influencing Reactions to Brand Placement,3,1,Eva van Reijmersdal,ASCoR /UvA
2008-0052,A Literature Review of Factors Influencing Reactions to Brand Placement,3,2,Peter Neijens,U of Amsterdam
2008-0052,A Literature Review of Factors Influencing Reactions to Brand Placement,3,3,Edith Gloria Smit,U of Amsterdam
2008-0053,"Al-Jazeera, Phoenix Satellite Television and the Return of the State: Case Studies in Market Liberalization, Public Sphere, and Media Imperialism",2,1,Oliver Boyd-Barrett,Bowling Green State U - School of Commun
2008-0053,"Al-Jazeera, Phoenix Satellite Television and the Return of the State: Case Studies in Market Liberalization, Public Sphere, and Media Imperialism",2,2,Shuang Xie,Bowling Green State U
2008-0054,"All Part of a Child's Balanced Television Diet? Emotional Appeals, Production Values, and the Presence of Disclaimers in Food and Beverage Advertising",4,1,Jan LeBlanc Wicks,U of Arkansas
2008-0054,"All Part of a Child's Balanced Television Diet? Emotional Appeals, Production Values, and the Presence of Disclaimers in Food and Beverage Advertising",4,2,Ron Warren,U of Arizona
2008-0054,"All Part of a Child's Balanced Television Diet? Emotional Appeals, Production Values, and the Presence of Disclaimers in Food and Beverage Advertising",4,3,Robert Wicks,
2008-0054,"All Part of a Child's Balanced Television Diet? Emotional Appeals, Production Values, and the Presence of Disclaimers in Food and Beverage Advertising",4,4,Ignatius Fosu,U of Arkansas
2008-0055,All We Need is a Motive: Examining the Appropriateness of Various Motivations for Anonymous Communication in the Workplace,1,1,Craig R. Scott,Rutgers U
2008-0056,Almost Under the Same Sky: Reclaiming Urbanity Beyond an Epidemic,1,1,John Nguyet Erni,Lingnan U - Hong Kong
2008-0057,A Longitudinal Analysis of Mergers and Acquisitions Patterns of U.S. Public Relations Agencies Between 1984 and 2005,2,1,Eyun-Jung Ki,U of Alabama
2008-0057,A Longitudinal Analysis of Mergers and Acquisitions Patterns of U.S. Public Relations Agencies Between 1984 and 2005,2,2,Hyoungkoo Khang,U of Florida
2008-0058,"A Longitudinal Analysis of Vertical Integration and Ownership Diversity in Broadcast TV Programming, 1993-2006",1,1,Heejung Kim,U of Florida
2008-0059,"Alternative Rock Music in Radio Advertising: The Effects of Familiarity on Message Recognition, Purchase Intent, and Attitudes Toward the Ad",3,1,Wes Wise,Texas Tech U
2008-0059,"Alternative Rock Music in Radio Advertising: The Effects of Familiarity on Message Recognition, Purchase Intent, and Attitudes Toward the Ad",3,2,Coy Callison,Texas Tech U
2008-0059,"Alternative Rock Music in Radio Advertising: The Effects of Familiarity on Message Recognition, Purchase Intent, and Attitudes Toward the Ad",3,3,Samuel D. Bradley,Texas Tech U
2008-0060,"Always on my Mind: Exploring How Frequent, Recent, and Vivid Television Portrayals are Used in the Formation of Social Reality Judgments",1,1,Karyn E. Riddle,U of Wisconsin - Madison
2008-0061,A Mass-Mediated Intervention on Hispanic Live Kidney Donation,3,1,Eusebio Martins Alvaro,Claremont Graduate U
2008-0061,A Mass-Mediated Intervention on Hispanic Live Kidney Donation,3,2,Jason T Siegel,Claremont Graduate U
2008-0061,A Mass-Mediated Intervention on Hispanic Live Kidney Donation,3,3,William D. Crano,Claremont Graduate U
2008-0062,Ambient Intelligence Designers and How Their Assumptions Shape Our Future,2,1,Somaya Ben Allouch,"U of Twente, Cubicus, GW / CW"
2008-0062,Ambient Intelligence Designers and How Their Assumptions Shape Our Future,2,2,Jan A. G. M. Van Dijk,U of Twente / Cubicus / GW / CW
2008-0063,Ambivalence Amplifies College Smokers Negative Emotional Responses to Antismoking Information,2,1,Xiaoquan Zhao,George Mason U
2008-0063,Ambivalence Amplifies College Smokers Negative Emotional Responses to Antismoking Information,2,2,Xiaomei Cai,George Mason U
2008-0064,American Media Assistance 2.0: The Role of ICTs in United States Government Media Assistance Programs,1,1,Amelia Hardee Arsenault,U of Southern California
2008-0065,A Meta-Analytic Review of Video/Computer Game Play on Short-Term Cognitive Performance,2,1,Christopher D Rodeheffer,Kansas State U
2008-0065,A Meta-Analytic Review of Video/Computer Game Play on Short-Term Cognitive Performance,2,2,Christopher Paul Barlett,Iowa State U
2008-0066,A Mindful Approach to Organizational Learning Theory in Crisis Communication Literature,1,1,Shari Veil,U of Oklahoma
2008-0067,A Model of Deviance in Small Groups,2,1,Saulnier Martine,Université du Québec à Montréal
2008-0067,A Model of Deviance in Small Groups,2,2,Johanne Saint-Charles,U of Quebec - Montreal
2008-0068,A Multilevel Analysis of Cancer Risk Perception,3,1,Craig Trumbo,Colorado State U
2008-0068,A Multilevel Analysis of Cancer Risk Perception,3,2,Katherine A. McComas,Cornell U
2008-0068,A Multilevel Analysis of Cancer Risk Perception,3,3,John C. Besley,U of South Carolina
2008-0069,A Multitheoretical Network Perspective on Organizational Member's Information Retrieval From Human and Digital Knowledge Repositories,1,1,Chunke Su,U of Texas - Arlington
2008-0070,An Active Education: Classroom Participation as an Influence on Intergroup Relations among Parents,1,1,Vikki Sara Katz,U of Southern California
2008-0071,Analysis of Influences on the Production of Visual War Coverage,2,1,Stefanie Pannier,U Ludwigsburg
2008-0071,Analysis of Influences on the Production of Visual War Coverage,2,2,Jeldrik Pannier,U Ludwigsburg
2008-0072,Analysis of Spectacularization as Social Interaction in YouTube: Broadcast Yourself,1,1,Jacob Banuelos,Tecnológico de Monterrey-Campus Ciudad de México
2008-0073,An Analysis of Interspecialty Communication at Admission Using the Leximancer Program,5,1,David George Hewett,U of Queensland - School of Medicine
2008-0073,An Analysis of Interspecialty Communication at Admission Using the Leximancer Program,5,2,Bernadette Maria Watson,U of Queensland
2008-0073,An Analysis of Interspecialty Communication at Admission Using the Leximancer Program,5,3,Cindy Gallois,U of Queensland
2008-0073,An Analysis of Interspecialty Communication at Admission Using the Leximancer Program,5,4,Michael Ward,U of Queensland
2008-0073,An Analysis of Interspecialty Communication at Admission Using the Leximancer Program,5,5,Barbara Leggett,"Dept of Gastroenterology and Hepatology, RBWH"
2008-0074,An Analysis of Religious Identity Presentation on Facebook,1,1,Piotr Bobkowski,U of North Carolina - Chapel Hill
2008-0075,An Analysis of the Convergence Policy in Korea Using Actor Network Theory: Why is Convergence in Korea Delayed?,1,1,Don-Hee Shin,Pennsylvania State U
2008-0076,An Automated Approach to Measuring Linguistic Intergroup Bias on the Web,1,1,Ivar Vermeulen,Vrije U - Amsterdam
2008-0077,An Empirical Study Investigating Instant Messaging as an Enabling Tool for Education,3,1,Yin-Leng Theng,Nanyang Technological U
2008-0077,An Empirical Study Investigating Instant Messaging as an Enabling Tool for Education,3,2,Jimmy Jeah Leong Chong,Nanyang Technological U
2008-0077,An Empirical Study Investigating Instant Messaging as an Enabling Tool for Education,3,3,Stanley Boon Yeow See,Nanyang Technological U
2008-0078,An Empirical Study of Acculturation of Mainland Chinese in Hong Kong,1,1,Du Juana,Hong Kong Baptist U
2008-0079,An Empirical Study of the Control Mechanism of China's Internet Censorship,1,1,Guangchao Feng,National U of Singapore
2008-0080,An Empirical Test of the EPPM While Promoting HIV Tests: Does Trait Reactance and Sensation Seeking Moderate the Models Predictions?,3,1,Brian L. Quick,University of Illinois- Urbana-Champaign
2008-0080,An Empirical Test of the EPPM While Promoting HIV Tests: Does Trait Reactance and Sensation Seeking Moderate the Models Predictions?,3,2,Cortney M. Moriarty,U of Illinois - Urbana-Champaign
2008-0080,An Empirical Test of the EPPM While Promoting HIV Tests: Does Trait Reactance and Sensation Seeking Moderate the Models Predictions?,3,3,Michele Battle-Fisher,Ohio U
2008-0081,An Ethnic Hierarchy of News Effects,1,1,Christopher E. Beaudoin,Tulane U
2008-0082,A New Expression of the Public Interest? The Case of the Public Service Publisher,1,1,Des Freedman,"U of London, Goldsmiths College"
2008-0083,"A New Proposal for Breaking the Glass-Ceiling: A Self-Categorization Perspective on Gender, Language, and Social Influence",4,1,Scott A. Reid,U of California - Santa Barbara
2008-0083,"A New Proposal for Breaking the Glass-Ceiling: A Self-Categorization Perspective on Gender, Language, and Social Influence",4,2,Nicholas A. Palomares,U of California - Davis
2008-0083,"A New Proposal for Breaking the Glass-Ceiling: A Self-Categorization Perspective on Gender, Language, and Social Influence",4,3,Grace Leigh Anderson,U of California - Santa Barbara
2008-0083,"A New Proposal for Breaking the Glass-Ceiling: A Self-Categorization Perspective on Gender, Language, and Social Influence",4,4,Beverly A. Bondad-Brown,U of California - Santa Barbara
2008-0084,An Examination of International Tourism Public Relations Websites Using Hofstedes Cultural Dimensions,2,1,Doo Syen Kang,Michigan State U
2008-0084,An Examination of International Tourism Public Relations Websites Using Hofstedes Cultural Dimensions,2,2,Teresa Mastin,Michigan State U
2008-0085,An Examination of the Communicative Behaviors and Digital Divides Among the Deaf,2,1,Elizabeth Karras,New York State U - Buffalo
2008-0085,An Examination of the Communicative Behaviors and Digital Divides Among the Deaf,2,2,Pauline Cheong,SUNY - Buffalo
2008-0086,An Exploratory Study of International Ethics: A Chinese Perspective,1,1,Ai Zhang,U of Maryland
2008-0087,An Investigation Into the Role of Image Repair Theory in Strategic Conflict Management.,1,1,Derina R. Holtzhausen,U of South Florida
2008-0088,An Investigation of the Mediating Role of Superior-Subordinate Communication Practices on Relations Between LMX and Commitment to Workgroup in a Malaysian Organization,2,1,Hassan Abu Bakar,U of Utara - Malaysia
2008-0088,An Investigation of the Mediating Role of Superior-Subordinate Communication Practices on Relations Between LMX and Commitment to Workgroup in a Malaysian Organization,2,2,Che Su Mustaffa,Universiti Utara Malaysia
2008-0089,"Anti-Americanism as a Communication Problem? Media Effects, Public Opinion, and Public Diplomacy in Europe and the Middle East",2,1,Erik C. Nisbet,Cornell U
2008-0089,"Anti-Americanism as a Communication Problem? Media Effects, Public Opinion, and Public Diplomacy in Europe and the Middle East",2,2,James Shanahan,Fairfield U
2008-0090,Anticipatory Socialization in Family Businesses: (Co-)Constructions of Career and Choice Among Successors,3,1,Suchitra Shenoy,Purdue U
2008-0090,Anticipatory Socialization in Family Businesses: (Co-)Constructions of Career and Choice Among Successors,3,2,Elizabeth Williams,Purdue U
2008-0090,Anticipatory Socialization in Family Businesses: (Co-)Constructions of Career and Choice Among Successors,3,3,Jennifer S. Linvill,Purdue U
2008-0091,Antiracist and Multicultural Discourses in European Public Broadcasting,1,1,Karina Horsti,U of Helsinki
2008-0092,An Urban Communication Audit: Measuring Aspects of a Communicative City,1,1,Leo W. Jeffres,Cleveland State U
2008-0093,Anxiety and Uncertainty Management in an Intercultural Setting,2,1,Lan Ni,U of Houston
2008-0093,Anxiety and Uncertainty Management in an Intercultural Setting,2,2,Qi Wang,Villanova U
2008-0094,A Picture is Worth Twenty Words (about the Self): Testing the Priming Influence of Visual Sexual Objectification on Womens Self-Objectification,4,1,Jennifer Stevens Aubrey,U of Missouri
2008-0094,A Picture is Worth Twenty Words (about the Self): Testing the Priming Influence of Visual Sexual Objectification on Womens Self-Objectification,4,2,Jayne R. Henson,U of Missouri - Columbia
2008-0094,A Picture is Worth Twenty Words (about the Self): Testing the Priming Influence of Visual Sexual Objectification on Womens Self-Objectification,4,3,Megan Hopper,U of Missouri
2008-0094,A Picture is Worth Twenty Words (about the Self): Testing the Priming Influence of Visual Sexual Objectification on Womens Self-Objectification,4,4,Siobhan E. Smith,U of Missouri - Columbia
2008-0095,A Position Paper on the Use of a Case-Scenario Approach for Understanding Diffusion of Innovations,2,1,Lidwien van de Wijngaert,Utrecht U
2008-0095,A Position Paper on the Use of a Case-Scenario Approach for Understanding Diffusion of Innovations,2,2,Harry Bouwman,Technische Bestuurskunde
2008-0096,A Postwar Settlement for U.S. Broadcasting:,1,1,Victor W. Pickard,U of Illinois
2008-0097,Applying the Attitude-Social Influence-Efficacy Model to Condom Use Among African-American STD Clinic Patients: Implications for Tailored Health Communication,5,1,Seth M. Noar,U of Kentucky
2008-0097,Applying the Attitude-Social Influence-Efficacy Model to Condom Use Among African-American STD Clinic Patients: Implications for Tailored Health Communication,5,2,Christina Benac,U of Kentucky
2008-0097,Applying the Attitude-Social Influence-Efficacy Model to Condom Use Among African-American STD Clinic Patients: Implications for Tailored Health Communication,5,3,Richard Crosby,U of Kentucky
2008-0097,Applying the Attitude-Social Influence-Efficacy Model to Condom Use Among African-American STD Clinic Patients: Implications for Tailored Health Communication,5,4,Greg Snow,Louisville Metro Department of Health and Wellness
2008-0097,Applying the Attitude-Social Influence-Efficacy Model to Condom Use Among African-American STD Clinic Patients: Implications for Tailored Health Communication,5,5,Adewale Troutman,Louisville Metro Department of Health and Wellness
2008-0098,Applying the Technology Acceptance Model and Flow Theory to Cyworld User Behavior: Implication of the Web2.0 user acceptance,1,1,Don-Hee Shin,Pennsylvania State U
2008-0099,Approach? Avoid? Both? Processing Coactive Motivational Media Messages,6,1,Narine S. Yegiyan,Indiana U
2008-0099,Approach? Avoid? Both? Processing Coactive Motivational Media Messages,6,2,Brian D. Wilson,Indiana U
2008-0099,Approach? Avoid? Both? Processing Coactive Motivational Media Messages,6,3,Ya Gao,Indiana U
2008-0099,Approach? Avoid? Both? Processing Coactive Motivational Media Messages,6,4,Sharon Mayell,Indiana U
2008-0099,Approach? Avoid? Both? Processing Coactive Motivational Media Messages,6,5,Zheng Joyce Wang,Ohio State U
2008-0099,Approach? Avoid? Both? Processing Coactive Motivational Media Messages,6,6,Annie Lang,Indiana U
2008-0100,Approaching Immigration Debates Through the Lens of Race,1,1,Esteban Del Rio,
2008-0101,"Approaching Social Change as a Complex Problem in a World That Treats it as a Complicated One: The Case of Puntos de Encuentro, Nicaragua",3,1,Virginia Lacayo,Ohio U
2008-0101,"Approaching Social Change as a Complex Problem in a World That Treats it as a Complicated One: The Case of Puntos de Encuentro, Nicaragua",3,2,Rafael Obregon,Ohio U
2008-0101,"Approaching Social Change as a Complex Problem in a World That Treats it as a Complicated One: The Case of Puntos de Encuentro, Nicaragua",3,3,Arvind Singhal,The U of Texas at El Paso
2008-0102,A Preliminary Study of the Interfirm Network of Wireless Mobile Media Business in the U.S.,1,1,Li Xiong,U of Southern California
