Paper ID,Paper Title,Number of Authors,Author Position,Author Name,Author Affiliation
2007-0009,A Click in Time: How Values Shape Media Choices Within Generations,3,2,Anna Akerman,Adelphi U
2007-0009,A Click in Time: How Values Shape Media Choices Within Generations,3,3,Marsha E. Williams,Nickelodeon Research
2007-0010,A Collaborative Success in Chinese Film Industry: A Case Study of Crazy Stone,1,1,Mary Mali He,Chinese U of Hong Kong
2007-0011,A Communication Metamyth Revisited: Is More Communication in the Workplace Better?,1,1,John William Haas,U of Tennessee
2007-0012,A Communication Perspective on Video Lottery Gambling,3,1,Pierre Mongeau,U du Québec à Montréal
2007-0012,A Communication Perspective on Video Lottery Gambling,3,2,Johanne Saint-Charles,U du Quebec à Montréal
2007-0012,A Communication Perspective on Video Lottery Gambling,3,3,Jean-François Biron,Direction de la santé
2007-0013,A Communicative Analysis of South and North Korean Conflict: From Political Conflict to Communication Conflict,2,1,Do Kyun Kim,Ohio U
2007-0013,A Communicative Analysis of South and North Korean Conflict: From Political Conflict to Communication Conflict,2,2,Eun Hee Lee,U of South Carolina
2007-0014,A Comparative Analysis of Comments Used in News Coverage of the Wars in Iraq,1,1,Michael D. Todd,Pennsylvania State U
2007-0015,A Comparison of Male and Female Directors in Pornography: What Happens When Women Are at the Helm?,2,1,Chyng F. Sun,New York U
2007-0015,A Comparison of Male and Female Directors in Pornography: What Happens When Women Are at the Helm?,2,2,Rachael Liberman,New School for Social Research
2007-0016,A Critical Account of Digital Storytelling as it Appeared in Britain,1,1,Nancy Thumim,London School of Economics
2007-0017,A Critical Discourse Analysis of Representation of Asian Indian Folktales in U.S. Childrens Literature,1,1,Sudeshna Roy,Washington State U
2007-0018,A Cross-Cultural Investigation of Intrapersonal and Interpersonal Effects of Anger and Compassion on Multistage Negotiation Performance,2,1,Meina Liu,U of Maryland
2007-0018,A Cross-Cultural Investigation of Intrapersonal and Interpersonal Effects of Anger and Compassion on Multistage Negotiation Performance,2,2,Steven Wilson,Purdue U
2007-0019,"Action Research, Dialogue, and the American Mosque",1,1,Abd al-Hayy Michael Weinman,U of New Mexico  Albuquerque
2007-0020,"Activist Networks, Sovereignty and the Postnational Constellation",2,1,Andrew Calabrese,U Of Colorado
2007-0020,"Activist Networks, Sovereignty and the Postnational Constellation",2,2,Claudia Padovani,U of Padova
2007-0021,"Activists Playing a Dual Role: Identities, Organizational Goals, and Public Relations Practices",2,1,Hua Jiang,U of Maryland
2007-0021,"Activists Playing a Dual Role: Identities, Organizational Goals, and Public Relations Practices",2,2,Lan Ni,U of Houston
2007-0022,A Culturally Competent Approach to Exploring Barriers in Organ Donation Consent Among Haitian Immigrants: Focus Group Findings and Implications,1,1,Victoria Orrego Dunleavy,U of Miami
2007-0023,Adapting the Practices of Nonmediated Interaction to the Technology in Use,1,1,Robert E. Sanders,"State U of New York, Albany"
2007-0024,Adding Without Contradiction: The Challenge of Opening Up Interracial Dialogue,1,1,Aaron Castelan Cargile,California State U
2007-0025,Additive Versus Interactive Perceived Control Effects on Smoking Cessation Intention: Testing the Control as Precondition Hypothesis,2,1,Marco C. Yzer,U of Minnesota
2007-0025,Additive Versus Interactive Perceived Control Effects on Smoking Cessation Intention: Testing the Control as Precondition Hypothesis,2,2,Bas van den Putte,U of Amsterdam
2007-0026,A Diamond of Ones Own: The Right-Hand Ring Advertising Campaign and Relationship-Status Incongruity,1,1,Sarah B. Crymble,U of Michigan
2007-0027,A Different World?: Television Viewing Among White and Black Adolescents and its Implications for Adolescent Sexual Development,2,1,Robin Stanback Stevens,U of Pennsylvania
2007-0027,A Different World?: Television Viewing Among White and Black Adolescents and its Implications for Adolescent Sexual Development,2,2,Nadine Gabbadon,U of Pennsylvania
2007-0028,Ad-Inspired Social Comparison Behavior and Notions Regarding Physical Attractiveness: A Comparison of Japanese Female and Male Teenagers,1,1,Catherine A. Luther,U of Tennessee
2007-0029,Adolescents Exposure to Sexually Explicit Online Material and Sexual Uncertainty: Investigating Perceptions of Pornography as Underlying Mechanisms,2,1,Jochen Peter,U of Amsterdam
2007-0029,Adolescents Exposure to Sexually Explicit Online Material and Sexual Uncertainty: Investigating Perceptions of Pornography as Underlying Mechanisms,2,2,Patti M. Valkenburg,U of Amsterdam
2007-0030,"Adolescents' Exposure to Sexually Explicit Online Material, Sexual Uncertainty, and Attitudes toward Uncommitted Sexual Exploration: Is There a Link?",2,1,Jochen Peter,U of Amsterdam
2007-0030,"Adolescents' Exposure to Sexually Explicit Online Material, Sexual Uncertainty, and Attitudes toward Uncommitted Sexual Exploration: Is There a Link?",2,2,Patti M. Valkenburg,U of Amsterdam
2007-0031,Adolescents Identity Experiments on the Internet: Consequences for Social Competence and Self-Concept Unity,2,1,Patti M. Valkenburg,U of Amsterdam
2007-0031,Adolescents Identity Experiments on the Internet: Consequences for Social Competence and Self-Concept Unity,2,2,Jochen Peter,U of Amsterdam
2007-0032,Adolescents Online Communication and their Well-Being: Testing the Stimulation Versus the Displacement Hypothesis,2,1,Patti M. Valkenburg,U of Amsterdam
2007-0032,Adolescents Online Communication and their Well-Being: Testing the Stimulation Versus the Displacement Hypothesis,2,2,Jochen Peter,U of Amsterdam
2007-0033,Adolescents Sexual Self-Concepts and Media Use Patterns: Implications for Sexual Health Communication,4,1,Kelly Ladin L'Engle,U of North Carolina
2007-0033,Adolescents Sexual Self-Concepts and Media Use Patterns: Implications for Sexual Health Communication,4,2,Jane D. Brown,U of North Carolina
2007-0033,Adolescents Sexual Self-Concepts and Media Use Patterns: Implications for Sexual Health Communication,4,3,LaHoma Smith Romocki,North Carolina Central U
2007-0033,Adolescents Sexual Self-Concepts and Media Use Patterns: Implications for Sexual Health Communication,4,4,Kristin Kenneavy,U of North Carolina
2007-0034,Adults with Different Cultural Backgrounds Reading an Educational Soap Opera,1,1,Elke Schlote,IZI International Central Institute
2007-0035,A Feminist Criticism of the Khajuraho Temple,2,1,Soumia Dhar,U of New Mexico
2007-0035,A Feminist Criticism of the Khajuraho Temple,2,2,Christopher Brown,U of New Mexico
2007-0036,Affective and Behavioral Reactions to Accident vs. Terrorist Framing of Disaster,3,1,Michael J. Cody,U of Southern California
2007-0036,Affective and Behavioral Reactions to Accident vs. Terrorist Framing of Disaster,3,2,Sheila Teresa Murphy,U of Southern California
2007-0036,Affective and Behavioral Reactions to Accident vs. Terrorist Framing of Disaster,3,3,Deborah Glik,U of California
2007-0037,A Framing Analysis of Science and Technology Weblogs: How is Science Presented by Commentators?,1,1,Brant David Guillory,Ohio State U
2007-0038,A Functional Analysis of German Chancellor Debates,2,1,William L. Benoit,U of Missouri
2007-0038,A Functional Analysis of German Chancellor Debates,2,2,Katharina Hemmer,U of Zurich
2007-0039,Agenda-Setting and Behavior: Impacts on Adolescent Political Activism,2,1,Spiro K. Kiousis,U of Florida
2007-0039,Agenda-Setting and Behavior: Impacts on Adolescent Political Activism,2,2,Michael McDevitt,U of Colorado
2007-0040,Agenda-Setting and Framing by Topic Proximity: A New Technique for the Computerized Content Analysis of Network TV News Presidential Campaign Coverage,2,1,Dennis Thomas Lowry,Southern Illinois U - Carbondale
2007-0040,Agenda-Setting and Framing by Topic Proximity: A New Technique for the Computerized Content Analysis of Network TV News Presidential Campaign Coverage,2,2,Lei Xie,Southern Illinois U - Carbondale
2007-0041,Agenda Setting and Intra-Attitudinal Ambivalence,1,1,R. Lance Holbert,U of Delaware
2007-0042,Agenda-Setting Effects on Vote Choice: Evidence From the 2006 Mexican Election,2,1,Sebastian Valenzuela,U of Texas at Austin
2007-0042,Agenda-Setting Effects on Vote Choice: Evidence From the 2006 Mexican Election,2,2,Maxwell McCombs,U of Texas - Austin
2007-0043,Aggregating Audiences for the Celestial Jukebox,2,1,Patrick Burkart,Texas A&M U
2007-0043,Aggregating Audiences for the Celestial Jukebox,2,2,Thomas Michael McCourt,Fordham U
2007-0044,Aggression and Sexual Behavior in Best-Selling Pornography: A Content Analysis Update,2,1,Robert John Wosnitzer,New York U
2007-0044,Aggression and Sexual Behavior in Best-Selling Pornography: A Content Analysis Update,2,2,Ana Bridges,U of Rhode Island
2007-0045,A Historical Examination of Freedom of Expression as a Right,1,1,Kyu Ho Youm,U of Oregon
2007-0046,A Human-Centered Approach Towards Instructional Technology: Impact of Presence and Engagement on Satisfaction in Online Courses (Top Student Paper),2,1,Bimal Balakrishnan,Pennsylvania State U
2007-0046,A Human-Centered Approach Towards Instructional Technology: Impact of Presence and Engagement on Satisfaction in Online Courses (Top Student Paper),2,2,Keston Pierre,Penn State U
2007-0047,"Algerian National Identity, the 2006 World Cup, and Multilevel Flows: Some Limitations of Research and on Media Globalization",1,1,David Winterstein,Ohio U
2007-0048,Alienation and the Information Economy: Toward a Marxist Critique of Consumer Surveillance,1,1,Josh Lauer,U of Pennsylvania
2007-0049,Al Jazeera and the Power of Political Scandal in Arab Democratization Process,1,1,Ahmed Mohamed El Gody,Orebro U
2007-0050,Al Jazeera: Communicating 'Frames of Common Injustice',1,1,Tarik Sabry,U of Westminster
2007-0051,All About CSI: CSI Day and the Formation of New Media Culture in Korea,1,1,Young Chan Kim,Nanyang
2007-0052,All-China Women's Federation: A Party Representative or Feminist Organization? (Top Paper),1,1,Hongmei Shen,U of Maryland
2007-0053,All the Grey Areas: How Media Educators' Beliefs About Copyright and Fair Use Affect Instruction,1,1,Renee Hobbs,Temple U
2007-0054,"All Work, No Play? The Effects of Mood Management Processes on Subsequent Cognitive Performance",2,1,Leonard Reinecke,Hamburg Media School
2007-0054,"All Work, No Play? The Effects of Mood Management Processes on Subsequent Cognitive Performance",2,2,Sabine Trepte,U of Hamburg
2007-0055,"Almost a Religion"": Oprah Winfrey, Media Mind Cure and the Enchanted Self",1,1,Janice Peck,"U Of Colorado, Boulder"
2007-0056,A Longitudinal Study Into the Reasons and Thresholds for Residential Users to Switch to Broadband (2001 to 2005),2,1,Karianne Vermaas,Utrecht U
2007-0056,A Longitudinal Study Into the Reasons and Thresholds for Residential Users to Switch to Broadband (2001 to 2005),2,2,Lidwien van de Wijngaert,Utrecht U
2007-0057,A Look at the Role of Health Information in Medicines Golden Age of Paternalism,1,1,Nancy S. Lee,U of California
2007-0058,"""Ambassador Mom"": Angelina Jolie, Celebrity Activism, and Institutional Power",1,1,Spring-Serenity Duvall,Indiana U
2007-0059,Ambivalent Ana: Neoconsumptive Society and the Media Backlash Against Pro-Anorexic Girls,1,1,Paula M Gardner,Ontario College of Art and Design
2007-0060,American Youth Engagement in Networked Publics: Sociality in MySpace,1,1,Danah Boyd,U of California
2007-0061,"A Meta-Analysis of Physically Abusive, Neglectful, and Comparison Parents' Behaviors During Interactions With Their Children",4,1,Steven Wilson,Purdue U
2007-0061,"A Meta-Analysis of Physically Abusive, Neglectful, and Comparison Parents' Behaviors During Interactions With Their Children",4,2,Jessica J Rack,Purdue U
2007-0061,"A Meta-Analysis of Physically Abusive, Neglectful, and Comparison Parents' Behaviors During Interactions With Their Children",4,3,Xiaowei Shi,Purdue U
2007-0061,"A Meta-Analysis of Physically Abusive, Neglectful, and Comparison Parents' Behaviors During Interactions With Their Children",4,4,Alda M. Norris,Purdue U
2007-0062,A Moral Panic on the Plains? Press Culpability and the Massacre at Wounded Knee,1,1,Brian R. Gabrial,Concordia U
2007-0063,"A Multilevel, Longitudinal Model of Entertainment and Affect in a Super Bowl Audience",3,1,Prabu David,Ohio State U
2007-0063,"A Multilevel, Longitudinal Model of Entertainment and Affect in a Super Bowl Audience",3,2,Brian W. Horton,Ohio State U
2007-0063,"A Multilevel, Longitudinal Model of Entertainment and Affect in a Super Bowl Audience",3,3,Tom German,Ohio State U
2007-0064,A Multiple Case Study of Media Use in Workplace Virtual Teams,2,1,Huiyan Zhang,Temple U
2007-0064,A Multiple Case Study of Media Use in Workplace Virtual Teams,2,2,Marshall Scott Poole,Texas A&M U
2007-0065,Analysis of Mobile Phone Interruptions in Dating Relationships: A Face Threatening Act,4,1,Amy S. Ebesu Hubbard,U of Hawaii
2007-0065,Analysis of Mobile Phone Interruptions in Dating Relationships: A Face Threatening Act,4,2,Hae Lin Han,U of Hawaii
2007-0065,Analysis of Mobile Phone Interruptions in Dating Relationships: A Face Threatening Act,4,3,Whitney Kim,U of Hawaii
2007-0065,Analysis of Mobile Phone Interruptions in Dating Relationships: A Face Threatening Act,4,4,Leanne Nakamura,U of Hawaii at Manoa
2007-0066,Analysis of the Public Relations of the Orphan Train Movement and Implications for International Adoption,1,1,Terri Lynn Cornwell,Liberty U
2007-0067,An Analysis of Hyperlink and Shared-Issue Network of the U.S. Senate,3,1,Jang Hyun Kim,SUNY
2007-0067,An Analysis of Hyperlink and Shared-Issue Network of the U.S. Senate,3,2,Yunho Shin,"State U of New York, Buffalo"
2007-0067,An Analysis of Hyperlink and Shared-Issue Network of the U.S. Senate,3,3,George A. Barnett,"State U of New York, Buffalo"
2007-0068,"Anarchy, Order, and the Punk-Rock Ethos: Resistance and Compliance as Organizing Processes",1,1,Andrew Ferdinand Herrmann,U of South Florida
2007-0069,"""...And Twins: Gender Ideology in Intrusive Commercial Forms",1,1,Matthew P. McAllister,Pennsylvania State U
2007-0070,"An Empirical Review of Family Communication Over the Past 15 Years: Progression, Potential, and Suggestions",1,1,Masaki Matsunaga,Pennsylvania State U
2007-0071,A Neo-Con Parade: South Park and the Call to War,1,1,Ted Gournelos,Institute of Communications Research
2007-0072,A New Approach for Quantitatively Measuring the Effect of Moving Images,3,1,Thomas Petersen,Institut Fur Demoskopie Allensbach
2007-0072,A New Approach for Quantitatively Measuring the Effect of Moving Images,3,2,Nikolaus G. E. Jackob,U of Mainz
2007-0072,A New Approach for Quantitatively Measuring the Effect of Moving Images,3,3,Thomas Roessing,U Mainz
2007-0073,A New Generation of Global Corporate Codes of Ethics?,3,1,Cynthia Stohl,U of California - Santa Barbara
2007-0073,A New Generation of Global Corporate Codes of Ethics?,3,2,Michael Stohl,U of California - Santa Barbara
2007-0073,A New Generation of Global Corporate Codes of Ethics?,3,3,Lucy Popova,U of California - Santa Barbara
2007-0074,A New Interaction: Demographics and Emotion/Cognition,1,1,Maria Elizabeth Grabe,Indiana U
2007-0075,"An Examination of Disposition, Motivation, and Involvement in the New Technology Context",2,1,Shaojing Sun,"U of Maryland, College Park"
2007-0075,"An Examination of Disposition, Motivation, and Involvement in the New Technology Context",2,2,Ying Wang,Kent State U
2007-0076,An Experimental Test of Processes Underlying Self-Disclosure in Computer-Mediated Communication,4,1,Alexander Peter Schouten,U of Amsterdam
2007-0076,An Experimental Test of Processes Underlying Self-Disclosure in Computer-Mediated Communication,4,2,Patti M. Valkenburg,U of Amsterdam
2007-0076,An Experimental Test of Processes Underlying Self-Disclosure in Computer-Mediated Communication,4,3,Jochen Peter,U of Amsterdam
2007-0076,An Experimental Test of Processes Underlying Self-Disclosure in Computer-Mediated Communication,4,4,Marjolijn Antheunis,U of Amsterdam
2007-0077,An fMRI Study of Nonverbal Receiving Ability: Implications for a Neural Model of Empathy,1,1,Stacie L. Renfro,U of Connecticut
2007-0078,"Animation, Aesthetics, and Interactive Narration",2,1,Kirsten Drotner,U of Southern Denmark
2007-0078,"Animation, Aesthetics, and Interactive Narration",2,2,Lotte Nyboe,U of Southern Denmark
2007-0079,An Integrative Model of Mobile Phone Appropriation,3,1,Werner Wirth,U of Zurich
2007-0079,An Integrative Model of Mobile Phone Appropriation,3,2,Thilo von Pape,U München
2007-0079,An Integrative Model of Mobile Phone Appropriation,3,3,Veronika Karnowski,Ludwig-Maximilians U
2007-0080,An Intergroup Perspective on Coordination Between Social Service Agencies: Linguistic Category Analysis of Collaboration Accounts,2,1,Poppy L. McLeod,Cornell U
2007-0080,An Intergroup Perspective on Coordination Between Social Service Agencies: Linguistic Category Analysis of Collaboration Accounts,2,2,Megs A. DiDario,Cornell U
2007-0081,An International Perspective on Citizen Media: Using Social Network Analysis to Examine Hybridity in the Caribbean Blogosphere,1,1,Sharon Meraz,U of Texas - Austin
2007-0082,An Internet-Based Health Information Intervention for Individuals With Varying Degrees of Health Literacy,3,1,Pamela S. Whitten,Michigan State U
2007-0082,An Internet-Based Health Information Intervention for Individuals With Varying Degrees of Health Literacy,3,2,Lorraine R. Buis,Michigan State U
2007-0082,An Internet-Based Health Information Intervention for Individuals With Varying Degrees of Health Literacy,3,3,Brad Love,Michigan State U
2007-0083,Anonymity and Self-Disclosure on Weblogs,2,1,Hua Qian,U of Texas at Austin
2007-0083,Anonymity and Self-Disclosure on Weblogs,2,2,Craig R. Scott,Rutgers U
2007-0084,Anonymity Effects and Implications in the Social Identity Model of Deindividuation: From Crowd to Computer-Mediated Communication,1,1,Zuoming Wang,Cornell U
2007-0085,Another Instance Where Privatization Trumped Liberalization: The Politics of Telecommunications Reform in South Africa  A Ten Year Retrospective,1,1,Robert B. Horwitz,U of California
2007-0086,Another Look at Framing: A Strategic Approach to Developing a Framework of Framing,1,1,Hua-Hsin Wan,U of Texas - El Paso
2007-0087,Antecedent Variables in Persuasion Processes: The Effect of Worldview on the Processing of Persuasive Messages,2,1,Robert G. Magee,Virginia Tech U
2007-0087,Antecedent Variables in Persuasion Processes: The Effect of Worldview on the Processing of Persuasive Messages,2,2,Sriram Kalyanaraman,U of North Carolina
2007-0088,Anti-anti-war Warriors on the World Wide Web,1,1,David D. Perlmutter,U of Kansas
2007-0089,Anticipatory Socialization in Blue-Collar Families: The Social Mobility-Reproduction Dialectic,1,1,Kristen Lucas,U of Nebraska-Lincoln
2007-0090,"A Participatory Assessment of Ashreat al Amal, An Entertainment-Education Radio Soap Opera in Sudan",3,1,Karen Greiner,Ohio U
2007-0090,"A Participatory Assessment of Ashreat al Amal, An Entertainment-Education Radio Soap Opera in Sudan",3,2,Arvind Singhal,Ohio U
2007-0090,"A Participatory Assessment of Ashreat al Amal, An Entertainment-Education Radio Soap Opera in Sudan",3,3,Sarah Hurlburt,Population Media Center
2007-0091,"A Personalized Media in a Collectivism Country: Chinese Bloggers Perceptions of Blogging Self-Efficacy, Outcome Expectations, and I-Anxiety",1,1,Xun Liu,Michigan State U
2007-0092,A Place of Their Own: An Exploratory Study of College Students Uses of Facebook,3,1,Naeemah Clark,U of Tennessee
2007-0092,A Place of Their Own: An Exploratory Study of College Students Uses of Facebook,3,2,Lori Boyer,Louisiana State U
2007-0092,A Place of Their Own: An Exploratory Study of College Students Uses of Facebook,3,3,Shu-Yueh Lee,U of Tennessee
2007-0093,Apologia in India: An Audience-Centered Approach to International Public Relations,1,1,Mihaela Vorvoreanu,U of Dayton
2007-0094,A Popular View of Home: How Visual Conventions in Home-Show TV Characterize the Genre,1,1,Janis Teruggi Page,U of Florida
2007-0095,Application of the Theory of Planned Behavior to Understand Voting Behaviors of the Young Electorate,1,1,Elizabeth Johnson Avery,U of Tennessee
2007-0096,Applying Appraisal Theories of Emotion to the Experience of Hurt II: A Diary Study of Dating Partners and Friends,2,1,Rachel McLaren,Pennsylvania State U
2007-0096,Applying Appraisal Theories of Emotion to the Experience of Hurt II: A Diary Study of Dating Partners and Friends,2,2,Denise H. Solomon,Pennsylvania State U
2007-0097,Appreciating Rich: Richard Wiseman's Gift: An Inspired Life of Service,1,1,Young Yun Kim,U of Oklahoma
2007-0098,Appreciation vs. Enjoyment: Exploring the Diversity of Audience Response to Entertainment,1,1,Mary Beth Oliver,Pennsylvania State U
2007-0099,A Preliminary Analysis of Wollaston's Holocaust Museum Roles: A Public Relations Perspective,2,1,Gerald Z. Slaughter,Indiana State U
2007-0099,A Preliminary Analysis of Wollaston's Holocaust Museum Roles: A Public Relations Perspective,2,2,Jeffrey Lee Courtright,Illinois State U
2007-0100,"A Qualitative Analysis of On-Again/Off-Again Romantic Relationships: ""It's Up and Down, All Around""",4,1,Rene M. Dailey,U of Texas
2007-0100,"A Qualitative Analysis of On-Again/Off-Again Romantic Relationships: ""It's Up and Down, All Around""",4,2,Kelly Rossetto,U of Texas at Austin
2007-0100,"A Qualitative Analysis of On-Again/Off-Again Romantic Relationships: ""It's Up and Down, All Around""",4,3,Abigail Pfiester,U of Texas at Austin
2007-0100,"A Qualitative Analysis of On-Again/Off-Again Romantic Relationships: ""It's Up and Down, All Around""",4,4,Catherine A. Surra,U of Texas at Austin
2007-0101,Arab Media Between the State and Transnational Forces,1,1,Oliver Boyd-Barrett,Bowling Green State U
2007-0102,A Rating Scale for Visual-Verbal Redundancy in Antismoking Video Ads: Reliability and Validity,4,1,Joseph N. Cappella,U of Pennsylvania
2007-0102,A Rating Scale for Visual-Verbal Redundancy in Antismoking Video Ads: Reliability and Validity,4,2,Amy Leader,U of Pennsylvania
2007-0102,A Rating Scale for Visual-Verbal Redundancy in Antismoking Video Ads: Reliability and Validity,4,3,Yahui Kang,U of Pennsylvania
2007-0102,A Rating Scale for Visual-Verbal Redundancy in Antismoking Video Ads: Reliability and Validity,4,4,Kelly White,U of Pennsylvania
2007-0103,"Arcadian Rhythms: Video Games, Public Space, and the Off-Screen Experience",1,1,Jason Tocci,U of Pennsylvania
2007-0104,Are Couch Potatoes Really Just Vegetables?,1,1,Shailendra Ramineni Rao,Stanford U
2007-0105,Are Political Blogs a Different Species?: An Examination of Nonelite Political Blogs,1,1,Eunseong Kim,Eastern Illinois U
2007-0106,Are States Still Important? Reflections on the Nexus Between National and Global Media Policy,1,1,Marc Raboy,McGill U
2007-0107,Are We Really Different or Simply Unique? Understanding Online Intercultural Communication Behaviors During Globally Distributed Collaboration,2,1,Norhayati Zakaria,U Utara Malaysia
2007-0107,Are We Really Different or Simply Unique? Understanding Online Intercultural Communication Behaviors During Globally Distributed Collaboration,2,2,Derrick L. Cogburn,Syracuse U
2007-0108,"Are You All Coked Out?: Global Corporations, Music Culture, and Young Australians",1,1,Nicholas Christian Carah,U of Queensland
2007-0109,Argumentation in Multinational Teams: Proposal for Understanding the Process,1,1,Svetlana,Yana) V. Grushina
2007-0110,A Self-Categorization Explanation for the Hostile Media Effect,1,1,Scott A. Reid,U of California - Santa Barbara
2007-0111,A Signal Detection Analysis of Audio/Video Redundancy Effects in Television Advertisements,2,1,Sungkyoung Lee,Indiana U
2007-0111,A Signal Detection Analysis of Audio/Video Redundancy Effects in Television Advertisements,2,2,Julia Fox,Indiana U
2007-0112,A Social Capital Approach to the Prevention of Elder Mistreatment,3,1,William A. Donohue,Michigan State U
2007-0112,A Social Capital Approach to the Prevention of Elder Mistreatment,3,2,Lawrence B. Schiamberg,Michigan State U
2007-0112,A Social Capital Approach to the Prevention of Elder Mistreatment,3,3,Jayson Lee Dibble,Michigan State U
2007-0113,A Sociological Profile of Colombian Journalists,2,1,Jesus A. Arroyave,U of Miami
2007-0113,A Sociological Profile of Colombian Journalists,2,2,Marta Milena Barrios,U del Norte
2007-0114,Assembling a Jigsaw Puzzle: Proposing the Strategic Model of Organizational Crisis Communication,1,1,Audra Rebecca Diers,United States Air Force Academy
2007-0115,"Asserting User Rights: ""Best Practices"" and Fair Use",1,1,Peter Jaszi,American U
2007-0116,Assessing Bias in Self-Reported News Exposure,1,1,Markus Prior,Princeton U
2007-0117,Assessing Context in Media Ethnography: Perspectives from Latin America (theory) and South Africa (fieldwork),1,1,Thomas Tufte,Roskilde U
2007-0118,Assessing the Development Model of China Telecommunications,1,1,Paul S. N. Lee,Chinese U of Hong Kong
2007-0119,"Assessing the Difference Critique of Deliberation: Gender, Emotion, and the Jury Experience",2,1,Andrea Allen Hickerson,U of Washington
2007-0119,"Assessing the Difference Critique of Deliberation: Gender, Emotion, and the Jury Experience",2,2,John Gastil,U of Washington
2007-0120,Associations Between Content Types of Early Media Exposure and Subsequent Attentional Problems,1,1,Frederick J Zimmerman,U of Washington
2007-0121,A Story of Us: Negotiating National Identity on Opinion Pages in Times of Crisis,1,1,Mervat A. Raouf Youssef,U of Iowa
2007-0122,A Study of Mobile Number Portability Effects in the United States,2,1,Dong Hee Shin,Pennsylvania State U
2007-0122,A Study of Mobile Number Portability Effects in the United States,2,2,Won-Yong Kim,Ewha Womans U
2007-0123,A Theoretical Framework of Emotions and Media Entertainment,1,1,Elly Konijn,Free U
2007-0124,A Threatening World: The Eclipse of Human Rights in Australian Media and Political Agendas Since 2001,1,1,Rodney Evan Tiffen,U of Sydney
2007-0125,A True Test of Friendship: Testing the Interpersonal Nature of Parasocial Interactions,2,1,Mina Tsay,Pennsylvania State U
2007-0125,A True Test of Friendship: Testing the Interpersonal Nature of Parasocial Interactions,2,2,Omotayo Banjo,Pennsylvania State U
2007-0126,Attending to the Unattended: Disfluencies and Discourse Markers in Deceptive Conversation,4,1,Jeff Hancock,Cornell U
2007-0126,Attending to the Unattended: Disfluencies and Discourse Markers in Deceptive Conversation,4,2,Alastair Gill,U of Burgundy
2007-0126,Attending to the Unattended: Disfluencies and Discourse Markers in Deceptive Conversation,4,3,Amy Gonzales,U of Texas
2007-0126,Attending to the Unattended: Disfluencies and Discourse Markers in Deceptive Conversation,4,4,Mike Woodworth,U of British Columbia - Okanagan
2007-0127,Attending to Your Audience,2,1,Robert J. Griffin,Marquette U
2007-0127,Attending to Your Audience,2,2,Sharon Dunwoody,U of Wisconsin
2007-0128,Attractor Basins in the Phase Space of Reputation: The Example of Wal-Mart and the Media,1,1,Dawn R. Gilpin,Temple U
2007-0129,"Attributional Style, Motivation, and Competence in Intercultural Communication",1,1,Cuihua Shen,U of Southern California
2007-0130,Attribution and the Seeking of Information About Breast Cancer Risk (Top Student Paper),1,1,Zheng Yang,Cornell U
2007-0131,Audiences and the European Public Sphere: Examining Citizens Participation in the European Constitutional Debate,1,1,Swantje Lingenberg,U of Erfurt
2007-0132,Austria: Diversity Through Delay?,1,1,Thomas Steinmaurer,U of Salzburg
