Paper ID,Paper Title,Number of Authors,Author Position,Author Name,Author Affiliation
2005-0054,A Deeper Look at the Economics of Advertiser Support for Television: The Implications of Consumption-Differentiated Viewers and Ad Addressability,2,2,Steven S. Wildman,Michigan State U
2005-0055,Adolescents Online Communication and Their Closeness to Friends,2,1,Patti M. Valkenburg,University of Amsterdam
2005-0055,Adolescents Online Communication and Their Closeness to Friends,2,2,Jochen Peter,U of Amsterdam
2005-0056,Adolscents and Communication Regarding Sex and Contraception,2,1,Kimberly Ann Parker,Georgetown College
2005-0056,Adolscents and Communication Regarding Sex and Contraception,2,2,Bobi Ivanov,University of Oklahoma
2005-0057,Ad Placement Matters: A Psychophysiological Re-examination of Program Context Effects on Emotional Responses and Cognitive Effort to Advertising,1,1,Zheng Wang,Indiana U
2005-0058,"Advertising, Nostalgia and the Construction of Commodities as Realms of Memory",1,1,Oren Meyers,U of Haifa
2005-0059,A Feminine Footprint: Reconciling Conflicting Evidence in News Media Products,1,1,Aliza Lavie,Bar-Ilan University
2005-0060,A Feminist Icon in Uncharted Territory: The Public Memory of Gloria Steinem,1,1,Jillian Klean Zwilling,University of Tennessee
2005-0061,A Feminist Vision of Empowerment in Alternative Media Practices:,1,1,Ying Li,U of Southern California
2005-0062,A Fluency of Feeling: Exploring Variations in Culture Rules for Provisions of Social Support,1,1,Steven Mortenson,University of Delaware
2005-0063,A Frame Analysis of the Russian Television Coverage of the Coming of the Iraq War,1,1,Alexander Nikolaev,Drexel University
2005-0064,A French Aristocrat and a Feminist Visit the Bronx: A Normative Theory of Two Community Newspapers,1,1,John A. Hatcher,Syracuse U
2005-0065,African and African American Communication,2,1,Kehbuma Langmia,Howard University
2005-0065,African and African American Communication,2,2,Eric Durham,Howard University
2005-0066,A Fulfillable Request: Structuring the Customer's World in Airline Service Calls,1,1,Seung-Hee Lee,"University of California, Los Angeles"
2005-0067,Against Long Odds? Self-Portrayals of Political Parties in Their Press Releases and the Media,3,1,Wolfgang Donsbach,U of Dresden
2005-0067,Against Long Odds? Self-Portrayals of Political Parties in Their Press Releases and the Media,3,2,Olaf Jandura,"TU Dresden, Communication research department"
2005-0067,Against Long Odds? Self-Portrayals of Political Parties in Their Press Releases and the Media,3,3,Grit Jandura,"TU Dresden, Communication research department"
2005-0068,Agenda Building Function of Internet Searches: Measuring the Unique Contribution of the Public Agenda on the Media Agenda,3,1,Yongick Jeong,The University of North Carolina at Chapel Hill
2005-0068,Agenda Building Function of Internet Searches: Measuring the Unique Contribution of the Public Agenda on the Media Agenda,3,2,Koang-Hyub Kim,The University of North Carolina at Chapel Hill
2005-0068,Agenda Building Function of Internet Searches: Measuring the Unique Contribution of the Public Agenda on the Media Agenda,3,3,Woojung Shin,The University of North Carolina at Chapel Hill
2005-0069,Agenda Building: Some News About News Initiatives,1,1,Zvi Reich,Ben-Gurion U of the Negev
2005-0070,Agenda Setting Among Online News Media in Terms of Two Different Time Periods,1,1,Jeongsub Lim,U of Missouri - Columbia
2005-0071,A Generative Grammar of Communication Theories,2,1,Diana Iulia Nastasia,University of North Dakota
2005-0071,A Generative Grammar of Communication Theories,2,2,Lana F. Rakow,U of North Dakota
2005-0072,"""Alarming Beyond Expression"": Moral Panics and the Hysterical Style of the Press after Nat Turner's Revolt",1,1,Brian Gabrial,Concordia University
2005-0073,A Lesson in Canadian Cable Broadband Policy,1,1,Dana Bagwell,
2005-0074,A Lexical Study of Communication Adjectives: The Dimensionality of Communication Styles,1,1,Reinout de Vries,University of Amsterdam
2005-0075,Al Jazeera as a Challenge to the Traditional Framing Research,1,1,Magdalena Wojcieszak,Annenberg School for Communication
2005-0076,A Longitudinal Study: Does Synchronous Channel Use Affect the Long-Distance Relationship?,3,1,Shu Li,University of Connecticut
2005-0076,A Longitudinal Study: Does Synchronous Channel Use Affect the Long-Distance Relationship?,3,2,Yuanyuan Zhang,University of Illinois
2005-0076,A Longitudinal Study: Does Synchronous Channel Use Affect the Long-Distance Relationship?,3,3,Donglei Zhao,University of Connecticut
2005-0077,Altruism on American Television: Examining the Amount of and Context Surrounding Acts of Helping and Sharing,5,1,Stacy Smith,University of Southern California
2005-0077,Altruism on American Television: Examining the Amount of and Context Surrounding Acts of Helping and Sharing,5,2,Sandi Smith,Michigan State U
2005-0077,Altruism on American Television: Examining the Amount of and Context Surrounding Acts of Helping and Sharing,5,3,Katherine M. Pieper,U of Southern California
2005-0077,Altruism on American Television: Examining the Amount of and Context Surrounding Acts of Helping and Sharing,5,4,Edward Downs,Penn State University
2005-0077,Altruism on American Television: Examining the Amount of and Context Surrounding Acts of Helping and Sharing,5,5,Jina H. Yoo,Michigan State U
2005-0078,Ambiguity and Organizational Integration,2,1,James R. Taylor,U of Montreal
2005-0078,Ambiguity and Organizational Integration,2,2,Jo Mulamba Katambwe,Université du Qeébec à Trois-Rivières
2005-0079,A Measure of Argument Strength for Anti-drug PSAs Targeted to Adolescents: Reliability and Validity,4,1,Xiaoquan Zhao,U of Pennsylvania
2005-0079,A Measure of Argument Strength for Anti-drug PSAs Targeted to Adolescents: Reliability and Validity,4,2,Joseph N. Cappella,U of Pennsylvania
2005-0079,A Measure of Argument Strength for Anti-drug PSAs Targeted to Adolescents: Reliability and Validity,4,3,Martin Fishbein,U of Pennsylvania
2005-0079,A Measure of Argument Strength for Anti-drug PSAs Targeted to Adolescents: Reliability and Validity,4,4,Daniel W. Barrett,U of Pennsylvania
2005-0080,Amelie: A False Dialogue with Emancipation,1,1,Alina Haliliuc,University of Alabama
2005-0081,Americas Angel or Thieving Immigrant? Social Representations of Immigration and Ethics in Jesica Santillans Failed Transplant,4,1,Susan E. Morgan,Rutgers U
2005-0081,Americas Angel or Thieving Immigrant? Social Representations of Immigration and Ethics in Jesica Santillans Failed Transplant,4,2,Tyler R. Harrison,Kean U
2005-0081,Americas Angel or Thieving Immigrant? Social Representations of Immigration and Ethics in Jesica Santillans Failed Transplant,4,3,Lisa Chewning,Rutgers University
2005-0081,Americas Angel or Thieving Immigrant? Social Representations of Immigration and Ethics in Jesica Santillans Failed Transplant,4,4,Jacklyn G. Habib,"Rutgers, The State University of New Jersey"
2005-0082,A Meta-Analysis of Age and Gender Differences in Children's Media-Induced Fright,1,1,Yinjiao Ye,University of Alabama
2005-0083,A Meta-Analysis of Political Advertising,3,1,William L. Benoit,U of Missouri
2005-0083,A Meta-Analysis of Political Advertising,3,2,Glenn Leshner,U of Missouri
2005-0083,A Meta-Analysis of Political Advertising,3,3,Sumana Chattopadhyay,University of Missouri
2005-0084,Am I Punk? Communication Of Punk Identity In Online Message Boards,1,1,Mark Rademacher,Univeristy of Wisconsin - Madison
2005-0085,Among the LAN Gamers: Men and Women Playing Video Games at a Public Event,2,1,Jeroen Jansz,U of Amsterdam
2005-0085,Among the LAN Gamers: Men and Women Playing Video Games at a Public Event,2,2,Maarten Grimberg,Univ of Amsterdam
2005-0086,An Alternative View of Public Relations Ethics: Taking a Critical Perspective,1,1,Hong-Lim Choi,The University of Iowa
2005-0087,Analysis of the Mediating Effect of Political Discussion and Internet Use Variables on the Relationship between Civic Education and Discursive Participation: A Structural Equations Framework,1,1,Won Yong Jang,U of Wisconsin - Eau Claire
2005-0101,Analyzing Talk of Intimates: The Real and Reel-Life Couples Communication Styles,1,1,Mildred A. Rojo-Laurilla,De La Salle U
2005-0102,An Analysis of Newspaper Constructions of the Work/Home Divide,1,1,Alicia Dutta-Bergman,Purdue
2005-0103,An Analysis of Public Perceptions of How Media and NGOs Contribute to Civil Society in Croatia,2,1,Maureen Taylor,Rutgers U
2005-0103,An Analysis of Public Perceptions of How Media and NGOs Contribute to Civil Society in Croatia,2,2,Philip Napoli,Fordam School of Business
2005-0104,An Analysis of the Effectiveness of the Committee to Protect Journalists Latin American Campaigns,2,1,Eliza A. Tanner-Hawkins,Brigham Young U
2005-0104,An Analysis of the Effectiveness of the Committee to Protect Journalists Latin American Campaigns,2,2,Leticia Adams,Brigham Young University
2005-0105,An Analysis of The Variables Predicting Instant Messenger Use,1,1,Donghun Chung,Ohio U
2005-0106,A Narrative Analysis: Health Care Worker Narratives From the Other-ed Perspective,1,1,Carrie Anstrand,Texas A&M University
2005-0107,An Aspect of the Culture of the Public Sphere in U.S.: The Analysis of Online Public Forums in Local Online Newspapers.,1,1,Young-Gil Chae,U of Texas - Austin
2005-0108,An Assessment of Media Ethics Education: Course Content and the Values and Ethical Ideologies of Media Ethics Students,1,1,Patrick Lee Plaisance,Colorado State U
2005-0109,"""...And something new"": Same-sex marriage's influence on the understanding of same-sex relationships",1,1,Pamela Jane Lannutti,Boston College
2005-0110,An Economic Analysis of Protective Film Policies: A Case Study of the Korean Screen Quota System,1,1,Hyangsun Lee,Indiana U
2005-0111,A Network Measure of Cooperation-Competition,1,1,Marya L. Doerfel,Rutgers U
2005-0112,A Network Modeling Approach to Entertainment-Education,1,1,Arul Chib,U of Southern California
2005-0113,An Examination of the Motivational Effect of Anxiety on Persuasive Message Processing,1,1,Sarah K. Foregger,Michigan State U
2005-0114,An Examination of the Procedural Reciprocity Among Negotiators: Strategic Choices and Tactic Usages,2,1,Sachiyo Morinaga Shearman,East Carolina University
2005-0114,An Examination of the Procedural Reciprocity Among Negotiators: Strategic Choices and Tactic Usages,2,2,Timothy Levine,Michigan State U
2005-0115,An Exploratory Investigation into the Role of Ad Visuals in Multinational Brands Local Website Advertising,2,1,Daechun An,U of North Texas
2005-0115,An Exploratory Investigation into the Role of Ad Visuals in Multinational Brands Local Website Advertising,2,2,David Wachanga,Univ. of North Texas
2005-0116,An Exploratory Study of Internet Content Regulation in Korea: Problems and Policy Recommendations,1,1,Chan-pyo Hong,Florida State Universuty
2005-0117,"""An eye for an eye!"" or ""Off with his head!"": Retaliatory equity in children's television programming",1,1,R. Glenn Cummins,U of Alabama
2005-0118,An Integrative Approach to Message Judgment: Priming and Prospect Theory,1,1,Wanda Luen Wun Siu,U of Minnesota
2005-0119,Anonymous Internet? Questioning Common Perceptions of Online Communication By Investigating Email Usernames,2,1,Kris M. Markman,U of Texas - Austin
2005-0119,Anonymous Internet? Questioning Common Perceptions of Online Communication By Investigating Email Usernames,2,2,Craig R. Scott,U of Texas - Austin
2005-0120,Another look at SIDE: Visual and Personal Identifiability in Computer-Mediated Communication,2,1,Nick Merola,Cornell University
2005-0120,Another look at SIDE: Visual and Personal Identifiability in Computer-Mediated Communication,2,2,Jeff Hancock,Cornell U
2005-0121,Another Model of Communication is Possible. Critical Experiences vis-à-vis the Dictatorship of the Market,1,1,Txema Ramirez de la Piscina,Professor at the EHU-UPV
2005-0122,Antecedents of Television Use for Mood Management by Adolescents,3,1,Jurgen Minnebo,K.U.Leuven
2005-0122,Antecedents of Television Use for Mood Management by Adolescents,3,2,Keith Roe,Catholic U of Leuven
2005-0122,Antecedents of Television Use for Mood Management by Adolescents,3,3,Jan Van den Bulck,Catholic U of Leuven
2005-0123,"Antecedents to Support for Media Restrictions: Individual Differences, Democratic Principles and Third-Person Perceptions",3,1,Hye-Jin Paek,U of Wisconsin - Madison
2005-0123,"Antecedents to Support for Media Restrictions: Individual Differences, Democratic Principles and Third-Person Perceptions",3,2,Douglas M. McLeod,U of Wisconsin - Madison
2005-0123,"Antecedents to Support for Media Restrictions: Individual Differences, Democratic Principles and Third-Person Perceptions",3,3,Jennifer L. Lambe,U of Delaware
2005-0124,"""An Tir, An Canan, 'Sna Daoine"": The Performance of Nationalism in the Scottish Press",1,1,Spring-Serenity Duvall,Indiana University
2005-0125,Anxiety and Uncertainty Management in an Intercultural Setting: The Impact on Organization-Public Relationships,2,1,Lan Ni,U of Maryland - College Park
2005-0125,Anxiety and Uncertainty Management in an Intercultural Setting: The Impact on Organization-Public Relationships,2,2,Deborah A. Cai,U of Maryland
2005-0126,A Participant Observation Analysis of the Once & Again Internet Message Bulletin Boards,1,1,Siddhartha S. Menon,Michigan State U
2005-0127,"A Participant Observation Analysis of the Once & Again Internet Message Bulletin Boards: An Intersection of Structuration, Communication Competence and Virtual Communities",1,1,Siddhartha S. Menon,Michigan State U
2005-0128,Appealing to Abandoning Adolescents: Radio Use Motivation Factors and Time Spent Listening,3,1,Steven McClung,Florida State University
2005-0128,Appealing to Abandoning Adolescents: Radio Use Motivation Factors and Time Spent Listening,3,2,Donnalyn Pompper,Florida State U
2005-0128,Appealing to Abandoning Adolescents: Radio Use Motivation Factors and Time Spent Listening,3,3,William Kinnally,Florida State U
2005-0129,Applying Behavioral Science to Behavior Change Communication: The Pathways to Change Tools,1,1,Joseph Petraglia,CDC
2005-0130,Approach or Avoid? How Motivation Type Affects Processing of Risky Information,4,1,Narine S. Yegiyan,Indiana U
2005-0130,Approach or Avoid? How Motivation Type Affects Processing of Risky Information,4,2,Madhuja Banerjee,Indiana University-Bloomington
2005-0130,Approach or Avoid? How Motivation Type Affects Processing of Risky Information,4,3,Samuel D. Bradley,Indiana U
2005-0130,Approach or Avoid? How Motivation Type Affects Processing of Risky Information,4,4,Annie Lang,Indiana U
2005-0131,"A Prediction Model of Geographic Variation in Social Capital: Media, Government, Cultural Capital, and Public Order",2,1,Sammy Zahran,Texas A & M University
2005-0131,"A Prediction Model of Geographic Variation in Social Capital: Media, Government, Cultural Capital, and Public Order",2,2,Eunyi Kim,Texas A&M U
2005-0132,A Public Relations Perspective to Manage Conflict in a Public Health Crisis,2,1,Qi Qiu,U of Missouri
2005-0132,A Public Relations Perspective to Manage Conflict in a Public Health Crisis,2,2,Glen T. Cameron,U of Missouri
2005-0133,A Qualitative Analysis of Smoking Behavior in Kentucky,2,1,Hung-yi Lu,U of Kentucky
2005-0133,A Qualitative Analysis of Smoking Behavior in Kentucky,2,2,Brenikki Renel Floyd,U of Kentucky
2005-0134,Arabic Satellite Channels in the US: Uses & Gratifications,1,1,Abeer Etefa,Portland State U
2005-0135,A Regional Analysis of Assertiveness,1,1,Kathy Ann Sigler,North Dakota State University
2005-0136,A Relational Turbulence Model of Communication about Irritations in Romantic Relationships,2,1,Jennifer A. Theiss,Penn State U
2005-0136,A Relational Turbulence Model of Communication about Irritations in Romantic Relationships,2,2,Denise H. Solomon,Penn State University
2005-0137,"Are Physically Embodied Social Agents Better Than Disembodied Social Agents?: Effects of Embodiment, Tactile Interaction, and Peoples Loneliness in Human-Robot Interaction",2,1,Younbo Jung,U of Southern California
2005-0137,"Are Physically Embodied Social Agents Better Than Disembodied Social Agents?: Effects of Embodiment, Tactile Interaction, and Peoples Loneliness in Human-Robot Interaction",2,2,Kwan Min Lee,U of Southern California
2005-0138,A Review and Critique of the Transactive Memory Theory of Group Information Sharing,3,1,Yu Yuan,Cornell U
2005-0138,A Review and Critique of the Transactive Memory Theory of Group Information Sharing,3,2,Janet Fulk,U of Southern California
2005-0138,A Review and Critique of the Transactive Memory Theory of Group Information Sharing,3,3,Peter Monge,U of Southern California
2005-0139,Are We A Match? Choosing Partners in the Online Dating Market,3,1,Rebecca Heino,Georgetown University
2005-0139,Are We A Match? Choosing Partners in the Online Dating Market,3,2,Nicole B. Ellison,Michigan State U
2005-0139,Are We A Match? Choosing Partners in the Online Dating Market,3,3,Jennifer Lee Gibbs,Rutgers University
2005-0140,Are You a Different Person Online?--The Effects of Online Experience on Personality,2,1,Xun Liu,Michigan State U
2005-0140,Are You a Different Person Online?--The Effects of Online Experience on Personality,2,2,Robert Larose,Michigan State U
2005-0151,"""Are you talking to me?"": The effect of direct address on viewer attention and arousal",2,1,R. Glenn Cummins,U of Alabama
2005-0151,"""Are you talking to me?"": The effect of direct address on viewer attention and arousal",2,2,Mary Beth Bradford,U of Alabama
2005-0152,A Rhetorical Analysis of the Message of the Target Market Anti-Tobacco Campaign,2,1,Jensen Joann Moore,U of Missouri
2005-0152,A Rhetorical Analysis of the Message of the Target Market Anti-Tobacco Campaign,2,2,Scott Reinardy,University of Missouri
2005-0153,A Savvy Point of View: The Gay and Lesbian Alliance Against Defamation (GLAAD) and Eminem,1,1,Vincent Doyle,U of Massachusetts
2005-0154,A Self-Categorization Explanation of Pluralistic Ignorance (Top Three Paper),2,1,Scott A. Reid,U of California - Santa Barbara
2005-0154,A Self-Categorization Explanation of Pluralistic Ignorance (Top Three Paper),2,2,Carrie Cropley,University Colorado
2005-0155,As Heard on TV: Reconsidering the Use of Recorded Music in Television Commercials,1,1,Bethany Klein,U of Pennsylvania
2005-0156,Asian Regional Conflicts and the War on Iraq: A Comparative Framing Analysis,2,1,Seow Ting Lee,Illinois State University
2005-0156,Asian Regional Conflicts and the War on Iraq: A Comparative Framing Analysis,2,2,Crispin C. Maslog,"Nanyang Technological University, Singapore"
2005-0157,"Assessing Gender Differences in Chinese Evaluations of Emotional Support Values, Goals, Coping Behaviors, and Messages",4,1,Meina Liu,Purdue U
2005-0157,"Assessing Gender Differences in Chinese Evaluations of Emotional Support Values, Goals, Coping Behaviors, and Messages",4,2,Brant R. Burleson,Purdue U
2005-0157,"Assessing Gender Differences in Chinese Evaluations of Emotional Support Values, Goals, Coping Behaviors, and Messages",4,3,Yan Liu,Tsinghua University
2005-0157,"Assessing Gender Differences in Chinese Evaluations of Emotional Support Values, Goals, Coping Behaviors, and Messages",4,4,Steven Mortenson,University of Delaware
2005-0158,Assessing ICT in Belize: A Qualitative Approach to Telecenter Development,1,1,Atticus Simpson,North Carolina State University - Department of Communication
2005-0159,Assessing Legitimacy Gaps among Philanthropic Foundations and Grant Recipients,1,1,Rebecca Jean Meisenbach,Concord University
2005-0160,Assessing the Effectiveness and Impact of Televised HIV/AIDS Public Service Announcements in Zimbabwe,1,1,Mandi Chikombero,Ohio University
2005-0161,Assessing the Relative Credibility of Excuses Offered in Editorial Content and Advertising in Two Cultures,1,1,Colleen Connolly-Ahern,Penn State University
2005-0162,Assimilation or Identification? Exploring the Role of the Ethnic Press,1,1,John A. Hatcher,Syracuse U
2005-0163,A Standard Model Communication Intervention to Increase Adoption of Federal Government Safety Recommendations,6,1,Steve Booth-Butterfield,West Virginia U
2005-0163,A Standard Model Communication Intervention to Increase Adoption of Federal Government Safety Recommendations,6,2,Jennifer Welbourne,UNC-Charlotte
2005-0163,A Standard Model Communication Intervention to Increase Adoption of Federal Government Safety Recommendations,6,3,sybil ott,NIOSH
2005-0163,A Standard Model Communication Intervention to Increase Adoption of Federal Government Safety Recommendations,6,4,tara williams,NIOSH
2005-0163,A Standard Model Communication Intervention to Increase Adoption of Federal Government Safety Recommendations,6,5,kim clough-thomas,NIOSH
2005-0163,A Standard Model Communication Intervention to Increase Adoption of Federal Government Safety Recommendations,6,6,nicholas lawryk,NIOSH
2005-0164,A Straight Twist on Queer Reality: A Critical Discussion of Bravos Boy Meets Boy,1,1,Jamie Hypes,Virginia Tech
2005-0165,A Structural Analysis of International Conflict From a Communication Perspective,2,1,Jang Hyun Kim,State University of New York at Buffalo
2005-0165,A Structural Analysis of International Conflict From a Communication Perspective,2,2,George A. Barnett,SUNY - Buffalo
2005-0166,A Structuralist's Lament: Questioning the Dialogue Between Young Americans and Politics,1,1,Jaime Doyle,University of Texas at Austin
2005-0167,A Study of Thai Relational Development and Rhetorical Sensitivity: JAI YEN YEN,2,1,Thomas J. Knutson,
2005-0167,A Study of Thai Relational Development and Rhetorical Sensitivity: JAI YEN YEN,2,2,Sutirat Posirisuk,"California State University, Sacramento"
2005-0168,A Study on the Judicial Control of the Korean Press by Imperial Japan During the 1920s Cultural Rule Period,1,1,Min Ju Lee,Seoul National University
2005-0169,Asymmetrical Talk Between Physicians and Patients,1,1,Han Z. Li,University of Northern British Columbia
2005-0170,A Test of Equity Theory in the Context of Workplace Friendship,3,1,Catherine York Kingsley,Michigan State U
2005-0170,A Test of Equity Theory in the Context of Workplace Friendship,3,2,Hee Sun Park,Michigan State U
2005-0170,A Test of Equity Theory in the Context of Workplace Friendship,3,3,Hye Eun Lee,Michigan State U
2005-0171,A Theoretical Model of National Image Processing and International Public Relations,1,1,Suman Lee,Iowa State U
2005-0172,A Traveling Trope of Third-World Child Prostitutes in an East-West Encounter,1,1,Hyungshin Kim,Northwestern University
2005-0173,Attachment Styles and Relational Development in Adult Sibling Relationships,2,1,Alan Christopher Mikkelson,Arizona State U
2005-0173,Attachment Styles and Relational Development in Adult Sibling Relationships,2,2,Lisa J. Farinelli,Arizona State U
2005-0174,"At the Intersection of Counterterrorism Policies and Democratic Practices: Transcoding ""The Siege""",1,1,Elana Shefrin,Georgia State U
2005-0175,Attribution and Interpersonal Control Strategies in Couples Including One Depressed Individual,1,1,Ashley P. Duggan,Boston College
2005-0176,AT&T Wireless - Cingular Merger: Creation of the Largest Wireless Service Provider,2,1,Sun Ahn,Michigan State Univ
2005-0176,AT&T Wireless - Cingular Merger: Creation of the Largest Wireless Service Provider,2,2,Doohwang Lee,Michigan State University
2005-0177,"Audience Measurement and Media Policy: Audience Economics, the Diversity Principle, and the Local People Meter",1,1,Philip Napoli,Fordham U
2005-0178,Avert Your Eyes and Moralize: American Exceptionalism and Genocide,1,1,Andrew Rojecki,U of Illinois - Chicago
2005-0179,A View of Identity as Constructed by a Korean-American Teenager: Cultural Adaptation in a Korean Community in the United States,1,1,Eun-Jeong Han,student
2005-0180,A Virtuous Circle for All? Media Exposure and Political Trust in 21 Countries,2,1,Marcus Maurer,U of Mainz
2005-0180,A Virtuous Circle for All? Media Exposure and Political Trust in 21 Countries,2,2,Oscar Garcia Luengo,U of Granada
2005-0181,A Woman With Opinions: Media Framing of Teresa Heinz Kerry,1,1,Susan Walsh,Southern Oregon U
2005-0182,Bad or Good Information? Quality Newspapers as Benchmark For the Assessment of Media Performance,1,1,Daniela Spranger,University of Berne
2005-0183,BBC's Presentation of Africa: A Comparison of BBC Television World News for Africa and North America,1,1,DOREEN KUTUFAM,Syracuse University
2005-0184,Being Responsible to the Society: A Computer-Assisted Text Analysis of the Mission Statements on the Fortune 100 Companies Web Sites,1,1,Yan Tian,University of Missouri-St. Louis
2005-0185,Beyond Boy-Girl-Boy-Girl: Re-thinking Measurements of Gender for Quantitative Analysis,1,1,Rosa Mikeal Mikeal Martey,Annenberg School for Communication
2005-0186,Beyond Cognition: Influence of Presidential Campaign News on Voters' Perception and Judgment,1,1,Sungtae Ha,U of Texas - Austin
2005-0201,Beyond Intrinsic and Extrinsic Motivations: Internalized Extrinsic Motivation in the Promotion of Learning Among Primary School Students,1,1,Lu Tang,U of Southern California
2005-0202,"Beyond Shooter Games: How Game Environment, Game Type, and Competitor Influence Presence, Arousal and Aggression",3,1,Matthew S. Eastin,Ohio State U
