Paper ID,Title,Session,Session Division,Individual Division,Session SubDivision,Sumission Type,Title to Check,Session to Check,Abstract
2008-0011,Accounting as Organizing Through Communicating: Calculating the Budget as a Complex Speech Act,Discursive Approaches to Organizing: Advances in Theory and Research,,,,Paper,Accounting as Organizing Through Communicating: Calculating the Budget as a Complex Speech Act,Discursive Approaches to Organizing: Advances in Theory and Research,"Abstract : This article aims to show how communication that enters into practices of accounting is in fact an organizing process. It hypothesizes that accounting statements are performative as well as constative. After a review of the performative view of organizations, it presents the result of an ethnographic field study centered on the budgetary process of site projects in a construction company. We show that calculating the budget is a complex activity that requires a good deal more speaking and negotiating than accounting theory predicts. Through speaking, the actors are accomplishing speech acts that are the basis of an organizing process, within which an authority structure is created, recreated and sometimes transformed."
2008-0012,Aceh Besar Midwives With Mobile-Phones Project,The Social Impact of Networking the Poor for Development,,,,Paper,Aceh Besar Midwives With Mobile-Phones Project,The Social Impact of Networking the Poor for Development,"Technology exists to use mobile telephones to transmit routine health service data from rural sites into a central health information system. A mobile-phone solution, incorporating the government health infrastructure, was developed for rural midwives based in tsunami-affected Aceh Besar, Indonesia, to improve healthcare for pregnant women and children. The Midwife Mobile Phone Project has begun in 15 public health centers, involving 223 midwives, 15 midwife coordinators and obstetricians/gynecologists. 122 midwives, forming the study group, use their project cellphones to link up to hospital-based doctors to aid complicated pregnancies, receive training and health support from midwife coordinators at health centers, and instantaneously deliver medical indicators via Internet-borne SMS to a central database. Results from a longitudinal survey, as well as from in-depth qualitative research, are presented to highlight the benefits and discuss the barriers to effectiveness.
Keywords: ICT, Tsunami, Mobile phones, Development, Maternal Health"
2008-0013,A Cognitive Model for Understanding Online Gaming Addiction: A Preliminary Test in China,Game Studies Top Papers,,,,Paper,A Cognitive Model for Understanding Online Gaming Addiction: A Preliminary Test in China,Game Studies Top Papers,"Based on previous studies on Internet addiction, a cognitive model of online gaming addiction was proposed and tested in the current study to provide a better understanding of how online gaming addiction happens and what negative outcomes it leads to. This model proposes that maladaptive cognitions, self-regulation deficit, shyness, and depression are important predictors of online gaming addition, which consequently results in negative life consequences including physical problems, personal life problems, and educational/professional problems. Structural equation modeling was used to test the overall model as well as the theoretical relationships among these constructs. Results from a preliminary study surveying 115 online game players in China indicated an approximate model fit and supported all but one hypothesis."
2008-0014,A Communication Model for the Competent Delivery of Geriatric Medicine,Conceptual and Methodological Approaches to Studying Health Communication: Symposium from the International Association of Language and Social Psychology,,,,Paper,A Communication Model for the Competent Delivery of Geriatric Medicine,Conceptual and Methodological Approaches to Studying Health Communication: Symposium from the International Association of Language and Social Psychology,"Geriatric Medicine has become a health care specialty. Once older adults transition from independence to dependence, the health care system must respond to a complex set of interdependent networks that the system, and those who work within it, are not prepared to handle. The competent practice of geriatric medicine is dependent upon the coordination of numerous health specialists, organizations, and the patients social network. Failure to competently coordinate this system makes it nearly impossible to provide consistent quality health care resulting in misdiagnosis, increased cost, destruction of family relationships, professionals not willing to see older patients and, ultimately, higher mortality rates. This paper places communication at the core of any attempt to provide competent health care to older adults. A model is presented that places communication at the core of the practice of Geriatric Medicine while providing a road map for developing quality practices to improve older adults health care."
2008-0015,A Communication Model of Employee Cynicism Toward Organizational Change,Multiple Perspectives on Organizational Crisis and Change,,,,Paper,A Communication Model of Employee Cynicism Toward Organizational Change,Multiple Perspectives on Organizational Crisis and Change,"The study was designed to generate and test a model of employee cynicism toward organizational change from the communication perspective in a higher education institution. Previous studies mainly adopted psychological contract violation theory to explain employee cynicism, and the role of communication was largely ignored. Using the theoretical framework of social information processing, this study investigated the communication processes in the social context, which contributed to employee cynicism toward organizational change in the higher education setting. Path analysis was used to test the overall model fit. The findings suggest that the three variables, perceived quality of information, cynicism of colleagues, and trust in the administration, predict change-specific cynicism, which, in turn, lead to intention to resist change. As an initial attempt to explore the concept of change-specific cynicism from a communication perspective, this study points to a new direction which warrants the attention of communication scholars."
2008-0016,A Comparative Analysis Between Muslim and Non-Muslim Self-Construals and Conflict Styles in France and Britain,Top Four Papers in Intercultural Communication,,,,Paper,A Comparative Analysis Between Muslim and Non-Muslim Self-Construals and Conflict Styles in France and Britain,Top Four Papers in Intercultural Communication,"This study is a cross-cultural investigation of the conflict styles and self-construals of Muslims and non-Muslims in Britain and France. The sample consisted of 1198 participants from both nations. The findings reveal Muslims in both nations overwhelmingly prefer to use the integrating conflict style over other conflict styles. Non-Muslims in both nations also prefer this style, but also use other styles significantly. The findings also reveal Muslims show a significantly more interdependent self-construal, while non-Muslims display an independent self-construal. Furthermore, the study concluded that religiosity and ethnic identification are all significant predictors of avoiding, compromising, integrating, and obliging conflict styles. An independent self-construal and ethnic identification significantly predicted a dominating conflict style."
2008-0017,A Comparative Analysis of Climate Change in the Alternative and Mainstream Press of New Zealand and the United States,Framing News Content,,,,Paper,A Comparative Analysis of Climate Change in the Alternative and Mainstream Press of New Zealand and the United States,Framing News Content,"The public learns about climate change through the media. While mainstream media have been found to inadequately report on this issue in the United States, little research has examined how alternative media frame climate change and how the mainstream press in other countries are dealing with this important issue. On 22 March, Professor Tim O?Riordan, the British Sustainability Commissioner and advisor to British Prime Minister Tony Blair, gave a public speech arguing that climate change must be framed not as a sacrifice or a penalty but as an opportunity to benefit the future. Shortly after, Dr. Michael Nisbet and Chris Mooney wrote a much discussed article in Science that argued scientists must de-emphasize the facts and focus more on morality if important scientific problems are going to have any hope of abating. If such moralistic frames were to be found in the press, one might expect to see their presence initially in alternative outlets or in the mainstream press of countries that have a more receptive policy toward combating climate change. This research comparatively examines how Scoop, an independent news website based in New Zealand, and The New Zealand Herald, the most popular mainstream newspaper in New Zealand, are framing the issue of climate change in relation to The New York Times and AlterNet, an alternative news website based in the United States."
2008-0018,"A Comparison of Five Functions in the PDA: Importance, Ease of Use, Usefulness and Intention to Use",Mobile Media,,,,Paper,"A Comparison of Five Functions in the PDA: Importance, Ease of Use, Usefulness and Intention to Use",Mobile Media,"Many devices  for example, a multi-functional printer and a mobile phone  have integrated many distinct functions into one single unit. Previous research in the acceptance studies, specifically studies examining multi-functional devices, continues to examine the adoption of these technologies by applying an overall evaluation. Analyzing different functions separately is important as these functions may be unique. Especially, some individual functions  such as a camera or an mp3 player which is integrated in a mobile phone  are still sold separately. Drawing upon studies on information systems acceptance, this paper analyzes phone, organizer, Internet access, camera, and mp3 player, the five functions, in the PDA. A survey with more than 200 respondents showed that perceived ease of use and perceived usefulness of each function in the PDA can explain about 47 to 67 percent of the variance in usage intention of its function. Implications for manufactures of such a device are discussed."
2008-0019,A Comparison of the Introduction of Digital Terrestrial Television in the United States and Mainland China,Media Policy: Diversity and Integration,,,,Paper,A Comparison of the Introduction of Digital Terrestrial Television in the United States and Mainland China,Media Policy: Diversity and Integration,"This study compares the impact of media ownership, regulation and policy, and technology adoption on the introduction of digital terrestrial television in the United States and Mainland China. Through the use of a case study approach, a qualitative and quantitative examination is given. The results indicate that private group ownership throughout the U.S. digital terrestrial television industry and state ownership in Chinas television industry lead to the different paths to digital transition. Both governments, however, are deeply involved in respective digital initiatives and play an important role in the implementation from analog to digital. The technical standard adoption in the two countries places the underpinning for the future development of digital television (DTV), which also results in China lagging behind the United States by almost ten years. The differences of technological environments in households and income among consumers in the two countries further predict the intention to DTV adoption."
2008-0020,"A Conceptual Comparison of the Theoretical Approaches in Health Campaigns: Focusing on SET, TRA, TPB, HBM, and EPPM","Building Blocks, Missteps and Successes in Health Campaigns",,,,Paper,"A Conceptual Comparison of the Theoretical Approaches in Health Campaigns: Focusing on SET, TRA, TPB, HBM, and EPPM","Building Blocks, Missteps and Successes in Health Campaigns","This study reviewed some prominent theoretical approaches in health campaigns by offering a typology to show an overall picture of the dominant paradigms. Focusing on the SET, the TRA, the TPB, the HBM, and the EPPM, The current study compared the conceptualizations of key variables such as self-efficacy, outcome expectancy, perceived threat, and social influences. Based on the review, the study discussed limitations of current theoretical approaches and offered suggestions for building an integrative health campaign model."
2008-0021,A Content Analysis of Avian Influenza Communication on 31 Chinese E-Governmental Websites,Digital Public Relations,,,,Paper,A Content Analysis of Avian Influenza Communication on 31 Chinese E-Governmental Websites,Digital Public Relations,"Avian influenza is a serious threat to China and the world. It is imperative for Chinese governments to inform and prepare their publics through efficacious communication. To date, however, little research has examined Chinas avian influenza communication. This research was designed to fill the significant gap. A content analysis of the types and amounts of avian influenza communication on 31 Chinese province-level e-governmental websites was conducted. The e-government framework of Zhou (2004) guided the analysis. The results indicate that: 1) currently on the homepages there is no content or hyperlinks dedicated to avian influenza though general information (i.e., preventative measures) is retrievable through search bars, public forums, and input boxes; and these serve only e-governance and e-knowledge functions, but no e-service functions; 2) the types and amounts of communication to citizens, businesses and governments are almost identical on each website; 3) the amounts of communication vary from district to district."
2008-0022,A Content Analysis of Frequently Cited Sources in Cancer News Coverage: Examining the Relationship Between Cancer News Content and Source Citation,News Coverage of Cancer and Science: Content and Effects,,,,Paper,A Content Analysis of Frequently Cited Sources in Cancer News Coverage: Examining the Relationship Between Cancer News Content and Source Citation,News Coverage of Cancer and Science: Content and Effects,"Content analyses of cancer news coverage have found that certain content receives disproportionate attention; for example, new stories were more likely to focus on cancer treatment than on cancer prevention. A content analysis of cancer news articles from the top 44 circulating newspapers in the U.S. (N = 3,656) revealed that sources cited in cancer news articles?research institutions, medical journals, pharmaceutical companies?also receive disproportionate attention. Research institutions were the most frequently cited source in cancer news coverage, exerting significant influence over mentions of the cancer continuum. Clinical trial coverage was found to rely heavily on research institutions, medical journals, and pharmaceutical companies. Over half of all stories about clinical trials cited a research institution, and one in four cited medical journals or pharmaceutical companies. Most clinical trial stories were optimistic or neutral in tone, and tone was significantly related to citations of pharmaceutical companies and medical journals. Implications for news practices and effects of cancer coverage are discussed."
2008-0023,"A Content Analysis of Youth Sexualized Language and Imagery in Adult Film Packaging, 1995-2007",x and the Media,,,,Paper,"A Content Analysis of Youth Sexualized Language and Imagery in Adult Film Packaging, 1995-2007",Sex and the Media,"This study defines youth sexualized language (YSL)sexual language that contains references to young people/youthand youth sexualized imagery (YSI)sexual photographs, drawings, or other visual depictions that contain references to young people/youthand seeks to quantify the frequency of both in mainstream adult film packaging. A content analysis of 2,600 mainstream adult film covers released from 1995 to 2007 revealed that over 20% of covers contained YSL, YSI, or both, including references to and depictions of teens, braces, pigtails, stuffed animals, and school uniforms."
2008-0024,A Critical Review of the Participatory Potential in Media for Social Change,"Media Issues of Citizenship, Environment, and Health",,,,Paper,A Critical Review of the Participatory Potential in Media for Social Change,"Media Issues of Citizenship, Environment, and Health","I aim to critique projects in the field of population, assessing the structural conditions of campaigns in relation to their projected themes and goals. In this paper I focus on social marketing and media advocacy projects. Typically ensconced in social marketing and entertainment education programs, media for social change has begun to recognize the potential for media advocacy in offering distinct possibilities in the efforts of social movement as well as development organizations. Yet even these media advocacy strategies, while in theory being designed to address socially beneficial normative, structural and policy change, in practice become mired in the dominant ideological push toward privatization of the development industry. An underlying concern is with the propensity of development projects to facilitate rather than question the privatization of programs designed for the public good."
2008-0025,"A Critical Theory Analysis of the YouTube Video ""North America's Next Top Indian Model""",Analyzing YouTube: Multidisciplinary Approaches,,,,Paper,"A Critical Theory Analysis of the YouTube Video ""North America's Next Top Indian Model""",Analyzing YouTube: Multidisciplinary Approaches,"Critical theory looks at understanding the dynamics of power and the creation of inequality based on class, gender, and race and how ideologies and social institutions support this social construction. Critical theory also seeks to understand how social constructions shape and dominate our perspectives; certain institutions in society such as media, religion and schools are used to reinforce power dynamics or social constructions. In early colonial society there was a dichotomy in the representation of First Nation (Indigenous) women, as either a princess or beast of burden depending on the perceived relationship with the colonial settlers, and these representations have persisted to the present day. With the rise in websites such as YouTube for video sharing on the Internet and the easy access to resources to create and upload videos, there is potential for First Nations women to make use of online video websites as an alternate public sphere for representing issues they can not normally address through mainstream media. My presentation uses critical theory to analyze the YouTube video North America's Next Top Indian Model. The analysis provides insight into the ways in which First Nations women are currently using online video to question and challenge the underlying mainstream assumptions about the representation and stereotypical portrayals of First Nations women, and to explore the potential of online videos by First Nations women to represent themselves and to promote social change."
2008-0026,Acting Political and Making It Right: The Performance of Celebrity Activism in post-Katrina New Orleans,Commodity Activism: A Cross-Divisional Roundtable,,,,Paper,Acting Political and Making It Right: The Performance of Celebrity Activism in post-Katrina New Orleans,Commodity Activism: A Cross-Divisional Roundtable,"What roles do celebrities play in publicizing disaster and, in hurricane-devastated New Orleans, in producing a cause for social activism? Celebrities have long engaged in social activism, including for example, Jerry Lewis annual muscular dystrophy telethon and the recent Red campaign by Gap in which consumers purchase commodities as a means of facilitating social change. As this panel contends, activism has itself become commodified so that it involves little beyond buying telephone services or credit card plans (e.g., Working Assets) and corporate-sponsored charitable events (e.g., Race for the Cure, AIDS Walk). Offering a case study of Brad Pitts and Angelina Jolies Make it Right campaign, I argue that self-interest or publicity are no longer easily disentangled from activism. As corporations perform cultural citizenship and globetrotting celebrities emerge as the hope of nations, the rise of celebrity/commodity activism can only be understood as further evidence of the erosion of civic engagement."
2008-0027,"""Active"" Approach to Global Communication Education",Challenges of Teaching Intercultural Communication in Response to Global Changes,,,,Paper,"""Active"" Approach to Global Communication Education",Challenges of Teaching Intercultural Communication in Response to Global Changes,"What practical use does our intercultural education have? Most of the time we ask our students to read Western perspectives on intercultural interactions and administer tests to monitor how well they memorize these perspectives. With globalization bringing people across borders closer to each other, it is crucial to practice skills of understanding and relating to people who were strangers yesterday but became our neighbors or coworkers today. Moreover, more observations suggest the importance of teaching students and professionals to understand not only cultural uniqueness, but also practice processes and principles of intercultural dialogic interaction and learn importance of dyadic adaptation (adaptation not to a culture but to an individual from a particular culture).

Tools to use: (1) through the course of study students should be engaged in constant self-examination to understand their stereotypes, communication styles, and levels of
cultural sensitivity, etc.; (2) invite guest speakers from other countries (e.g., group of international students from campus, international individual working in different organizations); (3) visit culturally-different places (e.g., international grocery stores, ethnic restaurants); (4) co-teach courses with international universities; (5) introduce foreign perspective on intercultural communication (e.g., articles/chapters on intercultural interactions published by international scholars who teach and live oversees); (6) practice communicating with a local community/university oversees (through local chamber of commerce) using free chat rooms or video tools (e.g., AOL. Yahoo, ICQ) to practice real life intercultural communication.

These methods, supplemented by traditional theoretical readings, will surely be more effective in preparing students to deal with globalization challenges of increasing cross-cultural interactions than simply reading about other cultures."
2008-0028,Adapting AND Applying a Western-Developed Model of Condom Use to Chinese College Students,Progress and Perspectives in Communicating About HIV/AIDS,,,,Paper,Adapting AND Applying a Western-Developed Model of Condom Use to Chinese College Students,Progress and Perspectives in Communicating About HIV/AIDS,"The HIV/AIDS epidemic is becoming a very serious health problem in China, and young people are disproportionately affected because they are quickly becoming more sexually liberated. However, the prevalence of condom use remains low. Given the lack of theoretical literature on condom use among Chinese young adults, this study seeks to adapt a Western-developed model to explain condom use in this important Chinese population. A cross-sectional survey was conducted in a university in China. Approximately 2,010 students were surveyed to obtain 1875 usable respondents. However, the primary focus of the study was on explaining condom use among the 490 respondents who had had sexual intercourse with a person of the opposite sex. Structural equation modeling was used to test the proposed model.
Preparatory behaviors, including buying condoms, having them available, and discussing condom use with a sexual partner, were the strongest predictors of condom use among the sampled Chinese college students in the model. Chinese students who had more positive attitudes towards condom use, who believed that their parents or friends would disapprove of their having sex without condoms, and who were confident in using condoms in a variety of situations, were more likely to use condoms during sex. The length of a close or steady relationship and alcohol use were also found to be significant predictors of condom use. However, drug use was not a significant predictor.
In summary, the study suggests that the theories of reasoned action and planned behavior, preparatory behaviors as well as situational/contextual factors can help us better understand heterosexual condom use among Chinese young people. Future HIV-preventive and safer sex interventions in China can design and target messages effectively based on the findings."
2008-0029,Adapting Courses to Prepare Students to Communicate for Social Impact,Preparing Students to Communicate for Social Impact in Jesuit Education,,,,Paper,Adapting Courses to Prepare Students to Communicate for Social Impact,Preparing Students to Communicate for Social Impact in Jesuit Education,"In the third topic of discussion (concretized as a position paper), panelists illustrate how they have infused the sentiment of communicating for social impact into entire courses. Jay Leighter discusses how Creighton has refocused its core class (Principles of Communication Competence) toward civic engagement by conceptualizing public speaking as a form of community membership and social justice. He explains how small changes, such as requiring topics to be of significant social consequence, better prepare students to communicate for social impact and discussed changes in the courses master syllabus, teacher training processes and student experiences. Bren Ortega Murphy then details her Community as Text course, which involves community service, ethnographic research and storytelling and culminates with students writing their own childrens stories reflecting the lives of neighborhoods in which they volunteered. She explore the multitude of ways this course encourages communicating for social impactculminating with trying to get the books published and infused back into the neighborhoods that inspired them."
2008-0030,Addiction and Eyes on Screen: How Smokers Process Smoking-Related PSAs,Communication Theory Applied to Health Campaigns,,,,Extended Abstract,Addiction and Eyes on Screen: How Smokers Process Smoking-Related PSAs,Communication Theory Applied to Health Campaigns,"The purpose of this study is to understand how addicted smokers process smoking-related PSAs by looking at fixation duration of eyes on screen, which may suggest resources allocated to visual attention. Smokers (like all addicts) are appetatively activated by images of their addicted substance (in this case smoking and cigarettes). However, with complex stimuli, like PSAs, it is possible that smoking cues will elicit avoidance responses in accordance with the fear appeal literature or that they will elicit overload. Smoking cues in PSAs should be processed similarly to complex stimuli (operationalized in this case as high in Information Introduced (I-squared)) due to the emotional nature of these cues which should call forth significant resources for processing. It is also likely that individual difference variables in addiction to tobacco and sensation seeking will moderate effects. This is research is funded by the National Cancer Institutes Effects of Public Information in Cancer (EPIC) Center of Excellence in Cancer Communication Research, reference number 5P50CA095856-05."
2008-0031,A Digital Bias,The Bias of Digital Communication,,,,Paper,A Digital Bias,The Bias of Digital Communication,"Harold Innis argued that any form of communication possessed a bias; by its nature it was most adept at reducing signaling time and controlling space or strengthening collective memory and consciousness and controlling time. He recognized that the speed and distance of electronic communication enlarged the possible scale of social organization and greatly enhanced the possibilities of centralization and imperialism in matters of culture and politics. We now live in a digital age in which blogging, open source journalism, wikis and other media options democratize and disperse. With to shift to digital media, a new era has been ushered in challenging the conclusions if not the underlying assumptions of Innis work. Convergence is an in-vogue concept recently applied to the coming together of a variety of media through the platform of the computer and digitalization thereby transforming it into an instrument capable of transmitting and receiving sound and image simultaneously and serially. The daily lives of individuals are experienced in multiple and diverse psychological and social zones. Increasingly we function across overlapping and simultaneous boundaries of place  some physical, others mediated, some public, others private. The ecology of place has been altered, irrevocably changed, with more and more of our psychological time spent in non-place settings. Innis studied the social history of communication, examining the communication media of the last 4000 years. This paper will explore the media landscape which followed that history and examine the applicable bias of digital communication."
2008-0032,Adolescent Cigarette Smoking: An Application of Problem Behavior Theory to Examine Systems of Influence,Up in Smoke: Models of Influence in Smoking and Marijuana Use,,,,Paper,Adolescent Cigarette Smoking: An Application of Problem Behavior Theory to Examine Systems of Influence,Up in Smoke: Models of Influence in Smoking and Marijuana Use,"This study applies Jessor and Jessors (1977) problem behavior theory to examine factors predicting adolescent smoking behavior. Measures include adolescent smoking and other psychosocial variables including sensation seeking, verbal argumentativeness, verbal aggressiveness, religiosity, peer pressure, peer smoking behavior, parental monitoring, family relationships, delinquent behaviors, and academic performance. Middle school students (N = 260) from two schools in the northeast participated in the study. The results indicate peer smoking behavior, weak family relationships, delinquency, and poor academic performance predict adolescent smoking behavior. Implications of these findings are discussed."
