Paper ID,Title,Session,Session Division,Individual Division,Session SubDivision,Sumission Type,Title to Check,Session to Check,Abstract
2007-0011,A Communication Metamyth Revisited: Is More Communication in the Workplace Better?,"Examining the Old, Creating the New",,,,Paper,A Communication Metamyth Revisited: Is More Communication in the Workplace Better?,"Examining the Old, Creating the New","This article explores the use of the communication audit as a tool for understanding and diagnosing communication in organizational settings. Previous audit-driven research supports the notion that organizations exhibit stable, predictable outcomes associated with communication involving issues such as perceptions of information received and information desired. This project reports on the analysis of communication audit data from 4 different kinds of organizations and considers how the results of communication audits might be interpreted."
2007-0012,A Communication Perspective on Video Lottery Gambling,cial Interaction Processes and Practices in Health and Mental Health,,,,Paper,A Communication Perspective on Video Lottery Gambling,Social Interaction Processes and Practices in Health and Mental Health,"Video Lottery Gambling (VLG) is more strongly associated with pathological gambling than any other type of lottery game. Furthermore, only 10% of individuals having problems with VLG have requested assistance. However, VLG gambling is a rather recent social phenomenon and indicates methodological and ethical difficulties for its study, which could explain that there is very little data about the psychosocial and communicational dimensions of VLG. The embeddedness of a person in his or her social networks is among the communicational factors that may have an impact on his behavior. To verify this for VLG gamblers, we sought to compare the characteristics of the ego networks of VLG gamblers, of gamblers in other types of lottery games with low requests for assistance and of VLG gamblers in treatment (seeking help). To reach this goal, we interviewed 90 gamblers (30 for each group). The results show that ego networks of regular and active VLG gamblers are very small (11.2 links on average) and dense. These gamblers receive little social support from their network. In comparison, those in treatment also have a small network (13 links on average), but it is less dense, has more components, and offers more social support. On the other hand, ego networks of gamblers with low requests for assistance (bingo) are approximately twice the size as those of VLG gamblers (25.8 links on average), are more sparse and have many relationships that offer companionship. In conclusion, the regular VLG gambler is not an isolated individual, but rather an individual ""shut-in"" a small network of tight relations."
2007-0013,A Communicative Analysis of South and North Korean Conflict: From Political Conflict to Communication Conflict,Political Communication Interactive Paper Session,,,,Paper,A Communicative Analysis of South and North Korean Conflict: From Political Conflict to Communication Conflict,Political Communication Interactive Paper Session,"South and North Korea have been separated for more than fifty years, yet both countries still claim that they comprise one ethnic group. However, there are few explicit reasons that support why they should be considered as one ethnic group. Indeed, since two Koreas have different political and economic systems and there is no communication between each other, the ethnic group has become fractured. Language is particularly important in communication because it creates, maintains, and even disconnects most types of human relationships. From this perspective, it is doubtable that South and North Koreans would speak the same language after the fifty years of separation. What does this language difference mean in the relationship between the two Koreas? It means that the two Koreas are losing the final tie that connects the two groups of people. The two Koreas are now at the moment of becoming completely disconnected and becoming different ethnic groups. In confronting this situation, the communicative conflict resolutions can be the most effective way to reestablish a holistic relationship between the two Koreas. The communicative conflict resolution for the Korean conflict includes constructing more agendas to create more interpersonal and organizational interactions, exchanging popular culture by media, and integrating a common language policy. These communicative strategies of enhancing the relationship between the two Koreas focus more on the grassroots level of interactions, rather than the political and economic sectors."
2007-0014,A Comparative Analysis of Comments Used in News Coverage of the Wars in Iraq,Creating Perspective With Words,,,,Paper,A Comparative Analysis of Comments Used in News Coverage of the Wars in Iraq,Creating Perspective With Words,"This paper is one in a series of three papers examining critics complaints concerning the use of entertainment and marketing techniques in news coverage of the Iraq war. A content analysis comparing the use of comments made in the early Gulf war coverage to the use of comments made in the early Iraq war coverage is conducted. The results indicate that many of the critics complaints may indeed be accurate as there has been a significant shift in the use of commentary between the Gulf coverage and the Iraq coverage that increases emphasis on the parasocial relationship with the audience, the description of war as a game, and the focus on the news coverage itself."
2007-0015,A Comparison of Male and Female Directors in Pornography: What Happens When Women Are at the Helm?,Popular Communication Interactive Paper Session,,,,Paper,A Comparison of Male and Female Directors in Pornography: What Happens When Women Are at the Helm?,Popular Communication Interactive Paper Session,"Pornography is a lucrative business with an annual revenue of 12 billion dollars, a 160-fold increase since 1985. Although pornography is still mainly a man's world  produced by and for men  there has been an increase in female participation, both as audience members and as directors and producers. This current study takes on an inquiry that has never been studied before: does the content in popular pornographic videos and films that has been created by female directors differ from that of their male counterparts? And, if so, how is it different? These questions are addressed in the current study of the content features of top-renting adult videos in 2005, as identified in Adult Video News, by both male and female directors. Results show these popular pornographic videos almost always portray females as victims, expressing pleasure when they are aggressed against. Compared to male directors, female directors' videos contain a significantly greater frequency of both physical and verbal aggressive instances."
2007-0016,A Critical Account of Digital Storytelling as it Appeared in Britain,Digital Storytelling: Critical Accounts of a Californian Export,,,,Paper,A Critical Account of Digital Storytelling as it Appeared in Britain,Digital Storytelling: Critical Accounts of a Californian Export, *Nancy Thumim (London School of Economics)
2007-0017,A Critical Discourse Analysis of Representation of Asian Indian Folktales in U.S. Childrens Literature,"Mediating Culture: Ethnicity, Race, and Cultural Representations in Popular Texts",,,,Paper,A Critical Discourse Analysis of Representation of Asian Indian Folktales in U.S. Childrens Literature,"Mediating Culture: Ethnicity, Race, and Cultural Representations in Popular Texts","This study explores the representation of India in U.S. childrens picture books in attempting to understand what picture of India is becoming accessible to American children as they are growing up and how this picture shapes the childs perception about India and Indian people. All books pertaining to India (in all 13) from a small town library in the Pacific Northwest of America were analyzed for this study. Almost all the 13 books were published in the 1990s except for two, one of which was published in 1961 and one which was originally published before 1935. Three areas of the books were analyzed  the titles, the illustrations and the text. The primary categories identified during the analysis were nature and wild animals, poverty and hardship, spiritual hermits, and wit and common sense wisdom.
The critical discourse analysis revealed that there is a continuation of reproduction of the hierarchical relations of race, gender, and nation articulated in Euroamerican colonial ideologies in the sample studied. The books maintain popular expectations about India that are dictated by colonial stereotypes, the discomfort in approaching multiculturalism in the United Statea and the concept of the other which is socially, temporally and spatially removed from the here and now. The discourses in these books help in creating a one-way history of progress, development and modernity of the Western society as opposed to their negative mirror images like, stagnation, underdevelopment and traditional in the other world, in this case India."
2007-0018,A Cross-Cultural Investigation of Intrapersonal and Interpersonal Effects of Anger and Compassion on Multistage Negotiation Performance,Top Four Papers in Interpersonal Communication,,,,Paper,A Cross-Cultural Investigation of Intrapersonal and Interpersonal Effects of Anger and Compassion on Multistage Negotiation Performance,Top Four Papers in Interpersonal Communication,"Over the past two decades, the role of emotion in negotiation has attracted considerable attention from negotiation scholars. The vast majority of emotion-in-negotiation studies, however, were conducted using western samples. Most studies ignored the nonindependent nature of dyadic data and focused only on the intrapersonal effect of emotion. To extend current understanding of emotion in negotiation, this study investigates both intrapersonal and interpersonal effects of anger and compassion on negotiation performance through dyadic data analyses and a cross-cultural research design. Participants (N = 134) were 70 Chinese and 64 American students who were paired up to form 67 intracultural negotiation dyads and completed 2 negotiation tasks. At different points of the simulation, participants responded to a self-reported questionnaire that assessed (a) their attribution of responsibility and perceived emotions, (b) their individual and joint gains from the two negotiations, and (c) their perceived satisfaction and desire to work with each other in the future. Findings from this study suggested (a) participants anger and compassion had both a significant intrapersonal and a significant interpersonal effect on individual gains (b) compassion had a significant influence on joint gains, (c) although the effects of anger and compassion on tangible negotiation outcomes disappeared as negotiators moved on to a second negotiation, they had a relatively lasting effect on intangible outcomes, and (d) the influence of anger and compassion on negotiation performance did not vary by national culture or bargaining role. Theoretical implications of the study are discussed along with limitations and directions for future research."
2007-0019,"Action Research, Dialogue, and the American Mosque",Alternative Voices: Investigating Discourses About and Within Islam and the Middle East,,,,Paper,"Action Research, Dialogue, and the American Mosque",Alternative Voices: Investigating Discourses About and Within Islam and the Middle East,"When a community is in transition, higher levels of uncertainty and chaos are perceived as threats or conflicts by some and as new opportunities by others. After 9-11 a research question was posed to understand how to increase unity and support positive growth in complex American Muslim communities using techniques of community-based action research. The researcher acted as a facilitator inviting community members to participate as co-researchers focused on positive community change. Through a series of in-depth interviews and analysis, deeper understandings emerged as more community members joined the dialogue. Topics for inter-Islamic dialogue included questions of cultural, power, and other differences of opinion that might affect human relationships and modes of interaction during change. Questions focused on creating a more inclusive atmosphere for people who may perceive themselves as marginalized and silenced by the dominant culture(s). This research engages with the meeting of worldviews in the American mosque: when collectivism meets individualism and tradition meets conviction."
2007-0020,"Activist Networks, Sovereignty and the Postnational Constellation",Communication and Sovereignty: Dislocations and Relocations,,,,Paper,"Activist Networks, Sovereignty and the Postnational Constellation",Communication and Sovereignty: Dislocations and Relocations,"The idea that national sovereignty has been eroding due to forces and relations of global production and trade is now commonplace. Consistent with that view is the widespread acknowledgement of the spread and influence of the means and processes of transnational communication. This paper will examine the bases and assumptions on which claims are made that national sovereignty has declined, with particular attention to media and communication processes related to transnational activism. Two arguments that the paper will make are, first, that it is necessary to distinguish between more and less powerful states, since in doing so we can clearly see that powerful states surrender less sovereignty than weaker ones. Second, it is important to recognize how even powerful states are forced to become responsive to the public communication efforts of transnational activist networks. Such networks can often be characterized by a combination of flexibility, speed and opportunism in their communication strategies. They often make no distinctions between state power and transnational (or postnational) alignments, but instead focus their energies primarily on issues, choosing points of intervention  be they subnational, national, or transnational  according to what is considered likely to be the most effective strategy for achieving desired goals. Such networks do not view sovereignty as irrelevant, but nor do they limit their intervention strategies to national scales. These themes will be explored through two case studies that illustrate communication strategies that recognize, but are not defined by, national sovereignty. One deals with global anti-sweatshop networks, and the other with global efforts to improve access to drugs for HIV/AIDS patients."
2007-0021,"Activists Playing a Dual Role: Identities, Organizational Goals, and Public Relations Practices",Public Relations Interactive Paper Session,,,,Paper,"Activists Playing a Dual Role: Identities, Organizational Goals, and Public Relations Practices",Public Relations Interactive Paper Session,"This study explores the relationships among identities, goals, and public relations practices of activist organizations. Based on in-depth interviews with 11 participants (6 staff members and 5 board members) from a single activist group, results of the study indicate that (1) the activist organization manifests different levels of its identity in communication with different audiences; particularly, the organization identifies itself differently as compared to the perception of its target organizations; (2) in playing its dual role (as public to its target organizations and public communicator to its publics), the organization intends to act as an honest representative voice as well as a credible source of information connecting its publics and target organizations; it is very critical to find a balance position between the two parties, a position compatible with the organizations mission; and (3) finally, the way the organization practices publics relations is related to the identities it appropriates and the values it respects."
2007-0022,A Culturally Competent Approach to Exploring Barriers in Organ Donation Consent Among Haitian Immigrants: Focus Group Findings and Implications,"tervening for Organ Donation, Safe Sexual Practices, and Childhood Obesity Reduction",,,,Paper,A Culturally Competent Approach to Exploring Barriers in Organ Donation Consent Among Haitian Immigrants: Focus Group Findings and Implications,"Intervening for Organ Donation, Safe Sexual Practices, and Childhood Obesity Reduction","It is well documented that African Americans consent to donation less often than whites, have fears and misconceptions about donation specific to their cultures, and wait longer to receive transplants when the need is identified. However, there is less detailed empirical data on the transplant needs and barriers for Haitians. This paper describes results of 3 focus groups designed to identify culturally grounded beliefs, attitudes, and barriers to organ donation. Results were used to design and implement the Bay Lavi (Give Life) campaign designed to raise awareness and increase organ donation consent among Haitian Immigrants."
2007-0023,Adapting the Practices of Nonmediated Interaction to the Technology in Use,"Directions in Mediated Communication, New Technologies, and Language & Social Interaction Research",,,,Paper,Adapting the Practices of Nonmediated Interaction to the Technology in Use,"Directions in Mediated Communication, New Technologies, and Language & Social Interaction Research",none
2007-0024,Adding Without Contradiction: The Challenge of Opening Up Interracial Dialogue,Minority Matters: Issues of Race in Work and Education,,,,Paper,Adding Without Contradiction: The Challenge of Opening Up Interracial Dialogue,Minority Matters: Issues of Race in Work and Education,"This essay begins with the question, what can educators do to minimize the risks inherent to interracial dialogue? Although no such meaningful conversation will ever be without risk, I have offer two specific strategies that have helped foster open classroom climates: adding without contradiction and granting freedom for conclusions. Both of these strategies intervene on several dysfunctional habits U.S. participants enact in conversations about race and thus help enrich the capacity of interracial dialogue to heal deep wounds and increase awareness."
2007-0025,Additive Versus Interactive Perceived Control Effects on Smoking Cessation Intention: Testing the Control as Precondition Hypothesis,"Assessing Risk, Defining Fear, and Understanding Perceived Control: Implications for Health Communication",,,,Paper,Additive Versus Interactive Perceived Control Effects on Smoking Cessation Intention: Testing the Control as Precondition Hypothesis,"Assessing Risk, Defining Fear, and Understanding Perceived Control: Implications for Health Communication","Using data from 3,428 smokers the authors demonstrate that perceived control moderates attitudinal and normative effects on quit intention. These results lend support for the perceived control as a precondition hypothesis. This hypothesis follows the idea that in contrast to the theory of planned behaviors assumptions of additive attitude, normative and perceived control effects on intention, an interaction interpretation of the role of perceived control seems to make more sense: Even when smokers have a favorable attitude towards quitting, why would they intend to quit if at the same time they are sure that they will not be able to successfully do so? The results are discussed both from methodological and conceptual perspectives. First, the lack of statistical power for interaction tests in observational data is addressed. Second, this research begins to explore when perceived control is most likely to moderate attitudinal and normative effects on quit intention."
2007-0026,A Diamond of Ones Own: The Right-Hand Ring Advertising Campaign and Relationship-Status Incongruity,Feminine Contradictions and the Politics of Mediated Ambivalence,,,,Paper,A Diamond of Ones Own: The Right-Hand Ring Advertising Campaign and Relationship-Status Incongruity,Feminine Contradictions and the Politics of Mediated Ambivalence,"The Diamond Trading Companys (formally De Beers) Right Hand ring campaign features a model wearing a wedding band, beside the following copy: Your left hand says we. Your right hand says me. Your left hand rocks the cradle. Your right hand rules the world. Women of the world, raise your right hand. This ad, part of a larger campaign currently appearing in popular womens magazines, exemplifies how gender identity dichotomies pertaining to female relationship status are used as a marketing tool by advertisers. Recognizing that magazine content is typically divisive in its presentation of prized feminine characteristics (Crane, 1999), my paper seeks to elaborate this observation by exploring how one particular advertising campaign utilizes womens aspirations towards self-completion/self-actualization and the associated hurdle of negotiating antithetical identity constructions, in order to fuel consumptive practices."
2007-0027,A Different World?: Television Viewing Among White and Black Adolescents and its Implications for Adolescent Sexual Development,Fundamental Issues in Assessing Media Effects on Health-Related Outcomes,,,,Paper,A Different World?: Television Viewing Among White and Black Adolescents and its Implications for Adolescent Sexual Development,Fundamental Issues in Assessing Media Effects on Health-Related Outcomes,"Data have consistently shown that compared to White teenagers Black teenagers watch approximately two more hours of television per day. The purpose of this paper is to explore the nature of this difference in television exposure. Although much audience research contends that Blacks and Whites are viewing very different television content, an analysis of data collected from a sample of Black (n=232) and White (n=225) adolescents this study shows that, while White teenagers watch mainly general interest programs, black teenagers are watching Black-targeted programs in addition to these general interest programs. The implications of these different viewing patterns for exposure to sexual content will be discussed. Analyses concerning cable access, television access in the bedroom, and channel viewing differences are also presented."
2007-0028,Ad-Inspired Social Comparison Behavior and Notions Regarding Physical Attractiveness: A Comparison of Japanese Female and Male Teenagers,"Media, Youth, and Education",,,,Paper,Ad-Inspired Social Comparison Behavior and Notions Regarding Physical Attractiveness: A Comparison of Japanese Female and Male Teenagers,"Media, Youth, and Education","The central purpose of this study was to examine advertisement-inspired social comparison behavior of Japanese female and male teenagers. It was found that both females and males compared themselves with models in advertisements, although females engaged in the behavior more than males. Significant associations were also found between ad-inspired comparison behavior and the importance placed on physical attractiveness in social roles as well as the acceptance of artificial means of enhancing appearance. Public self-consciousness was the primary psychological construct found to be driving ad-inspired social comparison behavior."
2007-0029,Adolescents Exposure to Sexually Explicit Online Material and Sexual Uncertainty: Investigating Perceptions of Pornography as Underlying Mechanisms,Top 4 Papers in Mass Communication,,,,Paper,Adolescents Exposure to Sexually Explicit Online Material and Sexual Uncertainty: Investigating Perceptions of Pornography as Underlying Mechanisms,Top 4 Papers in Mass Communication,"Recent research has established a link between teenagers exposure to sexually explicit online material and their uncertainty about sexual beliefs and values. However, research has paid little attention to the processes that may underlie this association. We hypothesized that the relation between exposure to sexually explicit online material and sexual uncertainty would be mediated by how adolescents perceive the social reality depicted in such material. Drawing on a sample of 1,519 Dutch adolescents aged 13 to 18, we first established with a confirmatory factor analysis that adolescents perceive sexually explicit online material along three dimensions: unaffectionate sex, male dominance, and female objectification. We found that exposure to sexually explicit online material exerted, via perceived male dominance and perceived female objectification, an indirect positive effect on sexual uncertainty. However, exposure to sexually explicit online material retained a significant direct positive relation with sexual uncertainty, indicating that the perceived male dominance and perceived objectification partially mediated this relation. This pattern applied equally to male and female adolescents."
2007-0030,"Adolescents' Exposure to Sexually Explicit Online Material, Sexual Uncertainty, and Attitudes toward Uncommitted Sexual Exploration: Is There a Link?",Adolescents and the Media,,,,Paper,"Adolescents' Exposure to Sexually Explicit Online Material, Sexual Uncertainty, and Attitudes toward Uncommitted Sexual Exploration: Is There a Link?",Adolescents and the Media,"There is little research on whether adolescents exposure to sexually explicit online material is related to two important characteristics of their sexual self  sexual uncertainty and sexual exploration. Moreover, the role of gender in these potential associations has hardly been studied. Drawing on a sample of 2,305 Dutch adolescents aged 13  20, we found that more frequent exposure to sexually explicit online material was associated with greater sexual uncertainty and more positive attitudes toward uncommitted sexual exploration (i.e., sexual relations with casual partners/friends or with sexual partners in one-night stands). Testing different causal models for the influence of gender, we found two direct effects: In comparison with female adolescents, male adolescents were less sexually uncertain and held more positive attitudes toward uncommitted sexual exploration. However, indirect effects of gender also emerged. Male adolescents consumed sexually explicit online material more frequently than female adolescents, which, in turn, was associated with both greater sexual uncertainty and more positive attitudes toward uncommitted sexual exploration. Our findings call for more attention to adolescents exposure to sexually explicit material on the internet and identity-related issues."
2007-0031,Adolescents Identity Experiments on the Internet: Consequences for Social Competence and Self-Concept Unity,Adolescents and the Media,,,,Paper,Adolescents Identity Experiments on the Internet: Consequences for Social Competence and Self-Concept Unity,Adolescents and the Media,"The aim of this study was to investigate the effects of adolescents online identity experiments on their social competence and self-concept unity. An online survey was conducted among a representative sample of 1,231 Dutch adolescents between 10 and 17 years of age. Using Structural Equation Modeling, we investigated the validity of four opposing effects hypotheses in an integrative antecedents-and-effects model. Adolescents who more often experimented with their identity on the Internet more often communicated with people of different ages and cultural backgrounds. This communication, in turn, had a positive effect on adolescents social competence, but did not affect their self-concept unity. In particular, lonely adolescents used the Internet to experiment with their identity. The social competence of lonely adolescents benefited significantly from these identity experiments."
2007-0032,Adolescents Online Communication and their Well-Being: Testing the Stimulation Versus the Displacement Hypothesis,Top Papers in Instructional and Developmental Communication,,,,Paper,Adolescents Online Communication and their Well-Being: Testing the Stimulation Versus the Displacement Hypothesis,Top Papers in Instructional and Developmental Communication,"The aim of this study was to contrast the validity of 2 opposing explanatory hypotheses about the effect of online communication on adolescents well-being. The displacement hypothesis predicts that online communication reduces adolescents well-being because it displaces time spent with existing friends, thereby reducing the quality of these friendships. In contrast, the stimulation hypothesis states that online communication stimulates well-being via its positive effect on time spent with existing friends and the quality of these friendships. We conducted an online survey among a representative sample of 1,210 Dutch teenagers between 10 and 17 years of age. Using mediation analyses, we found support for the stimulation hypothesis, but not for the displacement hypothesis. We also found a moderating effect of type of online communication on adolescents well-being: Instant messaging, which was mostly used to communicate with existing friends, positively predicted well-being via the mediating variables (a) time spend with existing friends and (b) the quality of these friendships. Chat in a public chatroom, which was relatively often used to talk with strangers, had no effect on adolescents well-being via the mediating variables."
2007-0033,Adolescents Sexual Self-Concepts and Media Use Patterns: Implications for Sexual Health Communication,Top Three Papers in Health Communication,,,,Paper,Adolescents Sexual Self-Concepts and Media Use Patterns: Implications for Sexual Health Communication,Top Three Papers in Health Communication,"Audience segmentation of adolescents has the potential to improve the effectiveness of sexual health communication. In this study, the sexual self-concepts of 915 black and white male and female 9th and 10th graders was investigated as a segmentation strategy. The 4 audience segments differed in their sexual desire and agency, norms, interpersonal communication patterns, and sexual behaviors. Analyses suggested that possible messages and sources should differ according to sexual activity rates, connections to parents, school and church, and relationships with peers. Analyses of media use patterns revealed significant differences in the frequency of attending to music, magazines, television, and the Internet; program preferences; and identification with teens in the media. Suggestions for how the different characteristics of these adolescent audience segments could inform sexual health message construction and delivery are offered."
2007-0034,Adults with Different Cultural Backgrounds Reading an Educational Soap Opera,The Significance of Cultural Backgrounds in Reception of TV Programs,,,,Paper,Adults with Different Cultural Backgrounds Reading an Educational Soap Opera,The Significance of Cultural Backgrounds in Reception of TV Programs,"This presentation will discuss findings from a qualitative study in which 53 men and women in Germany of different cultural backgrounds watched an episode of a new educational soap opera directed at (immigrated) adults. The soap opera which features German, Turkish, Iraqi, Kenyan and Russian characters meeting in a German language evening class is designed to show everyday life (and its obstacles) among different immigrant groups, and to motivate immigrants on their journey to acquire German. In group discussions, the respondents explained how they liked the individual characters of the soap opera (issues of familiarity, recognition, para-social interaction) and what they think there is to learn from this program. Interviews with immigrated women who viewed the whole series provided deeper understanding of character interpretation. Issues of gender and cultural background of the viewers will be addressed that are important for the understanding of how the respondents read the characters of the soap opera."
