Paper ID,Paper Title,Number of Authors,Author Position,Author Name,Author Affiliation
2006-0016,A Comparison of Self-Categorization and Spiral of Silence Explanations for Speaking Out (Top Three Paper),7,2,Jill Helmle,U of California - Santa Barbara
2006-0016,A Comparison of Self-Categorization and Spiral of Silence Explanations for Speaking Out (Top Three Paper),7,3,Mirit Shoham,U of California - Santa Barbara
2006-0016,A Comparison of Self-Categorization and Spiral of Silence Explanations for Speaking Out (Top Three Paper),7,4,Marni Heinz,U of California - Santa Barbara
2006-0016,A Comparison of Self-Categorization and Spiral of Silence Explanations for Speaking Out (Top Three Paper),7,5,Rob Patton,U of California - Santa Barbara
2006-0016,A Comparison of Self-Categorization and Spiral of Silence Explanations for Speaking Out (Top Three Paper),7,6,Paul Myers,U of California - Santa Barbara
2006-0016,A Comparison of Self-Categorization and Spiral of Silence Explanations for Speaking Out (Top Three Paper),7,7,Kimberly A. Stoltzfus,U of California - Santa Barbara
2006-0017,A Content Analysis of Social Groups in Primetime Spanish-Language Television,2,1,Dana Mastro,U of Arizona
2006-0017,A Content Analysis of Social Groups in Primetime Spanish-Language Television,2,2,Michelle Ortiz,U of Arizona
2006-0018,A Couple of White Guys Sittin Round Talkin: Representations of Masculinity and Commodification in Frasier,1,1,"Nathaniel Frederick, II",Pennsylvania State U
2006-0019,A Critical Interrogation of Cultural Globalization and Hybridity: Considering Chinese Martial Arts Films as an Example,1,1,Wei-Ching Wang,U of Texas
2006-0020,A Cross-Cultural Comparison of Communication Patterns and Conflict Between Young Adults and Parents,2,1,Sachiyo M. Morinaga Shearman,East Carolina U
2006-0020,A Cross-Cultural Comparison of Communication Patterns and Conflict Between Young Adults and Parents,2,2,Rebecca Dumlao,East Carolina U
2006-0021,A Cross-Cultural Comparison of Perceptions and Uses of Mobile Telephony,1,1,Scott W Campbell,U of Michigan
2006-0022,"A Cross-National and Double-Sided Test of Spiral of Silence Theory: Culture, Governmental Form & Personality",1,1,Jie Liu,U of Iowa
2006-0023,A Cross-National Examination of Third-Person Perception About Ideal Body Image,3,1,Stella C. Chia,Nanyang Technological U
2006-0023,A Cross-National Examination of Third-Person Perception About Ideal Body Image,3,2,Atsushi Tajima,U of Wisconsin
2006-0023,A Cross-National Examination of Third-Person Perception About Ideal Body Image,3,3,Magdalene Li Ping Ong,Nanyang Technological U
2006-0024,A Cultural Approach to the Study of Mediated Citizenship,1,1,Jeffrey P. Jones,Old Dominion U
2006-0025,Acupuncture in the United States: Uses and Implications for a Holistic Speech Code,1,1,Evelyn Y. Ho,U of San Francisco
2006-0026,A Discursive Approach to Cognitive Dissonance: Making Sense of Socio-Political Change in Northern Ireland,2,1,John Wilson,U of Ulster
2006-0026,A Discursive Approach to Cognitive Dissonance: Making Sense of Socio-Political Change in Northern Ireland,2,2,Karyn Stapleton,U of Ulster
2006-0027,"Adolescent Movie Preferences, Mental Health, and Temperament",2,1,Francesca Renee Dillman Carpentier,U of North Carolina
2006-0027,"Adolescent Movie Preferences, Mental Health, and Temperament",2,2,Lynn Corney,U of North Carolina
2006-0028,Adolescents' Exposure to Online Sexually Explicit Material and Recreational Attitudes Towards Sex,2,1,Jochen Peter,U of Amsterdam
2006-0028,Adolescents' Exposure to Online Sexually Explicit Material and Recreational Attitudes Towards Sex,2,2,Patti M. Valkenburg,U of Amsterdam
2006-0029,Adolescent Smoking Networks: The Effects of Social Fitness and Constraint on Future Smoking,1,1,Jeffrey A. Hall,U of Southern California
2006-0030,Adolescents Perceptions of Canadian Cigarette Package Warning Labels: Investigating the Effects of Message Framing.,2,1,Catherine Goodall,Ohio State U
2006-0030,Adolescents Perceptions of Canadian Cigarette Package Warning Labels: Investigating the Effects of Message Framing.,2,2,Osei Appiah,Ohio State U
2006-0031,"Advocate, Exit, or Something Else? Doing the ""Right Thing"" in PR When Organizations Misstep",2,1,Bruce K. Berger,U of Alabama
2006-0031,"Advocate, Exit, or Something Else? Doing the ""Right Thing"" in PR When Organizations Misstep",2,2,Bryan H. Reber,U of Georgia
2006-0032,A Dynamic and Integrated Model of Motivations of Media Use and Media Effects in Political Communication,1,1,Daniel Schneider,Stanford U
2006-0033,Aesthetics of Oriental Communication,1,1,Jeong Tak Kim,Sungkyunkwan U
2006-0034,A Features Analysis of Multimedia Convergence on US Television Network Websites,1,1,Siddhartha S. Menon,Michigan State U
2006-0035,A Female Participant-Observers View into How and Why Women Play Shooter Video Games,1,1,Tania Cantrell,U of Texas
2006-0036,Affective Affordances: Improving Interface Character Engagement Through Interaction,4,1,Henriette van Vugt,Free U - Amsterdam
2006-0036,Affective Affordances: Improving Interface Character Engagement Through Interaction,4,2,Johan F. Hoorn-Konyn,Free U- Amsterdam
2006-0036,Affective Affordances: Improving Interface Character Engagement Through Interaction,4,3,Elly A. Konijn,Free U
2006-0036,Affective Affordances: Improving Interface Character Engagement Through Interaction,4,4,Athina de Bie Dimitriadou,Free U - Amsterdam
2006-0037,A Frame for Health: A Comparison of English and Spanish News Stories and Ads,2,1,Yvette Bueno,U of Miami
2006-0037,A Frame for Health: A Comparison of English and Spanish News Stories and Ads,2,2,Maria Elena Villar,U of Miami
2006-0038,After the Tears: Native American and African American Identity in Oklahomas Territorial contact zones,1,1,Meta G Carstarphen,U of Oklahoma
2006-0051,A Garbage Can Model of Information/Communication/Technology Choice: From Qualitative Data to Computer Simulation,1,1,Larry D. Browning,U of Texas
2006-0052,Ageism in the Media: An Analysis of Discourse on Middle Age in Newspapers,1,1,Terri Ann Bailey,U of North Carolina
2006-0053,Agenda Building via Issue Advocacy: Stakeholder Perceptions and Public Information Processing,1,1,Barbara M. Miller,U of North Carolina
2006-0054,Agenda-Setting in a Culture of Fear: The Lasting Effects of September 11 on American Politics and Journalism,2,1,Matthew D. Matsaganis,U of Southern Califonia
2006-0054,Agenda-Setting in a Culture of Fear: The Lasting Effects of September 11 on American Politics and Journalism,2,2,J. Gregory Payne,Emerson College
2006-0055,Agents of Constitution in Communidad: Constitutive Processes of Communication in Organizations,2,1,Robert D. McPhee,Arizona State U
2006-0055,Agents of Constitution in Communidad: Constitutive Processes of Communication in Organizations,2,2,Joel Iverson,Texas A&M U
2006-0056,"Age, Sex, Location: The Effect of Internet Access on Social Similarity and the Quality of Social Relationships Among Adolescents",2,1,Gustavo S. Mesch,U of Haifa
2006-0056,"Age, Sex, Location: The Effect of Internet Access on Social Similarity and the Quality of Social Relationships Among Adolescents",2,2,Ilan Talmud,U of Haifa
2006-0057,A Hero Story without Heroes: The Hong Kong Government's Narratives on SARS,1,1,Xiaosui Xiao,Hong Kong Baptist University
2006-0058,AIDS Coverage in China: A Study of Agenda-Building and Framing,1,1,Nan Yu,Pennsylvania State U
2006-0059,"A Longitudinal Analysis of Internet Diffusion in 68 Countries: The Effects of Economic, Social, Demographic, and Telecommunication Factors",1,1,Young Min Baek,Iowa State U
2006-0060,Ambiguity and Uncertainty: Are Friends Experts on Self?,2,1,Johanne Saint-Charles,U du Québec à Montréal
2006-0060,Ambiguity and Uncertainty: Are Friends Experts on Self?,2,2,Pierre Mongeau,U du Québec à Montréal
2006-0061,A Measure of Weak Tie/Strong Tie Support Network Preference:,2,1,Kevin B. Wright,U of Oklahoma
2006-0061,A Measure of Weak Tie/Strong Tie Support Network Preference:,2,2,Claude Miller,U of Oklahoma
2006-0062,"Americas Youth and Community Engagement: Mass Media Use, Civic Activity, and Political Awareness in 14- to 22-Year-Olds",4,1,Josh Pasek,U of Pennsylvania
2006-0062,"Americas Youth and Community Engagement: Mass Media Use, Civic Activity, and Political Awareness in 14- to 22-Year-Olds",4,2,Kate Kenski,U of Arizona
2006-0062,"Americas Youth and Community Engagement: Mass Media Use, Civic Activity, and Political Awareness in 14- to 22-Year-Olds",4,3,Daniel Romer,U of Pennsylvania
2006-0062,"Americas Youth and Community Engagement: Mass Media Use, Civic Activity, and Political Awareness in 14- to 22-Year-Olds",4,4,Kathleen Hall Jamieson,U of Pennsylvania
2006-0063,A Model of High-Performance Suggestion Systems,1,1,Davide Girardelli,U of Kentucky
2006-0064,A Multilevel Study of Antecedents and a Mediator of Employee-Organization Relationships,2,1,Hyo-Sook Kim,San Jose State U
2006-0064,A Multilevel Study of Antecedents and a Mediator of Employee-Organization Relationships,2,2,Yunna Rhee,California State U - Sacramento
2006-0065,Analyzing Women Networking for Empowerment: A Methodology Perspective,2,1,Martha M. Burkle,Monterrey Institute of Technologies
2006-0065,Analyzing Women Networking for Empowerment: A Methodology Perspective,2,2,Eva Maria Gonzalez,Monterrey Institute of Technologies
2006-0066,An America of Furious Hyperreality,1,1,Ralph Beliveau,U of Oklahoma
2006-0067,An Analysis of International Public Relations in the U.S.,1,1,Suman Lee,Iowa State U
2006-0068,An Analysis of the Appeal Methods Utilized in Children's Television Food Advertising,1,1,Leslie Williams,U of Pennsylvania
2006-0069,An Argument for Deliberative Civic Education in Oral Discourse Requirements,1,1,J. Cherie Strachan,U at Albany
2006-0070,"And Now, the Rest of the Story: Cathys Story and the Information Society",1,1,Carol Adams-Means,U of Texas
2006-0071,An Economic Study of Violence in Motion Pictures: Genre Trends and Technological Change,3,1,Michael Zhaoxu Yan,U of Michigan
2006-0071,An Economic Study of Violence in Motion Pictures: Genre Trends and Technological Change,3,2,David Waterman,Indiana U
2006-0071,An Economic Study of Violence in Motion Pictures: Genre Trends and Technological Change,3,3,Weiting Lu,Indiana U
2006-0072,A Network Perspective of Communication Capital and New Venture Creation in Organizations,1,1,Maria Aggestam,Lund U
2006-0073,A New Generation of Global Corporate Social Responsibility,3,1,Michael Stohl,U of California - Santa Barbara
2006-0073,A New Generation of Global Corporate Social Responsibility,3,2,Cynthia Stohl,U of California - Santa Barbara
2006-0073,A New Generation of Global Corporate Social Responsibility,3,3,Nikki Townsley,U of Colorado
2006-0074,A New Look at Framing Research--Examining the Framing Effect as a Mechanism in Behavior Motivation,1,1,Hua-Hsin Wan,"U of Texas, El Paso"
2006-0075,An Examination of Perceptions of Verbal Aggressive Messages Across Contexts,5,1,Patricia A Burant,Cleveland State U
2006-0075,An Examination of Perceptions of Verbal Aggressive Messages Across Contexts,5,2,Jill E Rudd,Cleveland State U
2006-0075,An Examination of Perceptions of Verbal Aggressive Messages Across Contexts,5,3,Gary R. Pettey,Cleveland State U
2006-0075,An Examination of Perceptions of Verbal Aggressive Messages Across Contexts,5,4,Sharon Snyder-Suhy,Cleveland State U
2006-0075,An Examination of Perceptions of Verbal Aggressive Messages Across Contexts,5,5,Jenifer E. Kopfman,Cleveland State U
2006-0076,An Examination of the Characteristics of Technology Opinion Leaders and Opinion Seekers,1,1,Arun Vishwanath,SUNY - Buffalo
2006-0077,An Examination of the Relationship Between Social Locations of Chinese Immigrants and Their Ethnic Newspaper Dependency,2,1,Shuang Liu,U of Queensland
2006-0077,An Examination of the Relationship Between Social Locations of Chinese Immigrants and Their Ethnic Newspaper Dependency,2,2,Manyi Wu,U of Electronic Science and Technology of China
2006-0078,An Individual Level Analysis of Media Effects on Public Salience and Attitude Formation,1,1,Nakwon Jung,U of Texas
2006-0079,"An Integrated Model for Relational Outcomes, Reputation, and Their Antecedents from the Perspective of Publics",1,1,Sung-Un Yang,Syracuse U
2006-0080,An Integrative Model of Smoking Cessation Determinants: The Difference between Successful and Unsuccessful Attempts,4,1,Bas van den Putte,U of Amsterdam
2006-0080,An Integrative Model of Smoking Cessation Determinants: The Difference between Successful and Unsuccessful Attempts,4,2,Birgit ten Berg,U of Amsterdam
2006-0080,An Integrative Model of Smoking Cessation Determinants: The Difference between Successful and Unsuccessful Attempts,4,3,Marcus C. Yzer,U of Minnesota
2006-0080,An Integrative Model of Smoking Cessation Determinants: The Difference between Successful and Unsuccessful Attempts,4,4,Marc C. Willemsen,STIVORO
2006-0081,An Intercultural Analysis of Imagined Interactions,2,1,James Michael Honeycutt,Louisiana State U
2006-0081,An Intercultural Analysis of Imagined Interactions,2,2,Robert McCann,U of Southern California
2006-0082,An International Study of Ethical Roles and Counsel in the Public Relations Function,3,1,Shannon A. Bowen,U of Maryland
2006-0082,An International Study of Ethical Roles and Counsel in the Public Relations Function,3,2,Robert L. Heath,U of Houston
2006-0082,An International Study of Ethical Roles and Counsel in the Public Relations Function,3,3,Jaesub Lee,U of Houston
2006-0083,An Old Ghost or a New Shell? A Dialectic Analysis of Ghost in the Shell,1,1,Amy Shirong Lu,U of North Carolina
2006-0084,Antecedents of Organizational Trust,1,1,Slavica Kodish,Arkansas Tech U
2006-0101,Anti-Americanism and Its Impact on Movie Consumption,1,1,Dale W. Russell,INSEAD
2006-0102,A Positive Youth Development Media Campaign Targeting Youth and Parents,2,1,Ratanasuda Punnahitanond,Bangkok U
2006-0102,A Positive Youth Development Media Campaign Targeting Youth and Parents,2,2,Michelle Nelson,U of Wisconsin
2006-0103,Applications of Social Network Analysis in an Online Forum of Teachers,2,1,Ugur Kale,Indiana U
2006-0103,Applications of Social Network Analysis in an Online Forum of Teachers,2,2,J. Alison Bryant,Nickelodeon - MTV Networks
2006-0104,Approaching Yet Another New Communication Technology,2,1,Christian E. Sandvig,U of Illinois
2006-0104,Approaching Yet Another New Communication Technology,2,2,Harmeet Sawhney,Indiana U
2006-0105,A Private Cultural Practice Going Public? Expanding and Shifting Functions of Family Photography on the Web,1,1,Luc Pauwels,U of Antwerp
2006-0106,Are All Opinion Leaders Opinion Givers? Are All Opinion Givers Opinion Leaders?: A Clarification of Constructs Based on Empirical Data.,3,1,Anke Carina Tschoertner,U of Hohenheim
2006-0106,Are All Opinion Leaders Opinion Givers? Are All Opinion Givers Opinion Leaders?: A Clarification of Constructs Based on Empirical Data.,3,2,Cornelia Jers,U of Hohenheim
2006-0106,Are All Opinion Leaders Opinion Givers? Are All Opinion Givers Opinion Leaders?: A Clarification of Constructs Based on Empirical Data.,3,3,Michael Schenk,U of Hohenheim
2006-0107,A Re-Examination of Reporters' Norms and the Routines Used to Maintain Them,1,1,Eileen N. Gilligan,Syracuse U
2006-0108,"A Review, Integration, and Critique of Cross-Disciplinary Research on Performance Appraisals: 1990-2000",1,1,Deloris McGee Wanguri,U of Houston
2006-0109,Are We Polite Because Theyre Like Us?: Social Responses Toward Anthropomorphized Computers,2,1,Yoon Jeon Koh,Pennsylvania State U
2006-0109,Are We Polite Because Theyre Like Us?: Social Responses Toward Anthropomorphized Computers,2,2,Mina Tsay,Pennsylvania State U
2006-0110,Are You Talkin' to ME? The Reasons for and Use of Media Allusions,2,1,Bradley W. Gorham,Syracuse U
2006-0110,Are You Talkin' to ME? The Reasons for and Use of Media Allusions,2,2,Eileen N. Gilligan,Syracuse U
2006-0111,Argument Quality and Evidence Types: When Is Statistical Evidence Superior to Anecdotal Evidence?,2,1,Hans Hoeken,U of Nijmegen
2006-0111,Argument Quality and Evidence Types: When Is Statistical Evidence Superior to Anecdotal Evidence?,2,2,Lettica Hustinx,Radboud U
2006-0112,"A Right To Google: Search Engines and Copyright--Top 3 Paper, Communication Law and Policy Division",1,1,Kathleen K. Olson,Lehigh U
2006-0113,"Arrogant, On-Target, or Humble?: The Nature of Assessing One's Own Speech Performance",2,1,C. Leigh Nelson,James Madison U
2006-0113,"Arrogant, On-Target, or Humble?: The Nature of Assessing One's Own Speech Performance",2,2,Roberta K. Mitchell,James Madison U
2006-0114,A Semiological Analysis of Tsunami Images in Internet Fundraising Appeals by Fortune 500 Companies,2,1,Steve Marshall,U of Florida
2006-0114,A Semiological Analysis of Tsunami Images in Internet Fundraising Appeals by Fortune 500 Companies,2,2,Jennifer Lemanski,U of Florida
2006-0115,A Simulation of an Adolescent Smoking Television Campaign: Testing an Activation Model of Information Exposure,4,1,Donald W. Helme,Wake Forest U
2006-0115,A Simulation of an Adolescent Smoking Television Campaign: Testing an Activation Model of Information Exposure,4,2,Robert Lewis Donohew,U of Kentucky
2006-0115,A Simulation of an Adolescent Smoking Television Campaign: Testing an Activation Model of Information Exposure,4,3,Monika Baier,U of Alabama
2006-0115,A Simulation of an Adolescent Smoking Television Campaign: Testing an Activation Model of Information Exposure,4,4,Linda Zittleman,U of Colorado
2006-0116,Assessing College Students Attitudes Toward Two Forms of Internet Advertising: Pop-Up Ads and Search Engine Sponsored Links,1,1,Xingpu Yuan,Southern Illinois U
2006-0117,Assessing the Impacts of Dynamic Social Impact Theory in Asynchronous Groups,2,1,Edward A. Mabry,U of Wisconsin
2006-0117,Assessing the Impacts of Dynamic Social Impact Theory in Asynchronous Groups,2,2,Evelyn Fay Sudweeks,Murdoch U
2006-0118,Associative Framing: A Unified Method for Measuring Media Frames and the Media Agenda,3,1,Wouter van Atteveldt,Free U - Amsterdam
2006-0118,Associative Framing: A Unified Method for Measuring Media Frames and the Media Agenda,3,2,Nel Ruigrok,U of Amsterdam
2006-0118,Associative Framing: A Unified Method for Measuring Media Frames and the Media Agenda,3,3,Jan Kleinnijenhuis,Vrije U
2006-0119,A Storytelling Model of Civic Engagement in a Multiethnic Urban Space,1,1,Yong-Chan Kim,U of Alabama
2006-0120,A Structure of Alliances in the Global Telecommunication Industry: 1990-2004,1,1,Bum Soo Chon,Hanyang U
2006-0121,"""A Suitable Bride: A Comparative Analysis of Matrimonial Advertisements of Indian Women Published in Newspapers and Matrimonial Websites""",1,1,Satarupa Dasgupta,Temple U
2006-0122,A Three-Dimensional Model for Cultural Interpretation of Protest Performances: The Case of Protest Poetry in Israel During the Second Intifada,2,1,Motti Neiger,Netanya Academic College
2006-0122,A Three-Dimensional Model for Cultural Interpretation of Protest Performances: The Case of Protest Poetry in Israel During the Second Intifada,2,2,Ayelet Kohn,David Yellin College of Education
2006-0123,"Attachment Style, Marital Satisfaction, Commitment, and Communal Strength Effects on Relational Repair Message Interpretation",3,1,Richard S. Bello,Sam Houston State U
2006-0123,"Attachment Style, Marital Satisfaction, Commitment, and Communal Strength Effects on Relational Repair Message Interpretation",3,2,Frances E. Brandau-Brown,Sam Houston State U
2006-0123,"Attachment Style, Marital Satisfaction, Commitment, and Communal Strength Effects on Relational Repair Message Interpretation",3,3,J. D. Ragsdale,Sam Houston State U
2006-0124,Attention Cycles and Frames in the Plant Biotechnology Debate: Managing Power and Participation Through the Press/Policy Connection,2,1,Matthew C. Nisbet,Ohio State U
2006-0124,Attention Cycles and Frames in the Plant Biotechnology Debate: Managing Power and Participation Through the Press/Policy Connection,2,2,Michael Huge,The Ohio State U
2006-0125,"Attention to Newspaper Ads: The Concerted Action of Medium, Ad, and Reader",3,1,Edith Gloria Smit,U of Amsterdam
2006-0125,"Attention to Newspaper Ads: The Concerted Action of Medium, Ad, and Reader",3,2,Peter Neijens,U of Amsterdam
2006-0125,"Attention to Newspaper Ads: The Concerted Action of Medium, Ad, and Reader",3,3,Marijntje Stuurman,U of Amsterdam
2006-0126,A Typology of Conflict Avoidance,3,1,Qi Wang,U of Maryland
2006-0126,A Typology of Conflict Avoidance,3,2,Deborah A. Cai,U of Maryland
2006-0126,A Typology of Conflict Avoidance,3,3,Edward L. Fink,U of Maryland
2006-0127,A Typology of Interpersonal Goals in Conflict Situations,3,1,Qi Wang,U of Maryland
2006-0127,A Typology of Interpersonal Goals in Conflict Situations,3,2,Edward L. Fink,U of Maryland
2006-0127,A Typology of Interpersonal Goals in Conflict Situations,3,3,Deborah A. Cai,U of Maryland
2006-0128,Audience Engagement with Media and ICT,1,1,Toshie Takahashi,Juntando U
2006-0129,Audience Evaluations of the Realism of Improbable or Fantastic Stories,1,1,Alice E. Hall,U of Missouri
2006-0130,Audience Perceptions of the Objectivity Norm,2,1,Tracy Laxson,Ohio State U
2006-0130,Audience Perceptions of the Objectivity Norm,2,2,Saundra Latham,Ohio State U
2006-0131,Audio Weblogs: Communication Breakthrough or Communication Overload?,2,1,Kenny W. P. Tan,Nanyang Technological U
2006-0131,Audio Weblogs: Communication Breakthrough or Communication Overload?,2,2,Benjamin H. Detenber,Nanyang Technological U
2006-0132,Authenticating Whiteness: Constructions of Race and Class in Tony Hawk's Underground,1,1,Emily Chivers Yochim,U of Michigan
2006-0133,Authenticity for Sale: An Analysis of World Music Label Websites,1,1,Joseph Terry,U of Colorado
2006-0151,Automatic Attention Processes in Searching Versus Surfing for Information,4,1,Kevin Wise,U of Missouri
2006-0151,Automatic Attention Processes in Searching Versus Surfing for Information,4,2,Hyo Jung Kim,U of Missouri
2006-0151,Automatic Attention Processes in Searching Versus Surfing for Information,4,3,Rebecca Norris,University of Missouri
2006-0151,Automatic Attention Processes in Searching Versus Surfing for Information,4,4,Arun Venkataraman,U of Missouri
2006-0152,Avatar-Assisted Net-Working: Increasing Social Presence and Interpersonal Trust in Net-Based Collaborations,5,1,Gary Bente,U of Cologne
2006-0152,Avatar-Assisted Net-Working: Increasing Social Presence and Interpersonal Trust in Net-Based Collaborations,5,2,Sabine Rüggenberg,U of Cologne
2006-0152,Avatar-Assisted Net-Working: Increasing Social Presence and Interpersonal Trust in Net-Based Collaborations,5,3,Nicole C. Krämer,U of Cologne
2006-0152,Avatar-Assisted Net-Working: Increasing Social Presence and Interpersonal Trust in Net-Based Collaborations,5,4,Oliver Fischer,U of Cologne
2006-0152,Avatar-Assisted Net-Working: Increasing Social Presence and Interpersonal Trust in Net-Based Collaborations,5,5,Ulrich Hoppe,U Duisburg
2006-0153,Avatar Color and Social Identity Effects On Attitudes and Group Dynamics in Online Video Games,3,1,Nicholas Aaron Merola,Cornell U
2006-0153,Avatar Color and Social Identity Effects On Attitudes and Group Dynamics in Online Video Games,3,2,Jorge F. Pena,Cornell U
2006-0153,Avatar Color and Social Identity Effects On Attitudes and Group Dynamics in Online Video Games,3,3,Jeff Hancock,Cornell U
2006-0154,Basque Nationalism and Spiral of Silence: An Analysis of Public Perceptions of ETA in Spain and France,2,1,Anthony Spencer,U of Oklahoma
2006-0154,Basque Nationalism and Spiral of Silence: An Analysis of Public Perceptions of ETA in Spain and France,2,2,Stephen Michael Croucher,U of Oklahoma
2006-0155,Be a Hero to my Kids!: Gender Differences in Response to Organ Donation Profiles,4,1,Teresa Thompson,U of Dayton
2006-0155,Be a Hero to my Kids!: Gender Differences in Response to Organ Donation Profiles,4,2,James D. Robinson,U of Dayton
2006-0155,Be a Hero to my Kids!: Gender Differences in Response to Organ Donation Profiles,4,3,Dustin J Anderson,U of Dayton
2006-0155,Be a Hero to my Kids!: Gender Differences in Response to Organ Donation Profiles,4,4,Molly Ann Federowicz,U of Dayton
2006-0156,Because He Was a Belligerent Blowhard: Understanding the Rationalization of Organizational BetrayalA Perpetrator Perspective,1,1,Nicole Laster,U of Texas
2006-0157,Becoming Visible: Trajectories of the Slovak LGBT Periodicals,1,1,Viera Lorencova,U of Massachusetts
2006-0158,Being in the Game: Effects of Avatar Choice and Point of View on Arousal Responses During Play,2,1,Sohye Lim,Stanford U
2006-0158,Being in the Game: Effects of Avatar Choice and Point of View on Arousal Responses During Play,2,2,Byron Reeves,Stanford U
2006-0159,Being Legitimate Consumers: Women and Consumer Culture in South Korea During the 1990s,1,1,Sumi Kim,U of Minnesota
2006-0160,Between News and Views: The Rise of Analyses and Commentaries in News Reporting.,1,1,Lars W. Nord,Mid Sweden U
2006-0161,Between Semiotics and Pragmatics: Opening Language Studies to Textual Agency,1,1,Francois Cooren,U de Montreal
2006-0162,Between the Parc de la Ligue Arabe and Cybermen.com: Being Gay Offline and Online in Urban Morocco,1,1,Justin McGuuinness,American U of Paris
2006-0163,Between Three Cultures: Media in the Lives of Immigrant Children in Israel and Germany,2,1,Nelly Elias,Ben-Gurion U of Negev
2006-0163,Between Three Cultures: Media in the Lives of Immigrant Children in Israel and Germany,2,2,Dafna Lemish,Tel Aviv U
2006-0164,Beyond Access: Communication Divides and Implications for Health Disparities,3,1,Emily Zobel,Dana-Farber Cancer Institute
2006-0164,Beyond Access: Communication Divides and Implications for Health Disparities,3,2,Shoba Ramanadhan,Harvard School of Public Health
2006-0164,Beyond Access: Communication Divides and Implications for Health Disparities,3,3,K. Viswanath,"Harvard School of Public Health, Dana-Farber Cancer Institute"
2006-0165,Beyond Reefer Madness: Government Public Relations and the Demonization of Marijuana,2,1,Steven Korzeniewski,Michigan State U
