Paper ID,Title,Type,Title to Check,Abstract
2003-0651,"Religion, Communication, and Social Capital",  Individual Submission type: Paper,"Religion, Communication, and Social Capital","In this study we examine the political communication processes--including discussion networks and public affairs media use--that link the associational and cognitive dimensions of religion with various indicators of social capital, including political efficacy, political trust, and social trust. We also examine differences in the linkages to indicators of social capital between white evangelical Protestants and white mainline Protestants. Using survey data from the 2000 National Election Study, our results show that current claims regarding religions ability to sponsor social capital are severely oversold. The associational effects of religion are limited, especially in comparison to the positive effects of political interactions that occur in non-church based settings. Moreover, our findings indicate that the cognitive dimension of religion fosters a retreat from certain types of communication behaviors, contributing to several negative effects on political efficacy, political trust, and social trust. Our study also confirms fears that the growing evangelical church movement may be doing damage to social capital, as evangelical Protestants are less knowledgeable of politics, less politically efficacious, and less trusting of others, after all controls."
2003-0701,Speech That Moves: The Rhetoric and Poetics of Metaphor,  Individual Submission type: Paper,Speech That Moves: The Rhetoric and Poetics of Metaphor,"This paper explores the how of metaphor's time, place, and movement as it has been considered by such philosophers as Aristotle, Paul Ricoeur, and Hayden White. Specifically the paper focuses on the constitution and operation of metaphors of time. The paper examines metaphor as a trasgression (of definition/form/class) and considers how this helps explain the potential of its potential."
2003-0751,The Affective Terrain of Adolescence: The Matrix,  Individual Submission type: Paper,The Affective Terrain of Adolescence: The Matrix,"The Matrix organizes affect. It articulates knowledge, feelings, beliefs, practices, gestures, desires, longings, colors, noises, odors, and textures. It paints the sense of the world of adolescence and the sense(s) to facilitate moving around in that world. It produces an effective terrain that can be occupied by what I call the adolescent body. Watching The Matrix is to become that body in those sensations, and through those sensations a very particular space is organized within which that body moves. The ""rubics"" of the adolescent terrain are characterized as 1) lost and found; flat and deep, 2) learning with eyes closed, 3) what the body feels, and 4) the color of love."
2003-0801,The Emergence of Structural Patterns in Interorganizational Relationships in the Application Service Provider Industry (I),  Individual Submission type: Paper,The Emergence of Structural Patterns in Interorganizational Relationships in the Application Service Provider Industry (I),"This paper examines interorganizational arrangements in the Application Service Provider Industry (ASP) that has arisen in response to technological imperatives. The study focuses on forms of interorganizational relations (IORs) and assesses the overall network patterns among ASPs during 1998-2001. The goal is to explore the underlying processes of such relations via mapping the network structure of the industry. Resource dependency theory (RDT) is utilized in the analysis of the industry. Sixty-Nine ASPs that have (within-industry) IORs with other ASPs are examined. The data analyses show that the industry is under the influence of economies of large scale and that the dominant ASPs with various IORs tend to focus on more generic type of service. Small companies should focus on provision of more specific types of services. The notion of resource dependence is discussed in relation to Giddens¡¯ theory of Structuration in theoretical interpretations of the results. In short, I argue that the notion of regularities found in structural and function approaches (such as RDT, for example) should be related to what people and organizations do in specific economic settings, rather than being related to sui-generis feature of such regularities."
2003-0851,Theorizing Vision at the Crossroads: the case of photography and digital imaging,  Individual Submission type: Paper,Theorizing Vision at the Crossroads: the case of photography and digital imaging,"Theorizing vision at the crossroads: The case of photography and digital imaging
Introduction

Common expressions such as ""photographic vision"" or ""photographic memory"" suggest an individuals possession of a special quality for detecting or recognizing truth, non-distortion, or recall of details without will or effort. Photographic vision typically is associated with the photographers special native talent for connecting expression to the minds eye.
I argue in this paper that both highly advanced and novice practitioners of photography come to participate in the discourse of photographic vision by being socialized into photography as a domain of practice which 1) guides and inhibits a particular individuals use of the ideas, spaces, and materials and 2) provides a bounded space for challenges to these guiding standards.
In an ethnographic study of a program in photography education, (1992-1995, ) I examined ways that photographic vision was cultivated through artifact mediated collective activities of definition, and how those definitions exhibit both old and new elements as the artifacts change. This argument, in the tradition of Howard Beckers (1982) book Art Worlds positions photographic vision as a discourse, and questions several assumptions about vision as a particular form of skill defined in (bounded in?) and by the individual. I build on the discussion of the relationships between artifacts and vision outlined by Charles Keller and Janet Dixon Keller in their (1999) book on blacksmithing, and by Charles Goodwin and Marjorie Harnass Goodwin writing about Professional Vision (1992).
I discuss particular kinds of photographic vision as cultivated among experts and novices learning classical chemical darkroom photography methods in a university Visual Arts department. I compare this to the kind of vision invoked by a group pioneering the first courses offered in 1992 in the same department as digital imaging emerged as aa new way to work with photography
Goodwin and Goodwins work on ""Professional Vision"" treats vision as mediated by discourse, and as situated activity. (1995, 7). Often, discussions of the role of artifacts and social contexts in shaping human experience of vision introduce data from settings that are explicitly tradition-oriented (Keller, Dixon) or where technological change is not a focal point of the analysis (Goodwin and Goodwin).
I discuss what happens to what the Goodwins call the discourses of a profession when the artifacts supporting this discourse were changing dramatically. I asked how major technological change affected the acquisition or cultivation of particular norms of interpreting vision. I chose this research setting explicitly because a major issue for its members was the problem posed by the advent of new technologies for making photographic images.
Knocking on their studio doors were vendors, students and critics questioning the primacy and centrality of the departments curricular traditions, namely the central role of black and white, wet (chemical, darkroom, analog) photography in the program. Questions about what was going to happen (is photography dying?) what decisions should be made, (should we convert our program to accommodate or emphasize digital imaging?) and how to think about new forms of practice in teaching and art making (how do you evaluate digital art?) were all around. I was interested particularly in the sorts of standards that would evolve for evaluating digital images, especially after I participated in a series of critiques of student work in black and white photography, and experienced the rituals and traditions of the arts crit.
Stability and change in the routines of visual communication is an important theme on the borderland between photography and digital image making. My paper explores this theme with respect to photographic artists' relationships to vision when and where two radically different image making technologies come into play in the nteractions of a community of students and teachers accustomed to interacting around one well established medium and method.

Partial Bibliography

Becker, H. (1982) Art Worlds CA UC Press


Button, G. (1991). Ethnomethodology and the human sciences. MA: Cambridge University Press.

Dewey, J. (1934). Art as experience. New York: Capricorn Books.


Engeström, Y. (1991). Developmental work research: reconstructing expertise through expansive learning. Im M.I. Murminen & G.R.S. Weir (Eds.), Human jobs and computer interfaces. North Holland: Elsevier Science Publishers.


Engeström, Y. (1987). Learning by expanding. An activity theoretical approach to developmental research. Helsinki: Orienta-Konsultit.
(pps.139-168).

Garfinkel, H. (1967). Studies in Ethnomethodology.
Englewood Cliffs, NJ: Prentice-Hall.



Goodwin, C. (1993). Seeing in Depth. Social Studies of Science. 25(2) 237-274.


Goodwin, C. (1994). The blackness of black: Color categories as situated practice. Paper presented at conference Discourse and Reasoning: Situated Cognition and Technologically Supported Environments. Lucca, Italy .


Goodwin, C. & Goodwin, M. H. (1992). Professional vision. American Anthropologist.
6 (3) 606-633.


Handel, W. (1982). Ethnomethodology: How people make sense. Englewood Cliffs, N.J.: Prentice-Hall.


Hillbert, R. (1992). The classical roots of ethnomethodology. Chapel Hill: University of North Carolina Press.


Holtzmann, G. (1988). Beyond photography: The digital darkroom. Englewood Cliffs, N.J.: Prentice Hall.


Horenstein, H. (1983) Black and White Photography: A Basic Manual. Boston, MA: Little, Brown.

Keller, C. and Dixon-Keller, J. (1996) Cognition and tools Use: the blacksmith at Work. MA:

Leiter, K. (1980). A primer on ethnomethodology. New York: Oxford University Press.


Leont'ev, A. N. (1978). Activity, consciousness and personality. Englewood Cliffs, NJ: Prentice-Hall.

Matusov, E. (1996) Intersubjectivity without agreement. Mind, Culture, and Activity.
3(1) 25-45.


Mehan, H. (1989). The construction of the l.d. student: A case study in the politics of representation. Unpublished paper, University of California, San Diego.


Middleton, D. & Mackinley, D. (1987). ""Gossip and tidbits in team work: conversation as an instrument of multidisciplinary practice in child development centers."" Paper presented at conference on Activity, Work and Learning. Karja, Finland.


Mitchell, W. (1992). The reconfigured eye: Visual truth in the post- photographic era.
Cambridge: MIT Press.

Pollner, M. (1987). Mundane reason: Reality in everyday sociological discourse. New York: Cambridge University Press.

Ritchin, F. (1990). In our own image: The coming revolution in photography.
New York: Aperture.

Rogoff, B., (1994 ). Developing understanding of the idea of a community of learners. Mind, Culture, and Activity. 1(4), 209-229.

Rosler, M. (1991) Digital dialogues: Photography in the age of cyberspace.Ten 8.Photo Paperback 2(2).

Rosler, M. (1991). If you lived here: The city in theory, art and social activism.
San Franciso, CA: Bay Press.


Star, L. (1992). The structure of ill-structured solutions: Boundary objects and heterogeneous distributed problem solving. L. Gassner, & M. Huhns, (Eds.), Distributed Artificial Intelligence. 2(2).


Suchman, L. (1987) Plans and situated actions. Cambridge: Cambridge University Press.


Sudnow, D. (1972). Studies in social interaction. New York: Free Press.


Sudnow, D. (1978). Ways of the hand. Cambridge: Harvard University Press.


Van Maanen, J. (1995). Representation in ethnography. Thousand Oaks, CA; Sage Publications.


Wartofsky, M. (1979). Models, representation, and the scientific understanding. Dordrecht, Holland; Boston: D. Reidel Publishers."
2003-0901,THE WHOLE WORLD IS SWEATING: Newspaper Framing of the Student Anti-Sweatshop Movement,  Individual Submission type: Paper,THE WHOLE WORLD IS SWEATING: Newspaper Framing of the Student Anti-Sweatshop Movement,"This paper examines the national newspaper coverage of the student anti-sweatshop movement on university campuses. Using coverage of this issue in three national dailies, The New York Times, The Los Angeles Times, and The Washington Post, from 1995-2002, this paper explores the dominant frames used to tell this story and attempts to understand the positive representation of the student activists by the news media. This positive media attention contrasts with dominant theories about the relationship between social movements and the news media. The implications of this contrasting case for other ongoing social movements are considered."
2003-0951,Visual Representation and the Prediction of Emotion,  Individual Submission type: Paper,Visual Representation and the Prediction of Emotion,"Through content analysis of news photographs and measurement of viewers response to those images, this study explored what visual characteristics contribute to emotional responses in viewers.

We conducted a content analysis of a sample of images and measured the presence of variables hypothesized to predict emotional response. Subjects viewed sub-sets of these images and provided self-reports of their level and type of affect. The independent variables were derived from the content analysis measures. Dependent variables were viewers level of either positive or negative affect. Significant predictors of negative affect included the presence of violence, the outcomes of violence, the effects of disaster, negative emotional displays by image subjects, and unusual juxtapositions of people and/or objects. The presence of violence, unusual object juxtapositions, and negative emotional displays had significant, but negative, relationships with positive affect. Positive emotional displays, viewing the more central subjects from the front, and image subjects appearing close together significantly and directly predicted positive affect."
2004-0001,A Bibliometric Analysis of Disciplinary Self-Reflection in Communication Studies,  Individual Submission type: Paper,A Bibliometric Analysis of Disciplinary Self-Reflection in Communication Studies,"This paper reports the results of a bibliometric analysis of the patterns of co-citation among the authors most cited by the 121 articles that also refer to a special symposium issue of Journal of Communication (JoC), published in 1983, called 'Ferment in the Field.' This symposium, in attempting to make sense of the potential implications of 'critical theory' for communication studies as a field at that time, is argued to constitute a moment of 'disciplinary self-reflection' whose subsequent employment within the communication studies literature indicates the reflexive concerns of the discipline. The analysis conducted here suggests that disciplinary self-reflection in communication studies includes both epistemological-ideological and structural-functional critiques of the discipline. This analysis underscores the tensions between two views of what communication 'in the public interest' entails: on the one hand, a gimlet-eyed appraisal of the vagaries of media power; on the other, a pragmatic and useful program that contributes to policymaking and interdisciplinary inquiry."
2004-0051,A Meta-analysis of Journal Articles Intersecting Issues of Internet and Gender,  Individual Submission type: Paper,A Meta-analysis of Journal Articles Intersecting Issues of Internet and Gender,"During the past several years, the propagation and mainstream acceptance of the Internet has been a hot topic addressed in media, business, and scholarly environments. Academic journals are one source of scholarly information on the Internet, and have provided some broad research on this topic. Journals in the disciplines of communications, social sciences, and technology have addressed the various issues around Internet technology. One of the main issues of concern around the Internet has been the idea of a digital divide, or a gap in access and usage patterns based on social/cultural status, including gender, income, race, education, and age.

Internet usage of males and females in the United States has been increasing to a point of equity in recent surveys. But many studies still point to differences in usage of and representations within technology that can lead to disenfranchisement and inequity. By framing the gender gap in Internet usage as all but eliminated, continued research could be discouraged regarding gender differences beyond access and how this new type of divide is manifesting itself toward the potential of Internet. This study looks at the evolution of articles that deal with the gender implications of the Internet in journals in the fields of communications, gender studies, and technology and society."
2004-0101,A smoker is never alone: Test of a typology of social influences on smoking cessation,  Individual Submission type: Paper,A smoker is never alone: Test of a typology of social influences on smoking cessation,"The operationalization of social influence in the theory of planned behavior is very limited. Only the perception is measured whether important others would approve or disapprove it if a person performs a certain behavior. However, more types of social influence can be discerned and it is hypothesized that the conceptualization of the social factor should be broadened. A typology of social influences on smoking cessation is outlined and is tested on 2,703 Dutch smokers. This study shows that several social factors influence the intention to quit smoking. These effects are not completely mediated by the variables of the theory of planned behavior. The consequences for health campaign strategies are described. Most likely, the same holds for other behaviors as well, but the relative importance of the various social influences varies dependent on the behavior and population under study."
2004-0151,Can U.S. Entertainment TV Programs InfluenceThe Culture Of Young Adults Overseas?,  Individual Submission type: Paper,Can U.S. Entertainment TV Programs InfluenceThe Culture Of Young Adults Overseas?,"Shortly after the September 11 terrorist attack, the U.S. government began wondering what can be done to influence the attitudes toward the U.S. of the wary and sometimes angry Muslim youth abroad. During the month of November 2001, news reports revealed that the U.S. government, together with Hollywood executives, had determined that this objective could be achieved by:

1. Exporting such entertainment networks as MTV to the Muslim parts of the world;
2. Establishing American AM-FM radio stations specifically targeting Muslim youth; and
3. Beaming American television programs via a newly established satellite-based television network that will compete with Al-Jazeera, a TV network that became very visible after September 11 due to its ubiquity in the Arab world.

This paper asks: Can imported TV programs influence the local audiences who watch them? If so, then what is the process of influence that is at work? And who are the audience members most likely to be influenced by the foreign TV shows?

This paper presents the results of an integrated theoretical model stemming from a research program devoted to this very topic."
2004-0201,Contesting Narratives of Workplace Maternity,  Individual Submission type: Paper,Contesting Narratives of Workplace Maternity,"Our paper situates discourses and practices of workers, paid work, and wellness within contemporary organizational imperatives. Through a case study of a woman whose ability to work was compromised by complications associated with pregnancy, we show that maternity in the workplace is connected with deviance, sexuality, the feminine, unreliability, illness, and disability. To promote change, organizational and health communication researchers must construct multiple creative narratives about pregnancy in the workplace and maternity leave that decenter the master narrative and replace it with stories rendering bodily variation as normal."
2004-0251,Dialogic Development and the Elusive Digital Divide: European Union's Alliance for Information Society in Latin America,  Individual Submission type: Paper,Dialogic Development and the Elusive Digital Divide: European Union's Alliance for Information Society in Latin America,"With a dual understanding of the digital divide  as signifier for uneven IT access and use, but also for re-mapped political and economic boundaries in the Information Age, this paper examines the discursive construction of the term as introduced by the European Unions Alliance for the Information Society with Latin America (@lis). The juxtaposition of the need to bridge the digital divide with calls for liberalization of Internet markets prompts a peculiar conceptualization of the phenomenon itself  as a knowledge rather than an access gap, and as a result, poses certain questions about the ways in which power and control are re-articulated via such development programs. Drawing on a Marxist framework that exposes the exclusionary dimension of liberalization policies, I point to the emergence of a hybrid discourse, where the digital divide is simultaneously addressed and produced. Specifically, I suggest that, while @lis responds to the issue of an international digital divide, its intended modus operandi harbors the possibility for domestic divides, and therefore, the reproduction of inequalities in local contexts."
2004-0301,Efffects of Sex and Proxemics on Perceptions of Leadership,  Individual Submission type: Paper,Efffects of Sex and Proxemics on Perceptions of Leadership,"Regarding the use of heuristics to form opinions about leadership, past research has found that nonverbal cues can influence how we think of a particular person as possessing leadership qualities, with perceptions of women as leaders influenced by gender stereotypes that counter traditional ideas relating leadership with masculinity. Two experiments were conducted to explore the effects of persons sex and seating arrangement on subjects perceptions of leadership. Results conflict with prior findings indicating gender bias against women: Subjects chose a person shown seated at the head of the table as the leader of a group regardless of that persons sex. Findings indicate that perceptions of leadership might be changing, with the nonverbal cue of seating arrangement serving as a more important heuristic in the determination of a groups leader."
2004-0351,First- and Third-Person Perceptions of HIV/AIDS messages and HIV/AIDS prevention in Zambia,  Individual Submission type: Paper,First- and Third-Person Perceptions of HIV/AIDS messages and HIV/AIDS prevention in Zambia,"Preventing the spread of HIV and promoting HIV testing has become paramount to the survival of Africa nations such as Zambia. Communication campaigns to prevent the spread of HIV and to promote testing are abundant, yet not enough Zambians have adopted the promoted behaviors, and as a result, the spread of HIV continues to rise. Researchers must examine how individuals respond to campaign messages within a cultural context to inform the use of such campaigns in promoting health behavior change. This paper examines the extent to which HIV prevention and testing behaviors are predicated on the perceptual gap, which is the difference in the estimated impact of messages on the self versus others. The behavioural hypothesis of the third person perception suggests the perceptual gap is a better predictor of peoples behaviors than their exposure to media messages. In a collectivistic culture, the notion of the third person perception and the behavioural hypothesis take on particular importance. In a study of the impact of HIV/AIDS messages on 344 Zambian college students, I examine first- and third-person perceptions of HIV/AIDS messages, focusing on the differences in the estimated impact of the messages in Public Service Announcements (PSAs) versus those presented within a local serial drama. I also examine the perceptual gap, message exposure and other important health behavior change concepts as predictors of condom use and intentions and HIV testing and intentions, examining sex differences. Theoretical and practical implications are discussed."
2004-0401,"Habitus, Symbolic Power, and Hegemony: A critical examination of the news medias framing of the African AIDS crisis",  Individual Submission type: Paper,"Habitus, Symbolic Power, and Hegemony: A critical examination of the news medias framing of the African AIDS crisis","Abstract

News making is not random but patterned and socially conditioned systems for the reproduction of knowledge, which fits well with the existing power structures in U.S. society. Especially given the growing power of the corporate mainstream media in the United States, this research examines the ideological functions of news medias ""classifying out the world"" (Hall, 1978) and ""definitional control"" (Schiller, 2000). It explores the systematic news framing process, in which some occurrences are selected, given meaning, and made more salient. This study analyzes U.S. newspapers framing of the AIDS situation in Africa, in relation to drug patents there, within the context of widespread global information imbalances. The relationship between Africas AIDS situation and international regulations on drug patents is highly significant, due to the fact that formerly colonized countries are largely excluded from the benefits of scientific innovations due to the reinforcing of a ""postcolonial hierarchy,"" in terms of both world information flows and economy.
This research conceptualizes public health, specifically Africas AIDS -- the site of more than two-thirds of the worlds HIV-infected people -- as a social and historical construct bounded by postcolonial globalization. By applying such critical concepts as ""hegemony"", intellectual authority, ""habitus,"" and ""symbolic power to news framing analysis, this work examines how the AIDS-drug patent issue has been culturally and socially constructed through news discourse. It criticizes the ways in which such news reporting in mainstream U.S. newspapers depicts these complex issues and compares this reporting with alternative medias treatment of those issues."
